,Col001Vs,Col001Id,Col001Vi,Col002Vs,Col002Id,Col002Vi
0,1.14793,1e-12,0.256449,1.08752,1e-12,1.05216
1,1.14824,2e-12,0.263966,1.09032,2e-12,0.997621
2,1.14847,3e-12,0.234373,1.09189,3e-12,1.03056
3,1.1483,4e-12,0.275199,1.09276,4e-12,1.02215
4,1.14801,5e-12,0.276396,1.09335,5e-12,0.985962
5,1.14829,6e-12,0.251241,1.09423,6e-12,1.02115
6,1.14826,7e-12,0.298932,1.09504,7e-12,1.01119
7,1.14784,8e-12,0.310261,1.09537,8e-12,0.980261
8,1.14837,9e-12,0.293379,1.09544,9e-12,1.02141
9,1.14821,1e-11,0.284541,1.09553,1e-11,1.02477
10,1.1479,2e-11,0.347648,1.09395,2e-11,1.01006
11,1.1483,3e-11,0.345663,1.09062,3e-11,0.998646
12,1.14833,4e-11,0.362248,1.08669,4e-11,1.01818
13,1.14753,5e-11,0.445062,1.08172,5e-11,1.05808
14,1.14822,6e-11,0.459126,1.07656,6e-11,1.10131
15,1.14823,7e-11,0.497674,1.07172,7e-11,1.11279
16,1.14764,8e-11,0.594773,1.06644,8e-11,1.10203
17,1.14792,9e-11,0.624545,1.06276,9e-11,1.09871
18,1.1481,1e-10,0.683935,1.05916,1e-10,1.12041
19,1.14783,2e-10,0.884968,1.03946,2e-10,1.20646
20,1.14199,3e-10,1.0651,1.02643,3e-10,1.26396
21,1.12469,4e-10,1.22987,1.01819,4e-10,1.24081
22,1.1193,5e-10,1.29172,1.01198,5e-10,1.29367
23,1.11558,6e-10,1.27107,1.00649,6e-10,1.30393
24,1.11282,7e-10,1.30047,1.00123,7e-10,1.28897
25,1.10998,8e-10,1.32959,0.997591,8e-10,1.33723
26,1.10695,9e-10,1.30321,0.993418,9e-10,1.34952
27,1.10506,1e-09,1.33281,0.989835,1e-09,1.33651
28,1.08817,2e-09,1.37709,0.966626,2e-09,1.41073
29,1.07682,3e-09,1.42397,0.95159,3e-09,1.44542
30,1.06908,4e-09,1.4576,0.940688,4e-09,1.4528
31,1.0623,5e-09,1.48437,0.931696,5e-09,1.48586
32,1.05706,6e-09,1.49845,0.924246,6e-09,1.51214
33,1.05235,7e-09,1.51027,0.91766,7e-09,1.51584
34,1.04783,8e-09,1.51824,0.912086,8e-09,1.52671
35,1.04459,9e-09,1.52423,0.907039,9e-09,1.55001
36,1.04111,1e-08,1.53371,0.902098,1e-08,1.55213
37,1.01853,2e-08,1.6075,0.868364,2e-08,1.62465
38,1.00428,3e-08,1.65234,0.845583,3e-08,1.6682
39,0.994593,4e-08,1.68161,0.828989,4e-08,1.69733
40,0.986624,5e-08,1.70531,0.814821,5e-08,1.72435
41,0.979642,6e-08,1.72905,0.802611,6e-08,1.74714
42,0.974337,7e-08,1.746,0.792573,7e-08,1.76344
43,0.969444,8e-08,1.7608,0.7836,8e-08,1.78024
44,0.964922,9e-08,1.77618,0.775303,9e-08,1.79589
45,0.961223,1e-07,1.78966,0.767824,1e-07,1.80722
46,0.934442,2e-07,1.87876,0.714032,2e-07,1.89902
47,0.918486,3e-07,1.93583,0.683532,3e-07,1.95403
48,0.906121,4e-07,1.97844,0.661922,4e-07,1.99462
49,0.897151,5e-07,2.01276,0.645802,5e-07,2.02744
50,0.889196,6e-07,2.04148,0.632365,6e-07,2.05473
51,0.881896,7e-07,2.06634,0.620094,7e-07,2.0791
52,0.876208,8e-07,2.08853,0.610824,8e-07,2.10027
53,0.870788,9e-07,2.10862,0.602296,9e-07,2.11943
54,0.865486,1e-06,2.12672,0.59327,1e-06,2.13732
55,0.830731,2e-06,2.2563,0.52775,2e-06,2.26385
56,0.806934,3e-06,2.34188,0.469643,3e-06,2.34778
57,0.789623,4e-06,2.40803,0.410281,4e-06,2.41306
58,0.77514,4.9999999999999996e-06,2.46236,0.352569,4.9999999999999996e-06,2.46706
59,0.76184,6e-06,2.50947,0.304563,6e-06,2.51359
60,0.751512,7e-06,2.55118,0.27098,7e-06,2.55497
61,0.741909,8e-06,2.58908,0.248694,8e-06,2.59249
62,0.7322,9e-06,2.62347,0.233351,9e-06,2.6267
63,0.725295,9.999999999999999e-06,2.6552,0.22192,9.999999999999999e-06,2.658
64,0.672643,1.9999999999999998e-05,2.89058,0.194161,1.9999999999999998e-05,2.89212
65,0.641139,3e-05,3.05392,0.185942,3e-05,3.05524
66,0.619922,3.9999999999999996e-05,3.18453,0.18291,3.9999999999999996e-05,3.18534
67,0.601978,4.9999999999999996e-05,3.2956,0.181045,4.9999999999999996e-05,3.29656
