,Time,CS000 ampsOut E-9,CS000 ampsOut E-8,CS000 ampsOut E-7,CS000 ampsOut E-6,CS000 ampsOut E-5
0,0.0,-9.19104e-14,-1.00136e-13,-8.4877e-14,-1.08719e-13,-8.7738e-14
