,Col001volt,Col001curr,Col002volt,Col002curr
0,1.14705,1e-10,1.0532,1e-10
1,1.14737,2e-10,1.03634,2e-10
2,1.1467,3e-10,1.02442,3e-10
3,1.13058,4e-10,1.01666,4e-10
4,1.11914,5e-10,1.0105,5e-10
5,1.1153,6e-10,1.00473,6e-10
6,1.11163,7.000000000000001e-10,1.00055,7.000000000000001e-10
7,1.10932,8e-10,0.996347,8e-10
8,1.10667,9e-10,0.992418,9e-10
9,1.10405,1e-09,0.989294,1e-09
10,1.08748,2e-09,0.96639,2e-09
11,1.07646,3e-09,0.951159,3e-09
12,1.06847,4e-09,0.939935,4e-09
13,1.06168,5e-09,0.931472,5e-09
14,1.05639,6e-09,0.923806,6e-09
15,1.05182,7.000000000000001e-09,0.917063,7.000000000000001e-09
16,1.04744,8e-09,0.911691,8e-09
17,1.04382,9e-09,0.906366,9e-09
18,1.04064,1e-08,0.901244,1e-08
19,1.01785,2e-08,0.86763,2e-08
20,1.00408,3.0000000000000004e-08,0.844481,3.0000000000000004e-08
21,0.993886,4e-08,0.828065,4e-08
22,0.985824,5.0000000000000004e-08,0.81398,5.0000000000000004e-08
23,0.979439,6.000000000000001e-08,0.801047,6.000000000000001e-08
24,0.97378,7e-08,0.791506,7e-08
25,0.968705,8e-08,0.78226,8e-08
26,0.964631,9e-08,0.773041,9e-08
27,0.960682,1.0000000000000001e-07,0.765749,1.0000000000000001e-07
28,0.933903,2.0000000000000002e-07,0.71228,2.0000000000000002e-07
29,0.917587,3e-07,0.681487,3e-07
30,0.905432,4.0000000000000003e-07,0.660841,4.0000000000000003e-07
31,0.896319,5e-07,0.644399,5e-07
32,0.888063,6e-07,0.630491,6e-07
33,0.881168,7.000000000000001e-07,0.619938,7.000000000000001e-07
34,0.875474,8.000000000000001e-07,0.609934,8.000000000000001e-07
35,0.869817,9.000000000000001e-07,0.6,9.000000000000001e-07
36,0.864488,1e-06,0.592535,1e-06
37,0.829418,2e-06,0.52701,2e-06
38,0.805972,3e-06,0.467866,3e-06
39,0.787413,4e-06,0.408655,4e-06
40,0.773635,5e-06,0.351541,5e-06
41,0.761035,6e-06,0.303152,6e-06
42,0.748926,7e-06,0.268719,7e-06
43,0.74006,8e-06,0.246894,8e-06
44,0.731663,9e-06,0.23187,9e-06
45,0.722611,1e-05,0.221977,1e-05
46,0.671383,2e-05,0.192411,2e-05
47,0.640913,3e-05,0.185827,3e-05
48,0.617894,4e-05,0.182139,4e-05
49,0.600778,5e-05,0.179095,5e-05
50,0.600106,6e-05,0.179542,6e-05
51,0.59893,7.000000000000001e-05,0.179902,7.000000000000001e-05
52,0.60009,8e-05,0.179539,8e-05
53,0.600193,9e-05,0.178992,9e-05
54,0.599098,0.0001,0.179919,0.0001
