,Col001volt,Col001curr,Col002volt,Col002curr
0,1.14795,1e-10,1.05476,1e-10
1,1.1478,2e-10,1.0369,2e-10
2,1.14795,3e-10,1.02534,3e-10
3,1.13982,4e-10,1.01724,4e-10
4,1.12058,5e-10,1.0106,5e-10
5,1.11586,6e-10,1.00535,6e-10
6,1.11258,7.000000000000001e-10,1.00068,7.000000000000001e-10
7,1.10993,8e-10,0.996531,8e-10
8,1.10694,9e-10,0.992701,9e-10
9,1.1049,1e-09,0.989558,1e-09
10,1.08847,2e-09,0.966938,2e-09
11,1.07694,3e-09,0.951452,3e-09
12,1.06866,4e-09,0.939972,4e-09
13,1.06248,5e-09,0.931464,5e-09
14,1.057,6e-09,0.92403,6e-09
15,1.05204,7.000000000000001e-09,0.917354,7.000000000000001e-09
16,1.04817,8e-09,0.911564,8e-09
17,1.0445,9e-09,0.906617,9e-09
18,1.04087,1e-08,0.901848,1e-08
19,1.01852,2e-08,0.867916,2e-08
20,1.00433,3.0000000000000004e-08,0.845502,3.0000000000000004e-08
21,0.994312,4e-08,0.827763,4e-08
22,0.98646,5.0000000000000004e-08,0.814345,5.0000000000000004e-08
23,0.979809,6.000000000000001e-08,0.802414,6.000000000000001e-08
24,0.973867,7e-08,0.791473,7e-08
25,0.969333,8e-08,0.78234,8e-08
26,0.964982,9e-08,0.774313,9e-08
27,0.960683,1.0000000000000001e-07,0.766576,1.0000000000000001e-07
28,0.93453,2.0000000000000002e-07,0.713818,2.0000000000000002e-07
29,0.917808,3e-07,0.682827,3e-07
30,0.906118,4.0000000000000003e-07,0.66084,4.0000000000000003e-07
31,0.896929,5e-07,0.645111,5e-07
32,0.888865,6e-07,0.631842,6e-07
33,0.881752,7.000000000000001e-07,0.619591,7.000000000000001e-07
34,0.876046,8.000000000000001e-07,0.610024,8.000000000000001e-07
35,0.870581,9.000000000000001e-07,0.601352,9.000000000000001e-07
36,0.865171,1e-06,0.592866,1e-06
37,0.830344,2e-06,0.527165,2e-06
38,0.807124,3e-06,0.469374,3e-06
39,0.788645,4e-06,0.409732,4e-06
40,0.774488,5e-06,0.351007,5e-06
41,0.762178,6e-06,0.304413,6e-06
42,0.75086,7e-06,0.270812,7e-06
43,0.741493,8e-06,0.247434,8e-06
44,0.73194,9e-06,0.232837,9e-06
45,0.724486,1e-05,0.222489,1e-05
