,Time,CS000 ampsOut E-9,CS000 ampsOut E-8,CS000 ampsOut E-7,CS000 ampsOut E-6,CS000 ampsOut E-5
0,0.0,-7.22408e-14,-1.02043e-13,-3.11732e-13,-2.23756e-13,2.43187e-13
