,Col001volt,Col001curr,Col002volt,Col002curr,Col003volt,Col003curr,Col004volt,Col004curr,Col005volt,Col005curr,Col006volt,Col006curr,Col007volt,Col007curr,Col008volt,Col008curr,Col009volt,Col009curr,Col010volt,Col010curr
10,1.08496,2e-09,0.963747,2e-09,0.963051,2e-09,1.08989,2e-09,1.09337,2e-09,1.04156,2e-09,1.02505,2e-09,1.00304,2e-09,0.996909,2e-09,0.952816,2e-09
11,1.07385,3e-09,0.948864,3e-09,0.947767,3e-09,1.07911,3e-09,1.08266,3e-09,1.02916,3e-09,1.01216,3e-09,0.989776,3e-09,0.983396,3e-09,0.938543,3e-09
12,1.06563,4e-09,0.937773,4e-09,0.93659,4e-09,1.07123,4e-09,1.07478,4e-09,1.02055,4e-09,1.00296,4e-09,0.980515,4e-09,0.9738,4e-09,0.928008,4e-09
13,1.05901,5e-09,0.928854,5e-09,0.92761,5e-09,1.06508,5e-09,1.06839,5e-09,1.01352,5e-09,0.995745,5e-09,0.973053,5e-09,0.966246,5e-09,0.919795,5e-09
14,1.05349,6e-09,0.921306,6e-09,0.920084,6e-09,1.05983,6e-09,1.06306,6e-09,1.00775,6e-09,0.989872,6e-09,0.966872,6e-09,0.960045,6e-09,0.912717,6e-09
15,1.04876,7.000000000000001e-09,0.914719,7.000000000000001e-09,0.913424,7.000000000000001e-09,1.05532,7.000000000000001e-09,1.05849,7.000000000000001e-09,1.00283,7.000000000000001e-09,0.984814,7.000000000000001e-09,0.961573,7.000000000000001e-09,0.95467,7.000000000000001e-09,0.906655,7.000000000000001e-09
16,1.04453,8e-09,0.908897,8e-09,0.907609,8e-09,1.05133,8e-09,1.05442,8e-09,0.998528,8e-09,0.980363,8e-09,0.956946,8e-09,0.950042,8e-09,0.901229,8e-09
17,1.04084,9e-09,0.903719,9e-09,0.902296,9e-09,1.04778,9e-09,1.05078,9e-09,0.994691,9e-09,0.976484,9e-09,0.952802,9e-09,0.945872,9e-09,0.896406,9e-09
18,1.03742,1e-08,0.898958,1e-08,0.897454,1e-08,1.04453,1e-08,1.04754,1e-08,0.991305,1e-08,0.972868,1e-08,0.949049,1e-08,0.942117,1e-08,0.892042,1e-08
19,1.01452,2e-08,0.864707,2e-08,0.862628,2e-08,1.02244,2e-08,1.02483,2e-08,0.96799,2e-08,0.948752,2e-08,0.923443,2e-08,0.916516,2e-08,0.861862,2e-08
20,1.00058,3.0000000000000004e-08,0.842095,3.0000000000000004e-08,0.83986,3.0000000000000004e-08,1.00892,3.0000000000000004e-08,1.01095,3.0000000000000004e-08,0.953909,3.0000000000000004e-08,0.934188,3.0000000000000004e-08,0.907259,3.0000000000000004e-08,0.900311,3.0000000000000004e-08,0.842981,3.0000000000000004e-08
21,0.990404,4e-08,0.824842,4e-08,0.822549,4e-08,0.999153,4e-08,1.00106,4e-08,0.943578,4e-08,0.923513,4e-08,0.895298,4e-08,0.888405,4e-08,0.829089,4e-08
22,0.982473,5.0000000000000004e-08,0.810735,5.0000000000000004e-08,0.808582,5.0000000000000004e-08,0.991419,5.0000000000000004e-08,0.993084,5.0000000000000004e-08,0.935331,5.0000000000000004e-08,0.914949,5.0000000000000004e-08,0.885617,5.0000000000000004e-08,0.878932,5.0000000000000004e-08,0.818097,5.0000000000000004e-08
23,0.975881,6.000000000000001e-08,0.798668,6.000000000000001e-08,0.79642,6.000000000000001e-08,0.985043,6.000000000000001e-08,0.98639,6.000000000000001e-08,0.928431,6.000000000000001e-08,0.907743,6.000000000000001e-08,0.877451,6.000000000000001e-08,0.871214,6.000000000000001e-08,0.809065,6.000000000000001e-08
24,0.970288,7e-08,0.788127,7e-08,0.785767,7e-08,0.979638,7e-08,0.980752,7e-08,0.922508,7e-08,0.901512,7e-08,0.870405,7e-08,0.864309,7e-08,0.801318,7e-08
25,0.96528,8e-08,0.778813,8e-08,0.776406,8e-08,0.974824,8e-08,0.975806,8e-08,0.917341,8e-08,0.896089,8e-08,0.864106,8e-08,0.858225,8e-08,0.794546,8e-08
26,0.960906,9e-08,0.770384,9e-08,0.767869,9e-08,0.970658,9e-08,0.971458,9e-08,0.912625,9e-08,0.891172,9e-08,0.858472,9e-08,0.852782,9e-08,0.788505,9e-08
27,0.956996,1.0000000000000001e-07,0.762548,1.0000000000000001e-07,0.760091,1.0000000000000001e-07,0.966834,1.0000000000000001e-07,0.967495,1.0000000000000001e-07,0.908279,1.0000000000000001e-07,0.886818,1.0000000000000001e-07,0.853412,1.0000000000000001e-07,0.847846,1.0000000000000001e-07,0.783146,1.0000000000000001e-07
28,0.930088,2.0000000000000002e-07,0.709509,2.0000000000000002e-07,0.707104,2.0000000000000002e-07,0.941289,2.0000000000000002e-07,0.940887,2.0000000000000002e-07,0.878014,2.0000000000000002e-07,0.855776,2.0000000000000002e-07,0.818136,2.0000000000000002e-07,0.813791,2.0000000000000002e-07,0.746635,2.0000000000000002e-07
29,0.913778,3e-07,0.679676,3e-07,0.677043,3e-07,0.925663,3e-07,0.924965,3e-07,0.858761,3e-07,0.836301,3e-07,0.796311,3e-07,0.792973,3e-07,0.724791,3e-07
30,0.90208,4.0000000000000003e-07,0.659015,4.0000000000000003e-07,0.656321,4.0000000000000003e-07,0.914478,4.0000000000000003e-07,0.913412,4.0000000000000003e-07,0.844148,4.0000000000000003e-07,0.821875,4.0000000000000003e-07,0.780565,4.0000000000000003e-07,0.777975,4.0000000000000003e-07,0.708715,4.0000000000000003e-07
31,0.892552,5e-07,0.642982,5e-07,0.640366,5e-07,0.905622,5e-07,0.904309,5e-07,0.83259,5e-07,0.810418,5e-07,0.768332,5e-07,0.766176,5e-07,0.696732,5e-07
32,0.884641,6e-07,0.629846,6e-07,0.627285,6e-07,0.89851,6e-07,0.896807,6e-07,0.822539,6e-07,0.800937,6e-07,0.758356,6e-07,0.756505,6e-07,0.687007,6e-07
33,0.877776,7.000000000000001e-07,0.618562,7.000000000000001e-07,0.616023,7.000000000000001e-07,0.892313,7.000000000000001e-07,0.890417,7.000000000000001e-07,0.813843,7.000000000000001e-07,0.792693,7.000000000000001e-07,0.750496,7.000000000000001e-07,0.748234,7.000000000000001e-07,0.679234,7.000000000000001e-07
34,0.871656,8.000000000000001e-07,0.608605,8.000000000000001e-07,0.606143,8.000000000000001e-07,0.88683,8.000000000000001e-07,0.884858,8.000000000000001e-07,0.806099,8.000000000000001e-07,0.785585,8.000000000000001e-07,0.74316,8.000000000000001e-07,0.741198,8.000000000000001e-07,0.672145,8.000000000000001e-07
35,0.866182,9.000000000000001e-07,0.599609,9.000000000000001e-07,0.597147,9.000000000000001e-07,0.882023,9.000000000000001e-07,0.879881,9.000000000000001e-07,0.79917,9.000000000000001e-07,0.779327,9.000000000000001e-07,0.736745,9.000000000000001e-07,0.734938,9.000000000000001e-07,0.665842,9.000000000000001e-07
36,0.861161,1e-06,0.591346,1e-06,0.588868,1e-06,0.87767,1e-06,0.875411,1e-06,0.79292,1e-06,0.77371,1e-06,0.731026,1e-06,0.729332,1e-06,0.660221,1e-06
37,0.825776,2e-06,0.525483,2e-06,0.522327,2e-06,0.847922,2e-06,0.845186,2e-06,0.750721,2e-06,0.737018,2e-06,0.694315,2e-06,0.693243,2e-06,0.621611,2e-06
38,0.802551,3e-06,0.464984,3e-06,0.460752,3e-06,0.829827,3e-06,0.826482,3e-06,0.726732,3e-06,0.71663,3e-06,0.673629,3e-06,0.672715,3e-06,0.597141,3e-06
39,0.784723,4e-06,0.403764,4e-06,0.398521,4e-06,0.816552,4e-06,0.81303,4e-06,0.71057,4e-06,0.702706,4e-06,0.658921,4e-06,0.658045,4e-06,0.577898,4e-06
40,0.770046,5e-06,0.34604,5e-06,0.339974,5e-06,0.806044,5e-06,0.802363,5e-06,0.698743,5e-06,0.692052,5e-06,0.647318,5e-06,0.646158,5e-06,0.561402,5e-06
41,0.757505,6e-06,0.298894,6e-06,0.293691,6e-06,0.797212,6e-06,0.793927,6e-06,0.689478,6e-06,0.683793,6e-06,0.637666,6e-06,0.636528,6e-06,0.54634,6e-06
42,0.746661,7e-06,0.265795,7e-06,0.261882,7e-06,0.789612,7e-06,0.786238,7e-06,0.681862,7e-06,0.676978,7e-06,0.629339,7e-06,0.628152,7e-06,0.532073,7e-06
43,0.73701,8e-06,0.244019,8e-06,0.241491,8e-06,0.782971,8e-06,0.779467,8e-06,0.67538,8e-06,0.671482,8e-06,0.62194,8e-06,0.621144,8e-06,0.518117,8e-06
44,0.728384,9e-06,0.229889,9e-06,0.228316,9e-06,0.777071,9e-06,0.773453,9e-06,0.66973,9e-06,0.666263,9e-06,0.615357,9e-06,0.614503,9e-06,0.50439,9e-06
45,0.720606,1e-05,0.221505,1e-05,0.220346,1e-05,0.771695,1e-05,0.768083,1e-05,0.664719,1e-05,0.661604,1e-05,0.60926,1e-05,0.608464,1e-05,0.490796,1e-05
