,Col001volt,Col001curr,Col002volt,Col002curr
0,1.14744,1e-10,1.05293,1e-10
1,1.14737,2e-10,1.03614,2e-10
2,1.14605,3e-10,1.02442,3e-10
3,1.13142,4e-10,1.01664,4e-10
4,1.11891,5e-10,1.01028,5e-10
5,1.11504,6e-10,1.00492,6e-10
6,1.11212,7.000000000000001e-10,1.00017,7.000000000000001e-10
7,1.10909,8e-10,0.996031,8e-10
8,1.10653,9e-10,0.992496,9e-10
9,1.10455,1e-09,0.989192,1e-09
10,1.08836,2e-09,0.966089,2e-09
11,1.0769,3e-09,0.951036,3e-09
12,1.06833,4e-09,0.939862,4e-09
13,1.06213,5e-09,0.931234,5e-09
14,1.05673,6e-09,0.923608,6e-09
15,1.05168,7.000000000000001e-09,0.917075,7.000000000000001e-09
16,1.04786,8e-09,0.911494,8e-09
17,1.04416,9e-09,0.905928,9e-09
18,1.04053,1e-08,0.901374,1e-08
19,1.01803,2e-08,0.86694,2e-08
20,1.00382,3.0000000000000004e-08,0.844885,3.0000000000000004e-08
21,0.993942,4e-08,0.827665,4e-08
22,0.985905,5.0000000000000004e-08,0.812919,5.0000000000000004e-08
23,0.979235,6.000000000000001e-08,0.801574,6.000000000000001e-08
24,0.973916,7e-08,0.791168,7e-08
25,0.968866,8e-08,0.781065,8e-08
26,0.964159,9e-08,0.773682,9e-08
27,0.960621,1.0000000000000001e-07,0.765943,1.0000000000000001e-07
28,0.933652,2.0000000000000002e-07,0.712881,2.0000000000000002e-07
29,0.917849,3e-07,0.68197,3e-07
30,0.905685,4.0000000000000003e-07,0.659726,4.0000000000000003e-07
31,0.896188,5e-07,0.644407,5e-07
32,0.88855,6e-07,0.631132,6e-07
33,0.881293,7.000000000000001e-07,0.618584,7.000000000000001e-07
34,0.875182,8.000000000000001e-07,0.609612,8.000000000000001e-07
35,0.870065,9.000000000000001e-07,0.600816,9.000000000000001e-07
36,0.865005,1e-06,0.591998,1e-06
37,0.829427,2e-06,0.526881,2e-06
38,0.806599,3e-06,0.468849,3e-06
39,0.788345,4e-06,0.408401,4e-06
40,0.773695,5e-06,0.350914,5e-06
41,0.761518,6e-06,0.303674,6e-06
42,0.749706,7e-06,0.269065,7e-06
43,0.740398,8e-06,0.247014,8e-06
44,0.731902,9e-06,0.232413,9e-06
45,0.722912,1e-05,0.221154,1e-05
46,0.671451,2e-05,0.193279,2e-05
47,0.640857,3e-05,0.185209,3e-05
48,0.617854,4e-05,0.181793,4e-05
49,0.60095,5e-05,0.180026,5e-05
50,0.600133,6e-05,0.179089,6e-05
51,0.599208,7.000000000000001e-05,0.179841,7.000000000000001e-05
52,0.599853,8e-05,0.180046,8e-05
53,0.600189,9e-05,0.17896,9e-05
54,0.599671,0.0001,0.179878,0.0001
