,Col001Vs,Col001Id,Col001Vi,Col002Vs,Col002Id,Col002Vi,Col003Vs,Col003Id,Col003Vi,Col004Vs,Col004Id,Col004Vi,Col005Vs,Col005Id,Col005Vi,Col006Vs,Col006Id,Col006Vi,Col007Vs,Col007Id,Col007Vi,Col008Vs,Col008Id,Col008Vi,Col009Vs,Col009Id,Col009Vi,Col010Vs,Col010Id,Col010Vi,Col011Vs,Col011Id,Col011Vi,Col012Vs,Col012Id,Col012Vi,Col013Vs,Col013Id,Col013Vi,Col014Vs,Col014Id,Col014Vi,Col015Vs,Col015Id,Col015Vi,Col016Vs,Col016Id,Col016Vi,Col017Vs,Col017Id,Col017Vi,Col018Vs,Col018Id,Col018Vi,Col019Vs,Col019Id,Col019Vi,Col020Vs,Col020Id,Col020Vi,Col021Vs,Col021Id,Col021Vi,Col022Vs,Col022Id,Col022Vi,Col023Vs,Col023Id,Col023Vi,Col024Vs,Col024Id,Col024Vi,Col025Vs,Col025Id,Col025Vi,Col026Vs,Col026Id,Col026Vi,Col027Vs,Col027Id,Col027Vi,Col028Vs,Col028Id,Col028Vi,Col029Vs,Col029Id,Col029Vi,Col030Vs,Col030Id,Col030Vi,Col031Vs,Col031Id,Col031Vi,Col032Vs,Col032Id,Col032Vi
58,0.772675,4.9999999999999996e-06,2.46604,0.344285,4.9999999999999996e-06,2.47052,0.338735,4.9999999999999996e-06,2.47057,0.806131,4.9999999999999996e-06,2.46596,0.803083,4.9999999999999996e-06,2.46605,0.703215,4.9999999999999996e-06,2.46779,0.696983,4.9999999999999996e-06,2.46794,0.652313,4.9999999999999996e-06,2.46814,0.651657,4.9999999999999996e-06,2.46821,0.564523,4.9999999999999996e-06,2.46889,0.565388,4.9999999999999996e-06,2.46881,0.869184,4.9999999999999996e-06,2.46458,0.865799,4.9999999999999996e-06,2.46453,0.666082,4.9999999999999996e-06,2.46792,0.665814,4.9999999999999996e-06,2.46776,0.75596,4.9999999999999996e-06,2.46643,0.766806,4.9999999999999996e-06,2.46597,0.205394,4.9999999999999996e-06,2.47042,0.20554,4.9999999999999996e-06,2.4703,0.606228,4.9999999999999996e-06,2.46809,0.635267,4.9999999999999996e-06,2.46782,0.503121,4.9999999999999996e-06,2.4688,0.500272,4.9999999999999996e-06,2.46894,0.434534,4.9999999999999996e-06,2.46951,0.432479,4.9999999999999996e-06,2.46919,0.30321,4.9999999999999996e-06,2.46995,0.307602,4.9999999999999996e-06,2.46985,0.618388,4.9999999999999996e-06,2.46776,0.615379,4.9999999999999996e-06,2.46753,0.456737,4.9999999999999996e-06,2.46891,0.458721,4.9999999999999996e-06,2.46886,0.237722,4.9999999999999996e-06,2.46998
59,0.761011,6e-06,2.5128,0.299552,6e-06,2.51705,0.294936,6e-06,2.51717,0.797974,6e-06,2.5129,0.794606,6e-06,2.51314,0.694093,6e-06,2.51471,0.688934,6e-06,2.51469,0.642721,6e-06,2.51478,0.642081,6e-06,2.51481,0.548564,6e-06,2.51558,0.549434,6e-06,2.51539,0.862346,6e-06,2.51179,0.858939,6e-06,2.51161,0.657038,6e-06,2.51442,0.656613,6e-06,2.51441,0.744038,6e-06,2.51317,0.756558,6e-06,2.51306,0.200997,6e-06,2.51681,0.201162,6e-06,2.51643,0.597804,6e-06,2.51481,0.625049,6e-06,2.51443,0.491136,6e-06,2.51553,0.488697,6e-06,2.51542,0.420476,6e-06,2.51598,0.418231,6e-06,2.51563,0.282859,6e-06,2.51629,0.286747,6e-06,2.5163,0.613823,6e-06,2.51425,0.610741,6e-06,2.51411,0.445299,6e-06,2.51528,0.447257,6e-06,2.51541,0.235468,6e-06,2.51628
60,0.750743,7e-06,2.55448,0.268593,7e-06,2.5586,0.265253,7e-06,2.55828,0.790771,7e-06,2.55464,0.787424,7e-06,2.55453,0.686557,7e-06,2.55594,0.682131,7e-06,2.55586,0.63427,7e-06,2.5561,0.633714,7e-06,2.55618,0.533317,7e-06,2.55691,0.534322,7e-06,2.55681,0.856598,7e-06,2.55347,0.85304,7e-06,2.55327,0.649085,7e-06,2.55575,0.64866,7e-06,2.55578,0.733778,7e-06,2.55484,0.747933,7e-06,2.55434,0.198032,7e-06,2.55787,0.198086,7e-06,2.55759,0.590435,7e-06,2.55594,0.616059,7e-06,2.55583,0.480726,7e-06,2.55665,0.478781,7e-06,2.55657,0.407656,7e-06,2.55706,0.405414,7e-06,2.55672,0.267195,7e-06,2.55751,0.27062,7e-06,2.55748,0.609999,7e-06,2.55573,0.60673,7e-06,2.55549,0.434663,7e-06,2.55656,0.436841,7e-06,2.55662,0.232712,7e-06,2.55732
61,0.741625,8e-06,2.59228,0.250404,8e-06,2.59557,0.248362,8e-06,2.59568,0.784534,8e-06,2.59211,0.781119,8e-06,2.59239,0.680153,8e-06,2.59363,0.676237,8e-06,2.5937,0.626945,8e-06,2.5937,0.626338,8e-06,2.59371,0.51853,8e-06,2.59441,0.519641,8e-06,2.59417,0.851493,8e-06,2.59112,0.847952,8e-06,2.591,0.642058,8e-06,2.59338,0.641729,8e-06,2.59339,0.724954,8e-06,2.59272,0.739977,8e-06,2.5922,0.195724,8e-06,2.59542,0.195956,8e-06,2.5951,0.584008,8e-06,2.59359,0.608117,8e-06,2.59346,0.47171,8e-06,2.59408,0.470233,8e-06,2.59406,0.396008,8e-06,2.59466,0.393867,8e-06,2.59426,0.255615,8e-06,2.59491,0.258275,8e-06,2.59475,0.606608,8e-06,2.5932,0.603274,8e-06,2.59321,0.424918,8e-06,2.594,0.42714,8e-06,2.59415,0.229924,8e-06,2.59477
62,0.733269,9e-06,2.62645,0.239283,9e-06,2.62967,0.237658,9e-06,2.62973,0.778925,9e-06,2.62653,0.775457,9e-06,2.62668,0.674556,9e-06,2.62774,0.671218,9e-06,2.62777,0.620222,9e-06,2.62785,0.619618,9e-06,2.62777,0.504142,9e-06,2.62861,0.505221,9e-06,2.62845,0.847011,9e-06,2.62562,0.84337,9e-06,2.62528,0.635762,9e-06,2.62748,0.63537,9e-06,2.62755,0.717056,9e-06,2.62677,0.732927,9e-06,2.62651,0.194261,9e-06,2.62931,0.194412,9e-06,2.62907,0.57844,9e-06,2.62783,0.600769,9e-06,2.62757,0.463718,9e-06,2.62838,0.462448,9e-06,2.62814,0.385277,9e-06,2.62883,0.383107,9e-06,2.62838,0.247711,9e-06,2.62902,0.249929,9e-06,2.62892,0.603685,9e-06,2.62736,0.600248,9e-06,2.62718,0.41569,9e-06,2.62812,0.418017,9e-06,2.62827,0.227081,9e-06,2.62865
63,0.725772,9.999999999999999e-06,2.65831,0.231284,9.999999999999999e-06,2.66111,0.230149,9.999999999999999e-06,2.66109,0.773927,9.999999999999999e-06,2.65826,0.770349,9.999999999999999e-06,2.65836,0.669613,9.999999999999999e-06,2.65939,0.666579,9.999999999999999e-06,2.65931,0.614087,9.999999999999999e-06,2.65938,0.613385,9.999999999999999e-06,2.65944,0.489834,9.999999999999999e-06,2.66019,0.491138,9.999999999999999e-06,2.65994,0.842922,9.999999999999999e-06,2.65728,0.839218,9.999999999999999e-06,2.65701,0.629973,9.999999999999999e-06,2.6591,0.62962,9.999999999999999e-06,2.65917,0.709821,9.999999999999999e-06,2.65858,0.726598,9.999999999999999e-06,2.6582,0.192764,9.999999999999999e-06,2.66065,0.193012,9.999999999999999e-06,2.66053,0.573133,9.999999999999999e-06,2.65922,0.594202,9.999999999999999e-06,2.65919,0.456346,9.999999999999999e-06,2.65977,0.455521,9.999999999999999e-06,2.65973,0.375454,9.999999999999999e-06,2.66008,0.373378,9.999999999999999e-06,2.65979,0.241436,9.999999999999999e-06,2.6602,0.243406,9.999999999999999e-06,2.66042,0.601096,9.999999999999999e-06,2.6589,0.597527,9.999999999999999e-06,2.65877,0.407233,9.999999999999999e-06,2.65968,0.409587,9.999999999999999e-06,2.6596,0.224654,9.999999999999999e-06,2.66021
64,0.675362,1.9999999999999998e-05,2.89321,0.204293,1.9999999999999998e-05,2.89546,0.203928,1.9999999999999998e-05,2.89511,0.738649,1.9999999999999998e-05,2.89366,0.735188,1.9999999999999998e-05,2.89347,0.63668,1.9999999999999998e-05,2.89441,0.635433,1.9999999999999998e-05,2.89382,0.567604,1.9999999999999998e-05,2.89428,0.566756,1.9999999999999998e-05,2.89435,0.366044,1.9999999999999998e-05,2.89475,0.367375,1.9999999999999998e-05,2.89452,0.814983,1.9999999999999998e-05,2.89286,0.810681,1.9999999999999998e-05,2.89254,0.587509,1.9999999999999998e-05,2.89346,0.587132,1.9999999999999998e-05,2.89361,0.66384,1.9999999999999998e-05,2.89371,0.682292,1.9999999999999998e-05,2.89304,0.187036,1.9999999999999998e-05,2.89444,0.187273,1.9999999999999998e-05,2.89436,0.539614,1.9999999999999998e-05,2.89356,0.54949,1.9999999999999998e-05,2.89341,0.406033,1.9999999999999998e-05,2.89397,0.406653,1.9999999999999998e-05,2.89384,0.310498,1.9999999999999998e-05,2.89435,0.308977,1.9999999999999998e-05,2.89388,0.214254,1.9999999999999998e-05,2.89417,0.215174,1.9999999999999998e-05,2.89436,0.58339,1.9999999999999998e-05,2.89326,0.579476,1.9999999999999998e-05,2.89325,0.345191,1.9999999999999998e-05,2.89362,0.347339,1.9999999999999998e-05,2.89421,0.216356,1.9999999999999998e-05,2.89428
65,0.645398,3e-05,3.05639,0.197169,3e-05,3.05779,0.196877,3e-05,3.058,0.717043,3e-05,3.05668,0.713471,3e-05,3.05665,0.616356,3e-05,3.05707,0.615759,3e-05,3.0572,0.532132,3e-05,3.05714,0.530931,3e-05,3.05703,0.301076,3e-05,3.05787,0.302162,3e-05,3.05766,0.797683,3e-05,3.05607,0.792834,3e-05,3.05591,0.556806,3e-05,3.05696,0.55635,3e-05,3.05657,0.636551,3e-05,3.0568,0.655097,3e-05,3.0565,0.184987,3e-05,3.05741,0.185224,3e-05,3.05729,0.519635,3e-05,3.0569,0.523541,3e-05,3.05668,0.376039,3e-05,3.05678,0.377405,3e-05,3.05676,0.279128,3e-05,3.05704,0.277817,3e-05,3.0569,0.205273,3e-05,3.05726,0.206034,3e-05,3.05697,0.572504,3e-05,3.05645,0.568389,3e-05,3.05625,0.310889,3e-05,3.0568,0.312596,3e-05,3.05673,0.210398,3e-05,3.05677
66,0.623189,3.9999999999999996e-05,3.18688,0.193699,3.9999999999999996e-05,3.18799,0.193448,3.9999999999999996e-05,3.18825,0.701429,3.9999999999999996e-05,3.18734,0.697778,3.9999999999999996e-05,3.18706,0.600751,3.9999999999999996e-05,3.18751,0.600715,3.9999999999999996e-05,3.18764,0.500802,3.9999999999999996e-05,3.18724,0.499343,3.9999999999999996e-05,3.18751,0.269177,3.9999999999999996e-05,3.18788,0.269965,3.9999999999999996e-05,3.18752,0.784733,3.9999999999999996e-05,3.18666,0.779305,3.9999999999999996e-05,3.18643,0.530417,3.9999999999999996e-05,3.18725,0.530007,3.9999999999999996e-05,3.18741,0.616138,3.9999999999999996e-05,3.18685,0.634684,3.9999999999999996e-05,3.18675,0.183909,3.9999999999999996e-05,3.1878,0.18402,3.9999999999999996e-05,3.18744,0.504921,3.9999999999999996e-05,3.18717,0.505373,3.9999999999999996e-05,3.18722,0.355743,3.9999999999999996e-05,3.18733,0.357404,3.9999999999999996e-05,3.18711,0.260939,3.9999999999999996e-05,3.18743,0.259705,3.9999999999999996e-05,3.18729,0.200674,3.9999999999999996e-05,3.18728,0.201261,3.9999999999999996e-05,3.18719,0.564525,3.9999999999999996e-05,3.18667,0.560151,3.9999999999999996e-05,3.18642,0.289655,3.9999999999999996e-05,3.18713,0.291002,3.9999999999999996e-05,3.18725,0.207129,3.9999999999999996e-05,3.18723
67,0.60491,4.9999999999999996e-05,3.29758,0.191568,4.9999999999999996e-05,3.2988,0.191336,4.9999999999999996e-05,3.29866,0.688927,4.9999999999999996e-05,3.29778,0.685399,4.9999999999999996e-05,3.29791,0.587813,4.9999999999999996e-05,3.29831,0.588146,4.9999999999999996e-05,3.29821,0.473528,4.9999999999999996e-05,3.29829,0.471889,4.9999999999999996e-05,3.29829,0.251331,4.9999999999999996e-05,3.29848,0.251821,4.9999999999999996e-05,3.29834,0.774075,4.9999999999999996e-05,3.29749,0.768564,4.9999999999999996e-05,3.29747,0.507093,4.9999999999999996e-05,3.29794,0.506603,4.9999999999999996e-05,3.29792,0.599333,4.9999999999999996e-05,3.29766,0.617722,4.9999999999999996e-05,3.29755,0.183193,4.9999999999999996e-05,3.29823,0.183395,4.9999999999999996e-05,3.29797,0.493273,4.9999999999999996e-05,3.29784,0.491482,4.9999999999999996e-05,3.2978,0.341062,4.9999999999999996e-05,3.29808,0.342624,4.9999999999999996e-05,3.29823,0.249408,4.9999999999999996e-05,3.29833,0.248552,4.9999999999999996e-05,3.29807,0.197844,4.9999999999999996e-05,3.29797,0.198341,4.9999999999999996e-05,3.29811,0.558054,4.9999999999999996e-05,3.2976,0.553535,4.9999999999999996e-05,3.29748,0.275244,4.9999999999999996e-05,3.29776,0.276538,4.9999999999999996e-05,3.29811,0.205296,4.9999999999999996e-05,3.29797
