,Col001volt,Col001curr,Col002volt,Col002curr
0,1.14781,1e-12,1.08962,1e-12
1,1.14778,2e-12,1.09223,2e-12
2,1.14778,3e-12,1.09321,3e-12
3,1.14732,4e-12,1.09432,4e-12
4,1.14785,5e-12,1.09532,5e-12
5,1.14746,6e-12,1.09559,6e-12
6,1.14781,7e-12,1.09631,7e-12
7,1.1477,8e-12,1.09659,8e-12
8,1.1473,9e-12,1.09636,9e-12
9,1.14777,1e-11,1.09683,1e-11
10,1.14747,2e-11,1.09505,2e-11
11,1.14761,3e-11,1.09164,3e-11
12,1.14782,4e-11,1.08785,4e-11
13,1.14739,5e-11,1.08287,5e-11
14,1.14786,6e-11,1.07756,6e-11
15,1.14765,7e-11,1.07255,7e-11
16,1.14771,8e-11,1.06714,8e-11
17,1.14785,9e-11,1.06316,9e-11
18,1.14717,1e-10,1.05931,1e-10
19,1.14707,2e-10,1.0388,2e-10
20,1.1386,3e-10,1.0258,3e-10
21,1.12357,4e-10,1.0172,4e-10
22,1.11882,5e-10,1.01066,5e-10
23,1.11503,6e-10,1.0054,6e-10
24,1.11227,7e-10,1.00053,7e-10
25,1.10946,8e-10,0.996538,8e-10
26,1.10654,9e-10,0.99274,9e-10
27,1.10457,1e-09,0.989205,1e-09
28,1.08789,2e-09,0.966132,2e-09
29,1.07679,3e-09,0.951274,3e-09
30,1.06836,4e-09,0.940201,4e-09
31,1.06217,5e-09,0.930788,5e-09
32,1.0568,6e-09,0.923847,6e-09
33,1.05171,7e-09,0.917365,7e-09
34,1.04785,8e-09,0.910997,8e-09
35,1.04421,9e-09,0.906417,9e-09
36,1.04068,1e-08,0.901683,1e-08
37,1.01833,2e-08,0.867752,2e-08
38,1.00415,3e-08,0.845199,3e-08
39,0.993847,4e-08,0.827182,4e-08
40,0.986293,5e-08,0.813638,5e-08
41,0.979631,6e-08,0.80202,6e-08
42,0.973593,7e-08,0.791252,7e-08
43,0.969149,8e-08,0.78158,8e-08
44,0.964783,9e-08,0.77395,9e-08
45,0.960479,1e-07,0.766288,1e-07
46,0.934271,2e-07,0.713219,2e-07
47,0.917719,3e-07,0.682216,3e-07
48,0.906109,4e-07,0.660056,4e-07
49,0.896702,5e-07,0.644544,5e-07
50,0.888199,6e-07,0.631352,6e-07
51,0.881749,7e-07,0.619344,7e-07
52,0.875587,8e-07,0.609217,8e-07
53,0.869659,9e-07,0.600868,9e-07
54,0.865181,1e-06,0.592199,1e-06
55,0.829679,2e-06,0.526828,2e-06
56,0.80606,3e-06,0.468873,3e-06
57,0.788869,4e-06,0.408599,4e-06
58,0.773763,4.9999999999999996e-06,0.350832,4.9999999999999996e-06
59,0.760738,6e-06,0.303672,6e-06
60,0.750604,7e-06,0.269746,7e-06
61,0.740515,8e-06,0.246459,8e-06
62,0.731573,9e-06,0.232558,9e-06
63,0.724144,9.999999999999999e-06,0.222037,9.999999999999999e-06
