,Time,CS000 ampsOut E-9,CS000 ampsOut E-8,CS000 ampsOut E-7,CS000 ampsOut E-6,CS000 ampsOut E-5
0,0.0,5.60284e-09,3.8147e-09,4.41074e-09,4.76837e-09,5.60284e-09
1,0.12819999999999254,4.52995e-09,4.05312e-09,4.41074e-09,5.84126e-09,5.60284e-09
2,0.25310000000001764,4.29153e-09,4.64916e-09,4.29153e-09,5.126e-09,5.126e-09
3,0.3797999999999888,4.64916e-09,4.88758e-09,3.69549e-09,5.96046e-09,5.36442e-09
4,0.5065999999999917,4.64916e-09,4.17233e-09,4.64916e-09,5.00679e-09,5.36442e-09
5,0.6324000000000183,4.52995e-09,4.76837e-09,4.88758e-09,5.36442e-09,5.36442e-09
6,0.7547999999999888,4.29153e-09,4.76837e-09,4.29153e-09,5.72205e-09,5.72205e-09
7,0.8793000000000006,4.64916e-09,4.88758e-09,5.00679e-09,5.36442e-09,5.48363e-09
