,Col001Vs,Col001Id,Col001Vi,Col002Vs,Col002Id,Col002Vi
0,1.15071,1e-12,0.275765,1.09011,1e-12,1.01917
1,1.15061,2e-12,0.26333,1.09293,2e-12,1.02384
2,1.15051,3e-12,0.298919,1.09436,3e-12,1.03029
3,1.15061,4e-12,0.299223,1.09547,4e-12,1.03389
4,1.15065,5e-12,0.287789,1.09624,5e-12,0.997121
5,1.15059,6e-12,0.276525,1.09691,6e-12,0.977773
6,1.15046,7e-12,0.271648,1.09732,7e-12,0.997061
7,1.15055,8e-12,0.288927,1.09752,8e-12,1.02303
8,1.1506,9e-12,0.333385,1.09781,9e-12,0.974381
9,1.15063,1e-11,0.320654,1.09779,1e-11,0.992017
10,1.15062,2e-11,0.314389,1.09598,2e-11,1.02239
11,1.1506,3e-11,0.344165,1.09273,3e-11,1.04573
12,1.15063,4e-11,0.399714,1.08853,4e-11,1.04421
13,1.15047,5e-11,0.460674,1.08363,5e-11,1.03437
14,1.15042,6e-11,0.500634,1.07846,6e-11,1.05248
15,1.15049,7e-11,0.526974,1.07351,7e-11,1.09085
16,1.15057,8e-11,0.55742,1.06889,8e-11,1.13226
17,1.15049,9e-11,0.6237,1.06474,9e-11,1.14053
18,1.1506,1e-10,0.711397,1.06114,1e-10,1.11313
19,1.15032,2e-10,0.888642,1.04157,2e-10,1.19935
20,1.14411,3e-10,1.0604,1.02863,3e-10,1.25579
21,1.12674,4e-10,1.24261,1.02037,4e-10,1.23999
22,1.12138,5e-10,1.28811,1.01367,5e-10,1.27349
23,1.11792,6e-10,1.26319,1.00832,6e-10,1.30327
24,1.11482,7e-10,1.3107,1.00358,7e-10,1.3331
25,1.112,8e-10,1.32048,0.999436,8e-10,1.339
26,1.10945,9e-10,1.30605,0.995645,9e-10,1.33424
27,1.10701,1e-09,1.30857,0.992134,1e-09,1.32841
28,1.0901,2e-09,1.40009,0.968997,2e-09,1.40145
29,1.07911,3e-09,1.43198,0.954125,3e-09,1.42225
30,1.07104,4e-09,1.44361,0.943031,4e-09,1.46897
31,1.06452,5e-09,1.4841,0.934175,5e-09,1.48806
32,1.059,6e-09,1.48485,0.926791,6e-09,1.49623
33,1.05426,7e-09,1.50532,0.920333,7e-09,1.52543
34,1.05016,8e-09,1.5209,0.914637,8e-09,1.5234
35,1.0465,9e-09,1.52327,0.90945,9e-09,1.5411
36,1.04322,1e-08,1.54445,0.904634,1e-08,1.55858
37,1.02045,2e-08,1.60344,0.87089,2e-08,1.61876
38,1.00656,3e-08,1.65152,0.848644,3e-08,1.66451
39,0.996492,4e-08,1.68038,0.831763,4e-08,1.7
40,0.98861,5e-08,1.70534,0.817979,5e-08,1.72311
41,0.981995,6e-08,1.72787,0.806177,6e-08,1.74376
42,0.976332,7e-08,1.74408,0.795856,7e-08,1.76418
43,0.971457,8e-08,1.76186,0.786814,8e-08,1.78014
44,0.967047,9e-08,1.77551,0.778597,9e-08,1.79298
45,0.963307,1e-07,1.78776,0.771075,1e-07,1.80655
46,0.936755,2e-07,1.87908,0.718651,2e-07,1.89703
47,0.920684,3e-07,1.93534,0.687558,3e-07,1.95212
48,0.908837,4e-07,1.97749,0.666073,4e-07,1.99355
49,0.899409,5e-07,2.01176,0.649551,5e-07,2.02582
50,0.891498,6e-07,2.04076,0.636305,6e-07,2.05369
51,0.884773,7e-07,2.06541,0.624974,7e-07,2.07792
52,0.878742,8e-07,2.08786,0.615015,8e-07,2.09908
53,0.873286,9e-07,2.10796,0.605729,9e-07,2.11871
54,0.868381,1e-06,2.12607,0.597327,1e-06,2.13617
55,0.833629,2e-06,2.25568,0.530816,2e-06,2.26297
56,0.810751,3e-06,2.3412,0.473491,3e-06,2.34722
57,0.793228,4e-06,2.40734,0.415693,4e-06,2.41238
58,0.778761,4.9999999999999996e-06,2.46191,0.358565,4.9999999999999996e-06,2.46646
59,0.766439,6e-06,2.50892,0.310334,6e-06,2.5132
60,0.755613,7e-06,2.55057,0.276481,7e-06,2.55439
61,0.746051,8e-06,2.58853,0.254005,8e-06,2.59207
62,0.737255,9e-06,2.62282,0.238652,9e-06,2.62615
63,0.729567,9.999999999999999e-06,2.65464,0.227654,9.999999999999999e-06,2.65769
64,0.676542,1.9999999999999998e-05,2.89028,0.197363,1.9999999999999998e-05,2.89197
65,0.645795,3e-05,3.05363,0.189893,3e-05,3.05486
66,0.623716,3.9999999999999996e-05,3.18397,0.186433,3.9999999999999996e-05,3.18544
67,0.60565,4.9999999999999996e-05,3.29531,0.184212,4.9999999999999996e-05,3.29609
