,VoltIn,CurrIn001,CurrVOut001,VoltOut001,CurrIn002,CurrVOut002,VoltOut002,CurrIn003,CurrVOut003,VoltOut003,CurrIn004,CurrVOut004,VoltOut004,CurrIn005,CurrVOut005,VoltOut005,CurrIn006,CurrVOut006,VoltOut006,CurrIn007,CurrVOut007,VoltOut007,CurrIn008,CurrVOut008,VoltOut008,CurrIn009,CurrVOut009,VoltOut009,CurrIn010,CurrVOut010,VoltOut010,CurrIn011,CurrVOut011,VoltOut011
10,0.999993,0.0,3.02446,0.0549656,-0.0001,2.25166,0.9909511,-0.0002,2.08781,0.9757189,-0.0003,1.95294,0.9646583,-0.0004,1.83276,0.9551054,-0.0005,1.72209,0.9488086,-0.0006,1.61642,0.944885,-0.0007,1.51628,0.942443,-0.0008,1.41923,0.9414603,-0.0009,1.32578,0.9413056,-0.001,1.23428,0.9418163
11,1.10001,0.0,3.11852,0.0577029,-0.0001,2.24849,1.0763707,-0.0002,2.08213,1.0543395,-0.0003,1.94648,1.0448354,-0.0004,1.82529,1.0434467,-0.0005,1.7141,1.0476126,-0.0006,1.60839,1.0534726,-0.0007,1.50784,1.0598187,-0.0008,1.41061,1.0659877,-0.0009,1.31749,1.0719332,-0.001,1.22625,1.0771962
12,1.19999,0.0,3.19973,0.0575608,-0.0001,2.24596,1.1770583,-0.0002,2.07759,1.157157,-0.0003,1.94078,1.1669359,-0.0004,1.81896,1.1837635,-0.0005,1.70564,1.2007879,-0.0006,1.59999,1.2150987,-0.0007,1.49962,1.225998,-0.0008,1.40254,1.2342801,-0.0009,1.30886,1.2399461,-0.001,1.21773,1.2436686
13,1.30001,0.0,3.15824,0.0582339,-0.0001,2.2435,1.2843738,-0.0002,2.07325,1.2842863,-0.0003,1.93463,1.315913,-0.0004,1.81065,1.3356736,-0.0005,1.69803,1.3401072,-0.0006,1.59209,1.3365581,-0.0007,1.4917,1.3299833,-0.0008,1.39476,1.3223261,-0.0009,1.30097,1.3116384,-0.001,1.20969,1.2973721
14,1.40003,0.0,3.05834,0.0592364,-0.0001,2.24144,1.3879847,-0.0002,2.06832,1.4117938,-0.0003,1.92777,1.419465,-0.0004,1.80425,1.3990747,-0.0005,1.69182,1.3739036,-0.0006,1.58743,1.3688989,-0.0007,1.4878,1.3651407,-0.0008,1.39209,1.3623677,-0.0009,1.29957,1.3600392,-0.001,1.20933,1.3582555
15,1.50001,0.0,3.0155,0.0600285,-0.0001,2.2392,1.4888585,-0.0002,2.06214,1.4985439,-0.0003,1.92313,1.4621042,-0.0004,1.80295,1.4463199,-0.0005,1.69195,1.435469,-0.0006,1.58774,1.4282178,-0.0007,1.48834,1.4231151,-0.0008,1.39307,1.4191321,-0.0009,1.30031,1.4160723,-0.001,1.20992,1.4135712
16,1.60003,0.0,3.0806,0.0608682,-0.0001,2.23593,1.5914521,-0.0002,2.06003,1.554709,-0.0003,1.9236,1.5225369,-0.0004,1.80286,1.5017268,-0.0005,1.69239,1.4882506,-0.0006,1.58866,1.4793827,-0.0007,1.48918,1.4730972,-0.0008,1.39385,1.4681396,-0.0009,1.30084,1.4643588,-0.001,1.21076,1.4611865
17,1.70001,0.0,3.17651,0.0612339,-0.0001,2.22936,1.6761947,-0.0002,2.06013,1.6158702,-0.0003,1.92426,1.5761127,-0.0004,1.80411,1.5510445,-0.0005,1.69305,1.5349271,-0.0006,1.58901,1.5243337,-0.0007,1.49011,1.5167015,-0.0008,1.39446,1.5108041,-0.0009,1.30201,1.5061585,-0.001,1.21201,1.5023759
18,1.80002,0.0,3.18911,0.0621938,-0.0001,2.22983,1.7506059,-0.0002,2.06121,1.6692023,-0.0003,1.92474,1.6232545,-0.0004,1.80443,1.5948994,-0.0005,1.69433,1.5755926,-0.0006,1.59025,1.5629304,-0.0007,1.49106,1.5538095,-0.0008,1.39557,1.5467491,-0.0009,1.30343,1.5413428,-0.001,1.21269,1.5368094
19,1.90003,0.0,3.10046,0.0646218,-0.0001,2.23002,1.8093644,-0.0002,2.06164,1.7135418,-0.0003,1.92579,1.6639906,-0.0004,1.80514,1.6303657,-0.0005,1.69474,1.6082437,-0.0006,1.59127,1.5933011,-0.0007,1.49181,1.5827928,-0.0008,1.39651,1.5745919,-0.0009,1.30381,1.5682438,-0.001,1.2136,1.5629215
20,2.00001,0.0,3.01055,0.0649768,-0.0001,2.23092,1.8558361,-0.0002,2.06236,1.7496984,-0.0003,1.92619,1.6945939,-0.0004,1.8061,1.6557947,-0.0005,1.69537,1.6302075,-0.0006,1.59151,1.6130186,-0.0007,1.4922,1.6010175,-0.0008,1.39697,1.5918523,-0.0009,1.30429,1.584644,-0.001,1.21441,1.5787726
21,2.10031,0.0,3.1963,0.0660476,-0.0001,2.23115,1.890262,-0.0002,2.06278,1.7740445,-0.0003,1.92704,1.7116453,-0.0004,1.80634,1.6682726,-0.0005,1.69578,1.6402083,-0.0006,1.59133,1.6216512,-0.0007,1.49244,1.6088707,-0.0008,1.39692,1.5987884,-0.0009,1.30438,1.5911446,-0.001,1.21457,1.5849314
22,2.20011,0.0,3.12447,0.0665737,-0.0001,2.2315,1.912526,-0.0002,2.06318,1.786624,-0.0003,1.92685,1.7193429,-0.0004,1.80644,1.6728558,-0.0005,1.69578,1.6439419,-0.0006,1.59178,1.6244468,-0.0007,1.49263,1.6111663,-0.0008,1.39784,1.6009259,-0.0009,1.30422,1.5931121,-0.001,1.21428,1.5866881
23,2.30033,0.0,3.02566,0.0653901,-0.0001,2.23128,1.9192512,-0.0002,2.06321,1.7923977,-0.0003,1.92683,1.722705,-0.0004,1.80593,1.6752542,-0.0005,1.69558,1.6457371,-0.0006,1.59161,1.6259959,-0.0007,1.49259,1.6125569,-0.0008,1.39718,1.6019656,-0.0009,1.30443,1.5939658,-0.001,1.21486,1.5875558
24,2.40016,0.0,3.02941,0.0681385,-0.0001,2.23151,1.928622,-0.0002,2.06276,1.7948125,-0.0003,1.92767,1.7255554,-0.0004,1.80663,1.6774506,-0.0005,1.69576,1.647268,-0.0006,1.59198,1.6272437,-0.0007,1.49294,1.6134883,-0.0008,1.39734,1.6028319,-0.0009,1.30426,1.594618,-0.001,1.21483,1.5882117
25,2.50025,0.0,3.11438,0.0677711,-0.0001,2.23177,1.9379702,-0.0002,2.06306,1.7987282,-0.0003,1.92711,1.7278736,-0.0004,1.80633,1.6790786,-0.0005,1.69585,1.648707,-0.0006,1.59157,1.6281493,-0.0007,1.49248,1.6140674,-0.0008,1.39716,1.6035277,-0.0009,1.30475,1.5953243,-0.001,1.21432,1.5887691
26,2.60013,0.0,3.20351,0.0696145,-0.0001,2.23242,1.9483305,-0.0002,2.06285,1.8013328,-0.0003,1.9275,1.730058,-0.0004,1.80614,1.6801095,-0.0005,1.69649,1.6493959,-0.0006,1.59183,1.6291769,-0.0007,1.49251,1.6148363,-0.0008,1.39762,1.6041696,-0.0009,1.3045,1.5958961,-0.001,1.21439,1.5893114
27,2.70019,0.0,3.18924,0.070069,-0.0001,2.23245,1.9498676,-0.0002,2.06295,1.8015462,-0.0003,1.92766,1.7315771,-0.0004,1.80678,1.6813023,-0.0005,1.69558,1.6503577,-0.0006,1.59232,1.6295341,-0.0007,1.49245,1.6154602,-0.0008,1.39733,1.6046571,-0.0009,1.30449,1.5964134,-0.001,1.21436,1.5896247
28,2.80006,0.0,3.07886,0.0689302,-0.0001,2.23219,1.9521229,-0.0002,2.06348,1.8033498,-0.0003,1.92746,1.7330331,-0.0004,1.80651,1.6819249,-0.0005,1.69568,1.6508929,-0.0006,1.59213,1.6297628,-0.0007,1.49199,1.6157277,-0.0008,1.39693,1.6047918,-0.0009,1.30467,1.5964999,-0.001,1.21448,1.589848
29,2.90011,0.0,3.0165,0.0697459,-0.0001,2.23238,1.9495944,-0.0002,2.06313,1.8044179,-0.0003,1.92705,1.7323036,-0.0004,1.80666,1.6819365,-0.0005,1.6963,1.6508009,-0.0006,1.59178,1.6299552,-0.0007,1.49243,1.6155649,-0.0008,1.39698,1.6048779,-0.0009,1.30451,1.5965225,-0.001,1.21421,1.5897459
30,3.00002,0.0,3.08793,0.0692952,-0.0001,2.23233,1.9487221,-0.0002,2.06319,1.8049716,-0.0003,1.92773,1.7318414,-0.0004,1.80652,1.6813868,-0.0005,1.69594,1.6507143,-0.0006,1.59161,1.6298666,-0.0007,1.49302,1.6155196,-0.0008,1.39732,1.6049175,-0.0009,1.30453,1.5964475,-0.001,1.21441,1.5898286
31,3.10022,0.0,3.13544,0.069438,-0.0001,2.23215,1.9483647,-0.0002,2.06347,1.8048202,-0.0003,1.9269,1.7319179,-0.0004,1.80625,1.6820288,-0.0005,1.69582,1.6509014,-0.0006,1.59189,1.629914,-0.0007,1.49271,1.6156404,-0.0008,1.39696,1.6050162,-0.0009,1.30471,1.5964326,-0.001,1.21433,1.5897936
32,3.20032,0.0,3.20281,0.069593,-0.0001,2.2325,1.9480808,-0.0002,2.06384,1.8046327,-0.0003,1.92709,1.7317528,-0.0004,1.80641,1.6828619,-0.0005,1.69582,1.6505005,-0.0006,1.59149,1.6299012,-0.0007,1.49298,1.6157504,-0.0008,1.3973,1.6049875,-0.0009,1.30465,1.596435,-0.001,1.21437,1.5898697
33,3.3002,0.0,3.10461,0.0698899,-0.0001,2.23217,1.9504499,-0.0002,2.06295,1.805404,-0.0003,1.92705,1.7325092,-0.0004,1.8066,1.6821606,-0.0005,1.696,1.6511143,-0.0006,1.59183,1.6300165,-0.0007,1.49261,1.6156365,-0.0008,1.39725,1.6048946,-0.0009,1.30423,1.5964334,-0.001,1.21443,1.5898009
