,VoltIn,CurrIn001,CurrVOut001,VoltOut001,CurrIn002,CurrVOut002,VoltOut002,CurrIn003,CurrVOut003,VoltOut003,CurrIn004,CurrVOut004,VoltOut004,CurrIn005,CurrVOut005,VoltOut005,CurrIn006,CurrVOut006,VoltOut006,CurrIn007,CurrVOut007,VoltOut007,CurrIn008,CurrVOut008,VoltOut008,CurrIn009,CurrVOut009,VoltOut009,CurrIn010,CurrVOut010,VoltOut010,CurrIn011,CurrVOut011,VoltOut011
10,0.999999,0.0,1.91108,0.9260877,-0.0001,1.94462,0.9277998,-0.0002,1.99422,0.9325808,-0.0003,1.67007,0.9182348,-0.0004,1.63417,0.9166939,-0.0005,1.39546,0.9195899,-0.0006,1.49032,0.9197937,-0.0007,1.23647,0.9265121,-0.0008,1.24328,0.9264043,-0.0009,0.992651,0.9323052,-0.001,1.08179,0.9328836
11,1.09979,0.0,1.82692,1.024614,-0.0001,1.84665,1.0223513,-0.0002,1.86571,1.0213311,-0.0003,1.61236,1.0305082,-0.0004,1.72562,1.030707,-0.0005,1.42402,1.0486956,-0.0006,1.42101,1.0483019,-0.0007,1.28869,1.0632098,-0.0008,1.30989,1.0638022,-0.0009,0.936195,1.0761969,-0.001,1.04061,1.0770595
12,1.19988,0.0,1.75892,1.1693049,-0.0001,1.8481,1.1555459,-0.0002,1.87013,1.1509357,-0.0003,1.73988,1.1875435,-0.0004,1.7381,1.18814,-0.0005,1.51185,1.2236453,-0.0006,1.40131,1.2214812,-0.0007,1.23518,1.2518558,-0.0008,1.24036,1.2500091,-0.0009,0.997479,1.2653945,-0.001,0.95231,1.2655383
13,1.29979,0.0,1.80189,1.3369535,-0.0001,1.90268,1.3206841,-0.0002,1.90233,1.2998787,-0.0003,1.77282,1.3506976,-0.0004,1.64973,1.3582606,-0.0005,1.53161,1.364125,-0.0006,1.48499,1.3644765,-0.0007,1.18298,1.3543262,-0.0008,1.14928,1.3530186,-0.0009,1.05833,1.3384307,-0.001,0.921441,1.3335989
14,1.39983,0.0,1.85084,1.4321569,-0.0001,1.96527,1.4384959,-0.0002,1.90631,1.4370757,-0.0003,1.75576,1.4230545,-0.0004,1.57256,1.4050405,-0.0005,1.46625,1.3650285,-0.0006,1.49476,1.365271,-0.0007,1.13653,1.358882,-0.0008,1.14891,1.3588136,-0.0009,1.01945,1.3560006,-0.001,1.00309,1.3556311
15,1.49972,0.0,1.87454,1.4508593,-0.0001,1.91406,1.4754804,-0.0002,1.94617,1.4776053,-0.0003,1.6875,1.4382921,-0.0004,1.61717,1.4338456,-0.0005,1.42299,1.4231269,-0.0006,1.54846,1.4233478,-0.0007,1.18253,1.4140546,-0.0008,1.22136,1.4141429,-0.0009,0.947472,1.4095215,-0.001,1.04709,1.4096655
16,1.59985,0.0,1.79338,1.5091782,-0.0001,1.87215,1.5236897,-0.0002,1.87935,1.5196851,-0.0003,1.65698,1.4908304,-0.0004,1.68148,1.4857136,-0.0005,1.41572,1.4725106,-0.0006,1.47149,1.4734673,-0.0007,1.23253,1.4617222,-0.0008,1.13418,1.4618102,-0.0009,0.900932,1.4559351,-0.001,0.993978,1.4558819
17,1.70003,0.0,1.78745,1.5676242,-0.0001,1.87617,1.5742636,-0.0002,1.80852,1.5701422,-0.0003,1.70254,1.543248,-0.0004,1.70184,1.5302076,-0.0005,1.47819,1.5141087,-0.0006,1.42365,1.5166736,-0.0007,1.23575,1.5023385,-0.0008,1.11921,1.5028437,-0.0009,0.930936,1.4951354,-0.001,0.966403,1.495871
18,1.79991,0.0,1.87961,1.6099497,-0.0001,1.94994,1.6294186,-0.0002,1.85282,1.6083422,-0.0003,1.79201,1.5829164,-0.0004,1.61299,1.5690274,-0.0005,1.50528,1.5514616,-0.0006,1.44505,1.5554223,-0.0007,1.17977,1.537396,-0.0008,1.20339,1.5357862,-0.0009,1.00191,1.5280151,-0.001,0.936671,1.5291862
19,1.89997,0.0,1.88801,1.6410629,-0.0001,1.98083,1.6637713,-0.0002,1.8782,1.6379249,-0.0003,1.76794,1.6156451,-0.0004,1.57811,1.6004787,-0.0005,1.45347,1.5797657,-0.0006,1.51075,1.5824686,-0.0007,1.11586,1.5619606,-0.0008,1.24164,1.563225,-0.0009,1.00301,1.5523849,-0.001,1.00675,1.5535347
20,1.9998,0.0,1.91978,1.6727871,-0.0001,1.95932,1.6901954,-0.0002,1.92099,1.6690329,-0.0003,1.67686,1.6299234,-0.0004,1.57534,1.6182923,-0.0005,1.39977,1.5977307,-0.0006,1.50403,1.5985882,-0.0007,1.18792,1.5791833,-0.0008,1.22874,1.5791065,-0.0009,0.937192,1.5674004,-0.001,1.06273,1.5682492
21,2.10001,0.0,1.82249,1.6845954,-0.0001,1.87461,1.7078032,-0.0002,1.85767,1.6929193,-0.0003,1.60289,1.6356143,-0.0004,1.66548,1.6284812,-0.0005,1.3607,1.6041965,-0.0006,1.43066,1.6053349,-0.0007,1.26718,1.588394,-0.0008,1.16086,1.5859566,-0.0009,0.899936,1.5722242,-0.001,1.01585,1.5741043
22,2.19981,0.0,1.77233,1.6999819,-0.0001,1.85762,1.7249711,-0.0002,1.77629,1.6944465,-0.0003,1.65912,1.645951,-0.0004,1.73007,1.6339796,-0.0005,1.47246,1.6068867,-0.0006,1.34729,1.6029366,-0.0007,1.24737,1.5875984,-0.0008,1.1233,1.5867297,-0.0009,0.91712,1.574474,-0.001,0.946888,1.5748311
23,2.30003,0.0,1.84917,1.6885855,-0.0001,1.90155,1.7165381,-0.0002,1.8392,1.6999425,-0.0003,1.7359,1.6507347,-0.0004,1.6424,1.6339677,-0.0005,1.49419,1.6077027,-0.0006,1.35882,1.6031519,-0.0007,1.23833,1.5906157,-0.0008,1.21244,1.5874973,-0.0009,1.00286,1.5755231,-0.001,0.908401,1.5744384
24,2.39985,0.0,1.91171,1.6913512,-0.0001,1.98359,1.7175749,-0.0002,1.98082,1.7143006,-0.0003,1.74593,1.6484758,-0.0004,1.63332,1.6432695,-0.0005,1.50514,1.6092641,-0.0006,1.43114,1.6055411,-0.0007,1.18883,1.589815,-0.0008,1.24193,1.5878525,-0.0009,1.02334,1.5743511,-0.001,1.02284,1.5760502
25,2.49997,0.0,1.87906,1.6878632,-0.0001,1.94589,1.7170683,-0.0002,1.84485,1.7358232,-0.0003,1.68303,1.6525776,-0.0004,1.61084,1.6456266,-0.0005,1.4092,1.6119096,-0.0006,1.48114,1.6069766,-0.0007,1.19364,1.5918892,-0.0008,1.30737,1.5914834,-0.0009,0.979324,1.5763887,-0.001,1.06287,1.5778901
26,2.59979,0.0,1.75716,1.6858992,-0.0001,1.88951,1.7255535,-0.0002,1.86363,1.7203447,-0.0003,1.62164,1.6499569,-0.0004,1.69038,1.6445455,-0.0005,1.37462,1.6102072,-0.0006,1.49162,1.6109988,-0.0007,1.25019,1.5908049,-0.0008,1.18301,1.5897064,-0.0009,0.924152,1.5768114,-0.001,0.962279,1.5765777
27,2.69984,0.0,1.74748,1.687054,-0.0001,1.83142,1.7185735,-0.0002,1.94411,1.7403182,-0.0003,1.66121,1.6498641,-0.0004,1.68792,1.6415193,-0.0005,1.4055,1.6081566,-0.0006,1.43462,1.6152999,-0.0007,1.28447,1.5905085,-0.0008,1.15532,1.5907889,-0.0009,0.930556,1.5770119,-0.001,0.920264,1.5765442
28,2.79974,0.0,1.83873,1.6867913,-0.0001,1.8972,1.7177699,-0.0002,1.96508,1.7272137,-0.0003,1.7339,1.6544089,-0.0004,1.63733,1.6448454,-0.0005,1.48401,1.6091015,-0.0006,1.38397,1.6135461,-0.0007,1.21546,1.5904655,-0.0008,1.19804,1.5912944,-0.0009,1.02106,1.5773433,-0.001,0.928618,1.5772873
29,2.89981,0.0,1.86876,1.6872979,-0.0001,1.95926,1.7201755,-0.0002,1.9227,1.7363594,-0.0003,1.75413,1.6504763,-0.0004,1.63626,1.6478434,-0.0005,1.48075,1.6111272,-0.0006,1.40756,1.610271,-0.0007,1.17896,1.5917152,-0.0008,1.24435,1.5915218,-0.0009,1.03558,1.577987,-0.001,0.97941,1.5766494
30,2.99967,0.0,1.82083,1.6734298,-0.0001,1.93909,1.7274084,-0.0002,1.89154,1.7401492,-0.0003,1.67925,1.6537513,-0.0004,1.62614,1.6496889,-0.0005,1.4205,1.609521,-0.0006,1.4672,1.6104059,-0.0007,1.14882,1.5910657,-0.0008,1.24963,1.5900108,-0.0009,0.981453,1.5769932,-0.001,1.01324,1.5764565
31,3.09984,0.0,1.73744,1.6782195,-0.0001,1.86928,1.7257494,-0.0002,1.91662,1.756216,-0.0003,1.6461,1.6558449,-0.0004,1.71499,1.6486012,-0.0005,1.34622,1.6070016,-0.0006,1.47435,1.6091395,-0.0007,1.1981,1.5886557,-0.0008,1.15764,1.5895566,-0.0009,0.917841,1.5775409,-0.001,0.931326,1.5756677
32,3.2,0.0,1.70603,1.6791555,-0.0001,1.84659,1.7278654,-0.0002,2.03278,1.7593505,-0.0003,1.64084,1.6566934,-0.0004,1.7355,1.6464414,-0.0005,1.36146,1.608093,-0.0006,1.36551,1.605228,-0.0007,1.24259,1.5895723,-0.0008,1.14578,1.5897076,-0.0009,0.910225,1.5767942,-0.001,0.916867,1.5763573
33,3.2999,0.0,1.79889,1.6881926,-0.0001,1.91452,1.7367722,-0.0002,2.02953,1.7538555,-0.0003,1.74106,1.6559717,-0.0004,1.71299,1.6527975,-0.0005,1.44686,1.608092,-0.0006,1.33737,1.6051427,-0.0007,1.22736,1.5902125,-0.0008,1.15205,1.5898391,-0.0009,1.03291,1.5778988,-0.001,0.912032,1.5773172
