Column,Bank,Type,W,L,Unit Cell,Block Cell,Top Block,Well/Sub,VDD,Notes,Column,Bank,Type,W,L,Unit Cell,Block Cell,Top Block,Well/Sub,VDD,Notes
173,5,pthickbc,7,0.27,UC55/COL55,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
174,5,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
175,5,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
176,5,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
177,5,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
178,5,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
179,5,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
180,5,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
181,5,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
182,5,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
183,5,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
184,5,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
185,5,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
186,5,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
187,5,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
188,5,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
189,5,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
190,5,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
191,5,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
192,6,pthickbc,0.42,0.27,UC49/COL49,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
193,6,pthickbc,0.42,0.27,UC49/COL49,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
194,6,pthickbc,0.42,7,UC50_1/COL50,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
195,6,pthickbc,0.42,7,UC50_1/COL50,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
196,6,pthickbc,1.2,0.27,UC51/COL51,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
197,6,pthickbc,1.2,0.27,UC51/COL51,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
198,6,pthickbc,1.2,0.5,UC52/COL52,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
199,6,pthickbc,1.2,0.5,UC52/COL52,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
200,6,pthickbc,1.2,0.8,UC53/COL53,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
201,6,pthickbc,1.2,0.8,UC53/COL53,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
202,6,pthickbc,1.2,7,UC54/COL54,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
203,6,pthickbc,1.2,7,UC54/COL54,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
204,6,pthickbc,7,0.27,UC55/COL55,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
205,6,pthickbc,7,0.27,UC55/COL55,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
206,6,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
207,6,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
208,6,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
209,6,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
210,6,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
211,6,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
212,6,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
213,6,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
214,6,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
215,6,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
216,6,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
217,6,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
218,6,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
219,6,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
220,6,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
221,6,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
222,6,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
223,6,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV,nwell,3.3,,,,,,,,,,,,
224,7,pthickbc,0.42,0.27,UC49/COL49,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
225,7,pthickbc,0.42,0.27,UC49/COL49,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
226,7,pthickbc,0.42,7,UC50_1/COL50,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
227,7,pthickbc,0.42,7,UC50_1/COL50,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
228,7,pthickbc,1.2,0.27,UC51/COL51,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
229,7,pthickbc,1.2,0.27,UC51/COL51,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
230,7,pthickbc,1.2,0.5,UC52/COL52,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
231,7,pthickbc,1.2,0.5,UC52/COL52,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
232,7,pthickbc,1.2,0.8,UC53/COL53,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
233,7,pthickbc,1.2,0.8,UC53/COL53,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
234,7,pthickbc,1.2,7,UC54/COL54,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
235,7,pthickbc,1.2,7,UC54/COL54,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
236,7,pthickbc,7,0.27,UC55/COL55,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
237,7,pthickbc,7,0.27,UC55/COL55,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
238,7,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
239,7,pthickbc,7,7,UC56/COL56,BLOCK_PFETHV_BC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
240,7,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
241,7,pthick,0.42,0.3,UC57/COL57,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
242,7,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
243,7,pthick,0.42,7,UC58/COL58,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
244,7,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
245,7,pthick,1.2,0.27,UC59_1/COL59,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
246,7,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
247,7,pthick,1.2,0.5,UC60/COL60,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
248,7,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
249,7,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
250,7,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
251,7,pthick,1.2,7,UC62/COL62,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
252,7,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
253,7,pthick,7,0.27,UC63/COL63,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
254,7,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
255,7,pthick,7,7,UC64/COL64,BLOCK_PFETHV_SC,BLOCK_PMOSHV_DNWELL,nwell/dnwell,3.3,,,,,,,,,,,,
