,V1,currIn,v2
82,2.66401,9.95361e-10,1.73835
83,2.66962,9.9357e-10,1.74468
84,2.67882,9.9519e-10,1.75459
85,2.6827,9.95617e-10,1.75977
86,2.6932,9.94849e-10,1.76681
87,2.69953,9.93741e-10,1.76983
88,2.70801,9.93826e-10,1.78248
89,2.71261,9.94167e-10,1.79039
90,2.72066,9.94167e-10,1.80188
91,2.73116,9.93826e-10,1.81008
92,2.73562,9.96469e-10,1.81784
93,2.74971,9.92632e-10,1.82646
94,2.75273,9.9519e-10,1.82962
95,2.7615,9.94253e-10,1.84271
96,2.76423,9.95446e-10,1.84256
97,2.77861,9.92377e-10,1.85564
98,2.78479,9.96726e-10,1.85924
99,2.79069,9.91268e-10,1.86872
100,2.79486,9.97152e-10,1.87088
101,2.8032,9.95787e-10,1.87706
102,2.80852,9.96385e-10,1.88281
103,2.81556,9.94167e-10,1.8831
104,2.81873,9.96896e-10,1.88755
105,2.82189,9.96469e-10,1.88525
106,2.82865,9.96044e-10,1.88755
107,2.82994,9.9519e-10,1.88583
108,2.83627,9.9681e-10,1.88453
109,2.84029,9.95873e-10,1.88381
110,2.84533,9.96385e-10,1.88726
111,2.84835,9.96469e-10,1.8831
112,2.85165,9.96555e-10,1.88439
113,2.85769,9.94081e-10,1.88108
114,2.85928,9.9502e-10,1.88137
115,2.86661,9.94424e-10,1.88036
116,2.86876,9.94508e-10,1.87792
117,2.87567,9.95532e-10,1.87519
118,2.87524,9.93315e-10,1.87763
119,2.87912,9.96128e-10,1.87548
120,2.88386,9.96044e-10,1.87203
121,2.88746,9.93229e-10,1.87016
122,2.89522,9.95276e-10,1.86484
123,2.89522,9.96896e-10,1.8657
124,2.89939,9.96299e-10,1.86355
125,2.90025,9.94765e-10,1.86067
126,2.90572,9.9502e-10,1.84716
127,2.90586,9.96385e-10,1.84472
128,2.90845,9.9664e-10,1.83926
129,2.91075,9.94935e-10,1.83509
130,2.91291,9.95106e-10,1.82905
131,2.91492,9.98431e-10,1.81597
132,2.91593,9.96044e-10,1.81065
133,2.91923,9.93741e-10,1.80246
134,2.91808,9.96385e-10,1.79887
135,2.92139,9.96385e-10,1.78909
136,2.92269,9.9519e-10,1.78938
137,2.92959,9.94508e-10,1.78234
138,2.92901,9.95787e-10,1.77716
139,2.93117,9.98431e-10,1.76724
140,2.93419,9.96299e-10,1.76049
141,2.93534,9.97067e-10,1.75603
142,2.93864,9.93656e-10,1.75114
143,2.93778,9.96214e-10,1.74597
144,2.94497,9.95873e-10,1.73893
145,2.94569,9.96555e-10,1.73576
146,2.95015,9.9519e-10,1.72671
147,2.94698,9.97067e-10,1.72038
148,2.94885,9.96128e-10,1.71334
149,2.95403,9.97152e-10,1.70544
150,2.95518,9.95873e-10,1.69997
151,2.95892,9.97748e-10,1.68833
152,2.95849,9.98943e-10,1.68258
153,2.9582,9.98089e-10,1.67151
154,2.95777,9.93911e-10,1.66275
155,2.96151,9.94935e-10,1.65182
156,2.96338,9.96982e-10,1.64464
157,2.96323,9.95276e-10,1.64248
158,2.96453,9.95958e-10,1.63371
159,2.9664,9.94167e-10,1.62753
160,2.9687,9.96385e-10,1.6179
161,2.97042,9.95958e-10,1.61201
162,2.97359,9.96299e-10,1.60712
163,2.97157,9.97237e-10,1.59993
164,2.97689,9.94679e-10,1.59576
165,2.97833,9.95873e-10,1.58843
166,2.98595,9.934e-10,1.59088
167,2.98724,9.95532e-10,1.587
168,2.99026,9.95361e-10,1.58441
169,2.99602,9.94338e-10,1.58484
170,2.99832,9.9681e-10,1.58671
171,3.00579,9.95361e-10,1.58886
172,3.00795,9.96896e-10,1.58599
173,3.01672,9.97834e-10,1.59073
174,3.01787,9.97407e-10,1.58613
175,3.02621,9.95873e-10,1.59016
176,3.02837,9.97493e-10,1.58829
177,3.03196,9.94508e-10,1.59159
178,3.03728,9.9502e-10,1.59045
179,3.04232,9.93656e-10,1.59217
180,3.05181,9.9502e-10,1.59706
181,3.05382,9.91695e-10,1.59361
182,3.0577,9.95361e-10,1.60065
183,3.06129,9.96299e-10,1.59706
184,3.07179,9.94679e-10,1.60281
185,3.07337,9.95446e-10,1.59993
186,3.07812,9.93144e-10,1.60697
187,3.08344,9.95106e-10,1.60683
188,3.09235,9.94167e-10,1.61603
189,3.09753,9.94594e-10,1.6202
190,3.10644,9.93911e-10,1.62969
191,3.11047,9.94935e-10,1.635
192,3.11651,9.95361e-10,1.63932
193,3.12384,9.96469e-10,1.64507
194,3.13046,9.93911e-10,1.64952
195,3.14138,9.93997e-10,1.66131
196,3.14699,9.9664e-10,1.66763
197,3.15447,9.94338e-10,1.67626
198,3.15878,9.94338e-10,1.68028
199,3.1654,9.95532e-10,1.68215
200,3.17244,9.93741e-10,1.68819
201,3.17906,9.94253e-10,1.69681
202,3.18553,9.94424e-10,1.70256
203,3.193,9.95446e-10,1.70888
204,3.2012,9.95532e-10,1.71291
205,3.2035,9.91439e-10,1.72139
206,3.20882,9.94849e-10,1.72513
207,3.21817,9.92718e-10,1.73332
208,3.22392,9.96128e-10,1.73792
209,3.23528,9.93485e-10,1.74223
210,3.23887,9.94338e-10,1.75287
211,3.24736,9.94167e-10,1.75646
212,3.25239,9.95703e-10,1.76523
213,3.2626,9.93144e-10,1.76811
214,3.26691,9.95106e-10,1.78176
215,3.27611,9.93911e-10,1.78981
216,3.28244,9.93826e-10,1.80116
217,3.29179,9.93485e-10,1.80893
218,3.29955,9.95617e-10,1.81554
219,3.3089,9.94253e-10,1.82416
220,3.31566,9.9519e-10,1.83063
221,3.31997,9.82144e-10,1.84098
222,3.32112,8.95339e-10,1.84572
223,3.31077,6.76621e-10,1.85392
224,3.3135,5.8453e-10,1.85852
225,3.31192,4.99685e-10,1.8693
226,3.31177,4.27376e-10,1.87346
227,3.31249,3.62059e-10,1.8772
228,3.31105,2.99727e-10,1.87965
229,3.3112,2.71844e-10,1.88267
230,3.31091,2.3927e-10,1.88612
231,3.31321,2.10534e-10,1.88899
232,3.31235,1.88534e-10,1.88856
233,3.3135,1.80434e-10,1.88669
234,3.30832,1.66875e-10,1.88612
235,3.30933,1.49651e-10,1.8877
236,3.31206,1.54682e-10,1.88496
237,3.31149,1.40698e-10,1.88583
238,3.3099,1.40612e-10,1.88367
239,3.31206,1.27993e-10,1.88353
240,3.31033,1.30295e-10,1.88195
241,3.3122,1.25349e-10,1.88051
242,3.31005,1.26543e-10,1.88137
243,3.31278,1.1614e-10,1.87763
244,3.3122,1.24069e-10,1.88008
245,3.31163,1.20147e-10,1.87418
246,3.31407,1.29868e-10,1.87462
247,3.31091,1.1776e-10,1.87203
248,3.31522,1.24326e-10,1.87059
249,3.31105,1.30721e-10,1.86959
250,3.31364,1.3328e-10,1.86369
251,3.30789,1.4317e-10,1.8657
252,3.31177,1.74636e-10,1.85291
253,3.31235,1.9979e-10,1.84817
254,3.31278,2.16758e-10,1.84026
255,3.31264,2.21363e-10,1.83954
256,3.31206,2.52827e-10,1.82934
257,3.3145,2.65278e-10,1.82287
258,3.31163,2.9137e-10,1.81626
259,3.31336,3.17122e-10,1.80591
260,3.30947,3.38354e-10,1.80548
261,3.31422,3.44067e-10,1.79369
262,3.31206,3.5302e-10,1.79082
263,3.31407,3.67175e-10,1.78291
264,3.31321,3.77152e-10,1.77889
265,3.31235,3.85168e-10,1.7717
266,3.31062,3.72803e-10,1.76696
267,3.31235,3.95485e-10,1.76149
268,3.3135,4.03501e-10,1.75517
269,3.31163,4.04694e-10,1.74985
270,3.30919,4.10833e-10,1.74079
271,3.31479,4.14159e-10,1.73936
272,3.31163,4.16888e-10,1.73016
273,3.31522,4.2405e-10,1.72513
274,3.3122,4.52019e-10,1.71607
275,3.31235,4.5415e-10,1.71032
276,3.31321,4.56879e-10,1.70515
277,3.31019,4.60461e-10,1.69595
278,3.31336,4.8408e-10,1.68833
279,3.30947,5.11879e-10,1.67583
280,3.31465,5.20833e-10,1.66706
281,3.3112,5.4087e-10,1.65829
282,3.31393,5.51956e-10,1.64866
283,3.31019,5.58948e-10,1.64578
284,3.31163,5.64917e-10,1.63644
285,3.31091,5.76258e-10,1.6317
286,3.3112,5.87002e-10,1.62451
287,3.31379,5.90924e-10,1.61402
288,3.3122,5.83932e-10,1.60741
289,3.31134,5.83335e-10,1.60123
290,3.31048,5.78902e-10,1.59907
291,3.31235,5.62614e-10,1.59059
292,3.31192,5.38568e-10,1.59188
293,3.31177,5.16568e-10,1.58915
294,3.3112,4.98406e-10,1.58886
295,3.31177,4.75128e-10,1.58599
296,3.31105,4.3488e-10,1.58441
297,3.31379,4.02136e-10,1.58671
298,3.31192,3.65214e-10,1.58958
299,3.30976,3.37672e-10,1.59174
300,3.31091,3.08681e-10,1.58987
301,3.31077,2.88898e-10,1.58915
302,3.31422,2.71331e-10,1.58987
303,3.30875,2.3475e-10,1.59346
304,3.31235,2.13518e-10,1.59375
305,3.31077,2.03116e-10,1.59217
306,3.31091,1.75915e-10,1.59361
307,3.30976,1.52295e-10,1.5949
308,3.31134,1.38054e-10,1.59763
309,3.31192,1.2279e-10,1.59893
310,3.31192,9.65273e-11,1.60238
311,3.31019,8.14342e-11,1.60166
312,3.31048,6.7451e-11,1.60597
313,3.31033,5.1676e-11,1.60769
314,3.31134,3.44503e-11,1.61201
315,3.31005,-1.80757e-11,1.61718
316,3.31278,-4.95386e-11,1.62408
317,3.31278,-7.54607e-11,1.63084
318,3.30904,-1.07523e-10,1.63601
319,3.31062,-1.30972e-10,1.64277
320,3.30962,-1.62948e-10,1.64751
321,3.3135,-1.85885e-10,1.65613
322,3.31149,-2.10273e-10,1.66663
323,3.31134,-2.38668e-10,1.67166
324,3.31494,-2.53334e-10,1.67626
325,3.3122,-2.6621e-10,1.67856
326,3.31393,-2.93497e-10,1.68617
327,3.30947,-3.00829e-10,1.69466
328,3.31249,-3.15155e-10,1.70414
329,3.31048,-3.2462e-10,1.70529
330,3.31134,-3.28798e-10,1.71262
331,3.31105,-3.42442e-10,1.71665
332,3.31249,-3.47643e-10,1.72671
333,3.31537,-3.67426e-10,1.73246
334,3.31192,-3.62395e-10,1.7326
335,3.3135,-3.68791e-10,1.7385
336,3.31048,-3.89596e-10,1.75014
337,3.31522,-4.04944e-10,1.75474
338,3.30933,-4.21231e-10,1.76379
339,3.31422,-4.16882e-10,1.76724
340,3.31062,-4.243e-10,1.77716
341,3.3099,-4.59092e-10,1.78305
342,3.31033,-4.82285e-10,1.79599
343,3.31177,-4.95416e-10,1.80562
344,3.31134,-5.17671e-10,1.81611
345,3.31048,-5.27904e-10,1.82186
346,3.31594,-5.34982e-10,1.82675
347,3.30832,-5.51013e-10,1.83768
348,3.31235,-5.59113e-10,1.84127
349,3.30861,-5.69345e-10,1.85234
350,3.3135,-5.74888e-10,1.8555
351,3.31091,-5.85887e-10,1.86542
352,3.31149,-5.7412e-10,1.86843
353,3.31206,-5.69687e-10,1.8762
354,3.31321,-5.54167e-10,1.87993
355,3.31321,-5.40098e-10,1.88238
356,3.31105,-5.1102e-10,1.88755
357,3.31062,-4.92517e-10,1.88511
358,3.30976,-4.74269e-10,1.89129
359,3.3099,-4.3189e-10,1.88482
360,3.31235,-3.98123e-10,1.88827
361,3.3122,-3.65038e-10,1.88525
362,3.3145,-3.47047e-10,1.88755
363,3.31566,-3.15155e-10,1.88223
364,3.31105,-2.89489e-10,1.88482
365,3.31522,-2.62288e-10,1.88324
366,3.30947,-2.44807e-10,1.8831
367,3.3135,-2.11296e-10,1.88295
368,3.30789,-1.99529e-10,1.87936
369,3.31465,-1.81623e-10,1.88022
370,3.31206,-1.53227e-10,1.87749
371,3.3122,-1.48112e-10,1.87648
372,3.31364,-1.14088e-10,1.8749
373,3.31062,-9.39643e-11,1.87447
374,3.31235,-7.56311e-11,1.86944
375,3.31077,-5.96857e-11,1.86901
376,3.3145,-4.28879e-11,1.86599
377,3.30875,-2.98429e-11,1.867
378,3.31307,1.11723e-11,1.85737
379,3.31005,4.22955e-11,1.85061
380,3.31623,7.44426e-11,1.84127
381,3.31364,1.00962e-10,1.84026
382,3.31134,1.26202e-10,1.83595
383,3.31105,1.55194e-10,1.82603
384,3.31091,1.76938e-10,1.81755
385,3.31264,2.12836e-10,1.80677
386,3.31077,2.37309e-10,1.80404
387,3.31163,2.58455e-10,1.79685
388,3.31206,2.79262e-10,1.7947
389,3.31422,2.83525e-10,1.78449
390,3.30875,3.0237e-10,1.78076
391,3.30933,3.21727e-10,1.77515
392,3.3099,3.27355e-10,1.76954
393,3.31149,3.29657e-10,1.76408
394,3.31307,3.48501e-10,1.75344
395,3.31134,3.57881e-10,1.74956
396,3.30962,3.68369e-10,1.74396
397,3.31163,3.80222e-10,1.73993
398,3.31235,3.73656e-10,1.73404
399,3.31177,3.83888e-10,1.72786
400,3.31091,4.13903e-10,1.71895
401,3.30976,4.16973e-10,1.71334
402,3.31177,4.24136e-10,1.70501
403,3.31134,4.30872e-10,1.69652
404,3.31278,4.53639e-10,1.69063
405,3.31292,4.69329e-10,1.67971
406,3.3112,4.88429e-10,1.6731
407,3.31005,5.15205e-10,1.66131
408,3.31149,5.40274e-10,1.65441
409,3.31321,5.31918e-10,1.6455
410,3.3112,5.39848e-10,1.64147
411,3.31278,5.63893e-10,1.63457
412,3.31033,5.62273e-10,1.62523
413,3.31163,5.69862e-10,1.61603
414,3.31091,5.85552e-10,1.61057
415,3.31149,5.67731e-10,1.60683
416,3.30976,5.66537e-10,1.5995
417,3.31436,5.61507e-10,1.59476
418,3.31077,5.47777e-10,1.58958
419,3.31149,5.16484e-10,1.58858
420,3.31077,4.90391e-10,1.58858
421,3.31134,4.68818e-10,1.58656
422,3.31393,4.41872e-10,1.58728
423,3.31019,4.15012e-10,1.58728
424,3.31566,3.78004e-10,1.58872
425,3.30832,3.46199e-10,1.59059
426,3.31292,3.1499e-10,1.58886
427,3.30933,2.90347e-10,1.59073
428,3.31278,2.71161e-10,1.58786
429,3.31077,2.48224e-10,1.59375
430,3.3112,2.19232e-10,1.59045
431,3.31522,1.97999e-10,1.59289
432,3.3112,1.81713e-10,1.59361
433,3.31465,1.64403e-10,1.59605
434,3.3112,1.49736e-10,1.5995
435,3.31206,1.1452e-10,1.59591
436,3.31062,1.08978e-10,1.60295
437,3.31077,9.24349e-11,1.60007
438,3.31048,5.93495e-11,1.60611
439,3.31436,4.58765e-11,1.60396
440,3.31321,3.39389e-11,1.61071
441,3.31479,6.4826e-12,1.61143
442,3.31105,-3.64077e-11,1.62207
443,3.31407,-6.77872e-11,1.63084
444,3.31249,-9.5073e-11,1.63357
445,3.31264,-1.22615e-10,1.6432
446,3.30962,-1.50243e-10,1.64607
447,3.31407,-1.75227e-10,1.65441
448,3.31278,-2.05498e-10,1.66016
449,3.31379,-2.34064e-10,1.66907
450,3.31134,-2.63481e-10,1.67367
451,3.31077,-2.66551e-10,1.68316
452,3.3122,-2.77977e-10,1.68517
453,3.3122,-2.98954e-10,1.69135
454,3.31278,-3.17031e-10,1.69825
455,3.30904,-3.16946e-10,1.70702
456,3.31062,-3.38093e-10,1.71032
457,3.31177,-3.4176e-10,1.7155
458,3.31551,-3.53527e-10,1.71938
459,3.31393,-3.52077e-10,1.73116
460,3.31062,-3.70836e-10,1.73562
461,3.31206,-3.65124e-10,1.7372
462,3.31149,-3.77573e-10,1.74396
463,3.31206,-4.04347e-10,1.75114
464,3.31005,-4.25239e-10,1.76178
465,3.31177,-4.1279e-10,1.76523
466,3.31206,-4.30441e-10,1.77242
467,3.31235,-4.43401e-10,1.7786
468,3.30861,-4.66424e-10,1.79096
469,3.30818,-4.94393e-10,1.80188
470,3.31192,-5.0454e-10,1.81137
471,3.31077,-5.22617e-10,1.821
472,3.31235,-5.34725e-10,1.82301
473,3.31149,-5.41462e-10,1.83264
474,3.31062,-5.53315e-10,1.83624
475,3.31192,-5.55276e-10,1.84745
476,3.30976,-5.75058e-10,1.85248
477,3.31264,-5.725e-10,1.8634
478,3.31048,-5.79321e-10,1.86815
479,3.3112,-5.65338e-10,1.87505
480,3.31364,-5.66275e-10,1.87735
481,3.31105,-5.46664e-10,1.8808
482,3.31436,-5.18695e-10,1.8831
483,3.31192,-5.01044e-10,1.88568
484,3.31292,-4.82029e-10,1.89057
485,3.30904,-4.46557e-10,1.88784
486,3.31091,-4.10913e-10,1.88698
487,3.31192,-3.83371e-10,1.88453
488,3.31105,-3.5455e-10,1.88741
489,3.31393,-3.21891e-10,1.88755
490,3.31019,-3.00318e-10,1.8818
491,3.31436,-2.73287e-10,1.88166
492,3.31134,-2.56574e-10,1.88209
493,3.31379,-2.31676e-10,1.88295
494,3.30962,-2.04048e-10,1.88267
495,3.31307,-1.86824e-10,1.87993
496,3.31134,-1.63033e-10,1.87778
497,3.31019,-1.46065e-10,1.87634
498,3.31163,-1.20654e-10,1.8762
499,3.31077,-1.04111e-10,1.87289
500,3.31379,-9.35388e-11,1.87332
501,3.3112,-6.71899e-11,1.8703
502,3.31379,-5.54228e-11,1.86714
503,3.31005,-4.39966e-11,1.86757
504,3.31091,-1.60289e-11,1.85924
505,3.30976,3.07846e-11,1.85535
506,3.31393,5.71322e-11,1.84357
507,3.31249,8.74889e-11,1.84242
508,3.31206,1.23217e-10,1.83336
509,3.31336,1.3669e-10,1.82847
510,3.31177,1.65596e-10,1.82143
511,3.31235,2.02092e-10,1.81439
512,3.31149,2.30317e-10,1.80806
513,3.3122,2.47712e-10,1.79786
514,3.31163,2.64083e-10,1.79685
515,3.30962,2.73207e-10,1.78765
516,3.31235,2.98021e-10,1.78406
517,3.31307,3.1175e-10,1.77515
518,3.3112,3.16525e-10,1.7727
519,3.31264,3.23347e-10,1.76379
520,3.30875,3.39633e-10,1.75833
521,3.3158,3.52082e-10,1.75316
522,3.31105,3.63253e-10,1.74468
523,3.31321,3.68454e-10,1.74281
524,3.30789,3.66834e-10,1.73792
525,3.31494,3.7971e-10,1.72944
526,3.31422,3.98725e-10,1.72211
527,3.31292,4.20128e-10,1.7155
528,3.31192,4.18593e-10,1.71233
529,3.30933,4.255e-10,1.70357
530,3.31364,4.35647e-10,1.69264
531,3.31177,4.68221e-10,1.68359
532,3.3135,4.79902e-10,1.67295
533,3.30832,5.08298e-10,1.66849
534,3.3145,5.26886e-10,1.6557
535,3.31105,5.3763e-10,1.64981
536,3.31479,5.32684e-10,1.64219
537,3.31149,5.49995e-10,1.6386
538,3.3112,5.51188e-10,1.63098
539,3.3122,5.67305e-10,1.62005
540,3.31192,5.76514e-10,1.61229
541,3.31149,5.73188e-10,1.60539
542,3.31048,5.70118e-10,1.60281
543,3.31379,5.61932e-10,1.59634
544,3.31192,5.49057e-10,1.59289
545,3.31292,5.25693e-10,1.58886
546,3.30789,5.01647e-10,1.58728
547,3.30933,4.87663e-10,1.58628
548,3.3099,4.44345e-10,1.58455
549,3.30976,4.13903e-10,1.58743
550,3.3145,3.88322e-10,1.58541
551,3.31134,3.58137e-10,1.58829
552,3.31105,3.3426e-10,1.58743
553,3.31077,3.04502e-10,1.59045
554,3.3122,2.82332e-10,1.59073
555,3.31307,2.54192e-10,1.59073
556,3.31177,2.34836e-10,1.59346
557,3.30919,2.11301e-10,1.59289
558,3.31177,1.85635e-10,1.5926
559,3.31264,1.73186e-10,1.59303
560,3.31149,1.40442e-10,1.59404
561,3.31163,1.32937e-10,1.59821
562,3.31077,1.13497e-10,1.59849
563,3.31048,9.47368e-11,1.60194
564,3.31048,7.74276e-11,1.60123
565,3.31192,5.3637e-11,1.60554
566,3.31019,4.0164e-11,1.60784
567,3.31264,1.36447e-11,1.61531
568,3.31048,-1.96958e-11,1.61632
569,3.3099,-6.49726e-11,1.62537
570,3.31062,-8.04067e-11,1.63457
571,3.31235,-1.04538e-10,1.63687
572,3.31005,-1.32848e-10,1.64693
573,3.31235,-1.65166e-10,1.64751
574,3.30962,-1.92111e-10,1.66016
575,3.3099,-2.30908e-10,1.66361
576,3.31005,-2.50009e-10,1.67353
577,3.31235,-2.61947e-10,1.67712
578,3.3122,-2.76357e-10,1.68459
579,3.31019,-2.9e-10,1.68977
580,3.31537,-3.00233e-10,1.6958
581,3.30832,-3.1993e-10,1.70299
582,3.31235,-3.23852e-10,1.7063
583,3.30861,-3.40906e-10,1.7142
584,3.31436,-3.45341e-10,1.71852
585,3.31005,-3.62395e-10,1.72599
586,3.31105,-3.71519e-10,1.72944
587,3.31407,-3.60007e-10,1.73548
588,3.31134,-3.74162e-10,1.74238
589,3.31537,-3.94371e-10,1.75071
590,3.30962,-4.18417e-10,1.75891
591,3.3112,-4.25665e-10,1.76135
592,3.30933,-4.27285e-10,1.77055
593,3.31235,-4.31293e-10,1.7763
594,3.3112,-4.61735e-10,1.78622
595,3.31264,-4.78107e-10,1.79628
596,3.31264,-5.04199e-10,1.80806
597,3.31307,-5.31315e-10,1.81496
598,3.31177,-5.28756e-10,1.82287
599,3.31321,-5.38563e-10,1.82776
600,3.3112,-5.50245e-10,1.83595
601,3.31177,-5.58175e-10,1.84242
602,3.31062,-5.71648e-10,1.85234
603,3.31264,-5.7557e-10,1.85708
604,3.31249,-5.7071e-10,1.8657
605,3.31206,-5.67725e-10,1.87275
606,3.31048,-5.77958e-10,1.87922
607,3.31062,-5.51183e-10,1.88195
608,3.3122,-5.41121e-10,1.88166
609,3.31134,-5.0275e-10,1.88453
610,3.31249,-4.82967e-10,1.88712
611,3.30947,-4.6037e-10,1.89301
612,3.31206,-4.30782e-10,1.88784
613,3.31062,-3.92154e-10,1.88669
614,3.31364,-3.69643e-10,1.8854
615,3.31336,-3.37582e-10,1.8877
616,3.31134,-3.04667e-10,1.88568
617,3.31192,-2.83434e-10,1.88295
618,3.30904,-2.56746e-10,1.88166
619,3.31321,-2.3628e-10,1.88209
620,3.31134,-2.11041e-10,1.88123
621,3.31292,-1.88955e-10,1.88051
622,3.31105,-1.76762e-10,1.88051
623,3.31264,-1.51352e-10,1.87835
624,3.30962,-1.31654e-10,1.8726
625,3.30962,-1.14942e-10,1.8762
626,3.30976,-9.93371e-11,1.87246
627,3.31134,-7.31587e-11,1.87117
628,3.31537,-5.72133e-11,1.86786
629,3.31292,-3.81982e-11,1.8657
630,3.31005,-2.63464e-11,1.86383
631,3.31019,1.08314e-11,1.85535
632,3.31422,5.14197e-11,1.85147
633,3.31134,6.72793e-11,1.84041
634,3.31033,1.04373e-10,1.83868
635,3.31177,1.33023e-10,1.82905
636,3.31364,1.47092e-10,1.82431
637,3.31062,1.87596e-10,1.81597
638,3.31206,2.21022e-10,1.80835
639,3.31105,2.39015e-10,1.80318
640,3.31062,2.56921e-10,1.79427
641,3.30947,2.79944e-10,1.7934
642,3.31005,2.82673e-10,1.78463
643,3.31206,3.00665e-10,1.7786
644,3.31249,3.21044e-10,1.77127
645,3.3122,3.23261e-10,1.7694
646,3.31048,3.36137e-10,1.75977
647,3.31105,3.40997e-10,1.75373
648,3.31091,3.53618e-10,1.74683
649,3.31134,3.63679e-10,1.7418
650,3.31105,3.64276e-10,1.73907
651,3.31292,3.79795e-10,1.73347
652,3.31249,3.8457e-10,1.72398
653,3.30976,4.07593e-10,1.71665
654,3.30962,4.27973e-10,1.71047
655,3.31077,4.23795e-10,1.70702
656,3.31105,4.3974e-10,1.69724
657,3.31364,4.5415e-10,1.68545
658,3.31307,4.81523e-10,1.67769
659,3.3089,4.90987e-10,1.66591
660,3.31235,5.05313e-10,1.66246
661,3.31105,5.26204e-10,1.64995
662,3.31379,5.37971e-10,1.64622
663,3.30976,5.51615e-10,1.63659
664,3.31235,5.60228e-10,1.635
665,3.31407,5.59545e-10,1.62466
666,3.31091,5.68925e-10,1.61574
667,3.31465,5.82226e-10,1.60913
668,3.31292,5.68755e-10,1.60194
669,3.3135,5.67901e-10,1.59821
670,3.30933,5.56902e-10,1.59332
671,3.31077,5.38142e-10,1.59116
672,3.3112,5.06166e-10,1.58886
673,3.31292,4.93802e-10,1.58513
674,3.31436,4.58415e-10,1.58599
675,3.31149,4.3957e-10,1.58484
676,3.31436,3.97958e-10,1.58872
677,3.31278,3.67773e-10,1.58613
678,3.31321,3.36223e-10,1.58843
679,3.30933,3.14564e-10,1.58814
680,3.31436,2.95719e-10,1.58901
681,3.31177,2.68945e-10,1.58973
682,3.31091,2.41914e-10,1.59045
683,3.31163,2.2179e-10,1.59231
684,3.3099,1.98938e-10,1.59404
685,3.31206,1.73016e-10,1.59275
686,3.31105,1.67046e-10,1.59318
687,3.31321,1.30551e-10,1.59562
688,3.3089,1.25605e-10,1.59778
689,3.31192,1.03264e-10,1.60252
