,Time,V1,currIn
0,0.0,0.310481,8.92961e-10
1,0.001031,0.336394,1.00061e-09
2,0.002063,0.368686,1.00008e-09
3,0.003095,0.409358,9.99904e-10
4,0.004126,0.452516,9.99852e-10
5,0.005157,0.482209,1.0003e-09
6,0.006189,0.500016,1.00056e-09
7,0.007221,0.5092,1.00075e-09
8,0.008252,0.503392,1.00136e-09
9,0.009284,0.489841,1.00186e-09
10,0.010315,0.469635,1.00209e-09
11,0.011347,0.44122,1.00265e-09
12,0.012378,0.417292,1.00198e-09
13,0.01341,0.407734,1.00178e-09
14,0.014441,0.403726,1.00169e-09
15,0.015472,0.406816,1.00163e-09
16,0.016504,0.423586,1.00093e-09
17,0.017536,0.448422,1.00065e-09
18,0.018567,0.479047,9.99998e-10
19,0.019599,0.518427,9.99682e-10
20,0.020631,0.560837,9.99895e-10
21,0.021663,0.591521,1.00042e-09
22,0.022694,0.608826,1.00079e-09
23,0.023726,0.617778,1.00101e-09
24,0.024757,0.612087,1.00152e-09
25,0.02579,0.597126,1.00195e-09
26,0.026822,0.576761,1.00244e-09
27,0.027853,0.548162,1.00267e-09
28,0.028884,0.521157,1.00203e-09
29,0.029916,0.509214,1.002e-09
30,0.030948,0.502934,1.00186e-09
31,0.031979,0.503035,1.00177e-09
32,0.033011,0.516918,1.00114e-09
33,0.034043,0.539582,1.00049e-09
34,0.035074,0.568023,1.00024e-09
35,0.036106,0.604744,1.00001e-09
36,0.037137,0.64507,9.99563e-10
37,0.038169,0.676012,1.0007e-09
38,0.039201,0.692153,1.00113e-09
39,0.040232,0.700688,1.00093e-09
40,0.041264,0.695143,1.00157e-09
41,0.042295,0.680051,1.0019e-09
42,0.043327,0.659702,1.0022e-09
43,0.044359,0.630627,1.00289e-09
44,0.04539,0.601094,1.0025e-09
45,0.046422,0.586648,1.0021e-09
46,0.047454,0.57853,1.00166e-09
47,0.048485,0.576818,1.00164e-09
48,0.049517,0.58708,1.00113e-09
49,0.050549,0.60802,1.00099e-09
50,0.05158,0.63458,1.00053e-09
51,0.052612,0.6692,1.00002e-09
52,0.053643,0.708435,9.99836e-10
53,0.054675,0.740771,1.0005e-09
54,0.055707,0.757744,1.00072e-09
55,0.056738,0.766068,1.00111e-09
56,0.057769,0.762746,1.00121e-09
57,0.058801,0.747585,1.00174e-09
58,0.059833,0.727205,1.0022e-09
59,0.060864,0.698864,1.00273e-09
60,0.061896,0.667245,1.00232e-09
61,0.062928,0.650215,1.00205e-09
62,0.06396,0.640614,1.00208e-09
63,0.064991,0.63695,1.00179e-09
64,0.066023,0.643892,1.00106e-09
65,0.067054,0.663738,1.00099e-09
66,0.068086,0.688171,1.0006e-09
67,0.069117,0.72022,1.00007e-09
68,0.070149,0.758708,9.99955e-10
69,0.071181,0.792596,1.00026e-09
70,0.072213,0.810504,1.0006e-09
71,0.073244,0.819931,1.00105e-09
72,0.074275,0.81845,1.00146e-09
73,0.075307,0.803649,1.00182e-09
74,0.076338,0.783498,1.00215e-09
75,0.07737,0.756941,1.00293e-09
76,0.078402,0.723526,1.00247e-09
77,0.079433,0.703349,1.00198e-09
78,0.080464,0.693145,1.0024e-09
79,0.081496,0.687065,1.00164e-09
80,0.082528,0.691319,1.0014e-09
81,0.083559,0.709226,1.00107e-09
82,0.084591,0.732565,1.00065e-09
83,0.085622,0.762086,1.00009e-09
84,0.086654,0.800056,1.00007e-09
85,0.087686,0.835094,1.00042e-09
86,0.088717,0.854511,1.0009e-09
87,0.089749,0.864656,1.00099e-09
88,0.090781,0.86483,1.00135e-09
89,0.091812,0.85109,1.00154e-09
90,0.092843,0.831285,1.00224e-09
91,0.093875,0.80579,1.00253e-09
92,0.094907,0.771887,1.00261e-09
93,0.095938,0.748734,1.0024e-09
94,0.09697,0.737078,1.00199e-09
95,0.098002,0.729878,1.00186e-09
96,0.099033,0.731115,1.00137e-09
97,0.100064,0.747039,1.00082e-09
98,0.101096,0.769126,1.00081e-09
99,0.102128,0.796692,1.00021e-09
100,0.103159,0.833225,1.00005e-09
101,0.104191,0.869486,1.0002e-09
102,0.105222,0.890381,1.00073e-09
103,0.106254,0.901103,1.00093e-09
104,0.107285,0.903432,1.00145e-09
105,0.108317,0.890727,1.00157e-09
106,0.109348,0.871756,1.00218e-09
107,0.110379,0.847397,1.00268e-09
108,0.111411,0.813954,1.00294e-09
109,0.112443,0.787351,1.00223e-09
110,0.113474,0.774617,1.00184e-09
111,0.114506,0.766196,1.00186e-09
112,0.115538,0.765536,1.00145e-09
113,0.116569,0.778959,1.00106e-09
114,0.1176,0.799193,1.00085e-09
115,0.118632,0.825696,1.00037e-09
116,0.119664,0.86046,1.00011e-09
117,0.120696,0.896721,1.00032e-09
118,0.121727,0.91996,1.00065e-09
119,0.122759,0.931313,1.00082e-09
120,0.123791,0.934892,1.00128e-09
121,0.124822,0.924313,1.00186e-09
122,0.125853,0.906379,1.00215e-09
123,0.126885,0.882363,1.00237e-09
124,0.127916,0.85007,1.00274e-09
125,0.128948,0.821455,1.00234e-09
126,0.129979,0.806293,1.00217e-09
127,0.131011,0.797081,1.00202e-09
128,0.132042,0.794523,1.00154e-09
129,0.133074,0.805316,1.00131e-09
130,0.134105,0.824573,1.00085e-09
131,0.135137,0.850027,1.0006e-09
132,0.136169,0.882521,1.00001e-09
133,0.1372,0.918047,1.0001e-09
134,0.138232,0.943701,1.00045e-09
135,0.139264,0.955703,1.00073e-09
136,0.140296,0.9602,1.00142e-09
137,0.141327,0.952225,1.00198e-09
138,0.142359,0.935166,1.00201e-09
139,0.143391,0.911953,1.00221e-09
140,0.144422,0.881472,1.00311e-09
141,0.145454,0.850544,1.00261e-09
142,0.146486,0.833843,1.00214e-09
143,0.147517,0.823855,1.00182e-09
144,0.148549,0.819442,1.00165e-09
145,0.14958,0.827692,1.00111e-09
146,0.150611,0.846102,1.00111e-09
147,0.151643,0.869341,1.00045e-09
148,0.152674,0.9006,1.00036e-09
149,0.153706,0.935252,9.99963e-10
150,0.154737,0.962429,1.00077e-09
151,0.155768,0.975592,1.00101e-09
152,0.1568,0.980968,1.00107e-09
153,0.157831,0.974932,1.00165e-09
154,0.158863,0.958822,1.00188e-09
155,0.159894,0.937147,1.00238e-09
156,0.160926,0.9076,1.00286e-09
157,0.161957,0.87568,1.00225e-09
158,0.162989,0.85773,1.00224e-09
159,0.164021,0.846634,1.00213e-09
160,0.165052,0.840642,1.00208e-09
161,0.166083,0.846276,1.00143e-09
162,0.167115,0.863278,1.00117e-09
163,0.168146,0.885296,1.00074e-09
164,0.169178,0.914111,1.00013e-09
165,0.170209,0.948272,1.00035e-09
166,0.171241,0.976858,1.00043e-09
167,0.172273,0.99107,1.00088e-09
168,0.173305,0.997696,1.00107e-09
169,0.174337,0.993917,1.00163e-09
170,0.175368,0.978425,1.00175e-09
171,0.1764,0.958202,1.00225e-09
172,0.177431,0.930853,1.00288e-09
173,0.178462,0.897999,1.00267e-09
174,0.179494,0.878296,1.00223e-09
175,0.180526,0.866339,1.00204e-09
176,0.181557,0.859325,1.00192e-09
177,0.182588,0.861912,1.00132e-09
178,0.18362,0.878079,1.00105e-09
179,0.184652,0.898287,1.00079e-09
180,0.185683,0.925276,1.00003e-09
181,0.186715,0.958633,1.00039e-09
182,0.187747,0.987809,1.00075e-09
183,0.188778,1.0033,1.00099e-09
184,0.18981,1.01099,1.00108e-09
185,0.190842,1.00951,1.00157e-09
186,0.191873,0.994923,1.00202e-09
187,0.192905,0.975823,1.00217e-09
188,0.193936,0.950384,1.0027e-09
189,0.194968,0.917501,1.00258e-09
190,0.196,0.895915,1.00222e-09
191,0.197032,0.883427,1.00197e-09
192,0.198063,0.875306,1.00211e-09
193,0.199094,0.876255,1.00148e-09
194,0.200126,0.890095,1.00096e-09
195,0.201157,0.909438,1.00075e-09
196,0.202189,0.934203,1.00025e-09
197,0.203221,0.966265,1.0003e-09
198,0.204252,0.996273,1.00051e-09
199,0.205283,1.0131,1.00111e-09
200,0.206315,1.0217,1.00135e-09
201,0.207347,1.02168,1.00124e-09
202,0.208378,1.00918,1.00192e-09
203,0.209409,0.99051,1.00217e-09
204,0.210441,0.966854,1.00252e-09
205,0.211472,0.935135,1.00286e-09
206,0.212504,0.911336,1.00221e-09
207,0.213535,0.898244,1.00199e-09
208,0.214567,0.889463,1.00211e-09
209,0.215598,0.88814,1.00148e-09
210,0.21663,0.900111,1.00124e-09
211,0.217662,0.918062,1.00069e-09
212,0.218694,0.9412,1.00059e-09
213,0.219725,0.971856,1.00014e-09
214,0.220757,1.00241,1.00031e-09
215,0.221788,1.02092,1.00101e-09
216,0.222819,1.02982,1.00104e-09
217,0.223851,1.03131,1.00167e-09
218,0.224882,1.02081,1.00176e-09
219,0.225914,1.00356,1.00191e-09
220,0.226945,0.98078,1.00233e-09
221,0.227976,0.950427,1.00313e-09
222,0.229007,0.924933,1.00227e-09
223,0.230039,0.910861,1.00224e-09
224,0.23107,0.90132,1.00215e-09
225,0.232101,0.89889,1.00159e-09
226,0.233133,0.908763,1.00125e-09
227,0.234165,0.925379,1.0012e-09
228,0.235196,0.947194,1.0007e-09
229,0.236228,0.976124,1.00024e-09
230,0.237259,1.00646,1.0002e-09
231,0.238291,1.02663,1.00068e-09
232,0.239322,1.03698,1.00084e-09
233,0.240354,1.03972,1.00129e-09
234,0.241385,1.03056,1.00159e-09
235,0.242416,1.01457,1.00189e-09
236,0.243448,0.993242,1.00215e-09
237,0.24448,0.964139,1.00255e-09
238,0.245511,0.93709,1.00237e-09
239,0.246543,0.922432,1.00234e-09
240,0.247574,0.912514,1.00186e-09
241,0.248606,0.908203,1.00171e-09
242,0.249638,0.916438,1.00146e-09
243,0.250669,0.931659,1.00089e-09
