,currIn,v2
0,2.70908e-10,-0.290236
1,8.09393e-10,-0.264649
2,9.51965e-10,-0.248837
3,9.85221e-10,-0.247688
4,9.94515e-10,-0.243664
5,9.9571e-10,-0.24122
6,9.9733e-10,-0.236332
7,9.97415e-10,-0.231445
8,1.0004e-09,-0.229144
9,9.95113e-10,-0.225694
10,9.98182e-10,-0.223825
11,9.98267e-10,-0.217645
12,9.97585e-10,-0.214913
13,9.97244e-10,-0.210314
14,9.96221e-10,-0.206146
15,9.98864e-10,-0.202265
16,1.00014e-09,-0.196946
17,9.99035e-10,-0.191772
18,9.95795e-10,-0.185301
19,9.95368e-10,-0.179265
20,9.98523e-10,-0.172653
21,9.98609e-10,-0.165896
22,9.97415e-10,-0.159571
23,9.96562e-10,-0.149653
24,9.95965e-10,-0.132549
25,9.95965e-10,-0.120041
26,9.96733e-10,-0.108399
27,9.98694e-10,-0.0980496
28,9.96392e-10,-0.08425
29,9.95538e-10,-0.0681496
30,9.98012e-10,-0.055356
31,9.96647e-10,-0.0391126
32,9.96221e-10,-0.0273252
33,9.97926e-10,-0.0152516
34,9.96988e-10,-0.00547647
35,9.94686e-10,0.00645161
36,9.98012e-10,0.021255
37,9.96988e-10,0.0327539
38,9.95795e-10,0.0449705
39,9.96476e-10,0.0561833
40,9.95795e-10,0.069406
41,9.97415e-10,0.0821972
42,9.94601e-10,0.0938416
43,9.95965e-10,0.103757
44,9.96221e-10,0.120001
45,9.97756e-10,0.133224
46,9.96392e-10,0.148172
47,9.96903e-10,0.1601
48,9.9571e-10,0.174761
49,9.96562e-10,0.190573
50,9.94175e-10,0.209975
51,9.96988e-10,0.230529
52,9.97244e-10,0.253239
53,9.95624e-10,0.265887
54,9.98267e-10,0.280836
55,9.95538e-10,0.294635
56,9.96647e-10,0.310876
57,9.95624e-10,0.32295
58,9.94772e-10,0.338473
59,9.9733e-10,0.352702
60,9.93918e-10,0.365925
61,9.9878e-10,0.377138
62,9.96476e-10,0.390072
63,9.97756e-10,0.39999
64,9.93748e-10,0.407321
65,9.98012e-10,0.412495
66,9.96051e-10,0.417237
67,9.99291e-10,0.419824
68,9.95538e-10,0.423131
69,9.98864e-10,0.422556
70,9.98012e-10,0.425143
71,9.99802e-10,0.425861
72,9.96562e-10,0.42845
73,9.9733e-10,0.42773
74,9.96733e-10,0.429311
75,9.98864e-10,0.430031
76,9.96476e-10,0.432329
77,9.96051e-10,0.431323
78,9.975e-10,0.432904
79,9.99461e-10,0.432904
80,9.9588e-10,0.434055
81,9.99205e-10,0.431468
82,9.97671e-10,0.431323
83,9.97074e-10,0.430174
84,9.97756e-10,0.429599
85,9.97415e-10,0.427155
86,1.0004e-09,0.422699
87,9.98096e-10,0.415225
88,9.98694e-10,0.406027
89,9.94772e-10,0.39726
90,9.99717e-10,0.39223
91,1.00159e-09,0.383461
92,9.98609e-10,0.37498
93,9.96817e-10,0.361757
94,1.00006e-09,0.352991
95,9.97671e-10,0.345659
96,9.98096e-10,0.339622
97,9.9733e-10,0.332148
98,1.00108e-09,0.326111
99,9.97756e-10,0.318637
100,9.98182e-10,0.312169
101,9.98267e-10,0.302684
102,1.00074e-09,0.295641
103,9.97926e-10,0.286441
104,9.97074e-10,0.279973
105,1.0004e-09,0.272355
106,9.99717e-10,0.269337
107,9.98182e-10,0.258989
108,9.9912e-10,0.24749
109,9.97756e-10,0.234842
110,9.99291e-10,0.22866
111,9.96903e-10,0.2209
112,9.98694e-10,0.209115
113,9.98353e-10,0.193877
114,1.00031e-09,0.179217
115,1.00065e-09,0.165563
116,9.97671e-10,0.152915
117,9.9878e-10,0.143859
118,9.9878e-10,0.134947
119,1.00108e-09,0.126467
120,9.97756e-10,0.115256
121,1.00151e-09,0.10577
122,9.98267e-10,0.0955653
123,9.98267e-10,0.0873733
124,9.97585e-10,0.0786042
125,9.97671e-10,0.0717068
126,9.97841e-10,0.0673938
127,9.97671e-10,0.0646639
128,9.95624e-10,0.0638008
129,9.98864e-10,0.0627947
130,9.9895e-10,0.0648069
131,9.95113e-10,0.0669622
132,9.96392e-10,0.0712752
