,currIn,v2
0,9.98182e-10,-2.53137
1,9.96221e-10,-1.97292
2,9.95197e-10,-1.9561
3,9.96988e-10,-1.95064
4,9.96392e-10,-1.39765
5,9.96988e-10,-1.72971
6,9.96988e-10,-1.2105
7,2.78411e-10,-1.24844
8,7.61726e-10,-1.36976
9,-5.96892e-10,-1.06488
10,2.15311e-10,-1.45185
11,2.32706e-10,-1.15314
12,-4.82287e-10,-1.28309
13,7.3606e-10,-1.385
14,-6.01411e-10,-1.07336
15,2.15225e-10,-1.45875
16,2.24009e-10,-1.15573
17,-4.79218e-10,-1.28524
18,7.34184e-10,-1.38472
19,-6.09e-10,-1.07149
20,2.08915e-10,-1.45688
21,2.2597e-10,-1.15357
22,-4.91753e-10,-1.28179
23,7.34013e-10,-1.37997
24,-6.06442e-10,-1.06891
25,2.18551e-10,-1.45227
26,2.31768e-10,-1.1484
27,-4.95419e-10,-1.27719
28,7.29153e-10,-1.37566
29,-6.05503e-10,-1.06344
30,2.06016e-10,-1.44696
31,2.28955e-10,-1.14265
32,-4.88086e-10,-1.27029
33,7.24207e-10,-1.36933
34,-6.16504e-10,-1.05669
35,1.97916e-10,-1.44135
36,2.19319e-10,-1.13618
37,-4.87574e-10,-1.26641
38,7.36572e-10,-1.36387
39,-6.13605e-10,-1.05223
40,2.10451e-10,-1.4356
41,2.15141e-10,-1.13244
42,-4.86381e-10,-1.26081
43,7.40409e-10,-1.35855
44,-6.19403e-10,-1.04763
45,2.05505e-10,-1.43201
46,2.18381e-10,-1.12856
47,-4.91582e-10,-1.25736
48,7.32307e-10,-1.35252
49,-6.19233e-10,-1.04375
50,2.13946e-10,-1.4277
51,2.21364e-10,-1.12195
52,-4.86892e-10,-1.25333
53,7.33927e-10,-1.34777
54,-6.19574e-10,-1.04044
55,2.11303e-10,-1.42324
56,2.06528e-10,-1.11677
57,-4.8911e-10,-1.24887
58,7.2702e-10,-1.34461
59,-6.19999e-10,-1.03585
60,2.07636e-10,-1.41907
61,2.16079e-10,-1.11174
62,-4.90559e-10,-1.24643
63,7.24462e-10,-1.34044
64,-6.25286e-10,-1.02995
65,2.16845e-10,-1.41461
66,2.10109e-10,-1.10757
67,-4.80326e-10,-1.24327
68,7.28812e-10,-1.33728
69,-6.22387e-10,-1.0265
70,2.12156e-10,-1.41174
71,2.14373e-10,-1.1047
72,-4.86552e-10,-1.24054
73,7.22076e-10,-1.33354
74,-6.22557e-10,-1.02248
75,2.1659e-10,-1.40771
76,2.09e-10,-1.10024
77,-4.8169e-10,-1.23723
78,7.23439e-10,-1.33096
79,-6.23411e-10,-1.01989
80,2.14543e-10,-1.40513
81,2.03799e-10,-1.09507
82,-4.86552e-10,-1.23321
83,7.28812e-10,-1.32679
84,-6.26565e-10,-1.01831
85,2.03969e-10,-1.40125
86,2.10536e-10,-1.09306
87,-4.88342e-10,-1.23048
88,7.22587e-10,-1.3242
89,-6.24177e-10,-1.01486
90,2.24776e-10,-1.3988
91,2.09086e-10,-1.09076
92,-4.88939e-10,-1.22803
93,7.20114e-10,-1.32132
94,-6.34837e-10,-1.01098
95,2.26055e-10,-1.3965
96,1.98087e-10,-1.08903
97,-4.82458e-10,-1.22588
98,7.27106e-10,-1.31759
99,-6.27844e-10,-1.01069
