,currIn,v2
0,2.74318e-10,-0.489755
1,8.08796e-10,-0.467188
2,9.51453e-10,-0.460575
3,9.87011e-10,-0.464168
4,9.93834e-10,-0.471787
5,9.96647e-10,-0.47725
6,9.99802e-10,-0.487311
7,9.99376e-10,-0.493925
8,9.96903e-10,-0.502405
9,9.97926e-10,-0.506861
10,9.97756e-10,-0.512466
11,1.00006e-09,-0.522962
12,9.9733e-10,-0.534317
13,9.96903e-10,-0.541217
14,9.98523e-10,-0.548692
15,9.99973e-10,-0.555735
16,1.00142e-09,-0.569823
17,9.98353e-10,-0.583909
18,9.96988e-10,-0.598714
19,1.00006e-09,-0.610645
20,1.00185e-09,-0.621426
21,9.96647e-10,-0.632639
22,9.98012e-10,-0.640113
23,9.96817e-10,-0.648737
24,1.00014e-09,-0.657074
25,9.97074e-10,-0.668576
26,9.98523e-10,-0.677774
27,9.98012e-10,-0.68568
28,9.97926e-10,-0.69258
29,9.96136e-10,-0.700343
30,9.98353e-10,-0.702929
31,9.95624e-10,-0.70451
32,9.96903e-10,-0.704224
33,9.9733e-10,-0.704367
34,9.99291e-10,-0.702498
35,9.975e-10,-0.697467
36,9.96562e-10,-0.695167
37,9.99035e-10,-0.690424
38,9.98267e-10,-0.688267
39,9.975e-10,-0.683236
40,9.97074e-10,-0.680361
41,9.96306e-10,-0.67605
42,9.96817e-10,-0.672455
43,9.9588e-10,-0.66843
44,9.96221e-10,-0.666707
45,9.96903e-10,-0.659807
46,9.97756e-10,-0.656357
47,9.97756e-10,-0.649314
48,9.95624e-10,-0.645287
49,9.98267e-10,-0.638101
50,9.94601e-10,-0.630338
51,9.98437e-10,-0.624733
52,9.93322e-10,-0.619125
53,9.96136e-10,-0.61007
54,9.96476e-10,-0.594258
55,9.9588e-10,-0.580747
56,9.96817e-10,-0.567665
57,9.9588e-10,-0.555446
58,9.94686e-10,-0.544953
59,9.95795e-10,-0.528278
60,9.96476e-10,-0.512755
61,9.97074e-10,-0.497661
62,9.97074e-10,-0.487456
63,9.95027e-10,-0.47538
64,9.95113e-10,-0.465031
65,9.98437e-10,-0.452957
66,9.96562e-10,-0.441456
67,9.94772e-10,-0.42665
68,9.96476e-10,-0.416446
69,9.9588e-10,-0.40437
70,9.93918e-10,-0.392153
71,9.97244e-10,-0.378497
72,9.94856e-10,-0.365415
73,9.96051e-10,-0.35794
74,9.9571e-10,-0.343423
75,9.94942e-10,-0.327179
76,9.94601e-10,-0.312085
77,9.96562e-10,-0.302024
78,9.94942e-10,-0.287793
79,9.94431e-10,-0.271118
