,Time,V1,currIn
0,,3.25866,
1,0,3.25708,
2,0.01,3.25701,
3,0.02,3.25915,
4,0.03,3.259,
5,0.04,3.25864,
6,0.05,3.25766,
7,0.06,3.2575,
8,0.07,3.25678,
9,0.08,3.25737,
10,0.09,3.25764,
11,0.1,3.25851,
12,0.11,3.25868,
13,0.12,3.25956,
14,0.13,3.25782,
15,0.14,3.25839,
16,0.15,3.25871,
17,0.16,3.25795,
18,0.17,3.25793,
19,0.18,3.25698,
20,0.19,3.25859,
21,0.2,3.25822,
22,0.21,3.2593,
23,0.22,3.25882,
24,0.23,3.25686,
25,0.24,3.25589,
26,0.25,3.25938,
27,0.26,3.25809,
28,0.27,3.25697,
29,0.28,3.25915,
30,0.29,3.25776,
31,0.3,3.25832,
32,0.31,3.25803,
33,0.32,3.25756,
34,0.33,3.25707,
35,0.34,3.25855,
36,0.35,3.26006,
37,0.36,3.25788,
38,0.37,3.25732,
39,0.38,3.25812,
40,0.39,3.25788,
41,0.4,3.25894,
42,0.41,3.25999,
43,0.42,3.25953,
44,0.43,3.25961,
45,0.44,3.25912,
46,0.45,3.25841,
47,0.46,3.2579,
48,0.47,3.25828,
49,0.48,3.25798,
50,0.49,3.25895,
51,0.5,3.25809,
52,0.51,3.25832,
53,0.52,3.2593,
54,0.53,3.25871,
55,0.54,3.25836,
56,0.55,3.25905,
57,0.56,3.25852,
58,0.57,3.2594,
59,0.58,3.25856,
60,0.59,3.25912,
61,0.6,3.25875,
62,0.61,3.25747,
63,0.62,3.25897,
64,0.63,3.25739,
65,0.64,3.25898,
66,0.65,3.2592,
67,0.66,3.25825,
68,0.67,3.26013,
69,0.68,3.25953,
70,0.69,3.25795,
71,0.7,3.25746,
72,0.71,3.25881,
73,0.72,3.25868,
74,0.73,3.2578,
75,0.74,3.25974,
76,0.75,3.25836,
77,0.76,3.26101,
78,0.77,3.25901,
79,0.78,3.26039,
80,0.79,3.25668,
81,0.8,3.25718,
82,0.81,3.2592,
83,0.82,3.25688,
84,0.83,3.26088,
85,0.84,3.25746,
86,0.85,3.25894,
87,0.86,3.25875,
88,0.87,3.25769,
89,0.88,3.25842,
90,0.89,3.2589,
91,0.9,3.25904,
92,0.91,3.25746,
93,0.92,3.25815,
94,0.93,3.25845,
95,0.94,3.25887,
96,0.95,3.25704,
97,0.96,3.25831,
98,0.97,3.25892,
99,0.98,3.25914,
100,0.99,3.25869,
101,1,3.25878,
102,1.01,3.2592,
103,1.02,3.25632,
104,1.03,3.25734,
105,1.04,3.25915,
106,1.05,3.25878,
107,1.06,3.2581,
108,1.07,3.2591,
109,1.08,3.25724,
110,1.09,3.25852,
111,1.1,3.25739,
112,1.11,3.25826,
113,1.12,3.25785,
114,1.13,3.25783,
115,1.14,3.25901,
116,1.15,3.25937,
117,1.16,3.25895,
118,1.17,3.25778,
119,1.18,3.25861,
120,1.19,3.2595,
121,1.2,3.26135,
122,1.21,3.25902,
123,1.22,3.25841,
124,1.23,3.26016,
125,1.24,3.25895,
126,1.25,3.25773,
127,1.26,3.25931,
128,1.27,3.25992,
129,1.28,3.25922,
130,1.29,3.25845,
131,1.3,3.25911,
132,1.31,3.25869,
133,1.32,3.25905,
134,1.33,3.2594,
135,1.34,3.25891,
136,1.35,3.25914,
137,1.36,3.25792,
138,1.37,3.2575,
139,1.38,3.2594,
140,1.39,3.25824,
141,1.4,3.25734,
142,1.41,3.2593,
143,1.42,3.2588,
144,1.43,3.25884,
145,1.44,3.25841,
146,1.45,3.25993,
147,1.46,3.25936,
148,1.47,3.25796,
149,1.48,3.25948,
150,1.49,3.25786,
151,1.5,3.25869,
152,1.51,3.25918,
153,1.52,3.25958,
154,1.53,3.25904,
155,1.54,3.25815,
156,1.55,3.25862,
157,1.56,3.25775,
158,1.57,3.25864,
159,1.58,3.25912,
160,1.59,3.25994,
161,1.6,3.25963,
162,1.61,3.25912,
163,1.62,3.25927,
164,1.63,3.25891,
165,1.64,3.25994,
166,1.65,3.26027,
167,1.66,3.25989,
168,1.67,3.25865,
169,1.68,3.2594,
170,1.69,3.25947,
171,1.7,3.25818,
172,1.71,3.25964,
173,1.72,3.25845,
174,1.73,3.25828,
175,1.74,3.25938,
176,1.75,3.25875,
177,1.76,3.25937,
178,1.77,3.2579,
179,1.78,3.25815,
180,1.79,3.25869,
181,1.8,3.25918,
182,1.81,3.25999,
183,1.82,3.25763,
184,1.83,3.25934,
185,1.84,3.25825,
186,1.85,3.25808,
187,1.86,3.25747,
188,1.87,3.25892,
189,1.88,3.25918,
190,1.89,3.25865,
191,1.9,3.25773,
192,1.91,3.25866,
193,1.92,3.25829,
194,1.93,3.25849,
195,1.94,3.25948,
196,1.95,3.2588,
197,1.96,3.25841,
198,1.97,3.25898,
199,1.98,3.26019,
200,1.99,3.2579,
201,2,3.25865,
202,2.01,3.25996,
203,2.02,3.25928,
204,2.03,3.26052,
205,2.04,3.26005,
206,2.05,3.26043,
207,2.06,3.25825,
208,2.07,3.25931,
