,Time,V1,currIn
0,0.0,0.0492597,8.8962e-10
1,0.001032,0.0921726,9.99478e-10
2,0.002064,0.140622,9.99528e-10
3,0.003095,0.183189,1.00013e-09
4,0.004127,0.210452,1.00019e-09
5,0.005158,0.229394,1.00077e-09
6,0.00619,0.236149,1.00122e-09
7,0.007221,0.230443,1.00154e-09
8,0.008253,0.219436,1.00156e-09
9,0.009284,0.200636,1.00225e-09
10,0.010316,0.17849,1.00184e-09
11,0.011347,0.171218,1.00185e-09
12,0.012378,0.171118,1.00168e-09
13,0.01341,0.175056,1.0014e-09
14,0.014441,0.189657,1.00076e-09
15,0.015472,0.216706,1.00042e-09
16,0.016505,0.24792,1.00036e-09
17,0.017536,0.286508,1.00014e-09
18,0.018567,0.332355,9.99809e-10
19,0.019599,0.373645,9.99852e-10
20,0.020631,0.398695,1.00052e-09
21,0.021663,0.416129,1.00082e-09
22,0.022694,0.422077,1.00137e-09
23,0.023726,0.413988,1.00179e-09
24,0.024757,0.400519,1.0018e-09
25,0.025789,0.379825,1.00253e-09
26,0.02682,0.353739,1.00233e-09
27,0.027852,0.341251,1.00178e-09
28,0.028883,0.337801,1.00184e-09
29,0.029914,0.338635,1.00157e-09
30,0.030946,0.348608,1.00158e-09
31,0.031977,0.371661,1.00056e-09
32,0.033009,0.400205,1.00059e-09
33,0.03404,0.435486,9.99801e-10
34,0.035072,0.478373,9.99895e-10
35,0.036103,0.519404,1.00007e-09
36,0.037135,0.544555,1.00061e-09
37,0.038166,0.560262,1.00059e-09
38,0.039198,0.56673,1.00135e-09
39,0.04023,0.557907,1.00152e-09
40,0.041261,0.542715,1.00211e-09
41,0.042293,0.521328,1.00221e-09
42,0.043325,0.49283,1.00258e-09
43,0.044357,0.476289,1.00209e-09
44,0.045389,0.469606,1.00187e-09
45,0.04642,0.46768,1.00156e-09
46,0.047452,0.474102,1.00119e-09
47,0.048483,0.493679,1.00052e-09
48,0.049515,0.520065,1.00059e-09
49,0.050546,0.551913,1.00019e-09
50,0.051578,0.592713,9.9975e-10
51,0.052609,0.633242,9.99869e-10
52,0.053641,0.65825,1.00042e-09
53,0.054672,0.673168,1.00082e-09
54,0.055704,0.678256,1.00129e-09
55,0.056736,0.669532,1.00167e-09
56,0.057767,0.653262,1.00201e-09
57,0.058799,0.631359,1.00235e-09
58,0.059831,0.601208,1.00247e-09
59,0.060863,0.580513,1.00191e-09
60,0.061894,0.571558,1.00188e-09
61,0.062926,0.567462,1.00181e-09
62,0.063958,0.570827,1.00138e-09
63,0.06499,0.587468,1.00099e-09
64,0.066021,0.611727,1.00064e-09
65,0.067053,0.641448,1.00026e-09
66,0.068085,0.679204,9.9975e-10
67,0.069117,0.719256,1.00002e-09
68,0.070149,0.744824,1.00081e-09
69,0.071181,0.757947,1.00104e-09
70,0.072212,0.763566,1.00167e-09
71,0.073244,0.754712,1.00174e-09
72,0.074276,0.737581,1.00187e-09
73,0.075308,0.715377,1.00232e-09
74,0.076339,0.685239,1.00285e-09
75,0.077371,0.660605,1.00191e-09
76,0.078403,0.649841,1.00185e-09
77,0.079434,0.644581,1.002e-09
78,0.080466,0.644624,1.00148e-09
79,0.081498,0.659227,1.00087e-09
80,0.082529,0.68166,1.00099e-09
81,0.083561,0.708909,1.00036e-09
82,0.084593,0.745544,9.99895e-10
83,0.085626,0.784564,1.00018e-09
84,0.086657,0.811799,1.00046e-09
85,0.087688,0.825565,1.00097e-09
86,0.08872,0.831773,1.00123e-09
87,0.089752,0.823884,1.0015e-09
88,0.090784,0.806997,1.00182e-09
89,0.091815,0.78475,1.00223e-09
90,0.092846,0.754943,1.00314e-09
91,0.093878,0.727291,1.00201e-09
92,0.094909,0.714328,1.00204e-09
93,0.095941,0.707271,1.00162e-09
94,0.096973,0.705605,1.00179e-09
95,0.098004,0.717072,1.00121e-09
96,0.099036,0.738056,1.00071e-09
97,0.100068,0.76427,1.00047e-09
98,0.101099,0.798316,9.99717e-10
99,0.102131,0.836947,1.00004e-09
100,0.103162,0.867057,1.00046e-09
101,0.104194,0.881515,1.00079e-09
102,0.105226,0.8884,1.00125e-09
103,0.106257,0.882421,1.00138e-09
104,0.107288,0.865648,1.00177e-09
105,0.10832,0.843186,1.00245e-09
106,0.109351,0.813868,1.00287e-09
107,0.110383,0.783758,1.00222e-09
108,0.111415,0.768595,1.0019e-09
109,0.112446,0.760345,1.00176e-09
110,0.113478,0.757141,1.00172e-09
111,0.114509,0.76509,1.001e-09
112,0.115541,0.784578,1.00112e-09
113,0.116572,0.809426,1.00081e-09
114,0.117604,0.841691,9.9992e-10
115,0.118635,0.879962,9.9992e-10
116,0.119667,0.912342,1.00046e-09
117,0.120699,0.927951,1.00059e-09
118,0.12173,0.935566,1.00117e-09
119,0.122762,0.931745,1.00173e-09
120,0.123794,0.915146,1.00181e-09
121,0.124825,0.893142,1.00216e-09
122,0.125856,0.864801,1.00268e-09
123,0.126888,0.832176,1.00235e-09
124,0.12792,0.814643,1.00209e-09
125,0.128951,0.804741,1.00215e-09
126,0.129982,0.800328,1.00171e-09
127,0.131014,0.805302,1.00137e-09
128,0.132045,0.823553,1.00093e-09
129,0.133077,0.847023,1.00067e-09
130,0.134109,0.877721,1.00014e-09
131,0.13514,0.91536,1.00004e-09
132,0.136172,0.94945,1.0003e-09
133,0.137203,0.96684,1.0007e-09
134,0.138235,0.975392,1.00106e-09
135,0.139267,0.973237,1.00162e-09
136,0.140298,0.957584,1.00198e-09
137,0.14133,0.936155,1.00211e-09
138,0.142361,0.908103,1.00291e-09
139,0.143392,0.874243,1.00265e-09
140,0.144424,0.85408,1.00192e-09
141,0.145456,0.842898,1.0017e-09
142,0.146487,0.837007,1.00178e-09
143,0.147519,0.840096,1.00153e-09
144,0.14855,0.856392,1.00077e-09
145,0.149582,0.878713,1.00094e-09
146,0.150614,0.907383,1.00035e-09
147,0.151645,0.944679,9.99947e-10
148,0.152677,0.980191,1.00023e-09
149,0.153708,0.999393,1.0006e-09
150,0.154739,1.00905,1.00134e-09
151,0.155771,1.00878,1.00134e-09
152,0.156803,0.99376,1.00195e-09
