,currIn,v2
0,2.75853e-10,-1.22142
1,8.05897e-10,-1.19296
2,9.5026e-10,-1.17902
3,9.87182e-10,-1.18419
4,9.96051e-10,-1.1921
5,9.97671e-10,-1.20058
6,9.9733e-10,-1.20546
7,9.97074e-10,-1.21366
8,9.9878e-10,-1.22228
9,9.96988e-10,-1.23321
10,9.98694e-10,-1.24284
11,9.98012e-10,-1.25319
12,9.99035e-10,-1.25779
13,9.975e-10,-1.26512
14,9.95965e-10,-1.27101
15,9.98437e-10,-1.27805
16,9.96051e-10,-1.28553
17,9.98267e-10,-1.29214
18,9.98353e-10,-1.30264
19,9.96562e-10,-1.30695
20,9.94772e-10,-1.316
21,9.96306e-10,-1.32233
22,9.98096e-10,-1.32794
23,1.00014e-09,-1.33239
24,9.96647e-10,-1.34317
25,9.95283e-10,-1.35395
26,9.98353e-10,-1.36143
27,9.97756e-10,-1.3679
28,1.00151e-09,-1.37595
29,9.98096e-10,-1.39032
30,9.96392e-10,-1.40513
31,9.99461e-10,-1.4195
32,9.98523e-10,-1.43158
33,9.96136e-10,-1.44365
34,9.9895e-10,-1.45113
35,9.99205e-10,-1.46047
36,9.97841e-10,-1.46924
37,9.96733e-10,-1.48016
38,9.99973e-10,-1.48893
39,9.97415e-10,-1.49813
40,9.96733e-10,-1.50561
41,9.9912e-10,-1.51495
42,1.00014e-09,-1.52012
43,9.97244e-10,-1.52429
44,9.97159e-10,-1.52515
45,9.98523e-10,-1.5253
46,9.96647e-10,-1.52472
47,9.94431e-10,-1.52056
48,9.94259e-10,-1.5184
49,9.97159e-10,-1.51394
50,9.96051e-10,-1.51179
51,9.975e-10,-1.5069
52,9.95965e-10,-1.50445
53,9.97841e-10,-1.50014
54,9.95113e-10,-1.49612
55,9.94601e-10,-1.49238
56,9.94772e-10,-1.48821
57,9.97756e-10,-1.48376
58,9.94942e-10,-1.47829
59,9.95624e-10,-1.47556
60,9.95197e-10,-1.47039
61,9.9895e-10,-1.46464
62,9.95624e-10,-1.45802
63,9.94856e-10,-1.45285
64,9.96392e-10,-1.44509
65,9.96392e-10,-1.44006
66,9.96562e-10,-1.42841
67,9.94004e-10,-1.41562
68,9.95454e-10,-1.39995
69,9.94345e-10,-1.38831
70,9.94686e-10,-1.37681
71,9.94089e-10,-1.3656
72,9.95795e-10,-1.34835
73,9.96221e-10,-1.33527
74,9.9571e-10,-1.31931
75,9.93748e-10,-1.30824
76,9.94259e-10,-1.29717
77,9.93918e-10,-1.28438
78,9.93748e-10,-1.27547
79,9.96647e-10,-1.2621
80,9.95197e-10,-1.24974
81,9.97074e-10,-1.23651
82,9.95795e-10,-1.22501
83,9.94089e-10,-1.21279
84,9.95795e-10,-1.2
85,9.95965e-10,-1.18692
86,9.94686e-10,-1.17902
87,9.93748e-10,-1.16407
88,9.94431e-10,-1.15113
89,9.95538e-10,-1.13388
90,9.95027e-10,-1.12382
91,9.95624e-10,-1.11016
92,9.95795e-10,-1.09219
93,9.96647e-10,-1.07422
94,9.92725e-10,-1.05338
95,9.95197e-10,-1.03556
96,9.95197e-10,-1.01845
97,9.94856e-10,-1.00537
98,9.94004e-10,-0.992002
99,9.95197e-10,-0.977914
100,9.93834e-10,-0.962248
101,9.95965e-10,-0.94816
102,9.94856e-10,-0.933928
103,9.9571e-10,-0.920849
104,9.94345e-10,-0.907481
105,9.96221e-10,-0.895836
106,9.97415e-10,-0.886636
107,9.95965e-10,-0.880599
108,9.96647e-10,-0.87528
109,9.9588e-10,-0.872262
110,9.97671e-10,-0.868237
111,9.95965e-10,-0.867519
112,9.94942e-10,-0.865076
113,9.96817e-10,-0.864787
114,9.97671e-10,-0.862918
115,9.96392e-10,-0.861337
116,9.97074e-10,-0.861912
117,9.98609e-10,-0.860045
118,9.98267e-10,-0.860906
119,9.93322e-10,-0.856307
120,9.97415e-10,-0.857887
121,9.96903e-10,-0.85645
122,9.96733e-10,-0.855157
123,9.95113e-10,-0.857601
124,9.95027e-10,-0.857744
125,9.97074e-10,-0.859613
126,9.98694e-10,-0.859182
127,9.97671e-10,-0.862918
128,9.96988e-10,-0.863495
129,9.9733e-10,-0.865076
130,9.975e-10,-0.875568
131,9.99205e-10,-0.884192
132,9.97074e-10,-0.892098
133,1.00117e-09,-0.898137
134,9.99632e-10,-0.907192
135,9.99376e-10,-0.916967
136,9.96647e-10,-0.929186
137,9.98437e-10,-0.938816
138,9.97926e-10,-0.947871
139,9.9895e-10,-0.953622
140,9.9571e-10,-0.959804
141,9.98864e-10,-0.967422
142,9.97074e-10,-0.975184
143,9.97585e-10,-0.983233
144,9.9895e-10,-0.988839
145,9.96647e-10,-0.999188
146,9.97756e-10,-1.00623
147,9.96733e-10,-1.015
148,9.98182e-10,-1.02133
149,9.98353e-10,-1.02664
150,9.97244e-10,-1.03412
151,9.97074e-10,-1.04663
152,9.97671e-10,-1.05611
153,9.9733e-10,-1.06546
154,9.97415e-10,-1.07135
155,9.98609e-10,-1.08227
156,1.00048e-09,-1.0978
157,9.98609e-10,-1.11318
158,1.00031e-09,-1.12684
159,9.99632e-10,-1.13891
160,9.97159e-10,-1.15127
161,9.97926e-10,-1.15846
162,9.97074e-10,-1.16867
163,9.98864e-10,-1.17657
164,9.98523e-10,-1.18965
165,9.95538e-10,-1.20029
166,9.96306e-10,-1.20906
167,9.99205e-10,-1.2161
168,9.94686e-10,-1.22545
169,9.96733e-10,-1.22961
170,9.95795e-10,-1.23249
171,9.96562e-10,-1.23235
172,9.98182e-10,-1.23393
173,9.94772e-10,-1.23292
174,9.9588e-10,-1.22961
175,9.9571e-10,-1.22832
176,9.95454e-10,-1.22243
177,9.95624e-10,-1.2207
178,9.95197e-10,-1.21768
179,1.00065e-09,-1.21538
180,9.99205e-10,-1.21236
181,9.95197e-10,-1.20748
182,9.98437e-10,-1.20661
183,9.95197e-10,-1.20216
184,9.97671e-10,-1.19957
185,9.95197e-10,-1.19396
186,9.96733e-10,-1.19138
187,9.96306e-10,-1.1862
188,9.94686e-10,-1.17858
189,9.96817e-10,-1.17384
190,9.94942e-10,-1.16823
191,9.97074e-10,-1.16378
192,9.94515e-10,-1.15602
193,9.93834e-10,-1.14466
194,9.96392e-10,-1.13
195,9.95454e-10,-1.11792
196,9.96051e-10,-1.10686
197,9.96136e-10,-1.09722
198,9.93663e-10,-1.08069
199,9.95197e-10,-1.06819
200,9.94431e-10,-1.05252
201,9.96562e-10,-1.04059
202,9.94089e-10,-1.02708
203,9.96817e-10,-1.01744
204,9.95624e-10,-1.00724
205,9.95283e-10,-0.995884
206,9.94345e-10,-0.982947
207,9.94259e-10,-0.970585
208,9.95283e-10,-0.959804
209,9.94601e-10,-0.948591
210,9.96476e-10,-0.936661
211,9.96136e-10,-0.923579
212,9.97671e-10,-0.914955
213,9.94942e-10,-0.902879
214,9.97756e-10,-0.8898
215,9.93322e-10,-0.873842
216,9.93322e-10,-0.862775
217,9.94942e-10,-0.850413
218,9.96306e-10,-0.835319
219,9.94259e-10,-0.816345
220,9.93748e-10,-0.798378
221,9.94089e-10,-0.777678
222,9.94686e-10,-0.762873
223,9.93152e-10,-0.747061
224,9.96051e-10,-0.735273
225,9.96392e-10,-0.720611
226,9.93748e-10,-0.706379
227,9.93066e-10,-0.693011
228,9.96392e-10,-0.677774
229,9.97415e-10,-0.663974
230,9.96136e-10,-0.650606
231,9.95197e-10,-0.640545
232,9.98012e-10,-0.628901
233,9.93663e-10,-0.621858
234,9.96136e-10,-0.616252
235,9.95368e-10,-0.612226
236,9.975e-10,-0.606909
237,9.98182e-10,-0.605757
238,9.9588e-10,-0.604751
239,9.95538e-10,-0.604177
240,9.98609e-10,-0.603745
241,9.97244e-10,-0.602596
242,9.98012e-10,-0.60317
243,9.96817e-10,-0.59972
244,9.97159e-10,-0.599146
245,9.94772e-10,-0.598857
246,9.96733e-10,-0.59814
247,9.97841e-10,-0.598714
248,9.98694e-10,-0.59814
249,9.9733e-10,-0.600584
250,9.95624e-10,-0.599003
251,9.96306e-10,-0.602596
252,9.95197e-10,-0.60317
253,9.96476e-10,-0.60504
254,9.94431e-10,-0.607052
255,9.97159e-10,-0.607483
256,9.98864e-10,-0.615821
257,9.9895e-10,-0.622575
258,9.95197e-10,-0.634794
259,9.9912e-10,-0.640688
260,9.96988e-10,-0.647013
261,9.96733e-10,-0.6565
262,9.96136e-10,-0.666993
263,1.00065e-09,-0.680361
264,9.96562e-10,-0.688698
265,9.96903e-10,-0.696461
266,9.96476e-10,-0.702498
267,9.99546e-10,-0.710692
268,9.98012e-10,-0.716872
269,9.9571e-10,-0.725067
270,9.98864e-10,-0.733547
271,9.97671e-10,-0.741453
272,9.99546e-10,-0.749073
273,9.95965e-10,-0.756259
274,9.99717e-10,-0.76546
275,9.96817e-10,-0.771639
276,9.98694e-10,-0.777678
277,9.96476e-10,-0.787451
278,9.97159e-10,-0.80039
279,9.98267e-10,-0.807433
280,1.00031e-09,-0.817208
281,9.95368e-10,-0.824683
282,9.99461e-10,-0.839632
283,9.99376e-10,-0.852857
284,9.975e-10,-0.868669
285,9.98182e-10,-0.88218
286,9.99205e-10,-0.894399
287,9.96306e-10,-0.901299
288,9.98864e-10,-0.910211
289,9.97841e-10,-0.921998
290,9.98694e-10,-0.931342
291,9.98096e-10,-0.942266
292,9.96392e-10,-0.951035
293,9.98694e-10,-0.961242
294,9.99973e-10,-0.969434
295,9.95368e-10,-0.978777
296,9.98437e-10,-0.981078
297,9.95965e-10,-0.983808
298,9.97074e-10,-0.983522
299,9.94686e-10,-0.984383
300,9.97671e-10,-0.982516
301,9.95113e-10,-0.980647
302,9.95454e-10,-0.975616
303,9.95113e-10,-0.973172
304,9.95368e-10,-0.969434
305,9.97074e-10,-0.966704
306,9.96221e-10,-0.964115
307,9.9733e-10,-0.96081
308,9.97756e-10,-0.959659
309,9.96733e-10,-0.955491
310,9.96647e-10,-0.953047
311,9.97244e-10,-0.947297
312,9.95454e-10,-0.944424
313,9.9571e-10,-0.939248
314,9.95795e-10,-0.934217
315,9.9733e-10,-0.928755
316,9.98012e-10,-0.92401
317,9.95368e-10,-0.915673
318,9.96817e-10,-0.910499
319,9.92981e-10,-0.900006
320,9.95368e-10,-0.888219
321,9.93407e-10,-0.873988
322,9.95283e-10,-0.862632
323,9.93236e-10,-0.849981
324,9.98864e-10,-0.840495
325,9.94259e-10,-0.825832
326,9.95283e-10,-0.812032
327,9.95965e-10,-0.796366
328,9.96817e-10,-0.784721
329,9.96136e-10,-0.772359
330,9.95283e-10,-0.763016
331,9.9588e-10,-0.751228
332,9.95368e-10,-0.742028
333,9.94515e-10,-0.726936
334,9.95027e-10,-0.716872
335,9.94772e-10,-0.704656
336,9.94515e-10,-0.693011
337,9.94175e-10,-0.679643
338,9.97074e-10,-0.66757
339,9.95624e-10,-0.660381
340,9.94856e-10,-0.647445
341,9.94772e-10,-0.632925
342,9.98182e-10,-0.617259
343,9.96476e-10,-0.607769
344,9.92214e-10,-0.594401
345,9.93493e-10,-0.577297
346,9.95454e-10,-0.559473
347,9.94259e-10,-0.539348
348,9.94515e-10,-0.522099
349,9.93577e-10,-0.504849
350,9.95027e-10,-0.492773
351,9.94259e-10,-0.479405
352,9.96392e-10,-0.464745
353,9.94345e-10,-0.452383
354,9.94175e-10,-0.437
355,9.9588e-10,-0.4232
356,9.9588e-10,-0.409257
357,9.9588e-10,-0.399339
358,9.96392e-10,-0.386546
359,9.95454e-10,-0.374472
360,9.96136e-10,-0.370016
361,9.9588e-10,-0.365129
362,9.96733e-10,-0.359952
363,9.94259e-10,-0.355928
364,9.9733e-10,-0.356503
365,9.98182e-10,-0.354922
366,9.95965e-10,-0.354204
367,9.97415e-10,-0.351615
368,9.94345e-10,-0.352767
369,9.95965e-10,-0.350754
370,9.9733e-10,-0.351329
371,9.94686e-10,-0.349171
372,9.95795e-10,-0.350177
373,9.96392e-10,-0.348165
374,9.9588e-10,-0.347879
375,9.96306e-10,-0.349603
376,9.96051e-10,-0.34831
377,9.97585e-10,-0.351615
378,9.97074e-10,-0.350897
379,9.975e-10,-0.35449
380,9.93663e-10,-0.354922
381,9.99802e-10,-0.356503
382,9.96392e-10,-0.360384
383,9.96988e-10,-0.36901
384,9.95368e-10,-0.379503
385,9.96988e-10,-0.385683
386,9.9878e-10,-0.392439
387,9.975e-10,-0.400634
388,9.97756e-10,-0.411127
389,1.00176e-09,-0.421619
390,9.95965e-10,-0.433695
391,9.99887e-10,-0.441887
392,9.95965e-10,-0.449939
393,9.95965e-10,-0.456119
394,9.98353e-10,-0.464745
395,9.94515e-10,-0.469344
396,1.00031e-09,-0.478256
397,9.96562e-10,-0.48645
398,9.97159e-10,-0.495505
399,9.95624e-10,-0.502691
400,9.99632e-10,-0.510454
401,9.97244e-10,-0.520086
402,9.95283e-10,-0.524254
403,9.98267e-10,-0.531585
404,9.96647e-10,-0.542078
405,9.94942e-10,-0.554154
406,9.98523e-10,-0.56134
407,9.96903e-10,-0.570829
408,9.99291e-10,-0.580027
409,9.97926e-10,-0.595264
410,9.97159e-10,-0.610213
411,9.97585e-10,-0.624158
412,9.99632e-10,-0.638819
413,9.96988e-10,-0.648019
414,9.96988e-10,-0.657794
415,9.97671e-10,-0.666132
416,9.9571e-10,-0.675619
417,9.97585e-10,-0.685968
418,9.98437e-10,-0.694449
419,9.98694e-10,-0.704942
420,9.9733e-10,-0.713422
421,9.96136e-10,-0.721474
422,9.94515e-10,-0.727079
423,9.96392e-10,-0.731392
424,9.96647e-10,-0.732398
425,9.97585e-10,-0.733693
426,9.95454e-10,-0.732255
427,9.96562e-10,-0.73211
428,9.97415e-10,-0.72751
429,9.94942e-10,-0.724924
430,9.95965e-10,-0.721042
431,9.96306e-10,-0.718741
432,9.94601e-10,-0.715148
433,9.96817e-10,-0.712705
434,9.97074e-10,-0.708392
435,9.95283e-10,-0.707386
436,9.95454e-10,-0.701349
437,9.96476e-10,-0.69948
438,9.9571e-10,-0.694737
439,9.95027e-10,-0.690999
440,9.94515e-10,-0.686686
441,9.95538e-10,-0.679212
442,9.96817e-10,-0.676625
443,9.95795e-10,-0.667713
444,9.95624e-10,-0.663974
445,9.95027e-10,-0.656788
446,9.97074e-10,-0.64615
447,9.94942e-10,-0.631487
448,9.93322e-10,-0.617113
449,9.94686e-10,-0.608058
450,9.95283e-10,-0.597134
451,9.95027e-10,-0.585203
452,9.94089e-10,-0.568671
453,9.94686e-10,-0.554872
454,9.93834e-10,-0.539923
455,9.95368e-10,-0.528424
456,9.95795e-10,-0.520229
457,9.94856e-10,-0.509017
458,9.94856e-10,-0.497375
459,9.96221e-10,-0.484724
460,9.95113e-10,-0.473225
461,9.97159e-10,-0.461295
462,9.96136e-10,-0.450513
463,9.95538e-10,-0.437431
464,9.93577e-10,-0.426221
465,9.96476e-10,-0.415008
466,9.92981e-10,-0.405664
467,9.96647e-10,-0.391002
468,9.94856e-10,-0.375764
469,9.96476e-10,-0.362828
470,9.95283e-10,-0.351472
471,9.95965e-10,-0.339541
472,9.92128e-10,-0.320566
473,9.95027e-10,-0.302742
474,9.94089e-10,-0.282762
475,9.94686e-10,-0.264938
476,9.95538e-10,-0.248981
477,9.96817e-10,-0.235326
478,9.95965e-10,-0.223825
479,9.97841e-10,-0.208876
480,9.96476e-10,-0.195796
481,9.94175e-10,-0.180271
482,9.95795e-10,-0.168483
483,9.95283e-10,-0.154972
484,9.9571e-10,-0.141315
485,9.96392e-10,-0.131972
486,9.96903e-10,-0.121047
487,9.95624e-10,-0.118892
488,9.9878e-10,-0.112998
489,9.96221e-10,-0.108685
490,9.95538e-10,-0.10581
491,9.96051e-10,-0.103512
492,9.97841e-10,-0.105093
493,9.96647e-10,-0.103655
494,9.94601e-10,-0.102792
495,9.93066e-10,-0.100636
496,9.98694e-10,-0.0999165
497,9.97671e-10,-0.0991988
498,9.94601e-10,-0.0991988
499,9.96817e-10,-0.0976181
500,9.94431e-10,-0.0996304
501,9.9588e-10,-0.0984812
502,9.94431e-10,-0.0983357
503,9.99546e-10,-0.0980496
504,9.97756e-10,-0.101211
505,9.94259e-10,-0.102649
506,9.95538e-10,-0.103655
507,9.98437e-10,-0.104661
508,9.75415e-10,-0.108685
509,9.57935e-10,-0.114579
510,8.70959e-10,-0.128379
511,8.64477e-10,-0.137005
512,8.4478e-10,-0.147784
513,8.44012e-10,-0.155115
514,8.36253e-10,-0.16331
515,8.47594e-10,-0.174522
516,8.45548e-10,-0.184872
517,8.37532e-10,-0.196946
518,8.35742e-10,-0.203414
519,8.21415e-10,-0.212901
520,8.20308e-10,-0.219226
521,8.08625e-10,-0.225263
522,8.02315e-10,-0.236619
523,8.0385e-10,-0.24467
524,7.93276e-10,-0.254014
525,7.80656e-10,-0.261056
526,7.79377e-10,-0.272269
527,7.87307e-10,-0.279312
528,7.65904e-10,-0.287504
529,7.63091e-10,-0.293975
530,7.71277e-10,-0.304036
531,7.84153e-10,-0.31496
532,7.78269e-10,-0.323441
