,Time,V1,currIn
0,0.0,0.107322,8.89671e-10
1,0.001032,0.14535,1.00042e-09
2,0.002063,0.170557,1.00065e-09
3,0.003094,0.187531,1.0011e-09
4,0.004126,0.1897,1.00163e-09
5,0.005158,0.182271,1.00181e-09
6,0.006189,0.169005,1.00236e-09
7,0.00722,0.147748,1.00266e-09
8,0.008252,0.130603,1.00194e-09
9,0.009283,0.127413,1.00213e-09
10,0.010315,0.129137,1.00209e-09
11,0.011347,0.136812,1.0018e-09
12,0.012379,0.158083,1.00077e-09
13,0.013411,0.187416,1.00081e-09
14,0.014442,0.222654,1.00042e-09
15,0.015473,0.265598,9.99895e-10
16,0.016505,0.312924,1.00024e-09
17,0.017537,0.350707,1.00065e-09
18,0.018568,0.373416,1.00082e-09
19,0.0196,0.388017,1.00109e-09
20,0.020631,0.389051,1.00185e-09
21,0.021663,0.379465,1.00188e-09
22,0.022694,0.36324,1.00246e-09
23,0.023726,0.339541,1.00308e-09
24,0.024757,0.316892,1.00243e-09
25,0.025789,0.309331,1.00209e-09
26,0.02682,0.307362,1.00193e-09
27,0.027852,0.311069,1.00178e-09
28,0.028884,0.327153,1.00125e-09
29,0.029916,0.35295,1.00108e-09
30,0.030947,0.384927,1.00088e-09
31,0.031978,0.42455,1.00005e-09
32,0.033011,0.469806,9.9992e-10
33,0.034043,0.507977,1.00043e-09
34,0.035074,0.53014,1.00089e-09
35,0.036106,0.543978,1.00102e-09
36,0.037137,0.544927,1.00167e-09
37,0.038169,0.533748,1.00194e-09
38,0.039201,0.516715,1.00253e-09
39,0.040233,0.49181,1.00277e-09
40,0.041264,0.465395,1.00228e-09
41,0.042296,0.453451,1.0021e-09
42,0.043327,0.448794,1.00221e-09
43,0.044359,0.449615,1.0019e-09
44,0.04539,0.461154,1.00154e-09
45,0.046422,0.484695,1.00104e-09
46,0.047454,0.513899,1.00083e-09
47,0.048485,0.550432,1.00028e-09
48,0.049517,0.593331,1.00019e-09
49,0.050548,0.632439,1.00053e-09
50,0.05158,0.6546,1.00095e-09
51,0.052612,0.667691,1.0014e-09
52,0.053644,0.669415,1.00191e-09
53,0.054675,0.657172,1.00228e-09
54,0.055707,0.639536,1.00252e-09
55,0.056738,0.613999,1.00311e-09
56,0.057771,0.584033,1.0031e-09
57,0.058802,0.569158,1.0024e-09
58,0.059833,0.562446,1.00217e-09
59,0.060865,0.56042,1.00215e-09
60,0.061896,0.568023,1.00158e-09
61,0.062928,0.589623,1.00125e-09
62,0.063959,0.61604,1.001e-09
63,0.064991,0.650001,1.00058e-09
64,0.066023,0.69165,1.00032e-09
65,0.067054,0.730267,1.00048e-09
66,0.068085,0.752199,1.00109e-09
67,0.069118,0.764987,1.00143e-09
68,0.070149,0.766425,1.00184e-09
69,0.07118,0.753591,1.0022e-09
70,0.072212,0.735683,1.00257e-09
71,0.073244,0.709872,1.00284e-09
72,0.074276,0.678024,1.00294e-09
73,0.075307,0.659673,1.00232e-09
74,0.076338,0.650675,1.00221e-09
75,0.07737,0.646608,1.0021e-09
76,0.078402,0.65151,1.00169e-09
77,0.079433,0.67035,1.00143e-09
78,0.080465,0.695012,1.00098e-09
79,0.081496,0.726385,1.00063e-09
80,0.082529,0.766068,1.00013e-09
81,0.08356,0.804281,1.00043e-09
82,0.084592,0.827305,1.00106e-09
83,0.085623,0.838888,1.00134e-09
84,0.086655,0.841174,1.00155e-09
85,0.087687,0.829186,1.00229e-09
86,0.088718,0.810187,1.00258e-09
87,0.08975,0.78511,1.00284e-09
88,0.090782,0.752788,1.00304e-09
89,0.091814,0.730827,1.00246e-09
90,0.092846,0.719731,1.00227e-09
91,0.093877,0.714386,1.00221e-09
92,0.094909,0.716398,1.0017e-09
93,0.095941,0.732579,1.00138e-09
94,0.096972,0.756178,1.00106e-09
95,0.098004,0.784922,1.00073e-09
96,0.099035,0.823224,1.00017e-09
97,0.100066,0.862215,1.00048e-09
98,0.101098,0.886688,1.00092e-09
99,0.102129,0.898933,1.0014e-09
100,0.103161,0.902455,1.00146e-09
