,currIn,v2
0,9.97585e-10,-2.15965
1,9.9281e-10,-2.05989
2,9.98353e-10,-2.10459
3,-1.4129e-10,-1.62391
4,1.56815e-10,-2.01964
5,3.29318e-10,-1.75788
6,-5.31234e-10,-1.84341
7,7.73493e-10,-1.99707
8,-4.81265e-10,-1.66416
9,1.27567e-10,-2.04163
10,3.29062e-10,-1.77556
11,-5.38139e-10,-1.8539
12,7.65307e-10,-2.00728
13,-4.90559e-10,-1.67221
14,1.24838e-10,-2.04767
15,3.29489e-10,-1.78203
16,-5.49395e-10,-1.85548
17,7.69401e-10,-2.01274
18,-4.84591e-10,-1.67436
19,1.23303e-10,-2.04896
20,3.31706e-10,-1.78203
21,-5.46752e-10,-1.8575
22,7.6454e-10,-2.01418
23,-4.74613e-10,-1.67522
24,1.27397e-10,-2.04695
25,3.32899e-10,-1.78332
26,-5.46325e-10,-1.85289
27,7.67781e-10,-2.01475
28,-4.70606e-10,-1.67264
29,1.16652e-10,-2.0458
30,3.31961e-10,-1.78217
31,-5.42318e-10,-1.85218
32,7.69401e-10,-2.01389
33,-4.74699e-10,-1.67077
34,1.10427e-10,-2.04422
35,3.42876e-10,-1.7816
36,-5.48031e-10,-1.85016
37,7.67099e-10,-2.01173
38,-4.66683e-10,-1.67149
39,1.14605e-10,-2.04149
40,3.38613e-10,-1.78174
41,-5.45132e-10,-1.84643
42,7.613e-10,-2.01288
43,-4.65404e-10,-1.66948
44,1.0173e-10,-2.04091
45,3.39465e-10,-1.78045
46,-5.59628e-10,-1.84412
47,7.71447e-10,-2.0136
48,-4.60287e-10,-1.66761
49,1.0335e-10,-2.04091
50,3.37418e-10,-1.77958
51,-5.56558e-10,-1.8437
52,7.613e-10,-2.01274
53,-4.55939e-10,-1.66818
54,1.09661e-10,-2.03732
55,3.42108e-10,-1.78045
56,-5.48713e-10,-1.84067
57,7.723e-10,-2.01418
58,-4.52273e-10,-1.6666
59,1.00621e-10,-2.03545
60,3.57883e-10,-1.77915
61,-5.59201e-10,-1.83866
62,7.71021e-10,-2.01447
63,-4.48776e-10,-1.66487
64,9.20939e-11,-2.03617
65,3.52085e-10,-1.78073
66,-5.5886e-10,-1.83722
67,7.61555e-10,-2.01245
68,-4.31978e-10,-1.66603
69,9.21798e-11,-2.03444
70,3.4731e-10,-1.78059
71,-5.53062e-10,-1.83478
72,7.67354e-10,-2.01389
73,-4.40505e-10,-1.66344
74,8.45909e-11,-2.03373
75,3.52938e-10,-1.78045
76,-5.57752e-10,-1.83335
77,7.723e-10,-2.01576
78,-4.30102e-10,-1.66387
79,8.85129e-11,-2.03301
80,3.51318e-10,-1.77872
81,-5.48202e-10,-1.83392
82,7.723e-10,-2.01547
83,-4.33598e-10,-1.6643
84,8.04973e-11,-2.03071
85,3.54643e-10,-1.78016
86,-5.58519e-10,-1.83061
87,7.70423e-10,-2.01605
88,-4.25242e-10,-1.66171
89,7.22265e-11,-2.03114
90,3.59418e-10,-1.78073
91,-5.5886e-10,-1.83018
92,7.64284e-10,-2.01518
93,-4.27458e-10,-1.66085
94,8.38232e-11,-2.02898
95,3.62574e-10,-1.78002
96,-5.59201e-10,-1.82903
97,7.63005e-10,-2.01605
98,-4.22087e-10,-1.66071
99,8.10087e-11,-2.02956
