,currIn,v2
0,2.73889e-10,-1.85757
1,8.09131e-10,-1.84133
2,9.51021e-10,-1.83012
3,9.84873e-10,-1.8396
4,9.94424e-10,-1.84205
5,9.95617e-10,-1.85254
6,9.93911e-10,-1.84981
7,9.96299e-10,-1.85182
8,9.9502e-10,-1.84765
9,9.96982e-10,-1.84794
10,9.95873e-10,-1.84391
11,9.97152e-10,-1.83716
12,9.93911e-10,-1.83673
13,9.97323e-10,-1.83126
14,9.96044e-10,-1.83184
15,9.95446e-10,-1.82293
16,9.95703e-10,-1.82206
17,9.98175e-10,-1.8179
18,9.97493e-10,-1.81445
19,9.9502e-10,-1.81042
20,9.9681e-10,-1.80539
21,9.96044e-10,-1.8005
22,9.95873e-10,-1.79288
23,9.95958e-10,-1.79145
24,9.97237e-10,-1.78541
25,9.96044e-10,-1.77865
26,9.96469e-10,-1.76916
27,9.9519e-10,-1.76471
28,9.94253e-10,-1.75479
29,9.92632e-10,-1.74056
30,9.96214e-10,-1.72604
31,9.96726e-10,-1.71382
32,9.94253e-10,-1.7039
33,9.93826e-10,-1.69068
34,9.95873e-10,-1.67558
35,9.93485e-10,-1.66264
36,9.9357e-10,-1.64626
37,9.93656e-10,-1.63044
38,9.95532e-10,-1.62067
39,9.95532e-10,-1.60888
40,9.9502e-10,-1.59781
41,9.95276e-10,-1.58372
42,9.93997e-10,-1.57165
43,9.94253e-10,-1.56101
44,9.94594e-10,-1.54966
45,9.94935e-10,-1.53341
46,9.94167e-10,-1.52292
47,9.96555e-10,-1.5107
48,9.95873e-10,-1.50351
49,9.94679e-10,-1.48971
50,9.94765e-10,-1.47059
51,9.93741e-10,-1.45766
52,9.95106e-10,-1.4463
53,9.95703e-10,-1.43508
54,9.94594e-10,-1.41669
55,9.91439e-10,-1.39699
56,9.94594e-10,-1.37457
57,9.92291e-10,-1.35703
58,9.92804e-10,-1.34409
59,9.94765e-10,-1.3244
60,9.9357e-10,-1.31491
61,9.95617e-10,-1.29536
62,9.95703e-10,-1.28544
63,9.95958e-10,-1.26747
64,9.95617e-10,-1.25583
65,9.94679e-10,-1.24045
66,9.94081e-10,-1.2278
67,9.94081e-10,-1.21658
68,9.96555e-10,-1.20623
69,9.94679e-10,-1.20034
70,9.95617e-10,-1.19114
71,9.96385e-10,-1.18927
72,9.9664e-10,-1.18438
73,9.95873e-10,-1.18496
74,9.98602e-10,-1.17935
75,9.93997e-10,-1.17921
76,9.97323e-10,-1.18007
77,9.94765e-10,-1.17935
78,9.94253e-10,-1.17949
79,9.94594e-10,-1.17547
80,9.95958e-10,-1.17418
81,9.94338e-10,-1.17274
82,9.96469e-10,-1.17604
83,9.98089e-10,-1.17101
84,9.93059e-10,-1.17231
85,9.97237e-10,-1.16886
86,9.95787e-10,-1.17029
87,9.96385e-10,-1.17576
88,9.96469e-10,-1.17461
89,9.97067e-10,-1.17964
90,9.97919e-10,-1.17561
91,9.96214e-10,-1.18208
92,9.9502e-10,-1.18755
93,9.95276e-10,-1.19861
94,9.96299e-10,-1.2035
95,9.96214e-10,-1.2117
96,9.9664e-10,-1.22018
97,9.94508e-10,-1.22938
98,9.97323e-10,-1.23829
99,9.96469e-10,-1.24706
100,9.97578e-10,-1.25928
101,9.96896e-10,-1.26589
102,9.96469e-10,-1.2725
103,9.9502e-10,-1.27681
104,9.98602e-10,-1.284
105,9.95617e-10,-1.29478
106,9.96385e-10,-1.30197
107,9.98602e-10,-1.31146
108,9.96896e-10,-1.31405
109,9.96214e-10,-1.32526
110,9.93656e-10,-1.33029
111,9.98516e-10,-1.33992
112,9.99368e-10,-1.34308
113,9.98089e-10,-1.35703
114,9.99113e-10,-1.36148
115,9.95873e-10,-1.37054
116,9.9664e-10,-1.38089
117,9.96299e-10,-1.38923
118,9.96469e-10,-1.40648
119,9.98005e-10,-1.41812
120,9.97152e-10,-1.4371
121,9.99454e-10,-1.44587
122,9.97748e-10,-1.45852
123,9.98175e-10,-1.46599
124,9.96044e-10,-1.47721
125,9.96128e-10,-1.48784
126,9.95617e-10,-1.49733
127,9.98687e-10,-1.50437
128,9.95276e-10,-1.51127
129,9.94253e-10,-1.52091
130,9.96214e-10,-1.53054
131,9.98857e-10,-1.53772
132,9.95446e-10,-1.53643
133,9.96385e-10,-1.5383
134,9.93826e-10,-1.54074
135,9.97323e-10,-1.5393
136,9.95532e-10,-1.53844
137,9.95617e-10,-1.53226
138,9.95532e-10,-1.52939
139,9.98175e-10,-1.52579
140,9.95703e-10,-1.52536
141,9.9664e-10,-1.51947
142,9.94935e-10,-1.51846
143,9.97748e-10,-1.51185
144,9.95787e-10,-1.51099
145,9.96214e-10,-1.50826
146,9.94849e-10,-1.5038
147,9.97834e-10,-1.50092
148,9.94679e-10,-1.49374
149,9.93911e-10,-1.49043
150,9.94338e-10,-1.48425
151,9.97067e-10,-1.47821
152,9.93826e-10,-1.47246
153,9.97152e-10,-1.46757
154,9.94508e-10,-1.46384
155,9.94081e-10,-1.45032
156,9.94338e-10,-1.43437
157,9.93826e-10,-1.41841
158,9.94849e-10,-1.41022
159,9.92461e-10,-1.39785
160,9.96385e-10,-1.38664
161,9.95787e-10,-1.36738
162,9.93826e-10,-1.35545
163,9.95787e-10,-1.34251
164,9.96555e-10,-1.33115
165,9.93997e-10,-1.32123
166,9.93229e-10,-1.3093
167,9.95703e-10,-1.29766
168,9.92206e-10,-1.28443
169,9.96469e-10,-1.27538
170,9.93997e-10,-1.26028
171,9.97237e-10,-1.2518
172,9.92974e-10,-1.23527
173,9.94935e-10,-1.22593
174,9.94935e-10,-1.2186
175,9.94508e-10,-1.20753
176,9.92804e-10,-1.19143
177,9.96214e-10,-1.17633
178,9.87858e-10,-1.16483
179,8.92867e-10,-1.15707
180,6.93419e-10,-1.15046
181,5.92033e-10,-1.14226
