,V1,currIn
387,0.223861,1.008930E-09
388,0.259242,1.009530E-09
389,0.299516,1.008930E-09
390,0.341945,1.007990E-09
391,0.383511,1.010120E-09
392,0.401921,1.010470E-09
393,0.402496,1.009610E-09
394,0.395162,1.010720E-09
395,0.361218,1.010120E-09
396,0.327706,1.013200E-09
397,0.284269,1.012510E-09
398,0.236087,1.011830E-09
399,0.195239,1.010470E-09
400,0.183733,1.008760E-09
401,0.176253,1.009610E-09
402,0.186179,1.011750E-09
403,0.204587,1.010210E-09
404,0.242703,1.009020E-09
405,0.273769,1.006460E-09
406,0.316055,1.007480E-09
407,0.360355,1.011490E-09
408,0.392573,1.005860E-09
409,0.40149,1.008500E-09
410,0.398901,1.011400E-09
411,0.383368,1.011570E-09
412,0.347698,1.011660E-09
413,0.310879,1.013020E-09
414,0.271614,1.011150E-09
415,0.219834,1.011490E-09
416,0.192649,1.012430E-09
417,0.182726,1.010980E-09
418,0.180569,1.011230E-09
419,0.184739,1.010380E-09
420,0.214081,1.008250E-09
421,0.247161,1.007990E-09
422,0.28801,1.008330E-09
423,0.329001,1.008250E-09
424,0.373299,1.008590E-09
425,0.401058,1.009440E-09
426,0.404654,1.012850E-09
427,0.397606,1.013020E-09
428,0.374594,1.010550E-09
429,0.335617,1.009780E-09
430,0.298364,1.011150E-09
431,0.254498,1.012000E-09
432,0.207465,1.009870E-09
433,0.188479,1.012000E-09
434,0.18172,1.009020E-09
435,0.182726,1.008160E-09
436,0.193512,1.007990E-09
437,0.224581,1.007310E-09
438,0.264852,1.008590E-09
439,0.297933,1.008160E-09
440,0.34554,1.007910E-09
441,0.384519,1.007740E-09
442,0.403936,1.010980E-09
443,0.40451,1.009780E-09
444,0.394874,1.009870E-09
445,0.365534,1.012600E-09
446,0.326555,1.011400E-09
447,0.284269,1.011660E-09
448,0.243278,1.012260E-09
449,0.198548,1.010890E-09
450,0.184164,1.011320E-09
451,0.182295,1.012170E-09
452,0.184739,1.007820E-09
453,0.205019,1.010890E-09
454,0.240834,1.009020E-09
455,0.277078,1.010040E-09
456,0.3162,1.010380E-09
457,0.360355,1.008760E-09
458,0.397606,1.007390E-09
459,0.406668,1.010300E-09
460,0.400484,1.008500E-09
461,0.387683,1.011060E-09
462,0.353451,1.009700E-09
463,0.312459,1.011230E-09
464,0.27492,1.014730E-09
465,0.223575,1.013960E-09
466,0.19639,1.011920E-09
467,0.183015,1.012850E-09
468,0.184739,1.011320E-09
469,0.190063,1.007650E-09
470,0.213361,1.006460E-09
471,0.250902,1.008930E-09
472,0.287433,1.006970E-09
473,0.331445,1.008160E-09
474,0.374019,1.009780E-09
475,0.405085,1.010120E-09
476,0.407531,1.010470E-09
477,0.400484,1.011060E-09
478,0.379052,1.011920E-09
479,0.34137,1.007390E-09
480,0.298221,1.008760E-09
481,0.257373,1.010640E-09
482,0.210054,1.012850E-09
483,0.190206,1.012340E-09
484,0.183733,1.011920E-09
485,0.186753,1.010720E-09
486,0.196965,1.008930E-09
487,0.228896,1.010980E-09
488,0.26284,1.010120E-09
489,0.302248,1.007140E-09
490,0.345254,1.007820E-09
491,0.385094,1.009190E-09
492,0.406525,1.009020E-09
493,0.406525,1.012340E-09
494,0.395594,1.012170E-09
495,0.369992,1.014300E-09
496,0.328138,1.013790E-09
497,0.287721,1.014220E-09
498,0.239682,1.016180E-09
499,0.200417,1.010550E-09
500,0.186322,1.009780E-09
501,0.181432,1.010040E-09
502,0.187185,1.009440E-09
503,0.207465,1.010470E-09
504,0.239251,1.005690E-09
505,0.278661,1.009780E-09
506,0.317206,1.008250E-09
507,0.360787,1.010550E-09
508,0.395594,1.009950E-09
509,0.406237,1.009530E-09
510,0.40451,1.010040E-09
511,0.387106,1.012340E-09
512,0.351725,1.013880E-09
513,0.318069,1.011490E-09
514,0.2719,1.012430E-09
515,0.223575,1.012600E-09
516,0.195527,1.011150E-09
517,0.185459,1.012770E-09
518,0.182726,1.007990E-09
519,0.192649,1.010980E-09
520,0.216959,1.007390E-09
521,0.253057,1.008850E-09
522,0.287864,1.007570E-09
523,0.335186,1.009360E-09
524,0.375168,1.008500E-09
525,0.403216,1.010980E-09
526,0.411415,1.011490E-09
527,0.402353,1.008850E-09
528,0.378189,1.008670E-09
529,0.34065,1.010300E-09
530,0.303686,1.015240E-09
531,0.259242,1.011490E-09
532,0.208328,1.007740E-09
533,0.191643,1.010640E-09
534,0.184596,1.008160E-09
535,0.185747,1.008590E-09
536,0.199122,1.008930E-09
537,0.23134,1.010810E-09
538,0.264709,1.009950E-09
539,0.3057,1.010380E-09
540,0.349998,1.008670E-09
541,0.389695,1.008250E-09
542,0.405662,1.011060E-09
543,0.407531,1.010380E-09
544,0.399332,1.009700E-09
545,0.366397,1.012510E-09
546,0.33015,1.010640E-09
547,0.293331,1.012430E-09
548,0.243998,1.008930E-09
549,0.202863,1.009610E-09
550,0.189054,1.012600E-09
551,0.18517,1.009610E-09
552,0.188768,1.007740E-09
553,0.206027,1.007390E-09
554,0.244141,1.006460E-09
555,0.277941,1.010210E-09
556,0.317063,1.007140E-09
557,0.365102,1.008330E-09
558,0.398326,1.008160E-09
559,0.409112,1.008250E-09
560,0.404799,1.010040E-09
561,0.389695,1.011570E-09
562,0.355465,1.011150E-09
563,0.316343,1.012600E-09
564,0.279953,1.009100E-09
565,0.22717,1.011830E-09
566,0.196679,1.011920E-09
567,0.189054,1.007910E-09
568,0.187328,1.008930E-09
569,0.189486,1.009780E-09
570,0.218828,1.009020E-09
571,0.251045,1.008330E-09
572,0.291605,1.007140E-09
573,0.331876,1.008160E-09
574,0.377326,1.009190E-09
575,0.40638,1.006030E-09
576,0.411415,1.012850E-09
577,0.404222,1.009020E-09
578,0.382361,1.009950E-09
579,0.340793,1.010890E-09
580,0.303974,1.009100E-09
581,0.26212,1.013280E-09
582,0.210342,1.010120E-09
583,0.192218,1.010720E-09
584,0.186033,1.009020E-09
585,0.189342,1.009440E-09
586,0.200274,1.010040E-09
587,0.232923,1.008500E-09
588,0.270319,1.007570E-09
589,0.302391,1.010890E-09
590,0.347409,1.007050E-09
591,0.386677,1.007480E-09
592,0.40868,1.009950E-09
593,0.406525,1.012000E-09
594,0.398037,1.012600E-09
595,0.368698,1.012850E-09
596,0.332308,1.013200E-09
597,0.292468,1.014390E-09
598,0.24673,1.012170E-09
599,0.204732,1.011570E-09
600,0.187616,1.009950E-09
601,0.186896,1.013370E-09
602,0.190206,1.009020E-09
603,0.207753,1.010720E-09
604,0.243278,1.006880E-09
605,0.279522,1.009700E-09
606,0.318789,1.008420E-09
607,0.359924,1.010210E-09
608,0.399764,1.010040E-09
609,0.41199,1.008590E-09
610,0.406668,1.009700E-09
611,0.390847,1.008160E-09
612,0.358055,1.011320E-09
613,0.319364,1.013710E-09
614,0.27909,1.012260E-09
615,0.22717,1.009950E-09
616,0.199411,1.012430E-09
617,0.187905,1.010720E-09
618,0.18589,1.010380E-09
619,0.197396,1.010980E-09
620,0.216959,1.009440E-09
621,0.255792,1.008330E-09
622,0.290599,1.007910E-09
623,0.334034,1.007480E-09
624,0.377614,1.007480E-09
625,0.406668,1.011920E-09
626,0.41429,1.010300E-09
627,0.405374,1.008590E-09
628,0.381353,1.010890E-09
629,0.349135,1.010810E-09
630,0.305843,1.011150E-09
631,0.262263,1.012430E-09
632,0.214512,1.009190E-09
633,0.194521,1.007390E-09
634,0.188336,1.010810E-09
635,0.188191,1.009780E-09
636,0.201423,1.005090E-09
637,0.235944,1.008080E-09
638,0.268593,1.010120E-09
639,0.307858,1.006880E-09
640,0.349424,1.008160E-09
641,0.388689,1.008590E-09
642,0.411127,1.013370E-09
643,0.414004,1.009780E-09
644,0.397174,1.012000E-09
645,0.372868,1.009700E-09
646,0.334466,1.011490E-09
647,0.297358,1.009870E-09
648,0.246441,1.013280E-09
649,0.207896,1.007480E-09
650,0.192938,1.009700E-09
651,0.186753,1.009530E-09
652,0.189199,1.009360E-09
653,0.208039,1.008590E-09
654,0.243998,1.009610E-09
655,0.280242,1.008250E-09
656,0.319507,1.008590E-09
657,0.365965,1.009360E-09
658,0.399046,1.008420E-09
659,0.415297,1.009870E-09
660,0.409689,1.011570E-09
661,0.39243,1.009360E-09
662,0.356183,1.011920E-09
663,0.322528,1.008850E-09
664,0.278084,1.010640E-09
665,0.228896,1.011150E-09
666,0.199411,1.009100E-09
667,0.191786,1.010120E-09
668,0.189486,1.010380E-09
669,0.194376,1.011060E-09
670,0.219259,1.012260E-09
671,0.256941,1.007740E-09
672,0.288873,1.009190E-09
673,0.335329,1.008590E-09
674,0.376463,1.010040E-09
675,0.408394,1.009360E-09
676,0.413573,1.008850E-09
677,0.406525,1.010890E-09
678,0.383224,1.012090E-09
679,0.344102,1.011570E-09
680,0.305557,1.009950E-09
681,0.266578,1.011150E-09
682,0.211635,1.009100E-09
683,0.196822,1.009530E-09
684,0.188479,1.009700E-09
685,0.188336,1.010890E-09
686,0.201137,1.011400E-09
687,0.23623,1.010890E-09
688,0.269456,1.009950E-09
689,0.305557,1.007650E-09
690,0.347555,1.009870E-09
691,0.393147,1.009360E-09
692,0.409257,1.010550E-09
693,0.411127,1.007650E-09
694,0.40149,1.012170E-09
695,0.371718,1.012680E-09
696,0.333891,1.010890E-09
697,0.296063,1.010380E-09
698,0.249176,1.012430E-09
699,0.207322,1.010980E-09
700,0.193512,1.009780E-09
701,0.190637,1.008250E-09
702,0.192363,1.011920E-09
703,0.207465,1.009270E-09
704,0.246441,1.009360E-09
705,0.282831,1.005690E-09
706,0.318501,1.009870E-09
707,0.366683,1.005600E-09
708,0.403216,1.008420E-09
709,0.41501,1.009440E-09
710,0.408394,1.010470E-09
711,0.396311,1.010120E-09
712,0.359635,1.013790E-09
713,0.320802,1.010210E-09
714,0.279522,1.011490E-09
715,0.230477,1.013620E-09
716,0.200129,1.008330E-09
717,0.192218,1.009610E-09
718,0.1915,1.011570E-09
719,0.196822,1.009100E-09
720,0.221992,1.007990E-09
721,0.259531,1.008590E-09
722,0.295057,1.008160E-09
723,0.335186,1.009610E-09
724,0.377471,1.008080E-09
725,0.411127,1.007310E-09
726,0.412564,1.010640E-09
727,0.40638,1.008420E-09
728,0.386963,1.010040E-09
729,0.349424,1.012510E-09
730,0.308721,1.011320E-09
731,0.266435,1.012340E-09
732,0.218108,1.012510E-09
733,0.196679,1.010120E-09
734,0.188768,1.010640E-09
735,0.192506,1.010120E-09
736,0.202863,1.007910E-09
737,0.237093,1.011150E-09
738,0.27262,1.006630E-09
739,0.30757,1.009530E-09
740,0.351439,1.008930E-09
741,0.389841,1.009870E-09
742,0.412133,1.008930E-09
743,0.411415,1.010210E-09
744,0.40221,1.011230E-09
745,0.375745,1.013370E-09
746,0.338206,1.009610E-09
747,0.296495,1.014900E-09
748,0.254066,1.008250E-09
749,0.209622,1.013960E-09
750,0.193658,1.008500E-09
751,0.189199,1.008500E-09
752,0.1915,1.009270E-09
753,0.210342,1.010640E-09
754,0.245147,1.011400E-09
755,0.280242,1.006800E-09
756,0.322671,1.008760E-09
757,0.363376,1.007390E-09
758,0.404654,1.008930E-09
759,0.414579,1.010380E-09
760,0.411701,1.010720E-09
761,0.394442,1.013370E-09
762,0.362945,1.012850E-09
763,0.321953,1.013110E-09
764,0.282831,1.010210E-09
765,0.229759,1.011490E-09
766,0.206027,1.010640E-09
767,0.191932,1.013280E-09
768,0.189342,1.009190E-09
769,0.199265,1.012340E-09
770,0.22156,1.009270E-09
771,0.255361,1.011230E-09
772,0.29218,1.010810E-09
773,0.336049,1.009780E-09
774,0.377471,1.006460E-09
775,0.407817,1.010640E-09
776,0.414865,1.009610E-09
777,0.406525,1.008670E-09
778,0.385957,1.011570E-09
779,0.350575,1.012600E-09
780,0.312316,1.011830E-09
781,0.266435,1.011230E-09
782,0.219545,1.011490E-09
783,0.200849,1.013450E-09
784,0.192075,1.011230E-09
785,0.189486,1.008930E-09
786,0.203295,1.011230E-09
787,0.237093,1.009780E-09
788,0.267584,1.010040E-09
789,0.307858,1.009530E-09
790,0.353882,1.010300E-09
791,0.39243,1.006200E-09
792,0.413573,1.007990E-09
793,0.415874,1.010890E-09
794,0.40451,1.010300E-09
795,0.375745,1.009780E-09
796,0.337055,1.010210E-09
797,0.30009,1.009360E-09
798,0.251334,1.010720E-09
799,0.208471,1.008330E-09
800,0.198834,1.007820E-09
801,0.190637,1.009530E-09
802,0.194664,1.009610E-09
803,0.211492,1.006970E-09
804,0.247304,1.008670E-09
805,0.2824,1.008330E-09
806,0.320659,1.006460E-09
807,0.368409,1.007820E-09
808,0.404799,1.010720E-09
809,0.414722,1.009870E-09
810,0.41616,1.011570E-09
811,0.399046,1.011400E-09
812,0.36093,1.008590E-09
813,0.326555,1.012510E-09
814,0.2824,1.013710E-09
815,0.237093,1.011920E-09
816,0.201855,1.011060E-09
817,0.195096,1.011920E-09
818,0.193226,1.012850E-09
819,0.198548,1.009950E-09
820,0.224149,1.009870E-09
821,0.259674,1.009780E-09
822,0.292468,1.009020E-09
823,0.33648,1.007050E-09
824,0.379772,1.009360E-09
825,0.409112,1.008160E-09
826,0.417454,1.010470E-09
827,0.409975,1.011150E-09
828,0.389841,1.011400E-09
829,0.353594,1.010040E-09
830,0.312459,1.014730E-09
831,0.273483,1.013200E-09
832,0.21739,1.009610E-09
833,0.197971,1.013790E-09
834,0.189774,1.011920E-09
835,0.192506,1.009270E-09
836,0.200129,1.010980E-09
837,0.238531,1.010640E-09
838,0.269887,1.007910E-09
839,0.309153,1.010980E-09
840,0.352876,1.010120E-09
841,0.396025,1.008250E-09
842,0.413859,1.009100E-09
843,0.412421,1.010980E-09
844,0.405374,1.012340E-09
845,0.375314,1.011750E-09
846,0.337918,1.012090E-09
847,0.298221,1.011920E-09
848,0.253778,1.013370E-09
849,0.212786,1.008590E-09
850,0.193944,1.011230E-09
851,0.192218,1.011490E-09
852,0.195239,1.010040E-09
853,0.21106,1.009100E-09
854,0.247304,1.010720E-09
855,0.283551,1.009190E-09
856,0.321376,1.010720E-09
857,0.367546,1.006540E-09
858,0.403359,1.008760E-09
859,0.417454,1.011400E-09
860,0.411847,1.011490E-09
861,0.397894,1.011320E-09
862,0.365677,1.012600E-09
863,0.324397,1.011920E-09
864,0.285707,1.012430E-09
865,0.237525,1.012090E-09
866,0.203295,1.014220E-09
867,0.194952,1.011060E-09
868,0.193369,1.010980E-09
869,0.200274,1.009100E-09
870,0.224006,1.009610E-09
871,0.258236,1.009700E-09
872,0.298078,1.008930E-09
873,0.337343,1.008500E-09
874,0.378621,1.007820E-09
875,0.412278,1.009610E-09
876,0.415874,1.011150E-09
877,0.411415,1.013020E-09
878,0.389695,1.011320E-09
879,0.353882,1.011660E-09
880,0.315769,1.010470E-09
881,0.272474,1.010470E-09
882,0.223718,1.011750E-09
883,0.200992,1.011060E-09
884,0.191069,1.008590E-09
885,0.195527,1.011150E-09
886,0.206745,1.012600E-09
887,0.237238,1.009780E-09
888,0.273194,1.006540E-09
889,0.31059,1.009530E-09
890,0.355752,1.006370E-09
891,0.392284,1.008590E-09
892,0.417454,1.009780E-09
893,0.416591,1.009780E-09
894,0.404799,1.011660E-09
895,0.376894,1.011490E-09
896,0.34065,1.008590E-09
897,0.299947,1.013790E-09
898,0.254929,1.013020E-09
899,0.214081,1.010300E-09
900,0.198691,1.008500E-09
901,0.193226,1.011400E-09
902,0.199122,1.008330E-09
903,0.213938,1.010720E-09
904,0.248599,1.007390E-09
905,0.282257,1.007910E-09
906,0.32526,1.010210E-09
907,0.365388,1.007390E-09
908,0.406811,1.006970E-09
909,0.417886,1.010120E-09
910,0.416591,1.009360E-09
911,0.400195,1.011920E-09
912,0.365965,1.008500E-09
913,0.327275,1.010640E-09
914,0.286715,1.011320E-09
915,0.23623,1.012170E-09
916,0.208039,1.011060E-09
917,0.194376,1.011830E-09
918,0.194952,1.009950E-09
919,0.201423,1.010810E-09
920,0.225012,1.009190E-09
921,0.258667,1.010640E-09
922,0.294337,1.009530E-09
923,0.336049,1.009950E-09
924,0.381641,1.008250E-09
925,0.408249,1.009610E-09
926,0.418894,1.010120E-09
927,0.411701,1.013790E-09
928,0.388689,1.010890E-09
929,0.354602,1.011920E-09
930,0.316055,1.011400E-09
