,Row 1
547,1.07658
548,1.07687
549,1.0783
550,1.07787
551,1.08003
552,1.08132
553,1.08506
554,1.08506
555,1.08074
556,1.08678
557,1.0875
558,1.09009
559,1.09325
560,1.09382
561,1.09354
562,1.09555
563,1.09483
564,1.09713
565,1.09842
566,1.09684
567,1.0954
568,1.09813
569,1.09483
570,1.09641
571,1.0931
572,1.08879
573,1.08879
574,1.09066
575,1.08362
576,1.08391
577,1.08189
578,1.08103
579,1.08146
580,1.07758
581,1.07528
582,1.07873
583,1.07974
584,1.07758
585,1.07988
586,1.07931
587,1.08333
588,1.08391
589,1.08477
590,1.08678
591,1.08922
592,1.08793
593,1.09368
594,1.09368
595,1.09713
596,1.09655
597,1.09584
598,1.09555
599,1.09914
600,1.09972
601,1.0954
602,1.0967
603,1.09368
604,1.09454
605,1.08865
606,1.08793
607,1.08621
608,1.08333
609,1.08391
610,1.08434
611,1.07974
612,1.07773
613,1.0783
614,1.07687
615,1.07658
616,1.08204
617,1.08003
618,1.08089
619,1.08348
620,1.08161
621,1.08348
622,1.08577
623,1.08463
624,1.08937
625,1.08966
626,1.09167
627,1.0954
628,1.09224
629,1.09555
630,1.09641
631,1.09857
632,1.09713
633,1.09857
634,1.09972
635,1.09871
636,1.09813
637,1.09325
638,1.09152
639,1.09095
640,1.08721
641,1.08692
642,1.08146
643,1.08175
644,1.08204
645,1.07758
646,1.07845
647,1.07672
648,1.07629
649,1.07442
650,1.08232
651,1.07859
652,1.08305
653,1.0829
654,1.08204
655,1.08592
656,1.08894
657,1.08822
658,1.09138
659,1.09081
660,1.09181
661,1.09339
662,1.09239
663,1.09655
664,1.09483
665,1.09454
666,1.09598
667,1.09885
668,1.09584
669,1.0931
670,1.09382
671,1.09152
672,1.09138
673,1.09037
674,1.08621
675,1.08664
676,1.08549
677,1.08391
678,1.08089
679,1.07902
680,1.07873
681,1.07773
682,1.07557
683,1.0783
684,1.08046
685,1.07902
686,1.0796
687,1.08189
688,1.0829
689,1.08621
690,1.0875
691,1.09023
692,1.09411
693,1.09296
694,1.09598
695,1.09411
696,1.09713
697,1.09742
698,1.10058
699,1.09512
700,1.09627
701,1.09598
702,1.09483
703,1.0954
704,1.09239
705,1.08721
706,1.08807
707,1.08707
708,1.08204
709,1.08534
710,1.08175
711,1.0806
712,1.07916
713,1.07859
714,1.07873
715,1.07801
716,1.07643
717,1.07988
718,1.08089
719,1.08089
720,1.0829
721,1.08232
722,1.08247
723,1.08721
724,1.09037
725,1.08793
726,1.09253
727,1.09124
728,1.09382
729,1.09411
730,1.09612
731,1.09713
732,1.0977
733,1.09612
734,1.09756
735,1.09727
736,1.0921
737,1.09368
738,1.09224
739,1.08721
740,1.0898
741,1.08649
742,1.08391
743,1.08506
744,1.08146
745,1.08003
746,1.07773
747,1.07715
748,1.07758
749,1.07859
750,1.07873
751,1.07945
752,1.08118
753,1.08161
754,1.08362
755,1.08807
756,1.08463
757,1.08894
758,1.08836
759,1.09167
760,1.0954
761,1.09339
762,1.09296
763,1.09612
764,1.09972
765,1.09684
766,1.09598
767,1.09339
768,1.0954
769,1.0944
770,1.09296
771,1.09167
772,1.09052
773,1.0852
774,1.08865
775,1.0829
776,1.08463
777,1.08448
778,1.07873
779,1.07744
780,1.07859
781,1.07988
782,1.07816
783,1.07845
784,1.07845
785,1.07988
786,1.07988
787,1.08218
788,1.08319
789,1.08491
790,1.08707
791,1.09023
792,1.08836
793,1.09095
794,1.09497
795,1.09382
796,1.0967
797,1.09914
798,1.09799
799,1.09799
800,1.09842
801,1.09627
802,1.09497
803,1.09339
804,1.09052
805,1.09152
806,1.0898
807,1.08678
808,1.08549
809,1.08103
810,1.07988
811,1.08319
812,1.07859
813,1.07845
814,1.07787
815,1.07945
816,1.08046
817,1.08089
818,1.08118
819,1.08118
820,1.08448
821,1.08232
822,1.08894
823,1.08635
824,1.08692
825,1.08879
826,1.0885
827,1.09195
828,1.09411
829,1.09382
830,1.09512
831,1.09986
832,1.09713
833,1.09928
834,1.09627
835,1.09555
836,1.09526
837,1.09555
838,1.09066
839,1.09109
840,1.08937
841,1.08621
842,1.08405
843,1.07974
844,1.08146
845,1.07758
846,1.07586
847,1.07744
848,1.07758
849,1.07514
850,1.07643
851,1.07916
852,1.08146
853,1.08204
854,1.08376
855,1.08477
856,1.08879
857,1.09037
858,1.09152
859,1.09124
860,1.09066
861,1.0931
862,1.09354
863,1.09454
864,1.10072
865,1.09828
866,1.09612
867,1.09512
868,1.09612
869,1.09598
870,1.09368
871,1.09009
872,1.09066
873,1.09195
874,1.0875
875,1.08606
876,1.08448
877,1.08218
878,1.08017
879,1.08204
880,1.07586
881,1.07945
882,1.07658
883,1.07557
884,1.08103
885,1.08046
886,1.07945
887,1.08247
888,1.08577
889,1.08448
890,1.08937
891,1.08822
892,1.09052
893,1.09239
894,1.09267
895,1.09397
896,1.099
897,1.09569
898,1.10029
899,1.09713
900,1.09397
901,1.09584
902,1.09512
903,1.09282
904,1.09339
905,1.09296
906,1.08764
907,1.08994
908,1.08362
909,1.08305
910,1.08161
911,1.08074
912,1.07715
913,1.07931
914,1.07687
915,1.07988
916,1.0783
917,1.07485
918,1.08089
919,1.08261
920,1.08161
921,1.08649
922,1.08822
923,1.08549
924,1.09023
925,1.08879
926,1.09109
927,1.09569
928,1.09081
929,1.09584
930,1.09699
931,1.09857
932,1.09986
933,1.09555
934,1.09397
935,1.09612
936,1.09699
937,1.09167
938,1.09267
939,1.09009
940,1.08807
941,1.08879
942,1.08391
943,1.08146
944,1.08319
945,1.07845
946,1.07658
947,1.07672
948,1.07629
949,1.07931
950,1.07571
951,1.07758
952,1.0806
953,1.08103
954,1.0806
955,1.08793
956,1.08736
957,1.08922
958,1.09037
959,1.0898
960,1.09267
961,1.09655
962,1.09569
963,1.09612
964,1.09857
965,1.0967
966,1.09727
967,1.0944
968,1.09454
969,1.09253
970,1.09282
971,1.09095
972,1.09239
973,1.08764
974,1.08333
975,1.08621
976,1.08232
977,1.08218
978,1.08419
979,1.07873
980,1.07801
981,1.0796
982,1.07816
983,1.07916
984,1.07758
985,1.07816
986,1.07916
987,1.08276
988,1.08376
989,1.08764
990,1.0875
991,1.08635
992,1.09195
993,1.09224
994,1.09296
995,1.0967
996,1.0967
997,1.1
998,1.10086
999,1.09972
1000,1.09727
1001,1.09699
1002,1.09497
1003,1.09612
1004,1.0898
1005,1.08951
1006,1.08793
1007,1.08563
1008,1.08261
1009,1.0806
1010,1.08146
1011,1.07988
1012,1.08232
1013,1.075
1014,1.07873
1015,1.07744
1016,1.07873
1017,1.07888
1018,1.08103
1019,1.08017
1020,1.08305
1021,1.08463
1022,1.08577
1023,1.08764
1024,1.08793
1025,1.08807
1026,1.0885
1027,1.0898
1028,1.0954
1029,1.09713
1030,1.09426
1031,1.09612
1032,1.09785
1033,1.09756
1034,1.09684
1035,1.09555
1036,1.09497
1037,1.09354
1038,1.09167
1039,1.09195
1040,1.08865
1041,1.08592
1042,1.08463
1043,1.08247
1044,1.08046
1045,1.08175
1046,1.07873
1047,1.07543
1048,1.07715
1049,1.07571
1050,1.07974
1051,1.07902
1052,1.07931
1053,1.08261
1054,1.08477
1055,1.08606
1056,1.08951
1057,1.08937
1058,1.09037
1059,1.09109
1060,1.09497
1061,1.09152
1062,1.09468
1063,1.09641
1064,1.09641
1065,1.10072
1066,1.09655
1067,1.09468
1068,1.09598
1069,1.09598
1070,1.09152
1071,1.09081
1072,1.08894
1073,1.08822
1074,1.08606
1075,1.08419
1076,1.08261
1077,1.08305
1078,1.07744
1079,1.08017
1080,1.07873
1081,1.07758
1082,1.07916
1083,1.075
1084,1.07744
1085,1.08132
1086,1.08305
1087,1.08146
1088,1.08491
1089,1.08506
1090,1.08793
1091,1.08779
1092,1.09152
1093,1.09066
1094,1.09368
1095,1.09382
1096,1.09813
1097,1.09828
1098,1.09497
1099,1.09828
1100,1.09497
1101,1.09655
1102,1.09785
1103,1.09483
1104,1.09253
1105,1.09109
1106,1.08836
1107,1.08664
1108,1.08506
1109,1.08247
1110,1.08276
1111,1.08103
1112,1.07643
1113,1.07945
1114,1.07643
1115,1.07629
1116,1.07945
1117,1.08103
1118,1.07859
1119,1.08261
1120,1.08103
1121,1.08621
1122,1.08822
1123,1.0875
1124,1.08736
1125,1.09152
1126,1.09382
1127,1.09239
1128,1.09181
1129,1.09339
1130,1.0967
1131,1.09655
1132,1.0944
1133,1.09742
1134,1.0944
1135,1.09354
1136,1.0967
1137,1.09052
1138,1.09282
1139,1.09109
1140,1.08577
1141,1.08463
1142,1.08664
1143,1.08362
1144,1.08419
1145,1.07931
1146,1.076
1147,1.07672
1148,1.07586
1149,1.07658
1150,1.07801
1151,1.07787
1152,1.07974
1153,1.08333
1154,1.08146
1155,1.08448
1156,1.08807
1157,1.0885
1158,1.09109
1159,1.09483
1160,1.09239
1161,1.09555
1162,1.09699
1163,1.09454
1164,1.09799
1165,1.09742
1166,1.09454
1167,1.09584
1168,1.09368
1169,1.09468
1170,1.09426
1171,1.08894
1172,1.08865
1173,1.08908
1174,1.08707
1175,1.08247
1176,1.08448
1177,1.08319
1178,1.08261
1179,1.08046
1180,1.07916
1181,1.07801
1182,1.07888
1183,1.0783
1184,1.08276
1185,1.07773
1186,1.0796
1187,1.08089
1188,1.08261
1189,1.08621
1190,1.0875
1191,1.08736
1192,1.08807
1193,1.0944
1194,1.09239
1195,1.09612
1196,1.09483
1197,1.0967
1198,1.09857
1199,1.09928
1200,1.0967
1201,1.09742
1202,1.09454
1203,1.09468
1204,1.09253
1205,1.08879
1206,1.08951
1207,1.08592
1208,1.08261
1209,1.08175
1210,1.08348
1211,1.07902
1212,1.07758
1213,1.0773
1214,1.07571
1215,1.07873
1216,1.07931
1217,1.07787
1218,1.08247
1219,1.08118
1220,1.08463
1221,1.08506
1222,1.08491
1223,1.08836
1224,1.08894
1225,1.08994
1226,1.09239
1227,1.0954
1228,1.09354
1229,1.09584
1230,1.09641
1231,1.09627
1232,1.09842
1233,1.09483
1234,1.09426
1235,1.09842
1236,1.09468
1237,1.09325
1238,1.0898
1239,1.08908
1240,1.08822
1241,1.08937
1242,1.08276
1243,1.08276
1244,1.08132
1245,1.0783
1246,1.08017
1247,1.07715
1248,1.07399
1249,1.07945
1250,1.08089
1251,1.07888
1252,1.08175
1253,1.08031
1254,1.08204
1255,1.08448
1256,1.08635
1257,1.08994
1258,1.09081
1259,1.08894
1260,1.09382
1261,1.09512
1262,1.09569
1263,1.09655
1264,1.0967
1265,1.09555
1266,1.0977
1267,1.09785
1268,1.09454
1269,1.09641
1270,1.09181
1271,1.09066
1272,1.08635
1273,1.08822
1274,1.08534
1275,1.08419
1276,1.08218
1277,1.08218
1278,1.08089
1279,1.07571
1280,1.07816
1281,1.07672
1282,1.07672
1283,1.08189
1284,1.08074
1285,1.08132
1286,1.08405
1287,1.08204
1288,1.08348
1289,1.08606
1290,1.08649
1291,1.09109
1292,1.09052
1293,1.0931
1294,1.09454
1295,1.09411
1296,1.09426
1297,1.09756
1298,1.1
1299,1.09612
1300,1.09885
1301,1.09512
1302,1.09799
1303,1.09742
1304,1.09152
1305,1.08937
1306,1.08879
1307,1.08692
1308,1.08621
1309,1.08204
1310,1.08074
1311,1.0796
1312,1.07801
1313,1.07643
1314,1.07687
1315,1.0773
1316,1.07672
1317,1.08247
1318,1.07888
1319,1.08305
1320,1.0852
1321,1.08261
1322,1.08549
1323,1.0885
1324,1.0885
1325,1.09195
1326,1.09152
1327,1.09224
1328,1.09454
1329,1.09411
1330,1.09555
1331,1.09598
1332,1.09655
1333,1.09655
1334,1.09799
1335,1.09267
1336,1.09368
1337,1.09339
1338,1.09023
1339,1.08807
1340,1.08951
1341,1.08448
1342,1.08592
1343,1.08419
1344,1.08189
1345,1.07945
1346,1.07715
1347,1.075
1348,1.07629
1349,1.07715
1350,1.07988
1351,1.08074
1352,1.07744
1353,1.08074
1354,1.08405
1355,1.08592
1356,1.08606
1357,1.08764
1358,1.09109
1359,1.09483
1360,1.09497
1361,1.09641
1362,1.09497
1363,1.09842
1364,1.09584
1365,1.09914
1366,1.09555
1367,1.09713
1368,1.09483
1369,1.09195
1370,1.09426
1371,1.09081
1372,1.08678
1373,1.08592
1374,1.08664
1375,1.08218
1376,1.08491
1377,1.08089
1378,1.07988
1379,1.07888
1380,1.07715
1381,1.07658
1382,1.08031
1383,1.0796
1384,1.08189
1385,1.08161
1386,1.0783
1387,1.08362
1388,1.08333
1389,1.08405
1390,1.08793
1391,1.09037
1392,1.08937
1393,1.09195
1394,1.0921
1395,1.09426
1396,1.09512
1397,1.0967
1398,1.09512
1399,1.09914
1400,1.09727
1401,1.0977
1402,1.09612
1403,1.09095
1404,1.0921
1405,1.09066
1406,1.08649
1407,1.08894
1408,1.08606
1409,1.08189
1410,1.08247
1411,1.08046
1412,1.07931
1413,1.0773
1414,1.076
1415,1.07543
1416,1.0806
1417,1.0806
1418,1.08103
1419,1.08161
1420,1.08103
1421,1.08534
1422,1.0898
1423,1.08621
1424,1.09052
1425,1.09052
1426,1.09066
1427,1.09483
1428,1.09426
1429,1.0944
1430,1.09785
1431,1.09655
1432,1.09397
1433,1.09699
1434,1.0954
1435,1.0944
1436,1.0931
1437,1.09124
1438,1.09081
1439,1.08994
1440,1.08448
1441,1.08894
1442,1.08434
1443,1.08261
1444,1.08132
1445,1.07916
1446,1.07816
1447,1.07773
1448,1.07787
1449,1.07658
1450,1.08046
1451,1.07916
1452,1.08074
1453,1.08017
1454,1.08146
1455,1.08549
1456,1.08606
1457,1.08836
1458,1.09253
1459,1.09167
1460,1.08994
1461,1.0954
1462,1.09598
1463,1.09684
1464,1.09943
1465,1.0977
1466,1.0967
1467,1.09756
1468,1.09598
1469,1.09368
1470,1.09526
1471,1.08807
1472,1.08894
1473,1.08635
1474,1.08649
1475,1.08707
1476,1.08132
1477,1.08017
1478,1.08046
1479,1.08103
1480,1.07643
1481,1.07816
1482,1.07816
1483,1.08031
1484,1.0829
1485,1.08046
1486,1.08046
1487,1.08477
1488,1.08477
1489,1.08707
1490,1.08664
1491,1.08822
1492,1.09181
1493,1.09066
1494,1.09195
1495,1.09411
1496,1.09512
1497,1.09526
1498,1.1
1499,1.0954
1500,1.0977
1501,1.09742
1502,1.09368
1503,1.09382
1504,1.09512
1505,1.08894
1506,1.08779
1507,1.08721
1508,1.08419
1509,1.08463
1510,1.08003
1511,1.08003
1512,1.07615
1513,1.07629
1514,1.07643
1515,1.07801
1516,1.07715
1517,1.07687
1518,1.08046
1519,1.08132
1520,1.08305
1521,1.08822
1522,1.08592
1523,1.08807
1524,1.09037
1525,1.09224
1526,1.0931
1527,1.09195
1528,1.09296
1529,1.09468
1530,1.09756
1531,1.09842
1532,1.09785
1533,1.09612
1534,1.09382
1535,1.09497
1536,1.09296
1537,1.0921
1538,1.09181
1539,1.08966
1540,1.08836
1541,1.08563
1542,1.08621
1543,1.08362
1544,1.08161
1545,1.07974
1546,1.08031
1547,1.07658
1548,1.07715
1549,1.07715
1550,1.07801
1551,1.07873
1552,1.07974
1553,1.07902
1554,1.08247
1555,1.08793
1556,1.08448
1557,1.08879
1558,1.08822
1559,1.09282
1560,1.09368
1561,1.09296
1562,1.09684
1563,1.09828
1564,1.09627
1565,1.09828
1566,1.09799
1567,1.09569
1568,1.09612
1569,1.09253
1570,1.09095
1571,1.09296
1572,1.09124
1573,1.08419
1574,1.08549
1575,1.08305
1576,1.08305
1577,1.08089
1578,1.07916
1579,1.07758
1580,1.07744
1581,1.07658
1582,1.07859
1583,1.07988
1584,1.07816
1585,1.08132
1586,1.07988
1587,1.08175
1588,1.0885
1589,1.08908
1590,1.08664
1591,1.09109
1592,1.09009
1593,1.09296
1594,1.09411
1595,1.09368
1596,1.09727
1597,1.09871
1598,1.09756
1599,1.09828
1600,1.09655
1601,1.09512
1602,1.09584
1603,1.09699
1604,1.09009
1605,1.09195
1606,1.08865
1607,1.0852
1608,1.08635
1609,1.08175
1610,1.07988
1611,1.07988
1612,1.07931
1613,1.07758
1614,1.076
1615,1.07557
1616,1.07787
1617,1.07902
1618,1.0806
1619,1.08074
1620,1.08391
1621,1.08261
1622,1.09109
1623,1.0875
1624,1.09037
1625,1.09253
1626,1.0898
1627,1.09239
1628,1.09497
1629,1.09742
1630,1.0977
1631,1.09785
1632,1.09612
1633,1.09655
1634,1.09426
1635,1.09483
1636,1.09296
1637,1.09195
1638,1.0898
1639,1.09023
1640,1.08577
1641,1.08261
1642,1.08491
1643,1.08017
1644,1.08017
1645,1.08276
1646,1.07758
1647,1.07801
1648,1.07816
1649,1.07715
1650,1.07873
1651,1.08031
1652,1.07701
1653,1.08175
1654,1.08463
1655,1.08491
1656,1.09052
1657,1.08736
1658,1.08922
1659,1.0921
1660,1.09282
1661,1.0931
1662,1.09742
1663,1.0977
1664,1.10015
1665,1.1
1666,1.09742
1667,1.09612
1668,1.0967
1669,1.09468
1670,1.09555
1671,1.09037
1672,1.08692
1673,1.08635
1674,1.08391
1675,1.08232
1676,1.08218
1677,1.07873
1678,1.0773
1679,1.08204
1680,1.07557
1681,1.07931
1682,1.07859
1683,1.07787
1684,1.07974
1685,1.08276
1686,1.08247
1687,1.0852
1688,1.08635
1689,1.08463
1690,1.08865
1691,1.08779
1692,1.09138
1693,1.09109
1694,1.08994
1695,1.09512
1696,1.09813
1697,1.09641
1698,1.09627
1699,1.09612
1700,1.09684
1701,1.09584
1702,1.09612
1703,1.09354
1704,1.09339
1705,1.0931
1706,1.08822
1707,1.08793
1708,1.08405
1709,1.08305
1710,1.08204
1711,1.07801
1712,1.07916
1713,1.07787
1714,1.07543
1715,1.07543
1716,1.07816
1717,1.07888
1718,1.07931
1719,1.08031
1720,1.08448
1721,1.08721
1722,1.08793
1723,1.08865
1724,1.08937
1725,1.09195
1726,1.09239
1727,1.09684
1728,1.0931
1729,1.09641
1730,1.09699
1731,1.09555
1732,1.09914
1733,1.09555
1734,1.0931
1735,1.0921
1736,1.09598
1737,1.09109
1738,1.09095
1739,1.08836
1740,1.08549
1741,1.08463
1742,1.08319
1743,1.08118
1744,1.0829
1745,1.07816
1746,1.07902
1747,1.07773
1748,1.07744
1749,1.07945
1750,1.07801
1751,1.07773
1752,1.07888
1753,1.08405
1754,1.08232
1755,1.08592
1756,1.08649
1757,1.08707
1758,1.08937
1759,1.09081
1760,1.09167
1761,1.09627
1762,1.09497
1763,1.099
1764,1.0977
1765,1.09584
1766,1.0977
1767,1.09612
1768,1.09296
1769,1.09584
1770,1.09483
1771,1.09095
1772,1.09081
1773,1.08692
1774,1.08463
1775,1.08491
1776,1.0806
1777,1.08118
1778,1.08161
1779,1.07873
1780,1.07845
1781,1.07687
1782,1.07758
1783,1.08017
1784,1.08218
1785,1.07931
1786,1.08247
1787,1.08362
1788,1.08592
1789,1.08879
1790,1.08966
1791,1.08736
1792,1.09124
1793,1.09282
1794,1.09354
1795,1.09512
1796,1.09512
1797,1.09699
1798,1.09426
1799,1.0967
1800,1.0967
1801,1.09483
1802,1.0921
1803,1.09512
1804,1.09109
1805,1.09095
1806,1.08836
1807,1.08549
1808,1.08563
1809,1.08348
1810,1.08247
1811,1.08046
1812,1.08089
1813,1.07658
1814,1.07787
1815,1.07557
1816,1.07902
1817,1.07902
1818,1.07845
1819,1.08103
1820,1.08448
1821,1.08362
1822,1.08391
1823,1.08836
1824,1.09037
1825,1.09081
1826,1.09497
1827,1.09167
1828,1.09483
1829,1.099
1830,1.09641
1831,1.09684
1832,1.09555
1833,1.09426
1834,1.09526
1835,1.09483
1836,1.09354
1837,1.09296
1838,1.08922
1839,1.08779
1840,1.08807
1841,1.08678
1842,1.08276
1843,1.08333
1844,1.08017
1845,1.08175
1846,1.08146
1847,1.07787
1848,1.07773
1849,1.07845
1850,1.07859
1851,1.08247
1852,1.07931
1853,1.08074
1854,1.08333
1855,1.08477
1856,1.08621
1857,1.0885
1858,1.08908
1859,1.08966
1860,1.09526
1861,1.09138
1862,1.09799
1863,1.09871
1864,1.09727
1865,1.09828
1866,1.0977
1867,1.09627
1868,1.09699
1869,1.0944
1870,1.09325
1871,1.09138
1872,1.08736
1873,1.08678
