# sweep_type: output
# time: 1675792713.1960878
# time_str: 07/02/2023 12:58
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A]
1.000000000000000000e+00,3.019469999999999707e-08,1.563600000000000060e-09,2.863109999999999887e-08,6.354709490000000154e-05,6.353130000000000615e-05,1.579490000000000136e-08,6.713870228999999990e-04,6.713580000000000459e-04,2.902289999999999911e-08,1.429250235435999871e-03,1.429249999999999965e-03,2.354359999999999819e-10,2.075879783830000130e-03,2.075880000000000000e-03,-2.161699999999999887e-10,2.655230519029000077e-03,2.655230000000000177e-03,5.190290000000000075e-10
1.100000000000000089e+00,2.987554999999999782e-08,1.275150000000000089e-09,2.860039999999999979e-08,6.417396370000000598e-05,6.415800000000000474e-05,1.596370000000000020e-08,6.818439947000000043e-04,6.818160000000000193e-04,2.799470000000000053e-08,1.514400225253000011e-03,1.514399999999999948e-03,2.252529999999999975e-10,2.231219778321000095e-03,2.231219999999999905e-03,-2.216789999999999952e-10,2.869380516358000129e-03,2.869379999999999934e-03,5.163580000000000485e-10
1.200000000000000178e+00,2.648009900000000133e-08,2.191989999999999944e-10,2.626090000000000058e-08,6.428236539999999022e-05,6.426809999999999543e-05,1.426540000000000080e-08,6.892066723999999787e-04,6.891830000000000048e-04,2.367240000000000027e-08,1.590520217072999981e-03,1.590519999999999998e-03,2.170730000000000061e-10,2.382679774314000031e-03,2.382679999999999867e-03,-2.256859999999999897e-10,3.077520516691999771e-03,3.077519999999999822e-03,5.166920000000000186e-10
1.300000000000000044e+00,1.869066700000000146e-08,2.417670000000000089e-10,1.844889999999999985e-08,6.383599749999999985e-05,6.381919999999999368e-05,1.679749999999999871e-08,6.955986442000000559e-04,6.955760000000000502e-04,2.264419999999999838e-08,1.664060207556999991e-03,1.664059999999999975e-03,2.075570000000000051e-10,2.520369770806999993e-03,2.520370000000000076e-03,-2.291930000000000118e-10,3.278350513854000337e-03,3.278350000000000188e-03,5.138539999999999711e-10
1.400000000000000133e+00,1.779253000000000163e-08,2.446300000000000124e-10,1.754790000000000058e-08,6.378273149999999785e-05,6.376419999999999506e-05,1.853149999999999954e-08,6.988573551999999406e-04,6.988359999999999884e-04,2.135519999999999921e-08,1.720830198375000036e-03,1.720830000000000016e-03,1.983750000000000000e-10,2.651169762626000206e-03,2.651170000000000002e-03,-2.373740000000000118e-10,3.474880516524999925e-03,3.474880000000000069e-03,5.165250000000000335e-10
1.500000000000000000e+00,1.753840999999999962e-08,2.362100000000000043e-10,1.730219999999999925e-08,6.396722590000000601e-05,6.395050000000000376e-05,1.672590000000000156e-08,7.009717617000000515e-04,7.009530000000000361e-04,1.876169999999999985e-08,1.769420193200000116e-03,1.769420000000000064e-03,1.931999999999999894e-10,2.763479758117999910e-03,2.763480000000000016e-03,-2.418820000000000132e-10,3.651620514855000166e-03,3.651619999999999953e-03,5.148549999999999762e-10
1.600000000000000089e+00,1.530161999999999829e-08,2.212200000000000126e-10,1.508039999999999851e-08,6.403033670000000228e-05,6.400980000000000504e-05,2.053670000000000085e-08,7.033845750000000197e-04,7.033669999999999896e-04,1.757500000000000021e-08,1.807700182181999930e-03,1.807699999999999975e-03,1.821820000000000022e-10,2.879229754778999794e-03,2.879229999999999984e-03,-2.452210000000000158e-10,3.832670512851999844e-03,3.832669999999999827e-03,5.128519999999999574e-10
1.700000000000000178e+00,1.477814700000000058e-08,2.045470000000000072e-10,1.457360000000000021e-08,6.480683780000000510e-05,6.478470000000000333e-05,2.213779999999999856e-08,7.042301964999999990e-04,7.042129999999999744e-04,1.719650000000000116e-08,1.838230173833999871e-03,1.838229999999999942e-03,1.738339999999999914e-10,2.985509752941999887e-03,2.985509999999999813e-03,-2.470580000000000065e-10,3.988340510849000195e-03,3.988339999999999941e-03,5.108490000000000420e-10
1.800000000000000044e+00,1.385027399999999960e-08,1.878740000000000018e-10,1.366240000000000030e-08,6.478101320000000075e-05,6.475930000000000184e-05,2.171320000000000149e-08,7.072338179000000431e-04,7.072190000000000334e-04,1.481790000000000029e-08,1.861460166154999809e-03,1.861459999999999894e-03,1.661550000000000068e-10,3.074149744927999906e-03,3.074149999999999886e-03,-2.550719999999999956e-10,4.153470510181000129e-03,4.153470000000000252e-03,5.101809999999999984e-10
1.900000000000000133e+00,1.236648999999999872e-08,1.733900000000000082e-10,1.219309999999999918e-08,6.405341079999999244e-05,6.402669999999999466e-05,2.671079999999999921e-08,7.108320300999999668e-04,7.108179999999999967e-04,1.403009999999999935e-08,1.880380155805000050e-03,1.880380000000000072e-03,1.558050000000000115e-10,3.152459737916000256e-03,3.152460000000000158e-03,-2.620840000000000226e-10,4.291950509347000446e-03,4.291950000000000105e-03,5.093469999999999783e-10
2.000000000000000000e+00,1.088756899999999955e-08,1.585689999999999929e-10,1.072899999999999966e-08,6.423987409999998830e-05,6.420879999999999416e-05,3.107410000000000295e-08,7.127375084000000128e-04,7.127239999999999747e-04,1.350839999999999938e-08,1.890700146121999849e-03,1.890699999999999933e-03,1.461219999999999996e-10,3.222589731236999867e-03,3.222590000000000003e-03,-2.687629999999999848e-10,4.436870509513999444e-03,4.436869999999999876e-03,5.095139999999999633e-10
2.100000000000000089e+00,1.038269600000000010e-08,1.450960000000000126e-10,1.023760000000000030e-08,6.514985469999999307e-05,6.511919999999999818e-05,3.065470000000000251e-08,7.140061016999999779e-04,7.139940000000000219e-04,1.210170000000000010e-08,1.898870133101000042e-03,1.898869999999999985e-03,1.331009999999999936e-10,3.293589730235000051e-03,3.293589999999999886e-03,-2.697649999999999985e-10,4.560290504839999495e-03,4.560289999999999830e-03,5.048399999999999855e-10
2.200000000000000178e+00,-3.605051000000000396e-09,1.277489999999999897e-10,-3.732800000000000179e-09,6.506538159999999981e-05,6.503020000000000632e-05,3.518160000000000184e-08,7.153596438000000115e-04,7.153489999999999979e-04,1.064379999999999999e-08,1.908330127091000016e-03,1.908329999999999966e-03,1.270910000000000060e-10,3.344369719717000221e-03,3.344370000000000155e-03,-2.802830000000000133e-10,4.683280505673999804e-03,4.683279999999999735e-03,5.056740000000000056e-10
2.300000000000000266e+00,3.231355430000000255e-08,-8.024569999999999360e-11,3.239380000000000119e-08,6.564006380000000701e-05,6.560190000000000628e-05,3.816379999999999926e-08,7.180691503000000923e-04,7.180580000000000426e-04,1.115030000000000026e-08,1.913060117240999959e-03,1.913060000000000064e-03,1.172410000000000090e-10,3.389979712703999979e-03,3.389979999999999903e-03,-2.872959999999999972e-10,4.798530504505999980e-03,4.798529999999999636e-03,5.045060000000000154e-10
2.400000000000000355e+00,3.038713099999999814e-08,4.659309999999999702e-10,2.992119999999999796e-08,6.576125250000000350e-05,6.572470000000000449e-05,3.655250000000000256e-08,7.164117011899999660e-04,7.164069999999999596e-04,4.701190000000000389e-09,1.919510109894999924e-03,1.919509999999999923e-03,1.098949999999999989e-10,3.429129710199999882e-03,3.429129999999999852e-03,-2.898000000000000229e-10,4.894000505006999673e-03,4.893999999999999913e-03,5.050069999999999705e-10
2.500000000000000000e+00,3.052333100000000435e-08,4.691310000000000212e-10,3.005420000000000319e-08,6.514763070000000283e-05,6.510650000000000421e-05,4.113070000000000315e-08,7.164117267699999982e-04,7.164069999999999596e-04,4.726770000000000212e-09,1.925960097875599984e-03,1.925959999999999998e-03,9.787559999999999545e-11,3.460109706527000374e-03,3.460110000000000182e-03,-2.934729999999999956e-10,4.986460499498000104e-03,4.986459999999999851e-03,4.994979999999999640e-10
2.600000000000000089e+00,2.932562600000000057e-08,4.590259999999999822e-10,2.886660000000000121e-08,6.542406849999999978e-05,6.538169999999999778e-05,4.236849999999999984e-08,7.199258802600000395e-04,7.199209999999999941e-04,4.880259999999999854e-09,1.931550088526800017e-03,1.931549999999999977e-03,8.852680000000000443e-11,3.486359703687999870e-03,3.486359999999999980e-03,-2.963120000000000000e-10,5.066870497829000473e-03,5.066870000000000228e-03,4.978290000000000187e-10
2.700000000000000178e+00,2.794149999999999910e-08,4.468999999999999767e-10,2.749460000000000057e-08,6.544074350000000755e-05,6.539860000000000096e-05,4.214350000000000279e-08,7.205608741199999879e-04,7.205560000000000177e-04,4.874119999999999708e-09,1.931120073334999894e-03,1.931119999999999929e-03,7.333499999999999801e-11,3.514329699179999985e-03,3.514329999999999971e-03,-3.008200000000000014e-10,5.151590499164000227e-03,5.151590000000000162e-03,4.991639999999999939e-10
2.800000000000000266e+00,2.605644700000000206e-08,4.354470000000000060e-10,2.562100000000000158e-08,6.574574539999999924e-05,6.569930000000000301e-05,4.644539999999999845e-08,7.236520066199999884e-04,7.236470000000000055e-04,5.006620000000000233e-09,1.938870067659000020e-03,1.938870000000000090e-03,6.765900000000000645e-11,3.525949693503999897e-03,3.525949999999999918e-03,-3.064959999999999929e-10,5.206630492654000346e-03,5.206630000000000286e-03,4.926539999999999823e-10
2.900000000000000355e+00,2.596208499999999845e-08,4.229850000000000133e-10,2.553910000000000004e-08,6.573987460000000921e-05,6.569080000000000470e-05,4.907459999999999926e-08,7.251761084400000458e-04,7.251710000000000404e-04,5.108439999999999784e-09,1.936710056807799908e-03,1.936709999999999907e-03,5.680779999999999872e-11,3.536269689830000285e-03,3.536270000000000212e-03,-3.101699999999999743e-10,5.268130494156000182e-03,5.268130000000000208e-03,4.941560000000000459e-10
3.000000000000000000e+00,2.417899499999999939e-08,4.111949999999999950e-10,2.376780000000000058e-08,6.678450839999999897e-05,6.673659999999999391e-05,4.790840000000000302e-08,7.257691473200000810e-04,7.257640000000000532e-04,5.147319999999999964e-09,1.941440047792900069e-03,1.941440000000000006e-03,4.779289999999999762e-11,3.543589685488999965e-03,3.543590000000000108e-03,-3.145109999999999906e-10,5.315430489983000682e-03,5.315430000000000328e-03,4.899830000000000232e-10
3.100000000000000089e+00,2.252917499999999898e-08,3.995749999999999876e-10,2.212959999999999852e-08,6.618229739999999641e-05,6.613110000000000115e-05,5.119740000000000024e-08,7.286912721499999709e-04,7.286859999999999822e-04,5.272149999999999832e-09,1.950910041282099845e-03,1.950909999999999927e-03,4.128210000000000239e-11,3.555209682316999922e-03,3.555210000000000054e-03,-3.176830000000000082e-10,5.361880488314000638e-03,5.361880000000000292e-03,4.883139999999999745e-10
3.200000000000000178e+00,2.221678000000000235e-08,3.840799999999999806e-10,2.183270000000000134e-08,6.635364640000000682e-05,6.630050000000000667e-05,5.314640000000000002e-08,7.279713959600000311e-04,7.279660000000000297e-04,5.395959999999999635e-09,1.949620033268900004e-03,1.949619999999999999e-03,3.326889999999999691e-11,3.562949677641999956e-03,3.562950000000000058e-03,-3.223579999999999946e-10,5.392840484641000381e-03,5.392840000000000307e-03,4.846410000000000018e-10
3.300000000000000266e+00,2.068117499999999791e-08,3.739749999999999933e-10,2.030719999999999870e-08,6.608100439999999704e-05,6.602949999999999521e-05,5.150439999999999763e-08,7.310194967500000364e-04,7.310139999999999911e-04,5.496750000000000069e-09,1.954780023252400151e-03,1.954780000000000146e-03,2.325239999999999975e-11,3.574569674637000007e-03,3.574570000000000004e-03,-3.253629999999999755e-10,5.427240485475999521e-03,5.427239999999999842e-03,4.854760000000000304e-10
3.400000000000000355e+00,1.914595400000000008e-08,3.591539999999999780e-10,1.878680000000000051e-08,6.740226800000000259e-05,6.735059999999999853e-05,5.166800000000000314e-08,7.318245448399999988e-04,7.318189999999999808e-04,5.544839999999999642e-09,1.957360016073799846e-03,1.957360000000000003e-03,1.607379999999999882e-11,3.579729668292000108e-03,3.579730000000000151e-03,-3.317080000000000192e-10,5.451330483306000146e-03,5.451329999999999891e-03,4.833060000000000265e-10
3.500000000000000000e+00,1.898566500000000115e-08,3.473650000000000200e-10,1.863830000000000087e-08,6.690611059999999660e-05,6.685100000000000081e-05,5.511060000000000116e-08,7.320356753000000763e-04,7.320300000000000504e-04,5.675300000000000037e-09,1.965100008394479996e-03,1.965100000000000006e-03,8.394480000000000800e-12,3.587049663617000034e-03,3.587050000000000047e-03,-3.363830000000000056e-10,5.474550483973999668e-03,5.474549999999999902e-03,4.839739999999999667e-10
3.600000000000000089e+00,1.712423900000000175e-08,3.288390000000000160e-10,1.679540000000000096e-08,6.700064100000000238e-05,6.694839999999999754e-05,5.224099999999999775e-08,7.320357008800000001e-04,7.320300000000000504e-04,5.700879999999999860e-09,1.963379999880432696e-03,1.963379999999999813e-03,-1.195669999999999993e-13,3.587479659276000300e-03,3.587480000000000096e-03,-3.407240000000000220e-10,5.484010478798999680e-03,5.484010000000000100e-03,4.787990000000000337e-10
3.700000000000000178e+00,1.556550800000000055e-08,3.162080000000000210e-10,1.524929999999999944e-08,6.757357600000000065e-05,6.752000000000000406e-05,5.357600000000000276e-08,7.327557562300000349e-04,7.327500000000000029e-04,5.756230000000000087e-09,1.968969993036149939e-03,1.968970000000000008e-03,-6.963849999999999655e-12,3.594359653097999822e-03,3.594360000000000003e-03,-3.469019999999999773e-10,5.502500481636999827e-03,5.502499999999999579e-03,4.816369999999999778e-10
3.800000000000000266e+00,1.530498700000000287e-08,3.013870000000000057e-10,1.500360000000000142e-08,6.750612390000000141e-05,6.745220000000000447e-05,5.392390000000000153e-08,7.341536953200000120e-04,7.341469999999999897e-04,6.695319999999999995e-09,1.965959984856400188e-03,1.965960000000000103e-03,-1.514359999999999941e-11,3.602109650927999909e-03,3.602109999999999947e-03,-3.490719999999999812e-10,5.517980478297999751e-03,5.517979999999999587e-03,4.782979999999999752e-10
3.900000000000000355e+00,1.308258799999999978e-08,2.853880000000000179e-10,1.279719999999999961e-08,6.680662360000000431e-05,6.675360000000000408e-05,5.302359999999999710e-08,7.363556605399999280e-04,7.363489999999999662e-04,6.660539999999999832e-09,1.971119975841799637e-03,1.971119999999999817e-03,-2.415819999999999858e-11,3.603399645918999895e-03,3.603400000000000093e-03,-3.540809999999999894e-10,5.525720473957999174e-03,5.525719999999999590e-03,4.739579999999999674e-10
4.000000000000000000e+00,1.144648200000000018e-08,2.720820000000000227e-10,1.117439999999999979e-08,6.739806290000000834e-05,6.734640000000000288e-05,5.166289999999999868e-08,7.371767311200000221e-04,7.371699999999999911e-04,6.731120000000000223e-09,1.972839971167600001e-03,1.972840000000000010e-03,-2.883240000000000142e-11,3.615019642078999909e-03,3.615020000000000039e-03,-3.579209999999999989e-10,5.536470475126000108e-03,5.536469999999999933e-03,4.751259999999999576e-10
4.100000000000000533e+00,1.164016699999999898e-08,2.609670000000000047e-10,1.137919999999999975e-08,6.795964839999999666e-05,6.790530000000000188e-05,5.434839999999999980e-08,7.354428881000000043e-04,7.354349999999999950e-04,7.888099999999999675e-09,1.974129963822500358e-03,1.974130000000000155e-03,-3.617750000000000251e-11,3.610709637070000193e-03,3.610710000000000048e-03,-3.629300000000000071e-10,5.551520472454999494e-03,5.551519999999999892e-03,4.724549999999999986e-10
4.200000000000000178e+00,1.119486200000000100e-08,2.508620000000000173e-10,1.094400000000000026e-08,6.807950720000000000e-05,6.802810000000000009e-05,5.140720000000000256e-08,7.385746103599999347e-04,7.385669999999999779e-04,7.610360000000000591e-09,1.979289963154700054e-03,1.979289999999999869e-03,-3.684530000000000174e-11,3.621039636234999956e-03,3.621039999999999849e-03,-3.637649999999999841e-10,5.557980469951999750e-03,5.557979999999999692e-03,4.699520000000000332e-10
4.299999999999999822e+00,-3.978184999999999534e-09,2.409250000000000236e-10,-4.219109999999999920e-09,6.820567339999998894e-05,6.815509999999999396e-05,5.057340000000000074e-08,7.402687500000000196e-04,7.402609999999999789e-04,7.749999999999999914e-09,1.985309957979700113e-03,1.985310000000000113e-03,-4.202029999999999938e-11,3.627489632061000127e-03,3.627490000000000141e-03,-3.679390000000000154e-10,5.559700463607999965e-03,5.559699999999999885e-03,4.636079999999999980e-10
4.400000000000000355e+00,3.291199309999999995e-08,1.659310000000000045e-11,3.289539999999999954e-08,6.798664250000000355e-05,6.793500000000000602e-05,5.164250000000000070e-08,7.414106860600000069e-04,7.414029999999999622e-04,7.686059999999999409e-09,1.986169952303900102e-03,1.986170000000000210e-03,-4.769609999999999828e-11,3.624909626383999734e-03,3.624909999999999851e-03,-3.736160000000000155e-10,5.569160460770000362e-03,5.569160000000000083e-03,4.607700000000000022e-10
4.500000000000000000e+00,3.193428100000000019e-08,5.797810000000000475e-10,3.135449999999999797e-08,6.840379359999999430e-05,6.835409999999999663e-05,4.969359999999999971e-08,7.411145970599999303e-04,7.411069999999999637e-04,7.597059999999999406e-09,1.988749945626500006e-03,1.988750000000000066e-03,-5.437349999999999970e-11,3.638679628221000092e-03,3.638680000000000039e-03,-3.717790000000000249e-10,5.581630458266999620e-03,5.581629999999999751e-03,4.582669999999999851e-10
4.600000000000000533e+00,3.166837099999999857e-08,5.851709999999999638e-10,3.108319999999999871e-08,6.814840730000000025e-05,6.810009999999999534e-05,4.830730000000000006e-08,7.431044783999999183e-04,7.430969999999999633e-04,7.478399999999999322e-09,1.995629938949099961e-03,1.995629999999999973e-03,-6.105090000000000111e-11,3.634809623713000214e-03,3.634810000000000037e-03,-3.762869999999999746e-10,5.583780453926000080e-03,5.583779999999999993e-03,4.539260000000000205e-10
4.700000000000000178e+00,2.997996000000000159e-08,5.809600000000000287e-10,2.939900000000000074e-08,6.849201089999999931e-05,6.844310000000000205e-05,4.891090000000000157e-08,7.444165315900000152e-04,7.444090000000000212e-04,7.531589999999999218e-09,1.987029923924899660e-03,1.987029999999999873e-03,-7.607509999999999923e-11,3.646859622043000133e-03,3.646860000000000032e-03,-3.779569999999999802e-10,5.587650448418000210e-03,5.587650000000000429e-03,4.484180000000000225e-10
4.800000000000000711e+00,2.820818099999999834e-08,5.701809999999999980e-10,2.763799999999999906e-08,6.861010679999999140e-05,6.856159999999999761e-05,4.850680000000000128e-08,7.439085402900000700e-04,7.439010000000000457e-04,7.540289999999999818e-09,1.991759925093399951e-03,1.991759999999999971e-03,-7.490660000000000477e-11,3.646859617869000012e-03,3.646860000000000032e-03,-3.821310000000000114e-10,5.602700445914000557e-03,5.602700000000000388e-03,4.459139999999999968e-10
4.900000000000000355e+00,2.786712899999999876e-08,5.619290000000000351e-10,2.730519999999999955e-08,6.846324510000000008e-05,6.841770000000000056e-05,4.554510000000000064e-08,7.463635321000000166e-04,7.463559999999999943e-04,7.532099999999999663e-09,1.998639913240999721e-03,1.998639999999999878e-03,-8.675899999999999736e-11,3.648579614529999689e-03,3.648579999999999792e-03,-3.854700000000000141e-10,5.599690440571999939e-03,5.599690000000000049e-03,4.405719999999999754e-10
5.000000000000000000e+00,2.596785500000000142e-08,5.516549999999999939e-10,2.541620000000000163e-08,6.861631519999999312e-05,6.857009999999999592e-05,4.621519999999999815e-08,7.470405392699999963e-04,7.470330000000000286e-04,7.539270000000000581e-09,1.997779902557100112e-03,1.997780000000000215e-03,-9.744289999999999549e-11,3.653309612358999862e-03,3.653309999999999891e-03,-3.876409999999999748e-10,5.607860438235000473e-03,5.607860000000000102e-03,4.382349999999999865e-10
5.100000000000000533e+00,2.431052900000000052e-08,5.427290000000000394e-10,2.376780000000000058e-08,6.783260600000000145e-05,6.778680000000000632e-05,4.580600000000000002e-08,7.481834333900000238e-04,7.481760000000000277e-04,7.433389999999999701e-09,2.002079894042999714e-03,2.002079999999999832e-03,-1.059570000000000018e-10,3.659339609187000058e-03,3.659340000000000075e-03,-3.908129999999999924e-10,5.618610435730999469e-03,5.618609999999999577e-03,4.357310000000000125e-10
5.200000000000000178e+00,2.443436599999999983e-08,5.334659999999999857e-10,2.390090000000000129e-08,6.882083809999999901e-05,6.877759999999999690e-05,4.323809999999999858e-08,7.489883842900000145e-04,7.489810000000000174e-04,7.384289999999999943e-09,2.001649883692999728e-03,2.001649999999999784e-03,-1.163069999999999971e-10,3.667939608018000366e-03,3.667940000000000176e-03,-3.919819999999999912e-10,5.625060431057000293e-03,5.625060000000000303e-03,4.310569999999999829e-10
5.300000000000000711e+00,2.342086100000000044e-08,5.233610000000000500e-10,2.289750000000000039e-08,6.800810409999999949e-05,6.796460000000000316e-05,4.350410000000000242e-08,7.499193326300000826e-04,7.499120000000000395e-04,7.332629999999999731e-09,2.008959876348000075e-03,2.008960000000000173e-03,-1.236519999999999986e-10,3.665789601674000146e-03,3.665789999999999934e-03,-3.983259999999999747e-10,5.628070426884000145e-03,5.628069999999999774e-03,4.268840000000000119e-10
5.400000000000000355e+00,2.168113000000000245e-08,5.139300000000000027e-10,2.116720000000000110e-08,6.858412689999999502e-05,6.854049999999999878e-05,4.362689999999999872e-08,7.489032865899999773e-04,7.488959999999999801e-04,7.286590000000000167e-09,2.011109866498999796e-03,2.011109999999999981e-03,-1.335010000000000129e-10,3.669659597833999781e-03,3.669659999999999936e-03,-4.021659999999999841e-10,5.634090422877999563e-03,5.634089999999999585e-03,4.228779999999999742e-10
5.500000000000000000e+00,2.029779899999999963e-08,5.076990000000000063e-10,1.979009999999999931e-08,6.854352789999999687e-05,6.850229999999999633e-05,4.122789999999999822e-08,7.513161341700000080e-04,7.513090000000000263e-04,7.134169999999999984e-09,2.013689858819999855e-03,2.013689999999999838e-03,-1.411799999999999974e-10,3.671379594660999918e-03,3.671380000000000129e-03,-4.053390000000000103e-10,5.635380414864999722e-03,5.635379999999999730e-03,4.148649999999999937e-10
5.600000000000000533e+00,2.052795699999999978e-08,4.972569999999999714e-10,2.003069999999999950e-08,6.940001230000000061e-05,6.935770000000000173e-05,4.231229999999999832e-08,7.534321888999999774e-04,7.534249999999999498e-04,7.188900000000000270e-09,2.006809846801000004e-03,2.006809999999999931e-03,-1.531989999999999897e-10,3.679559592157000299e-03,3.679560000000000122e-03,-4.078429999999999843e-10,5.646130413028999963e-03,5.646130000000000072e-03,4.130290000000000117e-10
