# sweep_type: output
# time: 1675793296.9149408
# time_str: 07/02/2023 13:08
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
0.000000000000000000e+00,3.334919999999999481e-09,-3.182430000000000145e-09,6.517349999999999626e-09
1.000000000000000056e-01,1.626570000000000102e-09,-3.357630000000000119e-09,4.984200000000000221e-09
2.000000000000000111e-01,-6.880000000000001057e-11,-3.600780000000000050e-09,3.531980000000000039e-09
3.000000000000000444e-01,-2.253439999999999613e-09,-3.813779999999999625e-09,1.560340000000000011e-09
4.000000000000000222e-01,-2.692899999999999665e-09,-4.010439999999999646e-09,1.317539999999999981e-09
5.000000000000000000e-01,2.373619999999999916e-09,-4.160609999999999760e-09,6.534229999999999676e-09
6.000000000000000888e-01,1.826403000000000026e-08,3.048730000000000080e-09,1.521530000000000059e-08
7.000000000000000666e-01,1.274401000000000137e-08,-1.539189999999999934e-09,1.428320000000000047e-08
8.000000000000000444e-01,1.055928000000000037e-08,-1.772620000000000027e-09,1.233190000000000040e-08
9.000000000000000222e-01,9.430509999999999522e-09,-1.974389999999999838e-09,1.140489999999999977e-08
1.000000000000000000e+00,9.312700000000000732e-09,-2.168999999999999851e-09,1.148170000000000017e-08
1.100000000000000089e+00,-6.677419999999999881e-09,-2.333480000000000094e-09,-4.343939999999999787e-09
1.200000000000000178e+00,3.209697199999999718e-08,-8.112800000000000409e-11,3.217809999999999748e-08
1.300000000000000044e+00,2.594804119999999839e-08,-2.265880000000000115e-11,2.597069999999999842e-08
1.400000000000000133e+00,2.475230700000000081e-08,3.386070000000000075e-10,2.441369999999999977e-08
1.500000000000000000e+00,2.504572400000000275e-08,3.401239999999999930e-10,2.470560000000000121e-08
1.600000000000000089e+00,2.280564699999999918e-08,3.330469999999999770e-10,2.247260000000000034e-08
1.700000000000000178e+00,2.108185900000000116e-08,3.249590000000000252e-10,2.075689999999999974e-08
1.800000000000000044e+00,2.160820099999999855e-08,3.135010000000000117e-10,2.129470000000000009e-08
1.900000000000000133e+00,1.961430600000000107e-08,3.017060000000000022e-10,1.931260000000000050e-08
2.000000000000000000e+00,1.833161299999999738e-08,2.840130000000000097e-10,1.804759999999999876e-08
2.100000000000000089e+00,1.813642899999999885e-08,2.732289999999999878e-10,1.786320000000000010e-08
2.200000000000000178e+00,1.665612700000000116e-08,2.577270000000000241e-10,1.639840000000000078e-08
2.300000000000000266e+00,1.495237799999999855e-08,2.440779999999999816e-10,1.470829999999999976e-08
2.400000000000000355e+00,1.463181200000000121e-08,2.257120000000000060e-10,1.440610000000000053e-08
2.500000000000000000e+00,1.325636899999999989e-08,2.125689999999999874e-10,1.304379999999999998e-08
2.600000000000000089e+00,1.129875500000000045e-08,1.960550000000000018e-10,1.110270000000000055e-08
2.700000000000000178e+00,1.132935300000000010e-08,1.805530000000000123e-10,1.114880000000000021e-08
2.800000000000000266e+00,1.045669800000000028e-08,1.631979999999999983e-10,1.029350000000000049e-08
2.900000000000000355e+00,-3.586859999999999751e-09,1.527499999999999895e-10,-3.739609999999999662e-09
3.000000000000000000e+00,3.308129489999999993e-08,-5.450510000000000289e-11,3.313580000000000214e-08
3.100000000000000089e+00,3.154829899999999836e-08,4.969990000000000329e-10,3.105130000000000092e-08
3.200000000000000178e+00,3.131337300000000033e-08,4.976730000000000246e-10,3.081569999999999979e-08
3.300000000000000266e+00,2.947671599999999865e-08,4.894160000000000189e-10,2.898729999999999977e-08
3.400000000000000355e+00,2.695262499999999945e-08,4.749249999999999911e-10,2.647770000000000091e-08
3.500000000000000000e+00,2.709979800000000291e-08,4.632979999999999753e-10,2.663650000000000164e-08
3.600000000000000089e+00,2.554231400000000217e-08,4.525140000000000051e-10,2.508980000000000077e-08
3.700000000000000178e+00,2.431371000000000206e-08,4.429100000000000246e-10,2.387080000000000157e-08
3.800000000000000266e+00,2.408238899999999845e-08,4.317890000000000069e-10,2.365059999999999937e-08
3.900000000000000355e+00,2.300204699999999821e-08,4.218470000000000220e-10,2.258019999999999860e-08
4.000000000000000000e+00,2.071367999999999996e-08,4.125799999999999856e-10,2.030109999999999972e-08
4.100000000000000533e+00,2.007390600000000142e-08,4.028059999999999943e-10,1.967110000000000003e-08
4.200000000000000178e+00,1.988531500000000021e-08,3.883150000000000182e-10,1.949699999999999916e-08
4.299999999999999822e+00,1.802988900000000100e-08,3.766890000000000110e-10,1.765320000000000021e-08
4.400000000000000355e+00,1.613883100000000217e-08,3.652309999999999974e-10,1.577360000000000103e-08
4.500000000000000000e+00,1.617144999999999755e-08,3.517500000000000002e-10,1.581969999999999904e-08
4.600000000000000533e+00,1.492725400000000016e-08,3.367539999999999830e-10,1.459049999999999919e-08
4.700000000000000178e+00,1.322877399999999963e-08,3.232739999999999944e-10,1.290549999999999933e-08
4.800000000000000711e+00,1.265699400000000018e-08,3.097940000000000057e-10,1.234720000000000054e-08
4.900000000000000355e+00,1.171495200000000060e-08,2.998520000000000208e-10,1.141510000000000042e-08
5.000000000000000000e+00,-4.502137000000000208e-09,2.873830000000000198e-10,-4.789520000000000228e-09
5.100000000000000533e+00,3.360505709999999883e-08,3.395709999999999795e-11,3.357110000000000208e-08
5.200000000000000178e+00,3.326921699999999802e-08,6.456169999999999637e-10,3.262359999999999972e-08
5.300000000000000711e+00,3.366850299999999900e-08,6.505030000000000025e-10,3.301799999999999827e-08
5.400000000000000355e+00,3.165726499999999863e-08,6.469650000000000504e-10,3.101030000000000075e-08
5.500000000000000000e+00,2.924734500000000122e-08,6.390450000000000406e-10,2.860830000000000015e-08
5.600000000000000533e+00,2.988931999999999993e-08,6.306200000000000412e-10,2.925870000000000113e-08
5.700000000000000178e+00,2.819656899999999923e-08,6.228690000000000336e-10,2.757369999999999961e-08
5.800000000000000711e+00,2.618071200000000214e-08,6.146120000000000279e-10,2.556610000000000087e-08
5.900000000000000355e+00,2.634078200000000074e-08,6.056820000000000390e-10,2.573510000000000060e-08
6.000000000000000000e+00,2.434802100000000078e-08,6.001210000000000000e-10,2.374789999999999985e-08
6.100000000000000533e+00,2.316578500000000139e-08,5.906850000000000132e-10,2.257510000000000076e-08
6.200000000000000178e+00,2.285174499999999986e-08,5.839449999999999930e-10,2.226780000000000038e-08
6.300000000000000711e+00,2.147868500000000212e-08,5.783849999999999626e-10,2.090030000000000154e-08
6.400000000000000355e+00,2.009475000000000198e-08,5.721500000000000353e-10,1.952260000000000039e-08
6.500000000000000000e+00,1.974916800000000097e-08,5.645680000000000299e-10,1.918460000000000094e-08
6.600000000000000533e+00,1.745894699999999736e-08,5.534469999999999604e-10,1.690549999999999875e-08
6.700000000000000178e+00,1.677353399999999888e-08,5.492340000000000082e-10,1.622429999999999990e-08
6.800000000000000711e+00,1.616456100000000183e-08,5.394610000000000255e-10,1.562510000000000139e-08
6.900000000000000355e+00,1.542441000000000133e-08,5.317100000000000178e-10,1.489270000000000007e-08
7.000000000000000000e+00,1.376611100000000129e-08,5.226110000000000268e-10,1.324350000000000043e-08
7.100000000000000533e+00,1.261419299999999997e-08,5.178929999999999817e-10,1.209629999999999927e-08
7.200000000000000178e+00,1.288321000000000105e-08,5.103099999999999676e-10,1.237290000000000057e-08
7.300000000000000711e+00,1.127231399999999913e-08,5.076140000000000009e-10,1.076469999999999944e-08
7.400000000000000355e+00,-3.512599999999999637e-09,5.035700000000000509e-10,-4.016169999999999791e-09
7.500000000000000000e+00,3.269015399999999969e-08,2.816539999999999871e-10,3.240850000000000198e-08
7.600000000000000533e+00,3.376520500000000076e-08,8.650049999999999510e-10,3.290020000000000101e-08
7.700000000000000178e+00,3.213889800000000136e-08,8.826980000000000469e-10,3.125620000000000297e-08
7.800000000000000711e+00,3.038763499999999998e-08,8.830350000000000428e-10,2.950460000000000004e-08
