# sweep_type: output
# time: 1675793296.9149408
# time_str: 07/02/2023 13:08
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
7.900000000000000355e+00,3.001053300000000320e-08,8.798329999999999746e-10,2.913070000000000157e-08
8.000000000000000000e+00,2.917202599999999978e-08,8.761260000000000204e-10,2.829589999999999862e-08
8.099999999999999645e+00,2.707631499999999823e-08,8.751150000000000329e-10,2.620119999999999840e-08
8.200000000000001066e+00,2.589153000000000024e-08,8.734299999999999503e-10,2.501810000000000153e-08
8.300000000000000711e+00,2.603023600000000127e-08,8.739359999999999484e-10,2.515630000000000008e-08
8.400000000000000355e+00,2.376704100000000017e-08,8.744410000000000412e-10,2.289260000000000013e-08
8.500000000000000000e+00,2.204137800000000003e-08,8.747780000000000371e-10,2.116659999999999844e-08
8.599999999999999645e+00,2.268988000000000147e-08,8.779800000000000018e-10,2.181190000000000158e-08
8.700000000000001066e+00,2.059787600000000039e-08,8.806759999999999685e-10,1.971720000000000135e-08
8.800000000000000711e+00,1.928795500000000259e-08,8.818549999999999497e-10,1.840610000000000161e-08
8.900000000000000355e+00,1.923340899999999892e-08,8.837090000000000345e-10,1.834969999999999920e-08
9.000000000000000000e+00,1.769903099999999850e-08,8.857310000000000095e-10,1.681329999999999942e-08
9.099999999999999645e+00,1.647425699999999836e-08,8.850570000000000178e-10,1.558919999999999907e-08
9.200000000000001066e+00,1.651626799999999986e-08,8.860680000000000053e-10,1.563019999999999923e-08
9.300000000000000711e+00,1.449326800000000054e-08,8.860680000000000053e-10,1.360719999999999991e-08
9.400000000000000355e+00,1.351446299999999980e-08,8.855630000000000158e-10,1.262889999999999968e-08
9.500000000000000000e+00,1.335980699999999988e-08,8.896069999999999659e-10,1.247019999999999939e-08
9.600000000000001421e+00,1.186074699999999988e-08,8.963469999999999861e-10,1.096439999999999990e-08
9.700000000000001066e+00,-3.751578000000000587e-09,9.047719999999999854e-10,-4.656350000000000366e-09
9.800000000000000711e+00,3.467854999999999788e-08,6.823500000000000270e-10,3.399619999999999971e-08
9.900000000000000355e+00,3.941575999999999666e-08,6.843360000000000241e-09,3.257239999999999725e-08
1.000000000000000000e+01,4.398227999999999962e-08,7.005279999999999615e-09,3.697700000000000083e-08
