# sweep_type: output
# time: 1675794169.8614788
# time_str: 07/02/2023 13:22
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
2.900000000000000355e+00,6.646069250999999810e-05,6.645509999999999330e-05,5.592510000000000161e-09
3.000000000000000000e+00,6.574020959999999877e-05,6.573440000000000543e-05,5.809600000000000287e-09
3.100000000000000089e+00,6.672427089999998970e-05,6.671799999999999378e-05,6.270899999999999924e-09
3.200000000000000178e+00,6.677514872999999230e-05,6.676879999999999675e-05,6.348730000000000264e-09
3.300000000000000266e+00,6.656790440000000079e-05,6.656109999999999533e-05,6.804400000000000202e-09
3.400000000000000355e+00,6.653023380000000530e-05,6.652290000000000644e-05,7.333799999999999635e-09
3.500000000000000000e+00,6.726827018000000255e-05,6.726060000000000448e-05,7.670179999999999666e-09
3.600000000000000089e+00,6.710310841999999926e-05,6.709530000000000116e-05,7.808419999999999388e-09
3.700000000000000178e+00,6.704452965000000982e-05,6.703590000000000644e-05,8.629649999999999456e-09
3.800000000000000266e+00,6.791396704999999947e-05,6.790499999999999444e-05,8.967049999999999552e-09
3.900000000000000355e+00,6.704475390000000823e-05,6.703590000000000644e-05,8.853900000000000620e-09
4.000000000000000000e+00,6.735110400000000397e-05,6.734120000000000503e-05,9.904000000000000541e-09
4.100000000000000533e+00,6.750735905799999626e-05,6.750649999999999479e-05,8.590580000000000128e-10
4.200000000000000178e+00,6.711403829999999348e-05,6.705709999999999872e-05,5.693829999999999972e-08
4.299999999999999822e+00,6.805859869999999492e-05,6.800249999999999817e-05,5.609870000000000192e-08
4.400000000000000355e+00,6.775787000000000183e-05,6.770580000000000489e-05,5.207000000000000238e-08
4.500000000000000000e+00,6.835746409999999033e-05,6.830779999999999675e-05,4.966409999999999934e-08
4.600000000000000533e+00,6.826828219999999889e-05,6.821869999999999790e-05,4.958219999999999779e-08
4.700000000000000178e+00,6.809068899999999157e-05,6.804489999999999627e-05,4.578900000000000060e-08
4.800000000000000711e+00,6.847479459999999691e-05,6.843070000000000196e-05,4.409459999999999702e-08
4.900000000000000355e+00,6.902979009999999857e-05,6.898610000000000007e-05,4.369010000000000157e-08
5.000000000000000000e+00,6.880687160000001064e-05,6.876570000000000469e-05,4.117159999999999791e-08
5.100000000000000533e+00,6.816984260000000370e-05,6.812970000000000603e-05,4.014260000000000239e-08
5.200000000000000178e+00,6.739058219999999203e-05,6.734959999999999634e-05,4.098220000000000020e-08
5.300000000000000711e+00,6.894382300000001192e-05,6.890560000000000651e-05,3.822299999999999756e-08
5.400000000000000355e+00,6.925165659999998880e-05,6.921499999999999376e-05,3.665660000000000016e-08
5.500000000000000000e+00,6.964656570000000383e-05,6.960929999999999776e-05,3.726570000000000129e-08
5.600000000000000533e+00,6.901713860000000054e-05,6.898190000000000441e-05,3.523860000000000030e-08
5.700000000000000178e+00,6.926160009999999254e-05,6.922779999999999472e-05,3.380009999999999705e-08
5.800000000000000711e+00,6.837032750000000359e-05,6.833750000000000089e-05,3.282750000000000063e-08
5.900000000000000355e+00,6.901393409999999795e-05,6.898190000000000441e-05,3.203409999999999963e-08
6.000000000000000000e+00,7.027876980000001030e-05,7.024950000000000562e-05,2.926979999999999916e-08
6.100000000000000533e+00,6.940877400000000760e-05,6.938040000000000407e-05,2.837399999999999983e-08
6.200000000000000178e+00,6.939987470000000291e-05,6.937190000000000576e-05,2.797470000000000101e-08
6.300000000000000711e+00,6.985508210000000381e-05,6.982980000000000014e-05,2.528209999999999979e-08
6.400000000000000355e+00,7.013890290000000360e-05,7.011379999999999945e-05,2.510290000000000107e-08
6.500000000000000000e+00,6.926071420000000064e-05,6.923619999999999959e-05,2.451420000000000123e-08
6.600000000000000533e+00,6.919543509999999213e-05,6.917259999999999566e-05,2.283510000000000110e-08
6.700000000000000178e+00,7.045744790000000039e-05,7.043600000000000121e-05,2.144789999999999911e-08
6.800000000000000711e+00,6.944413529999999863e-05,6.942280000000000217e-05,2.133529999999999849e-08
6.900000000000000355e+00,7.020178859999999944e-05,7.018159999999999904e-05,2.018860000000000119e-08
7.000000000000000000e+00,7.056523680000000465e-05,7.054619999999999890e-05,1.903679999999999944e-08
7.100000000000000533e+00,7.006144319999999383e-05,7.004169999999999721e-05,1.974320000000000106e-08
7.200000000000000178e+00,6.943725010000000161e-05,6.941849999999999952e-05,1.875010000000000125e-08
7.300000000000000711e+00,7.092813729999999201e-05,7.091079999999999877e-05,1.733730000000000133e-08
7.400000000000000355e+00,7.095410309999999865e-05,7.093629999999999370e-05,1.780309999999999945e-08
7.500000000000000000e+00,7.040220180000000393e-05,7.038510000000000480e-05,1.710179999999999899e-08
7.600000000000000533e+00,7.127919780000000491e-05,7.126270000000000467e-05,1.649779999999999901e-08
7.700000000000000178e+00,6.991369849999999359e-05,6.989759999999999973e-05,1.609850000000000019e-08
7.800000000000000711e+00,7.051979879999998918e-05,7.050389999999999424e-05,1.589880000000000139e-08
7.900000000000000355e+00,7.117954779999999986e-05,7.116520000000000094e-05,1.434779999999999961e-08
8.000000000000000000e+00,7.107795010000000099e-05,7.106350000000000156e-05,1.445010000000000080e-08
8.099999999999999645e+00,7.144234539999999481e-05,7.142810000000000142e-05,1.424539999999999963e-08
8.200000000000001066e+00,7.174218339999999890e-05,7.172909999999999735e-05,1.308340000000000054e-08
8.300000000000000711e+00,7.199205300000000290e-05,7.197919999999999687e-05,1.285299999999999935e-08
8.400000000000000355e+00,7.252592029999999914e-05,7.251340000000000270e-05,1.252030000000000028e-08
8.500000000000000000e+00,7.235597729999999493e-05,7.234379999999999674e-05,1.217730000000000012e-08
8.599999999999999645e+00,7.231227190000000065e-05,7.230139999999999863e-05,1.087189999999999924e-08
8.700000000000001066e+00,7.281274600000000761e-05,7.280170000000000467e-05,1.104600000000000011e-08
8.800000000000000711e+00,7.330367569999999362e-05,7.329349999999999884e-05,1.017569999999999992e-08
8.900000000000000355e+00,7.217642345999999726e-05,7.216999999999999511e-05,6.423460000000000067e-09
9.000000000000000000e+00,7.253635871999999148e-05,7.253459999999999498e-05,1.758719999999999899e-09
9.099999999999999645e+00,7.343053871999999924e-05,7.342909999999999802e-05,1.438719999999999970e-09
9.200000000000001066e+00,7.327338391000001012e-05,7.327230000000000657e-05,1.083910000000000034e-09
9.300000000000000711e+00,7.359029029999999993e-05,7.352660000000000174e-05,6.369029999999999957e-08
9.400000000000000355e+00,7.375858999999999476e-05,7.369619999999999416e-05,6.239000000000000479e-08
9.500000000000000000e+00,7.366025560000001018e-05,7.359870000000000398e-05,6.155560000000000362e-08
9.600000000000001421e+00,7.460966109999999643e-05,7.455260000000000175e-05,5.706110000000000265e-08
9.700000000000001066e+00,7.443462229999999542e-05,7.437880000000000012e-05,5.582229999999999820e-08
9.800000000000000711e+00,7.505706979999999130e-05,7.500199999999999782e-05,5.506979999999999857e-08
9.900000000000000355e+00,7.484096429999999344e-05,7.478999999999999375e-05,5.096430000000000195e-08
1.000000000000000000e+01,7.516661969999999270e-05,7.511649999999999816e-05,5.011969999999999847e-08
