# sweep_type: output
# time: 1675793503.2972145
# time_str: 07/02/2023 13:11
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
0.000000000000000000e+00,3.557939000000000239e-08,-6.000009999999999839e-09,4.157939999999999975e-08
1.000000000000000056e-01,4.615563000000000101e-08,4.325329999999999993e-09,4.183030000000000102e-08
2.000000000000000111e-01,4.282332000000000180e-08,3.911119999999999621e-09,3.891220000000000217e-08
3.000000000000000444e-01,4.065456999999999768e-08,3.518869999999999864e-09,3.713569999999999947e-08
4.000000000000000222e-01,3.977703999999999895e-08,3.127640000000000172e-09,3.664940000000000126e-08
5.000000000000000000e-01,3.821168999999999877e-08,2.811490000000000183e-09,3.540019999999999693e-08
6.000000000000000888e-01,3.581092999999999971e-08,2.504529999999999829e-09,3.330640000000000236e-08
7.000000000000000666e-01,3.461726000000000170e-08,2.196560000000000116e-09,3.242069999999999993e-08
8.000000000000000444e-01,3.364536000000000343e-08,1.854359999999999995e-09,3.179100000000000323e-08
9.000000000000000222e-01,3.084878000000000315e-08,1.556080000000000069e-09,2.929269999999999998e-08
1.000000000000000000e+00,2.818286000000000001e-08,1.188859999999999966e-09,2.699400000000000005e-08
1.100000000000000089e+00,2.681958600000000165e-08,1.941859999999999951e-10,2.662540000000000031e-08
1.200000000000000178e+00,1.792305200000000111e-08,2.157519999999999959e-10,1.770730000000000067e-08
1.300000000000000044e+00,1.637962499999999802e-08,2.132250000000000056e-10,1.616639999999999910e-08
1.400000000000000133e+00,1.574407299999999868e-08,2.022729999999999900e-10,1.554180000000000024e-08
1.500000000000000000e+00,1.385929800000000092e-08,1.860979999999999916e-10,1.367320000000000030e-08
1.600000000000000089e+00,1.240216500000000046e-08,1.675650000000000050e-10,1.223459999999999992e-08
1.700000000000000178e+00,1.151619499999999965e-08,1.518949999999999961e-10,1.136429999999999973e-08
1.800000000000000044e+00,1.097596699999999955e-08,1.338669999999999990e-10,1.084209999999999919e-08
1.900000000000000133e+00,-3.320191000000000203e-09,1.158390000000000019e-10,-3.436030000000000179e-09
