# sweep_type: output
# time: 1675793503.2972145
# time_str: 07/02/2023 13:11
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
2.000000000000000000e+00,3.103155140000000213e-08,-8.364859999999999639e-11,3.111520000000000191e-08
2.100000000000000089e+00,2.933412799999999761e-08,4.356280000000000078e-10,2.889849999999999900e-08
2.200000000000000178e+00,2.926112600000000023e-08,4.292259999999999920e-10,2.883190000000000091e-08
2.300000000000000266e+00,2.749511599999999962e-08,4.191160000000000135e-10,2.707600000000000039e-08
2.400000000000000355e+00,2.557254300000000000e-08,4.061429999999999798e-10,2.516640000000000028e-08
2.500000000000000000e+00,2.399280099999999795e-08,3.930009999999999956e-10,2.359979999999999868e-08
2.600000000000000089e+00,2.395824800000000149e-08,3.788480000000000239e-10,2.357940000000000069e-08
2.700000000000000178e+00,2.162236800000000149e-08,3.621679999999999843e-10,2.126020000000000068e-08
2.800000000000000266e+00,2.006036100000000155e-08,3.461609999999999795e-10,1.971420000000000126e-08
2.900000000000000355e+00,2.018491400000000080e-08,3.325140000000000059e-10,1.985239999999999981e-08
3.000000000000000000e+00,1.761380200000000117e-08,3.160020000000000116e-10,1.729779999999999955e-08
3.100000000000000089e+00,1.637133100000000111e-08,2.971309999999999948e-10,1.607419999999999977e-08
3.200000000000000178e+00,1.602604000000000022e-08,2.794400000000000194e-10,1.574660000000000020e-08
3.300000000000000266e+00,1.418791599999999909e-08,2.587159999999999780e-10,1.392919999999999942e-08
3.400000000000000355e+00,1.277235699999999980e-08,2.408570000000000090e-10,1.253150000000000041e-08
3.500000000000000000e+00,1.227717199999999992e-08,2.268720000000000051e-10,1.205030000000000005e-08
3.600000000000000089e+00,1.044528199999999913e-08,2.123820000000000117e-10,1.023289999999999927e-08
3.700000000000000178e+00,-3.534056999999999969e-09,1.989030000000000058e-10,-3.732959999999999897e-09
3.800000000000000266e+00,3.197225510000000359e-08,-1.844490000000000110e-11,3.199070000000000204e-08
3.900000000000000355e+00,3.071896300000000341e-08,5.252630000000000296e-10,3.019370000000000255e-08
4.000000000000000000e+00,3.051315199999999882e-08,5.242520000000000421e-10,2.998889999999999929e-08
4.100000000000000533e+00,2.799213899999999810e-08,5.168390000000000389e-10,2.747529999999999920e-08
4.200000000000000178e+00,2.636170199999999905e-08,5.042019999999999924e-10,2.585749999999999844e-08
4.299999999999999822e+00,2.614274899999999732e-08,4.900489999999999690e-10,2.565269999999999849e-08
4.400000000000000355e+00,2.383981399999999735e-08,4.806139999999999908e-10,2.335919999999999850e-08
4.500000000000000000e+00,2.239192399999999854e-08,4.661239999999999715e-10,2.192579999999999970e-08
4.600000000000000533e+00,2.192257699999999801e-08,4.524769999999999979e-10,2.147009999999999847e-08
4.700000000000000178e+00,2.090194600000000015e-08,4.403460000000000012e-10,2.046159999999999973e-08
4.800000000000000711e+00,1.852550200000000330e-08,4.240020000000000006e-10,1.810150000000000165e-08
4.900000000000000355e+00,1.821339299999999859e-08,4.138929999999999789e-10,1.779950000000000000e-08
5.000000000000000000e+00,1.725112899999999820e-08,3.987290000000000197e-10,1.685239999999999942e-08
5.100000000000000533e+00,1.543723499999999999e-08,3.869350000000000188e-10,1.505029999999999879e-08
5.200000000000000178e+00,1.377540200000000003e-08,3.684020000000000064e-10,1.340700000000000054e-08
5.300000000000000711e+00,1.376993200000000005e-08,3.527319999999999975e-10,1.341719999999999953e-08
5.400000000000000355e+00,1.165403800000000020e-08,3.409379999999999966e-10,1.131310000000000057e-08
5.500000000000000000e+00,1.044792800000000053e-08,3.276280000000000188e-10,1.012030000000000030e-08
5.600000000000000533e+00,1.054481299999999941e-08,3.170129999999999991e-10,1.022779999999999977e-08
5.700000000000000178e+00,-2.616690999999999893e-09,3.074090000000000186e-10,-2.924099999999999860e-09
5.800000000000000711e+00,3.166747400000000049e-08,1.375740000000000049e-10,3.152989999999999966e-08
5.900000000000000355e+00,2.996424600000000183e-08,6.408459999999999809e-10,2.932339999999999906e-08
6.000000000000000000e+00,2.804102999999999907e-08,6.425299999999999515e-10,2.739849999999999881e-08
6.100000000000000533e+00,2.803648099999999820e-08,6.379810000000000120e-10,2.739849999999999881e-08
6.200000000000000178e+00,2.573340099999999833e-08,6.336009999999999713e-10,2.509979999999999888e-08
6.300000000000000711e+00,2.409255000000000155e-08,6.258499999999999636e-10,2.346670000000000128e-08
6.400000000000000355e+00,2.430668499999999939e-08,6.197850000000000471e-10,2.368690000000000017e-08
6.500000000000000000e+00,2.190219199999999819e-08,6.111919999999999507e-10,2.129099999999999855e-08
6.600000000000000533e+00,2.050737799999999767e-08,6.037780000000000423e-10,1.990359999999999897e-08
6.700000000000000178e+00,2.061121699999999810e-08,5.950169999999999523e-10,2.001619999999999960e-08
6.800000000000000711e+00,1.837052400000000000e-08,5.864239999999999593e-10,1.778410000000000107e-08
6.900000000000000355e+00,1.683262499999999883e-08,5.741250000000000207e-10,1.625849999999999964e-08
7.000000000000000000e+00,1.674841100000000080e-08,5.667110000000000089e-10,1.618169999999999924e-08
7.100000000000000533e+00,1.486392800000000017e-08,5.559280000000000473e-10,1.430799999999999981e-08
7.200000000000000178e+00,1.335162799999999992e-08,5.436279999999999967e-10,1.280799999999999961e-08
7.300000000000000711e+00,1.302816299999999994e-08,5.375629999999999768e-10,1.249060000000000069e-08
7.400000000000000355e+00,1.264822900000000037e-08,5.313289999999999547e-10,1.211689999999999980e-08
7.500000000000000000e+00,1.058680399999999950e-08,5.229039999999999554e-10,1.006389999999999954e-08
7.600000000000000533e+00,-3.460493000000000036e-09,5.181870000000000222e-10,-3.978680000000000161e-09
7.700000000000000178e+00,3.218839700000000092e-08,3.154970000000000221e-10,3.187289999999999816e-08
7.800000000000000711e+00,3.304736999999999690e-08,8.775700000000000001e-10,3.216979999999999866e-08
7.900000000000000355e+00,3.047285300000000042e-08,8.883529999999999618e-10,2.958449999999999932e-08
8.000000000000000000e+00,2.870496900000000132e-08,8.866689999999999911e-10,2.781830000000000102e-08
8.099999999999999645e+00,2.831093700000000096e-08,8.868369999999999848e-10,2.742410000000000004e-08
8.200000000000001066e+00,2.655683599999999819e-08,8.836360000000000286e-10,2.567319999999999857e-08
8.300000000000000711e+00,2.454734000000000056e-08,8.809399999999999585e-10,2.366640000000000008e-08
8.400000000000000355e+00,2.440593900000000071e-08,8.777390000000000023e-10,2.352820000000000153e-08
8.500000000000000000e+00,2.390681099999999957e-08,8.752110000000000293e-10,2.303159999999999892e-08
8.599999999999999645e+00,2.191429999999999990e-08,8.742000000000000417e-10,2.104010000000000058e-08
8.700000000000001066e+00,1.995819500000000172e-08,8.736949999999999489e-10,1.908450000000000125e-08
8.800000000000000711e+00,2.041126799999999933e-08,8.711679999999999844e-10,1.954010000000000038e-08
8.900000000000000355e+00,1.839825699999999957e-08,8.701569999999999969e-10,1.752809999999999865e-08
9.000000000000000000e+00,1.689719999999999992e-08,8.742000000000000417e-10,1.602300000000000061e-08
9.099999999999999645e+00,1.708318500000000091e-08,8.758850000000000209e-10,1.620730000000000048e-08
9.200000000000001066e+00,1.528236500000000133e-08,8.770650000000000107e-10,1.440530000000000029e-08
9.300000000000000711e+00,1.355145900000000078e-08,8.765590000000000126e-10,1.267490000000000056e-08
9.400000000000000355e+00,1.349282400000000060e-08,8.794239999999999815e-10,1.261340000000000030e-08
9.500000000000000000e+00,1.172029899999999942e-08,8.832990000000000328e-10,1.083699999999999970e-08
9.600000000000001421e+00,-2.892922000000000197e-09,8.912180000000000341e-10,-3.784140000000000128e-09
9.700000000000001066e+00,3.273742600000000072e-08,6.853260000000000175e-10,3.205210000000000019e-08
9.800000000000000711e+00,3.735972000000000176e-08,7.186520000000000119e-09,3.017319999999999916e-08
9.900000000000000355e+00,4.623960000000000067e-08,7.337699999999999590e-09,3.890190000000000108e-08
1.000000000000000000e+01,4.691339000000000316e-08,7.560890000000000347e-09,3.935250000000000116e-08
