# sweep_type: output
# time: 1675699413.7879877
# time_str: 06/02/2023 11:03
# t_int: 0.001
# delay: -1
# pulsed: False
# Drain voltage [V],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A],Source current (Vg = 6.0) [A],Drain current (Vg = 6.0) [A],Gate current (Vg = 6.0) [A],Source current (Vg = 7.0) [A],Drain current (Vg = 7.0) [A],Gate current (Vg = 7.0) [A],Source current (Vg = 8.0) [A],Drain current (Vg = 8.0) [A],Gate current (Vg = 8.0) [A],Source current (Vg = 9.0) [A],Drain current (Vg = 9.0) [A],Gate current (Vg = 9.0) [A],Source current (Vg = 10.0) [A],Drain current (Vg = 10.0) [A],Gate current (Vg = 10.0) [A]
1.000000000000000000e+00,5.989990000000000158e-04,-2.109450000000000073e-04,8.099440000000000502e-04,7.941859999999998938e-04,-4.376140000000000151e-04,1.231799999999999909e-03,8.829569999999999693e-04,-4.352329999999999849e-04,1.318189999999999900e-03,9.792239999999998931e-04,-4.364859999999999812e-04,1.415709999999999929e-03,1.069486999999999825e-03,-4.379830000000000246e-04,1.507469999999999904e-03,1.171170000000000024e-03,-4.385600000000000023e-04,1.609729999999999972e-03,1.258838999999999878e-03,-4.375310000000000093e-04,1.696369999999999996e-03
1.100000000000000089e+00,5.908320000000000108e-04,-1.944779999999999903e-04,7.853100000000000011e-04,7.858040000000000814e-04,-4.205559999999999897e-04,1.206360000000000071e-03,8.746910000000000318e-04,-4.187190000000000139e-04,1.293410000000000046e-03,9.705590000000000701e-04,-4.203310000000000249e-04,1.390890000000000095e-03,1.060502000000000059e-03,-4.208880000000000130e-04,1.481389999999999964e-03,1.157756000000000019e-03,-4.220639999999999895e-04,1.579820000000000009e-03,1.249393000000000118e-03,-4.203969999999999799e-04,1.669789999999999990e-03
1.200000000000000178e+00,5.828709999999999967e-04,-1.781999999999999947e-04,7.610709999999999914e-04,7.778019999999999639e-04,-4.034280000000000006e-04,1.181229999999999910e-03,8.677380000000000596e-04,-4.023319999999999826e-04,1.270070000000000096e-03,9.629309999999999866e-04,-4.042089999999999919e-04,1.367139999999999979e-03,1.051419999999999959e-03,-4.037600000000000238e-04,1.455179999999999928e-03,1.146843000000000038e-03,-4.053269999999999768e-04,1.552170000000000069e-03,1.239067999999999854e-03,-4.032419999999999993e-04,1.642309999999999907e-03
1.300000000000000044e+00,5.763400000000000554e-04,-1.621820000000000000e-04,7.385220000000000283e-04,7.694020000000000850e-04,-3.863480000000000083e-04,1.155750000000000093e-03,8.602799999999999423e-04,-3.862000000000000090e-04,1.246479999999999897e-03,9.531970000000000286e-04,-3.879830000000000019e-04,1.341179999999999976e-03,1.041863999999999985e-03,-3.866159999999999996e-04,1.428479999999999984e-03,1.136447000000000065e-03,-3.884429999999999806e-04,1.524890000000000100e-03,1.230901999999999864e-03,-3.864580000000000055e-04,1.617359999999999978e-03
1.400000000000000133e+00,5.704040000000000499e-04,-1.463489999999999908e-04,7.167529999999999865e-04,7.603500000000001317e-04,-3.691899999999999804e-04,1.129540000000000058e-03,8.516179999999999497e-04,-3.700619999999999951e-04,1.221679999999999945e-03,9.416100000000000598e-04,-3.714100000000000235e-04,1.313020000000000029e-03,1.031837000000000075e-03,-3.695330000000000142e-04,1.401370000000000090e-03,1.127212000000000049e-03,-3.713279999999999793e-04,1.498540000000000028e-03,1.222104000000000116e-03,-3.698959999999999835e-04,1.592000000000000099e-03
1.500000000000000000e+00,5.652810000000000517e-04,-1.306799999999999889e-04,6.959610000000000405e-04,7.530649999999999194e-04,-3.522949999999999736e-04,1.105359999999999893e-03,8.441670000000000510e-04,-3.539829999999999886e-04,1.198150000000000040e-03,9.316410000000000880e-04,-3.547189999999999762e-04,1.286360000000000064e-03,1.023631000000000107e-03,-3.528089999999999894e-04,1.376440000000000042e-03,1.118268000000000170e-03,-3.542619999999999905e-04,1.472530000000000106e-03,1.214376999999999991e-03,-3.534829999999999765e-04,1.567859999999999913e-03
1.600000000000000089e+00,5.645599999999999750e-04,-1.150589999999999973e-04,6.796190000000000130e-04,7.455320000000001390e-04,-3.356979999999999968e-04,1.081230000000000082e-03,8.362940000000000131e-04,-3.378659999999999801e-04,1.174160000000000047e-03,9.220339999999999613e-04,-3.377860000000000216e-04,1.259820000000000037e-03,1.015274999999999945e-03,-3.362749999999999745e-04,1.351549999999999974e-03,1.108770999999999932e-03,-3.371690000000000104e-04,1.445939999999999942e-03,1.207651000000000124e-03,-3.373389999999999765e-04,1.544989999999999992e-03
1.700000000000000178e+00,5.640003000000000421e-04,-9.981570000000000048e-05,6.638160000000000154e-04,7.381979999999999141e-04,-3.191819999999999944e-04,1.057379999999999909e-03,8.250410000000000989e-04,-3.214390000000000237e-04,1.146480000000000068e-03,9.131790000000000740e-04,-3.206810000000000151e-04,1.233860000000000035e-03,1.007731999999999899e-03,-3.198680000000000078e-04,1.327599999999999961e-03,1.098300999999999878e-03,-3.200289999999999949e-04,1.418329999999999981e-03,1.198597000000000030e-03,-3.211929999999999993e-04,1.519790000000000030e-03
1.800000000000000044e+00,5.617525000000000599e-04,-8.385850000000000357e-05,6.456110000000000364e-04,7.323389999999999284e-04,-3.030609999999999771e-04,1.035399999999999906e-03,8.153990000000000717e-04,-3.048710000000000157e-04,1.120270000000000033e-03,9.042020000000000005e-04,-3.036979999999999780e-04,1.207900000000000033e-03,1.000763000000000000e-03,-3.038270000000000033e-04,1.304590000000000003e-03,1.090124999999999948e-03,-3.032749999999999856e-04,1.393399999999999934e-03,1.190749999999999968e-03,-3.051500000000000176e-04,1.495900000000000094e-03
1.900000000000000133e+00,5.617858000000000313e-04,-6.775119999999999602e-05,6.295370000000000002e-04,7.249579999999999393e-04,-2.869519999999999862e-04,1.011909999999999980e-03,8.063159999999999555e-04,-2.880839999999999746e-04,1.094399999999999930e-03,8.945590000000000659e-04,-2.866410000000000225e-04,1.181200000000000088e-03,9.916009999999999408e-04,-2.877290000000000229e-04,1.279329999999999964e-03,1.081571000000000138e-03,-2.867190000000000038e-04,1.368290000000000088e-03,1.183028000000000031e-03,-2.890720000000000268e-04,1.472100000000000058e-03
2.000000000000000000e+00,5.619054000000000496e-04,-5.189160000000000306e-05,6.137970000000000188e-04,7.177329999999999127e-04,-2.709310000000000255e-04,9.886639999999999925e-04,7.980850000000000270e-04,-2.711149999999999953e-04,1.069199999999999968e-03,8.852859999999999939e-04,-2.697139999999999998e-04,1.154999999999999994e-03,9.836899999999999551e-04,-2.717199999999999802e-04,1.255409999999999989e-03,1.073679000000000126e-03,-2.704009999999999747e-04,1.344080000000000101e-03,1.170586999999999843e-03,-2.728030000000000103e-04,1.443389999999999907e-03
2.100000000000000089e+00,5.619781999999999382e-04,-3.526780000000000138e-05,5.972459999999999531e-04,7.080040000000000335e-04,-2.554379999999999758e-04,9.634420000000000093e-04,7.903499999999999935e-04,-2.541299999999999809e-04,1.044479999999999974e-03,8.774200000000000662e-04,-2.530799999999999825e-04,1.130499999999999994e-03,9.759729999999999881e-04,-2.556670000000000036e-04,1.231639999999999992e-03,1.067255999999999934e-03,-2.542840000000000204e-04,1.321539999999999954e-03,1.158956000000000049e-03,-2.562139999999999969e-04,1.415170000000000100e-03
2.200000000000000178e+00,5.636584000000000039e-04,-1.846259999999999836e-05,5.821210000000000056e-04,6.989140000000000240e-04,-2.390509999999999987e-04,9.379650000000000227e-04,7.818760000000001421e-04,-2.372440000000000074e-04,1.019120000000000095e-03,8.692619999999999861e-04,-2.367380000000000092e-04,1.105999999999999995e-03,9.639619999999999569e-04,-2.394580000000000103e-04,1.203419999999999967e-03,1.058251000000000070e-03,-2.383289999999999877e-04,1.296580000000000085e-03,1.148750000000000032e-03,-2.395999999999999964e-04,1.388350000000000001e-03
2.300000000000000266e+00,5.622559200000000132e-04,-7.798079999999999376e-06,5.700539999999999601e-04,6.909789999999999856e-04,-2.224249999999999990e-04,9.134040000000000388e-04,7.743159999999999366e-04,-2.202379999999999876e-04,9.945539999999999242e-04,8.623189999999998460e-04,-2.205110000000000034e-04,1.082829999999999904e-03,9.530380000000000188e-04,-2.229219999999999910e-04,1.175959999999999983e-03,1.050319999999999986e-03,-2.222899999999999876e-04,1.272609999999999974e-03,1.139056999999999960e-03,-2.226530000000000111e-04,1.361709999999999917e-03
2.400000000000000355e+00,5.674657070000000639e-04,-2.452930000000000247e-07,5.677110000000000403e-04,6.832739999999999907e-04,-2.056609999999999949e-04,8.889349999999999856e-04,7.689130000000000834e-04,-2.040889999999999903e-04,9.730020000000000465e-04,8.551929999999999688e-04,-2.046270000000000044e-04,1.059819999999999946e-03,9.430230000000000817e-04,-2.063769999999999927e-04,1.149400000000000074e-03,1.042623000000000117e-03,-2.064269999999999940e-04,1.249050000000000030e-03,1.130468999999999832e-03,-2.057910000000000089e-04,1.336259999999999922e-03
