# sweep_type: output
# time: 1675699351.9855208
# time_str: 06/02/2023 11:02
# t_int: 0.001
# delay: -1
# pulsed: False
# Drain voltage [V]	Source current (Vg = 4.0) [A]	Drain current (Vg = 4.0) [A]	Gate current (Vg = 4.0) [A]	Source current (Vg = 5.0) [A]	Drain current (Vg = 5.0) [A]	Gate current (Vg = 5.0) [A]	Source current (Vg = 6.0) [A]	Drain current (Vg = 6.0) [A]	Gate current (Vg = 6.0) [A]	Source current (Vg = 7.0) [A]	Drain current (Vg = 7.0) [A]	Gate current (Vg = 7.0) [A]	Source current (Vg = 8.0) [A]	Drain current (Vg = 8.0) [A]	Gate current (Vg = 8.0) [A]	Source current (Vg = 9.0) [A]	Drain current (Vg = 9.0) [A]	Gate current (Vg = 9.0) [A]	Source current (Vg = 10.0) [A]	Drain current (Vg = 10.0) [A]	Gate current (Vg = 10.0) [A]
3.800000000000000266e+00	5.665606810000000130e-04	-1.683190000000000132e-07	5.667289999999999741e-04	5.736336989999999596e-04	-3.103009999999999938e-07	5.739439999999999516e-04	6.570252610000000331e-04	-3.047389999999999867e-07	6.573300000000000236e-04	7.386161269999999167e-04	-2.178730000000000081e-07	7.388339999999999535e-04	8.211355139999999700e-04	-2.754859999999999828e-07	8.214109999999999728e-04	9.099143780000000644e-04	-1.906219999999999979e-07	9.101050000000000285e-04	1.006820516999999953e-03	-3.394829999999999966e-07	1.007160000000000000e-03
3.900000000000000355e+00	5.684653940000000379e-04	-3.066060000000000126e-07	5.687720000000000492e-04	5.704975640000000195e-04	-4.643599999999999970e-08	5.705439999999999774e-04	6.514517559999999548e-04	-1.452440000000000001e-07	6.515969999999999618e-04	7.296760097999999617e-04	-4.499019999999999876e-08	7.297210000000000155e-04	8.169402358999999954e-04	-9.676409999999999758e-08	8.170369999999999499e-04	9.018448540999999879e-04	-5.814589999999999791e-08	9.019030000000000146e-04	9.980581900000001262e-04	-1.768100000000000063e-07	9.982350000000000945e-04
4.000000000000000000e+00	5.686461270000000515e-04	-5.388730000000000370e-07	5.691850000000000468e-04	5.726098013799999767e-04	-1.198619999999999941e-09	5.726109999999999967e-04	6.502015069999999165e-04	-2.449299999999999969e-08	6.502259999999999507e-04	7.307922244099999878e-04	-3.775590000000000194e-09	7.307960000000000280e-04	8.105344701999999367e-04	-2.452980000000000105e-08	8.105589999999999757e-04	9.012691148599999902e-04	-9.885140000000000463e-09	9.012789999999999474e-04	9.923355041999998988e-04	-6.349580000000000401e-08	9.923989999999999288e-04
4.100000000000000533e+00	5.691013129999999672e-04	-3.826870000000000174e-07	5.694839999999999841e-04	5.705337944800000383e-04	-5.205519999999999618e-09	5.705390000000000071e-04	6.453555145199999735e-04	1.514520000000000060e-09	6.453540000000000014e-04	7.230657418100000944e-04	1.741810000000000006e-09	7.230640000000000418e-04	8.108869698600000651e-04	1.969860000000000061e-09	8.108850000000000129e-04	8.932393856099999762e-04	1.385609999999999933e-09	8.932379999999999747e-04	9.947927049600000828e-04	3.704959999999999994e-09	9.947890000000000465e-04
4.200000000000000178e+00	5.705202149999999330e-04	-7.747849999999999858e-07	5.712949999999999843e-04	5.706450251300000187e-04	5.025130000000000410e-09	5.706399999999999710e-04	6.370235961599999630e-04	-3.403840000000000108e-09	6.370269999999999709e-04	7.202834054599999408e-04	-1.594539999999999955e-09	7.202849999999999791e-04	8.023471581199999704e-04	-3.841880000000000386e-09	8.023509999999999757e-04	8.899719180499999875e-04	-1.081949999999999971e-09	8.899729999999999577e-04	9.836054888399999724e-04	-4.511160000000000374e-09	9.836099999999999965e-04
4.299999999999999822e+00	5.721214569999999965e-04	-5.925429999999999611e-07	5.727139999999999922e-04	5.707898943500000228e-04	-5.105649999999999631e-09	5.707950000000000263e-04	6.266601264199999233e-04	4.126419999999999901e-09	6.266559999999999579e-04	7.089551002910000508e-04	1.002910000000000055e-10	7.089550000000000452e-04	7.921295460199999708e-04	4.546020000000000396e-09	7.921249999999999689e-04	8.771130098499099531e-04	9.849909999999999981e-12	8.771130000000000029e-04	9.692167361300000131e-04	3.736129999999999588e-09	9.692130000000000190e-04
4.400000000000000355e+00	5.728058880000000451e-04	-6.541120000000000275e-07	5.734600000000000287e-04	5.704931851099999613e-04	5.185110000000000099e-09	5.704879999999999630e-04	6.105047121699999418e-04	-4.287829999999999657e-09	6.105089999999999649e-04	6.956249182050000361e-04	9.182050000000000361e-10	6.956240000000000470e-04	7.770754043299999379e-04	-4.595670000000000116e-09	7.770799999999999800e-04	8.618657948239999813e-04	7.948239999999999842e-10	8.618649999999999619e-04	9.568597484499999015e-04	-2.251550000000000150e-09	9.568619999999999470e-04
4.500000000000000000e+00	5.719686540000000529e-04	-6.803459999999999698e-07	5.726490000000000529e-04	5.745416371999999315e-04	2.563720000000000076e-08	5.745159999999999590e-04	5.929114743299999761e-04	3.474329999999999933e-09	5.929079999999999550e-04	6.819717733999999332e-04	1.377340000000000043e-08	6.819579999999999783e-04	7.597809187000000193e-04	2.918699999999999858e-09	7.597780000000000158e-04	8.477774730200000929e-04	9.473019999999999616e-09	8.477680000000000458e-04	9.330810597099999581e-04	1.059710000000000056e-09	9.330799999999999771e-04
4.600000000000000533e+00	5.719244630000000149e-04	-7.425369999999999475e-07	5.726670000000000111e-04	5.744440829999999032e-04	2.660829999999999878e-07	5.741779999999999497e-04	5.879191905999999824e-04	9.719060000000000474e-08	5.878219999999999973e-04	6.748504480000000038e-04	1.104479999999999974e-07	6.747399999999999535e-04	7.541878815999999465e-04	9.988159999999999886e-08	7.540879999999999805e-04	8.353450459999999574e-04	1.200459999999999885e-07	8.352249999999999865e-04	9.243750537000000253e-04	9.805369999999999611e-08	9.242770000000000413e-04
4.700000000000000178e+00	5.722824600000000258e-04	-7.035399999999999590e-07	5.729860000000000465e-04	5.776482299999999986e-04	2.327229999999999909e-06	5.753209999999999488e-04	5.826506440000000153e-04	9.546440000000000878e-07	5.816960000000000360e-04	6.647790210000000238e-04	9.330209999999999477e-07	6.638460000000000541e-04	7.461751150000000459e-04	9.791150000000000692e-07	7.451960000000000528e-04	8.305318000000000769e-04	9.848000000000000833e-07	8.295470000000000317e-04	9.164337679999999932e-04	9.807679999999999583e-07	9.154529999999999916e-04
4.800000000000000711e+00	5.720841519999999821e-04	-6.968479999999999941e-07	5.727809999999999629e-04	5.832199099999999968e-04	7.564910000000000048e-06	5.756550000000000035e-04	5.846629700000000344e-04	3.730969999999999957e-06	5.809320000000000412e-04	6.595893099999999842e-04	3.798309999999999976e-06	6.557909999999999694e-04	7.443510200000000038e-04	3.815019999999999601e-06	7.405359999999999721e-04	8.275809699999999878e-04	3.821969999999999594e-06	8.237589999999999713e-04	9.140571000000000546e-04	3.862099999999999835e-06	9.101950000000000362e-04
4.900000000000000355e+00	5.712585349999999744e-04	-9.024650000000000280e-07	5.721609999999999587e-04	5.887902999999999453e-04	1.594830000000000111e-05	5.728419999999999476e-04	5.863702299999999602e-04	8.694229999999999258e-06	5.776759999999999491e-04	6.578822999999999269e-04	8.813300000000000813e-06	6.490689999999999481e-04	7.380828500000000039e-04	8.849849999999999641e-06	7.292330000000000296e-04	8.205051799999999503e-04	8.880180000000000416e-06	8.116249999999999550e-04	9.086955700000000531e-04	8.925569999999999316e-06	8.997700000000000402e-04
5.000000000000000000e+00	5.727700289999999991e-04	-6.949709999999999568e-07	5.734649999999999991e-04	5.930160000000000292e-04	1.960600000000000168e-05	5.734100000000000004e-04	5.929035000000000468e-04	1.523650000000000057e-05	5.776670000000000242e-04	6.577975000000000662e-04	1.541749999999999935e-05	6.423800000000000126e-04	7.374773999999999739e-04	1.549039999999999995e-05	7.219869999999999977e-04	8.193769000000000052e-04	1.556289999999999968e-05	8.038140000000000259e-04	9.059448000000000544e-04	1.560380000000000127e-05	8.903410000000000057e-04
5.100000000000000533e+00	5.744544180000000231e-04	-7.545819999999999736e-07	5.752090000000000284e-04	5.923969000000000066e-04	2.085789999999999896e-05	5.715390000000000314e-04	6.006612000000000149e-04	2.289119999999999862e-05	5.777700000000000197e-04	6.577309000000000150e-04	2.311989999999999865e-05	6.346109999999999859e-04	7.381514000000000695e-04	2.327439999999999861e-05	7.148770000000000471e-04	8.199621000000000687e-04	2.337809999999999899e-05	7.965840000000000290e-04	9.057916999999999965e-04	2.342569999999999833e-05	8.823659999999999880e-04
5.200000000000000178e+00	5.727746670000000064e-04	-7.233329999999999828e-07	5.734979999999999765e-04	5.935051999999999906e-04	2.253520000000000067e-05	5.709699999999999628e-04	6.091412999999999949e-04	3.123729999999999991e-05	5.779039999999999611e-04	6.559505999999999670e-04	3.155060000000000248e-05	6.243999999999999984e-04	7.395515999999999548e-04	3.177159999999999918e-05	7.077799999999999760e-04	8.209686999999999584e-04	3.190870000000000165e-05	7.890599999999999567e-04	9.060984000000000659e-04	3.199240000000000222e-05	8.741060000000000366e-04
5.300000000000000711e+00	5.739005310000000644e-04	-7.714690000000000374e-07	5.746720000000000300e-04	5.956896999999999626e-04	2.419569999999999943e-05	5.714939999999999734e-04	6.190250999999999696e-04	4.036410000000000204e-05	5.786609999999999540e-04	6.559649999999999986e-04	4.060699999999999932e-05	6.153579999999999857e-04	7.417265000000000143e-04	4.087450000000000312e-05	7.008519999999999637e-04	8.234102999999999995e-04	4.106429999999999916e-05	7.823459999999999529e-04	9.071230000000000222e-04	4.118600000000000174e-05	8.659370000000000001e-04
5.400000000000000355e+00	5.734675549999999813e-04	-8.524449999999999546e-07	5.743200000000000171e-04	5.991418000000000308e-04	2.617280000000000122e-05	5.729689999999999957e-04	6.313348999999999784e-04	5.082389999999999971e-05	5.805110000000000261e-04	6.574298999999999378e-04	5.005290000000000319e-05	6.073769999999999820e-04	7.459495999999999705e-04	5.040460000000000188e-05	6.955449999999999957e-04	8.274648999999999590e-04	5.063789999999999844e-05	7.768270000000000080e-04	9.087401000000000376e-04	5.081109999999999875e-05	8.579290000000000050e-04
5.500000000000000000e+00	5.751777779999999937e-04	-7.232219999999999893e-07	5.759009999999999737e-04	5.984181999999999349e-04	2.673220000000000132e-05	5.716859999999999607e-04	6.446451000000000394e-04	6.208310000000000196e-05	5.825620000000000104e-04	6.595852000000000355e-04	5.991720000000000292e-05	5.996680000000000326e-04	7.492396999999999816e-04	6.031470000000000039e-05	6.889249999999999541e-04	8.300264000000000123e-04	6.061840000000000224e-05	7.694079999999999626e-04	9.108532999999999821e-04	6.085030000000000251e-05	8.500029999999999999e-04
5.600000000000000533e+00	5.744236169999999324e-04	-7.603830000000000134e-07	5.751839999999999601e-04	6.001639000000000019e-04	2.797290000000000114e-05	5.721909999999999974e-04	6.578870000000000117e-04	7.359099999999999388e-05	5.842959999999999907e-04	6.626420999999999960e-04	7.004109999999999590e-05	5.926010000000000002e-04	7.525077000000000458e-04	7.051269999999999999e-05	6.819950000000000187e-04	8.335686000000000137e-04	7.087859999999999593e-05	7.626900000000000042e-04	9.150606000000000798e-04	7.112860000000000200e-05	8.439320000000000372e-04
5.700000000000000178e+00	5.743106860000000459e-04	-9.063139999999999720e-07	5.752170000000000460e-04	6.017386999999999042e-04	2.853169999999999993e-05	5.732069999999999483e-04	6.705730999999999714e-04	8.589409999999999472e-05	5.846789999999999496e-04	6.672674999999999874e-04	8.045250000000000264e-05	5.868149999999999712e-04	7.553268999999999391e-04	8.100489999999999416e-05	6.743219999999999856e-04	8.360952999999999094e-04	8.141630000000000178e-05	7.546789999999999618e-04	9.194970000000000226e-04	8.173500000000000264e-05	8.377620000000000336e-04
5.800000000000000711e+00	5.728391520000000519e-04	-5.988480000000000430e-07	5.734380000000000076e-04	6.027405000000000002e-04	2.967149999999999874e-05	5.730690000000000523e-04	6.813661999999999410e-04	9.867720000000000451e-05	5.826889999999999500e-04	6.756496999999999763e-04	9.103970000000000183e-05	5.846099999999999474e-04	7.562503000000000801e-04	9.167630000000000180e-05	6.645740000000000241e-04	8.367389000000000467e-04	9.217090000000000211e-05	7.445680000000000310e-04	9.226374999999999767e-04	9.250050000000000655e-05	8.301369999999999973e-04
5.900000000000000355e+00	5.739006399999999541e-04	-4.773600000000000340e-07	5.743779999999999546e-04	6.038261000000000496e-04	3.022910000000000167e-05	5.735970000000000174e-04	6.909650000000000904e-04	1.131520000000000036e-04	5.778130000000000462e-04	6.863339999999999242e-04	1.018119999999999935e-04	5.845219999999999713e-04	7.573630000000000466e-04	1.026099999999999950e-04	6.547529999999999973e-04	8.389670000000000330e-04	1.031590000000000062e-04	7.358080000000000133e-04	9.265610000000000079e-04	1.034920000000000046e-04	8.230689999999999491e-04
6.000000000000000000e+00	5.725701399999999844e-04	-4.008600000000000042e-07	5.729710000000000272e-04	6.041417000000000098e-04	3.067870000000000156e-05	5.734629999999999676e-04	6.993089999999999549e-04	1.210599999999999963e-04	5.782489999999999722e-04	6.989459999999999857e-04	1.126669999999999972e-04	5.862789999999999885e-04	7.597339999999999736e-04	1.136350000000000055e-04	6.460990000000000223e-04	8.424700000000000027e-04	1.142510000000000010e-04	7.282190000000000017e-04	9.258399999999999313e-04	1.146629999999999964e-04	8.111769999999999484e-04
6.100000000000000533e+00	5.742090600000000896e-04	-3.329400000000000154e-07	5.745420000000000431e-04	6.053162000000000169e-04	3.143119999999999817e-05	5.738849999999999984e-04	6.994109999999999347e-04	1.211560000000000035e-04	5.782549999999999583e-04	7.111230000000000285e-04	1.237199999999999878e-04	5.874030000000000137e-04	7.627670000000000240e-04	1.248619999999999982e-04	6.379050000000000258e-04	8.465779999999999573e-04	1.255429999999999871e-04	7.210349999999999702e-04	9.287400000000000560e-04	1.260260000000000026e-04	8.027140000000000533e-04
6.200000000000000178e+00	5.727655264000000145e-04	-5.247360000000000210e-08	5.728180000000000034e-04	6.061140999999999708e-04	3.191810000000000193e-05	5.741960000000000163e-04	7.017059999999999661e-04	1.228579999999999950e-04	5.788479999999999711e-04	7.223430000000000736e-04	1.349250000000000135e-04	5.874180000000000330e-04	7.659410000000000177e-04	1.362050000000000012e-04	6.297359999999999894e-04	8.507529999999999910e-04	1.369630000000000099e-04	7.137899999999999540e-04	9.323660000000000107e-04	1.374760000000000099e-04	7.948900000000000280e-04
6.300000000000000711e+00	5.721138257999999581e-04	2.082579999999999978e-08	5.720929999999999722e-04	6.075563000000000838e-04	3.291829999999999957e-05	5.746380000000000368e-04	7.026770000000000758e-04	1.242659999999999924e-04	5.784110000000000293e-04	7.344600000000000390e-04	1.464220000000000018e-04	5.880380000000000372e-04	7.693610000000000899e-04	1.476229999999999925e-04	6.217380000000000432e-04	8.550380000000000220e-04	1.484590000000000096e-04	7.065790000000000395e-04	9.362940000000000585e-04	1.490420000000000004e-04	7.872520000000000039e-04
6.400000000000000355e+00	5.744140490000000003e-04	1.000489999999999981e-07	5.743140000000000311e-04	6.075575000000000593e-04	3.322850000000000212e-05	5.743290000000000504e-04	7.051339999999999475e-04	1.264380000000000115e-04	5.786959999999999630e-04	7.470940000000000133e-04	1.593119999999999953e-04	5.877820000000000180e-04	7.731819999999999709e-04	1.592230000000000034e-04	6.139589999999999674e-04	8.594819999999999544e-04	1.601209999999999938e-04	6.993610000000000148e-04	9.403130000000000212e-04	1.607470000000000112e-04	7.795659999999999829e-04
6.500000000000000000e+00	5.759851150000000778e-04	2.171149999999999956e-07	5.757680000000000480e-04	6.073472000000000115e-04	3.398220000000000136e-05	5.733650000000000508e-04	7.070570000000000847e-04	1.282800000000000119e-04	5.787770000000000458e-04	7.604450000000000012e-04	1.726750000000000095e-04	5.877700000000000459e-04	7.772470000000000073e-04	1.708129999999999924e-04	6.064339999999999878e-04	8.639869999999999798e-04	1.718179999999999870e-04	6.921689999999999657e-04	9.444530000000000459e-04	1.725019999999999961e-04	7.719509999999999957e-04
6.600000000000000533e+00	5.731567159999999706e-04	2.927159999999999855e-07	5.728639999999999687e-04	6.091577999999999837e-04	3.492379999999999926e-05	5.742339999999999641e-04	7.091320000000000132e-04	1.294260000000000039e-04	5.797060000000000364e-04	7.741059999999999911e-04	1.861309999999999972e-04	5.879750000000000211e-04	7.822910000000000627e-04	1.825220000000000119e-04	5.997689999999999966e-04	8.695210000000000525e-04	1.835920000000000000e-04	6.859290000000000526e-04	9.487750000000000090e-04	1.843980000000000055e-04	7.643770000000000035e-04
6.700000000000000178e+00	5.740604609999999360e-04	4.744610000000000026e-07	5.735859999999999527e-04	6.101521000000000158e-04	3.572409999999999903e-05	5.744279999999999829e-04	7.131889999999999237e-04	1.318070000000000071e-04	5.813819999999999709e-04	7.888069999999999847e-04	2.000270000000000010e-04	5.887800000000000108e-04	7.902169999999999594e-04	1.942090000000000103e-04	5.960079999999999762e-04	8.755510000000000202e-04	1.954170000000000028e-04	6.801339999999999903e-04	9.532790000000000187e-04	1.963769999999999936e-04	7.569020000000000522e-04
6.800000000000000711e+00	5.732585229999999626e-04	5.435229999999999628e-07	5.727150000000000079e-04	6.112924999999999956e-04	3.699550000000000180e-05	5.742969999999999802e-04	7.122389999999999277e-04	1.309609999999999952e-04	5.812779999999999597e-04	8.027390000000000133e-04	2.142409999999999974e-04	5.884980000000000159e-04	8.003849999999999203e-04	2.060519999999999984e-04	5.943329999999999490e-04	8.796369999999999537e-04	2.073870000000000119e-04	6.722499999999999960e-04	9.579130000000000153e-04	2.083929999999999951e-04	7.495200000000000473e-04
6.900000000000000355e+00	5.730445600000000231e-04	6.125600000000000271e-07	5.724319999999999973e-04	6.110668999999999346e-04	3.763790000000000093e-05	5.734289999999999743e-04	7.146069999999999159e-04	1.327160000000000080e-04	5.818909999999999621e-04	8.145739999999999838e-04	2.301179999999999946e-04	5.844560000000000163e-04	8.126639999999999428e-04	2.179659999999999931e-04	5.946979999999999498e-04	8.843720000000000227e-04	2.193859999999999897e-04	6.649860000000000059e-04	9.643010000000000904e-04	2.204279999999999976e-04	7.438730000000000385e-04
7.000000000000000000e+00	5.758322000000000397e-04	7.272000000000000001e-07	5.751050000000000172e-04	6.138066999999999655e-04	3.931169999999999836e-05	5.744949999999999536e-04	7.148079999999999365e-04	1.329989999999999916e-04	5.818089999999999720e-04	8.226640000000000775e-04	2.377330000000000090e-04	5.849310000000000143e-04	8.248180000000000572e-04	2.299980000000000026e-04	5.948200000000000275e-04	8.879179999999999105e-04	2.315209999999999946e-04	6.563969999999999701e-04	9.709049999999999885e-04	2.325829999999999922e-04	7.383220000000000234e-04
7.100000000000000533e+00	5.744510570000000088e-04	9.330569999999999885e-07	5.735179999999999662e-04	6.144371999999999725e-04	4.043820000000000189e-05	5.739989999999999502e-04	7.135940000000000122e-04	1.337649999999999907e-04	5.798290000000000215e-04	8.266969999999999354e-04	2.419479999999999949e-04	5.847489999999999676e-04	8.354280000000000386e-04	2.420740000000000001e-04	5.933540000000000385e-04	8.895879999999999673e-04	2.437390000000000053e-04	6.458489999999999891e-04	9.760389999999999431e-04	2.447929999999999854e-04	7.312459999999999577e-04
7.200000000000000178e+00	5.742704670000000743e-04	9.274669999999999497e-07	5.733430000000000297e-04	6.146033000000000182e-04	4.082529999999999688e-05	5.737780000000000484e-04	7.151460000000000542e-04	1.352419999999999903e-04	5.799040000000000097e-04	8.284309999999999157e-04	2.431439999999999882e-04	5.852869999999999817e-04	8.459000000000001240e-04	2.543630000000000175e-04	5.915370000000000524e-04	8.924289999999999220e-04	2.560840000000000100e-04	6.363449999999999662e-04	9.820169999999999594e-04	2.570879999999999888e-04	7.249290000000000248e-04
7.300000000000000711e+00	5.725712299999999658e-04	1.146229999999999908e-06	5.714249999999999712e-04	6.152487000000000103e-04	4.212470000000000006e-05	5.731240000000000509e-04	7.152869999999999975e-04	1.356420000000000000e-04	5.796450000000000517e-04	8.279370000000000522e-04	2.427569999999999934e-04	5.851800000000000317e-04	8.578920000000000729e-04	2.668859999999999787e-04	5.910060000000000400e-04	8.963669999999999104e-04	2.683809999999999907e-04	6.279859999999999739e-04	9.863879999999999350e-04	2.694479999999999857e-04	7.169400000000000035e-04
7.400000000000000355e+00	5.737687899999999869e-04	1.179790000000000058e-06	5.725889999999999756e-04	6.159493999999999950e-04	4.280439999999999966e-05	5.731449999999999479e-04	7.153609999999999700e-04	1.358839999999999885e-04	5.794770000000000086e-04	8.327569999999999417e-04	2.467869999999999938e-04	5.859700000000000021e-04	8.719980000000000222e-04	2.806420000000000008e-04	5.913560000000000214e-04	9.007870000000000070e-04	2.807110000000000031e-04	6.200760000000000039e-04	9.887769999999999285e-04	2.819109999999999780e-04	7.068660000000000047e-04
7.500000000000000000e+00	5.752932700000000553e-04	1.304269999999999966e-06	5.739890000000000096e-04	6.173239000000000070e-04	4.358589999999999887e-05	5.737379999999999607e-04	7.166010000000000869e-04	1.369979999999999917e-04	5.796030000000000409e-04	8.352369999999999586e-04	2.477339999999999967e-04	5.875029999999999619e-04	8.882720000000000633e-04	2.948010000000000257e-04	5.934710000000000376e-04	9.055670000000001340e-04	2.930830000000000262e-04	6.124840000000000536e-04	9.927049999999999763e-04	2.944420000000000110e-04	6.982629999999999653e-04
7.600000000000000533e+00	5.738174699999999771e-04	1.275469999999999919e-06	5.725419999999999945e-04	6.185487999999999620e-04	4.505880000000000302e-05	5.734899999999999590e-04	7.175029999999999776e-04	1.376200000000000004e-04	5.798830000000000044e-04	8.378260000000000655e-04	2.498530000000000217e-04	5.879729999999999896e-04	9.034889999999999415e-04	3.089810000000000017e-04	5.945079999999999939e-04	9.108780000000000565e-04	3.055420000000000098e-04	6.053360000000000468e-04	9.974009999999999734e-04	3.069740000000000055e-04	6.904269999999999678e-04
7.700000000000000178e+00	5.737578500000000076e-04	1.470850000000000071e-06	5.722869999999999910e-04	6.205504000000000141e-04	4.666240000000000237e-05	5.738880000000000457e-04	7.186420000000000221e-04	1.388310000000000130e-04	5.798109999999999549e-04	8.398069999999999233e-04	2.509000000000000271e-04	5.889069999999999505e-04	9.191549999999999504e-04	3.236919999999999902e-04	5.954629999999999602e-04	9.175679999999998993e-04	3.180219999999999987e-04	5.995459999999999548e-04	1.002227000000000066e-03	3.195210000000000194e-04	6.827060000000000463e-04
7.800000000000000711e+00	5.742686400000000021e-04	1.406640000000000054e-06	5.728620000000000457e-04	6.207323999999999524e-04	4.744040000000000068e-05	5.732919999999999856e-04	7.193739999999999466e-04	1.399329999999999899e-04	5.794409999999999838e-04	8.415250000000000855e-04	2.527310000000000168e-04	5.887940000000000144e-04	9.336799999999999917e-04	3.386619999999999908e-04	5.950180000000000009e-04	9.278470000000000901e-04	3.305210000000000157e-04	5.973260000000000201e-04	1.006828999999999884e-03	3.321020000000000265e-04	6.747269999999999657e-04
7.900000000000000355e+00	5.752843699999999477e-04	1.608369999999999942e-06	5.736759999999999603e-04	6.220183000000000005e-04	4.837030000000000003e-05	5.736479999999999531e-04	7.203880000000000830e-04	1.413080000000000098e-04	5.790800000000000461e-04	8.399079999999999957e-04	2.530920000000000088e-04	5.868159999999999869e-04	9.464180000000000856e-04	3.553639999999999946e-04	5.910540000000000368e-04	9.403160000000000684e-04	3.430379999999999909e-04	5.972780000000000233e-04	1.011277000000000096e-03	3.447130000000000181e-04	6.665640000000000237e-04
8.000000000000000000e+00	5.729543499999999873e-04	1.791350000000000010e-06	5.711629999999999659e-04	6.235537000000000198e-04	5.002370000000000015e-05	5.735300000000000467e-04	7.224160000000000303e-04	1.424089999999999980e-04	5.800070000000000052e-04	8.399300000000000169e-04	2.541450000000000002e-04	5.857850000000000166e-04	9.551750000000000561e-04	3.639620000000000095e-04	5.912130000000000466e-04	9.533180000000000907e-04	3.555149999999999868e-04	5.978030000000000496e-04	1.015730999999999969e-03	3.573669999999999820e-04	6.583640000000000412e-04
8.099999999999999645e+00	5.753803000000000042e-04	2.246299999999999991e-06	5.731339999999999915e-04	6.230876000000000210e-04	4.879659999999999965e-05	5.742909999999999942e-04	7.236960000000000181e-04	1.427859999999999980e-04	5.809100000000000201e-04	8.412919999999999947e-04	2.553820000000000157e-04	5.859100000000000332e-04	9.576780000000000015e-04	3.647979999999999994e-04	5.928799999999999478e-04	9.679899999999999529e-04	3.679690000000000001e-04	6.000209999999999528e-04	1.020412999999999962e-03	3.701210000000000025e-04	6.502920000000000141e-04
8.200000000000001066e+00	5.726829800000000177e-04	2.092979999999999992e-06	5.705900000000000511e-04	6.231156000000000281e-04	4.951760000000000173e-05	5.735980000000000332e-04	7.253350000000000205e-04	1.443569999999999868e-04	5.809780000000000066e-04	8.414869999999999208e-04	2.557460000000000007e-04	5.857409999999999744e-04	9.623900000000000336e-04	3.680770000000000200e-04	5.943129999999999594e-04	9.812670000000000767e-04	3.805419999999999896e-04	6.007249999999999786e-04	1.025124999999999995e-03	3.827920000000000172e-04	6.423330000000000315e-04
8.300000000000000711e+00	5.738228300000000268e-04	1.913830000000000191e-06	5.719090000000000024e-04	6.234515999999998975e-04	5.001059999999999853e-05	5.734409999999999464e-04	7.266320000000000591e-04	1.455989999999999997e-04	5.810330000000000052e-04	8.416510000000000094e-04	2.560470000000000237e-04	5.856039999999999857e-04	9.635270000000000466e-04	3.692100000000000243e-04	5.943170000000000223e-04	9.948310000000000573e-04	3.934860000000000202e-04	6.013449999999999828e-04	1.030606000000000100e-03	3.954680000000000023e-04	6.351380000000000437e-04
8.400000000000000355e+00	5.748895499999999480e-04	2.162550000000000157e-06	5.727269999999999800e-04	6.245828999999999184e-04	5.082490000000000190e-05	5.737579999999999503e-04	7.286130000000000254e-04	1.474889999999999968e-04	5.811240000000000286e-04	8.428599999999999634e-04	2.570369999999999990e-04	5.858229999999999644e-04	9.655939999999999575e-04	3.705760000000000109e-04	5.950180000000000009e-04	1.009630999999999983e-03	4.077339999999999827e-04	6.018970000000000006e-04	1.037857000000000102e-03	4.080870000000000114e-04	6.297699999999999826e-04
8.500000000000000000e+00	5.748401099999999589e-04	2.180109999999999952e-06	5.726600000000000093e-04	6.243426999999999744e-04	5.067970000000000200e-05	5.736629999999999724e-04	7.302569999999999981e-04	1.502469999999999999e-04	5.800100000000000524e-04	8.432539999999999871e-04	2.574720000000000177e-04	5.857819999999999694e-04	9.701549999999998890e-04	3.754289999999999862e-04	5.947259999999999569e-04	1.024954999999999920e-03	4.225279999999999769e-04	6.024269999999999972e-04	1.043478000000000027e-03	4.208770000000000024e-04	6.226009999999999704e-04
8.599999999999999645e+00	5.744273100000000295e-04	2.456309999999999950e-06	5.719710000000000029e-04	6.251134000000000855e-04	5.212739999999999832e-05	5.729860000000000465e-04	7.293379999999999481e-04	1.503979999999999922e-04	5.789400000000000102e-04	8.444069999999999267e-04	2.587959999999999935e-04	5.856109999999999875e-04	9.688820000000000114e-04	3.762200000000000266e-04	5.926619999999999848e-04	1.038880999999999962e-03	4.374310000000000069e-04	6.014500000000000098e-04	1.050116000000000027e-03	4.336729999999999795e-04	6.164430000000000473e-04
8.700000000000001066e+00	5.753756700000000734e-04	2.506670000000000092e-06	5.728690000000000474e-04	6.261479999999999824e-04	5.271900000000000127e-05	5.734289999999999743e-04	7.307130000000000222e-04	1.514590000000000012e-04	5.792539999999999668e-04	8.458819999999999490e-04	2.603339999999999778e-04	5.855479999999999713e-04	9.695720000000000336e-04	3.775599999999999833e-04	5.920120000000000503e-04	1.054725000000000064e-03	4.527380000000000011e-04	6.019870000000000082e-04	1.057184999999999982e-03	4.465629999999999730e-04	6.106220000000000094e-04
8.800000000000000711e+00	5.741123700000000342e-04	2.388369999999999886e-06	5.717240000000000169e-04	6.261125000000000197e-04	5.265549999999999755e-05	5.734569999999999815e-04	7.325070000000000799e-04	1.534680000000000018e-04	5.790390000000000511e-04	8.472840000000000146e-04	2.617329999999999960e-04	5.855510000000000185e-04	9.714619999999999766e-04	3.792539999999999844e-04	5.922079999999999922e-04	1.069463000000000098e-03	4.681999999999999964e-04	6.012629999999999928e-04	1.065471000000000126e-03	4.595569999999999777e-04	6.059140000000000402e-04
