# sweep_type: output
# time: 1675793353.01428
# time_str: 07/02/2023 13:09
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
2.800000000000000266e+00,6.487960999999999739e-08,7.302110000000000130e-09,5.757750000000000057e-08
2.900000000000000355e+00,6.318589000000000544e-08,7.148490000000000406e-09,5.603740000000000255e-08
3.000000000000000000e+00,6.307639999999999696e-08,6.946899999999999658e-09,5.612949999999999978e-08
3.100000000000000089e+00,6.173404999999999818e-08,6.801950000000000070e-09,5.493209999999999728e-08
3.200000000000000178e+00,5.838108000000000412e-08,6.616179999999999791e-09,5.176490000000000185e-08
3.300000000000000266e+00,5.899503000000000281e-08,6.421730000000000323e-09,5.257330000000000001e-08
3.400000000000000355e+00,5.616301999999999782e-08,6.214519999999999753e-09,4.994849999999999890e-08
3.500000000000000000e+00,5.482545000000000076e-08,6.038450000000000380e-09,4.878699999999999872e-08
3.600000000000000089e+00,5.479878999999999911e-08,5.858290000000000043e-09,4.894050000000000072e-08
3.700000000000000178e+00,5.366283999999999747e-08,5.653639999999999928e-09,4.800920000000000085e-08
3.800000000000000266e+00,5.113519000000000196e-08,5.464289999999999956e-09,4.567090000000000035e-08
3.900000000000000355e+00,4.939663000000000337e-08,5.219830000000000161e-09,4.417680000000000155e-08
4.000000000000000000e+00,4.989296999999999919e-08,5.010069999999999843e-09,4.488290000000000018e-08
4.100000000000000533e+00,4.718316000000000439e-08,4.812560000000000181e-09,4.237060000000000090e-08
4.200000000000000178e+00,4.441743999999999463e-08,4.461939999999999587e-09,3.995549999999999670e-08
4.299999999999999822e+00,4.424404000000000183e-08,4.058240000000000247e-09,4.018580000000000241e-08
4.400000000000000355e+00,4.159915999999999886e-08,3.674959999999999891e-09,3.792420000000000021e-08
4.500000000000000000e+00,3.885699999999999517e-08,3.322299999999999994e-09,3.553469999999999724e-08
4.600000000000000533e+00,3.850891999999999858e-08,2.964019999999999862e-09,3.554489999999999954e-08
4.700000000000000178e+00,3.583064000000000274e-08,2.654739999999999872e-09,3.317589999999999997e-08
4.800000000000000711e+00,3.361496999999999730e-08,2.296470000000000032e-09,3.131849999999999685e-08
4.900000000000000355e+00,3.286524999999999712e-08,1.950950000000000175e-09,3.091429999999999777e-08
5.000000000000000000e+00,3.035226999999999945e-08,1.587069999999999980e-09,2.876520000000000071e-08
5.100000000000000533e+00,2.783879999999999779e-08,1.273700000000000058e-09,2.656509999999999877e-08
5.200000000000000178e+00,2.459230099999999945e-08,3.656010000000000179e-10,2.422669999999999948e-08
5.300000000000000711e+00,1.774624199999999994e-08,3.861419999999999886e-10,1.736010000000000005e-08
5.400000000000000355e+00,1.545629899999999893e-08,3.884989999999999940e-10,1.506779999999999878e-08
5.500000000000000000e+00,1.374212899999999966e-08,3.782289999999999871e-10,1.336389999999999932e-08
5.600000000000000533e+00,1.325304699999999972e-08,3.701469999999999833e-10,1.288289999999999984e-08
5.700000000000000178e+00,1.138514000000000066e-08,3.595399999999999806e-10,1.102560000000000047e-08
5.800000000000000711e+00,1.055364499999999908e-08,3.467449999999999746e-10,1.020689999999999957e-08
5.900000000000000355e+00,-2.815977999999999806e-09,3.368120000000000152e-10,-3.152789999999999822e-09
6.000000000000000000e+00,2.944511100000000226e-08,1.580109999999999882e-10,2.928710000000000157e-08
6.100000000000000533e+00,3.010731099999999610e-08,6.513110000000000063e-10,2.945599999999999920e-08
6.200000000000000178e+00,2.757042099999999991e-08,6.523209999999999852e-10,2.691809999999999869e-08
6.300000000000000711e+00,2.594577700000000124e-08,6.445770000000000376e-10,2.530120000000000027e-08
6.400000000000000355e+00,2.490845399999999957e-08,6.356540000000000054e-10,2.427280000000000080e-08
6.500000000000000000e+00,2.287758899999999947e-08,6.258889999999999880e-10,2.225169999999999999e-08
6.600000000000000533e+00,2.131675000000000127e-08,6.154499999999999788e-10,2.070130000000000088e-08
6.700000000000000178e+00,2.072233799999999710e-08,6.043379999999999866e-10,2.011799999999999856e-08
6.800000000000000711e+00,1.925309500000000092e-08,5.933949999999999966e-10,1.865969999999999999e-08
6.900000000000000355e+00,1.734014699999999897e-08,5.787469999999999661e-10,1.676139999999999880e-08
7.000000000000000000e+00,1.634410999999999930e-08,5.651100000000000265e-10,1.577899999999999855e-08
7.100000000000000533e+00,1.518572000000000120e-08,5.528199999999999583e-10,1.463290000000000062e-08
7.200000000000000178e+00,1.336722900000000006e-08,5.405289999999999850e-10,1.282669999999999997e-08
7.300000000000000711e+00,1.179585399999999999e-08,5.297539999999999886e-10,1.126610000000000021e-08
7.400000000000000355e+00,1.167875700000000018e-08,5.201569999999999647e-10,1.115860000000000074e-08
7.500000000000000000e+00,-2.830687000000000153e-09,5.114030000000000382e-10,-3.342089999999999985e-09
7.600000000000000533e+00,3.159473199999999996e-08,3.223319999999999784e-10,3.127239999999999884e-08
7.700000000000000178e+00,3.019761699999999718e-08,8.439169999999999924e-10,2.935369999999999966e-08
7.800000000000000711e+00,2.851012699999999931e-08,8.449269999999999713e-10,2.766520000000000079e-08
7.900000000000000355e+00,2.765887499999999957e-08,8.430750000000000071e-10,2.681579999999999915e-08
8.000000000000000000e+00,2.567362400000000138e-08,8.380240000000000004e-10,2.483559999999999973e-08
8.099999999999999645e+00,2.367509399999999877e-08,8.349939999999999602e-10,2.284010000000000015e-08
8.200000000000001066e+00,2.364141199999999872e-08,8.269120000000000082e-10,2.281449999999999892e-08
8.300000000000000711e+00,2.096714499999999832e-08,8.235449999999999721e-10,2.014359999999999980e-08
8.400000000000000355e+00,1.952412600000000045e-08,8.183259999999999719e-10,1.870580000000000131e-08
8.500000000000000000e+00,1.884726000000000012e-08,8.117599999999999968e-10,1.803549999999999960e-08
8.599999999999999645e+00,1.685421499999999896e-08,8.040150000000000406e-10,1.605019999999999902e-08
8.700000000000001066e+00,1.551825900000000023e-08,7.984590000000000445e-10,1.471979999999999957e-08
8.800000000000000711e+00,1.518720500000000143e-08,7.897050000000000145e-10,1.439750000000000038e-08
8.900000000000000355e+00,1.317753200000000032e-08,7.858319999999999805e-10,1.239169999999999972e-08
9.000000000000000000e+00,1.179658600000000007e-08,7.812859999999999633e-10,1.101529999999999938e-08
9.099999999999999645e+00,1.144734000000000071e-08,7.799399999999999971e-10,1.066740000000000061e-08
9.200000000000001066e+00,-2.563160999999999975e-09,7.789290000000000096e-10,-3.342089999999999985e-09
9.300000000000000711e+00,3.187064899999999860e-08,6.186490000000000213e-10,3.125200000000000085e-08
9.400000000000000355e+00,3.566406000000000019e-08,7.354159999999999759e-09,2.830990000000000126e-08
9.500000000000000000e+00,4.766240000000000200e-08,7.671100000000000114e-09,3.999130000000000024e-08
9.600000000000001421e+00,4.880067000000000205e-08,7.965069999999999669e-09,4.083560000000000072e-08
9.700000000000001066e+00,4.968916999999999706e-08,8.275370000000000138e-09,4.141379999999999858e-08
9.800000000000000711e+00,5.074172000000000208e-08,8.642319999999999992e-09,4.209940000000000043e-08
9.900000000000000355e+00,5.203238999999999758e-08,8.965890000000000355e-09,4.306649999999999723e-08
1.000000000000000000e+01,5.295965999999999659e-08,9.289460000000000717e-09,4.367019999999999753e-08
