# sweep_type: output
# time: 1675794261.5903473
# time_str: 07/02/2023 13:24
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
6.000000000000000000e+00,6.935091820000000625e-05,6.931300000000000536e-05,3.791820000000000002e-08
6.100000000000000533e+00,6.923126840000000805e-05,6.919440000000000280e-05,3.686839999999999813e-08
6.200000000000000178e+00,6.912925610000000701e-05,6.909270000000000342e-05,3.655609999999999870e-08
6.300000000000000711e+00,6.959771259999999516e-05,6.956299999999999788e-05,3.471259999999999943e-08
6.400000000000000355e+00,6.987523869999999655e-05,6.984260000000000110e-05,3.263870000000000228e-08
6.500000000000000000e+00,7.044646519999999117e-05,7.041439999999999451e-05,3.206520000000000049e-08
6.600000000000000533e+00,7.042001030000000900e-05,7.038900000000000658e-05,3.101030000000000075e-08
6.700000000000000178e+00,6.988756080000000162e-05,6.985950000000000428e-05,2.806080000000000137e-08
6.800000000000000711e+00,6.968888580000000136e-05,6.966039999999999461e-05,2.848580000000000021e-08
6.900000000000000355e+00,7.055172370000000164e-05,7.052460000000000575e-05,2.712369999999999889e-08
7.000000000000000000e+00,7.077396540000000782e-05,7.074910000000000335e-05,2.486539999999999977e-08
7.100000000000000533e+00,6.976927409999999672e-05,6.974509999999999738e-05,2.417410000000000072e-08
7.200000000000000178e+00,6.989180030000000207e-05,6.986800000000000259e-05,2.380030000000000104e-08
7.300000000000000711e+00,7.015703089999999239e-05,7.013489999999999829e-05,2.213089999999999934e-08
7.400000000000000355e+00,7.002963389999999921e-05,7.000779999999999742e-05,2.183390000000000005e-08
7.500000000000000000e+00,7.057561919999999749e-05,7.055420000000000289e-05,2.141919999999999899e-08
7.600000000000000533e+00,7.071845939999999819e-05,7.069830000000000038e-05,2.015940000000000051e-08
7.700000000000000178e+00,7.084883769999999407e-05,7.082959999999999690e-05,1.923770000000000027e-08
7.800000000000000711e+00,7.075170910000000521e-05,7.073220000000000017e-05,1.950910000000000163e-08
7.900000000000000355e+00,7.120786239999998867e-05,7.118969999999999367e-05,1.816239999999999924e-08
8.000000000000000000e+00,7.111769990000000696e-05,7.110070000000000181e-05,1.699990000000000123e-08
8.099999999999999645e+00,7.199564969999999416e-05,7.197759999999999336e-05,1.804969999999999982e-08
8.200000000000001066e+00,7.160504839999999398e-05,7.158789999999999945e-05,1.714840000000000088e-08
8.300000000000000711e+00,7.184514779999999566e-05,7.182930000000000022e-05,1.584779999999999981e-08
8.400000000000000355e+00,7.179835830000000016e-05,7.178270000000000646e-05,1.565829999999999999e-08
8.500000000000000000e+00,7.201417149999999776e-05,7.199879999999999919e-05,1.537149999999999970e-08
8.599999999999999645e+00,7.221666250000001019e-05,7.220210000000000451e-05,1.456250000000000053e-08
8.700000000000001066e+00,7.302918169999999794e-05,7.301549999999999913e-05,1.368170000000000002e-08
8.800000000000000711e+00,7.277563719999999260e-05,7.276129999999999740e-05,1.433720000000000049e-08
8.900000000000000355e+00,7.367627800000000455e-05,7.366360000000000399e-05,1.267799999999999944e-08
9.000000000000000000e+00,7.298953250000000199e-05,7.297729999999999669e-05,1.223250000000000051e-08
9.099999999999999645e+00,7.362071209999999574e-05,7.360849999999999837e-05,1.221209999999999922e-08
9.200000000000001066e+00,7.305667199999999807e-05,7.304509999999999627e-05,1.157199999999999933e-08
9.300000000000000711e+00,7.329750629999999870e-05,7.328660000000000404e-05,1.090629999999999986e-08
9.400000000000000355e+00,7.382706260000000914e-05,7.381610000000000634e-05,1.096260000000000017e-08
9.500000000000000000e+00,7.455992260999999707e-05,7.455320000000000306e-05,6.722609999999999805e-09
9.600000000000001421e+00,7.402530515000000538e-05,7.402370000000000076e-05,1.605149999999999984e-09
9.700000000000001066e+00,7.480900822000000636e-05,7.480740000000000479e-05,1.608220000000000057e-09
9.800000000000000711e+00,7.440200194999999983e-05,7.440070000000000071e-05,1.301950000000000038e-09
9.900000000000000355e+00,7.511182519999999964e-05,7.504880000000000557e-05,6.302519999999999449e-08
1.000000000000000000e+01,7.474429910000000420e-05,7.468449999999999958e-05,5.979909999999999712e-08
