# sweep_type: output
# time: 1675794261.5903473
# time_str: 07/02/2023 13:24
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
0.000000000000000000e+00,-2.310100000000000284e-08,-1.127080000000000058e-07,8.960700000000000293e-08
1.000000000000000056e-01,3.214396489999999512e-05,3.206419999999999702e-05,7.976489999999999449e-08
2.000000000000000111e-01,5.134977579999999866e-05,5.128800000000000091e-05,6.177579999999999920e-08
3.000000000000000444e-01,5.968775720000000026e-05,5.962910000000000140e-05,5.865719999999999799e-08
4.000000000000000222e-01,6.195948479999999767e-05,6.190390000000000204e-05,5.558480000000000021e-08
5.000000000000000000e-01,6.250854979999999307e-05,6.245889999999999927e-05,4.964980000000000033e-08
6.000000000000000888e-01,6.275192499999999974e-05,6.270460000000000270e-05,4.732500000000000191e-08
7.000000000000000666e-01,6.325445290000000212e-05,6.320870000000000351e-05,4.575290000000000069e-08
8.000000000000000444e-01,6.352132319999999723e-05,6.347979999999999487e-05,4.152319999999999822e-08
9.000000000000000222e-01,6.384646320000000137e-05,6.380600000000000540e-05,4.046320000000000064e-08
1.000000000000000000e+00,6.424378760000000390e-05,6.420419999999999762e-05,3.958760000000000172e-08
1.100000000000000089e+00,6.461709549999999263e-05,6.458119999999999757e-05,3.589549999999999873e-08
1.200000000000000178e+00,6.415691730000001045e-05,6.412370000000000407e-05,3.321730000000000191e-08
1.300000000000000044e+00,6.381810440000000215e-05,6.378479999999999957e-05,3.330440000000000009e-08
1.400000000000000133e+00,6.458616509999999078e-05,6.455579999999999609e-05,3.036509999999999971e-08
1.500000000000000000e+00,6.439841830000000067e-05,6.436939999999999394e-05,2.901829999999999853e-08
1.600000000000000089e+00,6.515117399999999605e-05,6.512339999999999384e-05,2.777400000000000108e-08
1.700000000000000178e+00,6.455639710000000086e-05,6.453039999999999460e-05,2.599709999999999990e-08
1.800000000000000044e+00,6.469026360000000142e-05,6.466590000000000033e-05,2.436360000000000053e-08
1.900000000000000133e+00,6.531371900000000315e-05,6.528869999999999715e-05,2.501900000000000056e-08
2.000000000000000000e+00,6.531716120000000190e-05,6.529290000000000636e-05,2.426119999999999890e-08
2.100000000000000089e+00,6.591714540000000915e-05,6.589440000000000390e-05,2.274540000000000130e-08
2.200000000000000178e+00,6.527269240000000057e-05,6.525049999999999470e-05,2.219239999999999959e-08
2.300000000000000266e+00,6.565316789999999089e-05,6.563179999999999730e-05,2.136790000000000104e-08
2.400000000000000355e+00,6.535120549999999702e-05,6.533100000000000181e-05,2.020549999999999852e-08
2.500000000000000000e+00,6.580375789999999515e-05,6.578429999999999965e-05,1.945789999999999916e-08
2.600000000000000089e+00,6.616379649999999874e-05,6.614439999999999643e-05,1.939650000000000100e-08
2.700000000000000178e+00,6.596329850000000512e-05,6.594530000000000032e-05,1.799850000000000066e-08
2.800000000000000266e+00,6.660197159999999385e-05,6.658489999999999331e-05,1.707160000000000048e-08
2.900000000000000355e+00,6.637391169999999618e-05,6.635620000000000006e-05,1.771170000000000037e-08
3.000000000000000000e+00,6.670276010000000333e-05,6.668660000000000625e-05,1.616009999999999923e-08
3.100000000000000089e+00,6.709164590000000073e-05,6.707630000000000016e-05,1.534589999999999847e-08
3.200000000000000178e+00,6.757495829999999584e-05,6.755930000000000214e-05,1.565829999999999999e-08
3.300000000000000266e+00,6.659152329999999871e-05,6.657650000000000200e-05,1.502330000000000126e-08
3.400000000000000355e+00,6.681922479999999733e-05,6.680519999999999525e-05,1.402480000000000062e-08
3.500000000000000000e+00,6.710716089999999511e-05,6.709329999999999678e-05,1.386090000000000039e-08
3.600000000000000089e+00,6.720386960000000027e-05,6.719069999999999351e-05,1.316959999999999969e-08
3.700000000000000178e+00,6.755006109999999375e-05,6.753809999999999631e-05,1.196110000000000081e-08
3.800000000000000266e+00,6.732507979999999216e-05,6.731359999999999872e-05,1.147980000000000000e-08
3.900000000000000355e+00,6.807944849999999332e-05,6.806759999999999861e-05,1.184850000000000018e-08
4.000000000000000000e+00,6.686263043000000386e-05,6.685599999999999822e-05,6.630430000000000233e-09
4.100000000000000533e+00,6.790411782000000502e-05,6.790240000000000230e-05,1.717819999999999968e-09
4.200000000000000178e+00,6.770922243000000837e-05,6.770750000000000184e-05,1.722430000000000017e-09
4.299999999999999822e+00,6.665819784999999864e-05,6.665690000000000211e-05,1.297850000000000021e-09
4.400000000000000355e+00,6.808570566000000674e-05,6.808450000000000179e-05,1.205659999999999950e-09
4.500000000000000000e+00,6.810695021999998956e-05,6.810569999999999406e-05,1.250220000000000052e-09
4.600000000000000533e+00,6.882695509000000223e-05,6.882590000000000116e-05,1.055089999999999921e-09
4.700000000000000178e+00,6.813887429999999608e-05,6.807609999999999692e-05,6.277430000000000645e-08
4.800000000000000711e+00,6.891008009999999968e-05,6.885130000000000265e-05,5.878009999999999971e-08
4.900000000000000355e+00,6.866765839999999126e-05,6.860979999999999488e-05,5.785840000000000278e-08
5.000000000000000000e+00,6.790985879999998957e-05,6.785579999999999498e-05,5.405879999999999700e-08
5.100000000000000533e+00,6.893599689999999882e-05,6.888520000000000244e-05,5.079690000000000271e-08
5.200000000000000178e+00,6.874635690000000042e-05,6.869449999999999764e-05,5.185690000000000029e-08
5.300000000000000711e+00,6.879898350000000133e-05,6.874960000000000326e-05,4.938350000000000012e-08
5.400000000000000355e+00,6.931239359999999438e-05,6.926639999999999805e-05,4.599359999999999966e-08
5.500000000000000000e+00,6.895158969999999675e-05,6.890639999999999472e-05,4.518969999999999999e-08
5.600000000000000533e+00,6.881505259999999612e-05,6.877079999999999554e-05,4.425259999999999750e-08
5.700000000000000178e+00,6.878289460000000164e-05,6.874110000000000496e-05,4.179460000000000289e-08
5.800000000000000711e+00,6.894670449999999056e-05,6.890639999999999472e-05,4.030450000000000201e-08
5.900000000000000355e+00,6.958705719999999542e-05,6.954600000000000126e-05,4.105719999999999921e-08
