# sweep_type: output
# time: 1675699236.1620498
# time_str: 06/02/2023 11:00
# t_int: 0.001
# delay: -1
# pulsed: False
# Drain voltage [V]	Source current (Vg = 4.0) [A]	Drain current (Vg = 4.0) [A]	Gate current (Vg = 4.0) [A]	Source current (Vg = 5.0) [A]	Drain current (Vg = 5.0) [A]	Gate current (Vg = 5.0) [A]	Source current (Vg = 6.0) [A]	Drain current (Vg = 6.0) [A]	Gate current (Vg = 6.0) [A]	Source current (Vg = 7.0) [A]	Drain current (Vg = 7.0) [A]	Gate current (Vg = 7.0) [A]	Source current (Vg = 8.0) [A]	Drain current (Vg = 8.0) [A]	Gate current (Vg = 8.0) [A]	Source current (Vg = 9.0) [A]	Drain current (Vg = 9.0) [A]	Gate current (Vg = 9.0) [A]	Source current (Vg = 10.0) [A]	Drain current (Vg = 10.0) [A]	Gate current (Vg = 10.0) [A]
1.000000000000000000e+00	5.992989999999999689e-04	-2.122889999999999998e-04	8.115880000000000229e-04	7.979530000000000086e-04	-4.379969999999999740e-04	1.235949999999999983e-03	8.833980000000000825e-04	-4.351019999999999823e-04	1.318500000000000011e-03	9.773580000000000028e-04	-4.338820000000000177e-04	1.411240000000000020e-03	1.068542999999999923e-03	-4.358370000000000083e-04	1.504380000000000040e-03	1.167691999999999905e-03	-4.369280000000000017e-04	1.604619999999999961e-03	1.258585999999999906e-03	-4.342139999999999867e-04	1.692799999999999947e-03
1.100000000000000089e+00	5.911079999999999113e-04	-1.959279999999999984e-04	7.870359999999999639e-04	7.911089999999999095e-04	-4.218509999999999968e-04	1.212959999999999906e-03	8.743279999999999542e-04	-4.181720000000000207e-04	1.292500000000000029e-03	9.702580000000001013e-04	-4.178319999999999799e-04	1.388090000000000027e-03	1.060245999999999932e-03	-4.189840000000000122e-04	1.479229999999999998e-03	1.156626999999999916e-03	-4.203130000000000126e-04	1.576939999999999982e-03	1.248863000000000013e-03	-4.173070000000000078e-04	1.666170000000000021e-03
1.200000000000000178e+00	5.833950000000000073e-04	-1.796579999999999933e-04	7.630529999999999735e-04	7.800030000000000331e-04	-4.053570000000000155e-04	1.185360000000000103e-03	8.647850000000000762e-04	-4.010649999999999827e-04	1.265850000000000005e-03	9.611789999999999397e-04	-4.017310000000000065e-04	1.362909999999999946e-03	1.051632999999999952e-03	-4.023669999999999916e-04	1.453999999999999997e-03	1.146288999999999988e-03	-4.035110000000000064e-04	1.549800000000000049e-03	1.240514000000000070e-03	-4.006459999999999991e-04	1.641160000000000015e-03
1.300000000000000044e+00	5.772309999999999898e-04	-1.637529999999999888e-04	7.409839999999999786e-04	7.706670000000000534e-04	-3.887130000000000034e-04	1.159380000000000003e-03	8.561620000000000471e-04	-3.841580000000000038e-04	1.240320000000000051e-03	9.534149999999999917e-04	-3.857150000000000162e-04	1.339130000000000008e-03	1.043482999999999997e-03	-3.859369999999999880e-04	1.429420000000000040e-03	1.136780999999999903e-03	-3.864890000000000057e-04	1.523269999999999963e-03	1.231808999999999942e-03	-3.842510000000000044e-04	1.616059999999999892e-03
1.400000000000000133e+00	5.707180000000000065e-04	-1.479440000000000052e-04	7.186620000000000117e-04	7.618589999999999304e-04	-3.718610000000000231e-04	1.133719999999999953e-03	8.481729999999999174e-04	-3.675570000000000183e-04	1.215729999999999936e-03	9.457669999999999185e-04	-3.696729999999999960e-04	1.315439999999999969e-03	1.036711999999999963e-03	-3.697579999999999791e-04	1.406469999999999942e-03	1.127947000000000021e-03	-3.694629999999999963e-04	1.497410000000000017e-03	1.224737000000000048e-03	-3.679830000000000037e-04	1.592719999999999943e-03
1.500000000000000000e+00	5.658119999999999556e-04	-1.322340000000000082e-04	6.980460000000000180e-04	7.536890000000000950e-04	-3.547809999999999766e-04	1.108470000000000072e-03	8.400300000000000735e-04	-3.511499999999999973e-04	1.191180000000000017e-03	9.341689999999999933e-04	-3.534410000000000199e-04	1.287610000000000013e-03	1.028153999999999874e-03	-3.536960000000000234e-04	1.381850000000000005e-03	1.118335999999999939e-03	-3.525040000000000118e-04	1.470839999999999951e-03	1.217544999999999999e-03	-3.519850000000000257e-04	1.569529999999999970e-03
1.600000000000000089e+00	5.646380000000000106e-04	-1.166180000000000005e-04	6.812559999999999840e-04	7.460679999999999049e-04	-3.377020000000000000e-04	1.083769999999999959e-03	8.334380000000000390e-04	-3.349520000000000145e-04	1.168390000000000054e-03	9.233570000000000839e-04	-3.369329999999999808e-04	1.260290000000000065e-03	1.019647999999999952e-03	-3.376019999999999976e-04	1.357249999999999950e-03	1.107987999999999855e-03	-3.354620000000000215e-04	1.443449999999999985e-03	1.208425999999999858e-03	-3.359540000000000161e-04	1.544379999999999928e-03
1.700000000000000178e+00	5.637360000000000114e-04	-1.009690000000000018e-04	6.647050000000000267e-04	7.377940000000001667e-04	-3.205759999999999881e-04	1.058370000000000101e-03	8.261019999999999995e-04	-3.189180000000000118e-04	1.145020000000000066e-03	9.135939999999999946e-04	-3.202459999999999964e-04	1.233839999999999937e-03	1.012240999999999879e-03	-3.215390000000000262e-04	1.333779999999999905e-03	1.099678999999999891e-03	-3.186910000000000155e-04	1.418369999999999961e-03	1.200707000000000076e-03	-3.199729999999999805e-04	1.520679999999999948e-03
1.800000000000000044e+00	5.624421000000000542e-04	-8.508090000000000054e-05	6.475230000000000005e-04	7.286580000000000834e-04	-3.035320000000000205e-04	1.032190000000000104e-03	8.179249999999999455e-04	-3.029349999999999990e-04	1.120859999999999999e-03	9.042459999999998260e-04	-3.033840000000000213e-04	1.207629999999999901e-03	1.001468000000000150e-03	-3.053719999999999894e-04	1.306840000000000085e-03	1.090985000000000045e-03	-3.022349999999999820e-04	1.393219999999999919e-03	1.192181999999999964e-03	-3.040380000000000187e-04	1.496219999999999929e-03
1.900000000000000133e+00	5.619206000000000287e-04	-6.890340000000000169e-05	6.308239999999999898e-04	7.215349999999999282e-04	-2.866950000000000054e-04	1.008229999999999934e-03	8.108360000000000003e-04	-2.869840000000000021e-04	1.097820000000000002e-03	8.955960000000000223e-04	-2.864240000000000210e-04	1.182019999999999989e-03	9.898910000000001215e-04	-2.888489999999999851e-04	1.278739999999999998e-03	1.082896000000000076e-03	-2.859040000000000192e-04	1.368800000000000095e-03	1.179304000000000159e-03	-2.877159999999999809e-04	1.467020000000000086e-03
2.000000000000000000e+00	5.620608999999999501e-04	-5.301610000000000220e-05	6.150770000000000065e-04	7.240180000000001007e-04	-2.702189999999999822e-04	9.942370000000000287e-04	8.029730000000000114e-04	-2.710270000000000192e-04	1.074000000000000085e-03	8.864380000000000263e-04	-2.695819999999999814e-04	1.156020000000000008e-03	9.797770000000000350e-04	-2.722630000000000189e-04	1.252040000000000054e-03	1.076395999999999863e-03	-2.699040000000000098e-04	1.346299999999999927e-03	1.168198999999999974e-03	-2.712710000000000121e-04	1.439469999999999986e-03
2.100000000000000089e+00	5.621261999999999917e-04	-3.646080000000000165e-05	5.985870000000000340e-04	7.082319999999999371e-04	-2.543800000000000141e-04	9.626119999999999512e-04	7.920799999999999109e-04	-2.547100000000000058e-04	1.046789999999999917e-03	8.765340000000001021e-04	-2.526359999999999847e-04	1.129170000000000087e-03	9.701830000000001130e-04	-2.553769999999999912e-04	1.225560000000000104e-03	1.067893000000000097e-03	-2.539269999999999830e-04	1.321820000000000026e-03	1.157977999999999829e-03	-2.546320000000000246e-04	1.412609999999999907e-03
2.200000000000000178e+00	5.637083999999999238e-04	-1.958759999999999860e-05	5.832959999999999664e-04	7.005279999999999580e-04	-2.384060000000000075e-04	9.389339999999999926e-04	7.828499999999999738e-04	-2.382999999999999919e-04	1.021149999999999966e-03	8.685869999999998748e-04	-2.360030000000000103e-04	1.104589999999999912e-03	9.612329999999999226e-04	-2.385069999999999985e-04	1.199739999999999921e-03	1.059611999999999924e-03	-2.380480000000000085e-04	1.297659999999999959e-03	1.148560000000000076e-03	-2.378400000000000132e-04	1.386400000000000089e-03
2.300000000000000266e+00	5.612101299999999434e-04	-9.834869999999999233e-06	5.710449999999999511e-04	6.938190000000000329e-04	-2.223919999999999944e-04	9.162110000000000002e-04	7.776420000000000467e-04	-2.216300000000000041e-04	9.992720000000000508e-04	8.605050000000001240e-04	-2.195950000000000007e-04	1.080100000000000070e-03	9.520460000000000120e-04	-2.216040000000000013e-04	1.173650000000000040e-03	1.051989000000000136e-03	-2.221409999999999997e-04	1.274130000000000054e-03	1.139706000000000096e-03	-2.210039999999999867e-04	1.360710000000000001e-03
2.400000000000000355e+00	5.678802889999999201e-04	-3.687109999999999986e-07	5.682489999999999460e-04	6.865790000000000955e-04	-2.065249999999999920e-04	8.931040000000000333e-04	7.653099999999999486e-04	-2.044260000000000109e-04	9.697360000000000138e-04	8.525609999999999439e-04	-2.034589999999999912e-04	1.056019999999999962e-03	9.421899999999999763e-04	-2.047399999999999947e-04	1.146929999999999998e-03	1.040855000000000035e-03	-2.061850000000000054e-04	1.247040000000000041e-03	1.130419000000000129e-03	-2.042509999999999931e-04	1.334670000000000040e-03
2.500000000000000000e+00	5.193293000000000085e-04	-4.853669999999999897e-05	5.678659999999999871e-04	6.775700000000000603e-04	-1.903859999999999895e-04	8.679560000000000226e-04	7.571109999999999819e-04	-1.876070000000000081e-04	9.447179999999999900e-04	8.463839999999999385e-04	-1.875059999999999900e-04	1.033889999999999983e-03	9.331530000000001508e-04	-1.879469999999999947e-04	1.121100000000000091e-03	1.029085999999999803e-03	-1.898240000000000040e-04	1.218909999999999915e-03	1.119887999999999873e-03	-1.874520000000000071e-04	1.307339999999999934e-03
2.600000000000000089e+00	5.620586000000000332e-04	-3.181640000000000255e-05	5.938750000000000018e-04	6.687259999999999125e-04	-1.740789999999999981e-04	8.428049999999999648e-04	7.490180000000000579e-04	-1.709480000000000038e-04	9.199660000000000346e-04	8.386380000000000570e-04	-1.717920000000000113e-04	1.010430000000000095e-03	9.249660000000000477e-04	-1.716040000000000057e-04	1.096570000000000053e-03	1.018858999999999997e-03	-1.734809999999999879e-04	1.192340000000000066e-03	1.111819000000000002e-03	-1.710310000000000096e-04	1.282850000000000093e-03
2.700000000000000178e+00	5.639854000000000568e-04	-1.525759999999999940e-05	5.792430000000000105e-04	6.607060000000000537e-04	-1.575939999999999958e-04	8.182999999999999953e-04	7.411530000000000375e-04	-1.546469999999999984e-04	8.957999999999999817e-04	8.308009999999999354e-04	-1.560289999999999930e-04	9.868299999999999555e-04	9.166270000000000450e-04	-1.554129999999999975e-04	1.072040000000000015e-03	1.008903999999999921e-03	-1.568460000000000091e-04	1.165749999999999903e-03	1.103167999999999857e-03	-1.548420000000000059e-04	1.258009999999999944e-03
2.800000000000000266e+00	5.645149799999999969e-04	-3.777020000000000134e-06	5.682919999999999725e-04	6.524640000000000604e-04	-1.409589999999999899e-04	7.934230000000000232e-04	7.335090000000000273e-04	-1.385799999999999912e-04	8.720890000000000456e-04	8.204799999999999507e-04	-1.409009999999999983e-04	9.613809999999999760e-04	9.098799999999999553e-04	-1.395000000000000027e-04	1.049379999999999931e-03	1.000199000000000010e-03	-1.402010000000000083e-04	1.140399999999999964e-03	1.095053000000000129e-03	-1.388369999999999990e-04	1.233890000000000074e-03
2.900000000000000355e+00	5.670557610000000063e-04	-1.012389999999999975e-07	5.671569999999999910e-04	6.440480000000000380e-04	-1.243249999999999997e-04	7.683730000000000377e-04	7.268560000000000082e-04	-1.227339999999999941e-04	8.495900000000000023e-04	8.106870000000000395e-04	-1.248269999999999892e-04	9.355140000000000287e-04	9.024119999999998974e-04	-1.238180000000000129e-04	1.026229999999999937e-03	9.910270000000000103e-04	-1.236630000000000118e-04	1.114689999999999995e-03	1.088856000000000025e-03	-1.231639999999999883e-04	1.212020000000000068e-03
3.000000000000000000e+00	5.182884999999999489e-04	-4.928250000000000122e-05	5.675710000000000043e-04	6.353709999999999176e-04	-1.078420000000000019e-04	7.432129999999999466e-04	7.206529999999999186e-04	-1.072509999999999935e-04	8.279039999999999663e-04	8.020840000000000001e-04	-1.087510000000000028e-04	9.108350000000000300e-04	8.940149999999999573e-04	-1.082250000000000014e-04	1.002239999999999945e-03	9.811119999999999130e-04	-1.071479999999999980e-04	1.088259999999999965e-03	1.080092999999999852e-03	-1.076669999999999976e-04	1.187759999999999944e-03
3.100000000000000089e+00	5.620142000000000713e-04	-3.266880000000000136e-05	5.946830000000000388e-04	6.268226999999999913e-04	-9.114229999999999641e-05	7.179649999999999877e-04	7.123750000000000091e-04	-9.256699999999999651e-05	8.049420000000000056e-04	7.941733000000000082e-04	-9.198169999999999383e-05	8.861550000000000156e-04	8.842550999999999493e-04	-9.340290000000000658e-05	9.776579999999999559e-04	9.719604999999999651e-04	-9.088949999999999774e-05	1.062849999999999949e-03	1.071247900000000088e-03	-9.295209999999999389e-05	1.164200000000000000e-03
3.200000000000000178e+00	5.638692999999999310e-04	-1.608769999999999845e-05	5.799569999999999769e-04	6.181527000000000896e-04	-7.537029999999999902e-05	6.935230000000000344e-04	7.060426000000000289e-04	-7.724539999999999738e-05	7.832880000000000398e-04	7.852239999999999481e-04	-7.574600000000000289e-05	8.609699999999999645e-04	8.731849000000000294e-04	-7.755910000000000083e-05	9.507440000000000032e-04	9.648275999999999034e-04	-7.524239999999999639e-05	1.040069999999999927e-03	1.060810199999999990e-03	-7.730980000000000306e-05	1.138120000000000060e-03
3.300000000000000266e+00	5.645816300000000652e-04	-4.009369999999999697e-06	5.685910000000000183e-04	6.104624999999999375e-04	-5.996250000000000061e-05	6.704249999999999923e-04	6.967211999999999321e-04	-6.175980000000000456e-05	7.584809999999999773e-04	7.770423999999999517e-04	-5.970360000000000212e-05	8.367459999999999742e-04	8.638928999999999836e-04	-6.181110000000000185e-05	9.257039999999999583e-04	9.585921000000000068e-04	-6.006790000000000133e-05	1.018660000000000008e-03	1.049567099999999982e-03	-6.166290000000000215e-05	1.111229999999999943e-03
3.400000000000000355e+00	5.666395180000000651e-04	-1.284819999999999987e-07	5.667680000000000461e-04	6.039476999999999910e-04	-4.506229999999999714e-05	6.490099999999999949e-04	6.885195999999999461e-04	-4.634239999999999866e-05	7.348619999999999718e-04	7.690598999999999786e-04	-4.416609999999999715e-05	8.132260000000000096e-04	8.550676999999999583e-04	-4.600829999999999791e-05	9.010760000000000037e-04	9.508542999999999943e-04	-4.516570000000000025e-05	9.960200000000000217e-04	1.039376399999999978e-03	-4.607359999999999879e-05	1.085449999999999957e-03
3.500000000000000000e+00	5.208545999999999445e-04	-4.636439999999999946e-05	5.672189999999999914e-04	5.961957999999999407e-04	-3.068220000000000246e-05	6.268779999999999838e-04	6.807585999999999369e-04	-3.119440000000000071e-05	7.119529999999999782e-04	7.613379000000000413e-04	-2.941209999999999916e-05	7.907500000000000032e-04	8.463910000000000487e-04	-3.061499999999999741e-05	8.770060000000000529e-04	9.414663999999999889e-04	-3.127560000000000257e-05	9.727419999999999643e-04	1.030134199999999892e-03	-3.071580000000000160e-05	1.060849999999999901e-03
3.600000000000000089e+00	5.621234000000000126e-04	-2.985360000000000162e-05	5.919770000000000414e-04	5.890954000000000112e-04	-1.707960000000000161e-05	6.061750000000000298e-04	6.728889999999999741e-04	-1.674199999999999996e-05	6.896310000000000114e-04	7.541260999999999624e-04	-1.564589999999999872e-05	7.697719999999999476e-04	8.378294000000000323e-04	-1.615560000000000165e-05	8.539850000000000305e-04	9.305141999999999754e-04	-1.736480000000000017e-05	9.478789999999999959e-04	1.021300600000000147e-03	-1.625939999999999886e-05	1.037560000000000088e-03
3.700000000000000178e+00	5.642328999999999964e-04	-1.361609999999999996e-05	5.778489999999999625e-04	5.788799399999999557e-04	-8.598060000000000482e-06	5.874780000000000019e-04	6.634168299999999418e-04	-6.359169999999999629e-06	6.697759999999999651e-04	7.456673499999999987e-04	-7.272649999999999732e-06	7.529400000000000112e-04	8.277801800000000052e-04	-5.879819999999999720e-06	8.336599999999999566e-04	9.176917399999999633e-04	-7.716259999999999878e-06	9.254079999999999598e-04	1.010366209999999983e-03	-5.833790000000000095e-06	1.016200000000000089e-03
3.800000000000000266e+00	5.653385000000000354e-04	-2.145500000000000041e-06	5.674840000000000440e-04	5.734210839999999464e-04	-2.849159999999999819e-07	5.737059999999999989e-04	6.566274299999999217e-04	-2.715699999999999893e-07	6.568989999999999595e-04	7.419325740000000348e-04	-3.684260000000000196e-07	7.423010000000000068e-04	8.211029259999999726e-04	-2.820739999999999886e-07	8.213849999999999971e-04	9.101621809999999859e-04	-2.018189999999999889e-07	9.103639999999999866e-04	1.002771934000000129e-03	-2.580659999999999763e-07	1.003030000000000024e-03
3.900000000000000355e+00	5.674380308999999768e-04	-6.496909999999999643e-08	5.675030000000000178e-04	5.704602766999999994e-04	-4.572330000000000154e-08	5.705060000000000296e-04	6.517304330000000005e-04	-1.045669999999999992e-07	6.518350000000000229e-04	7.301916209999999470e-04	-2.023789999999999886e-07	7.303939999999999868e-04	8.172898890000000402e-04	-1.041109999999999983e-07	8.173940000000000415e-04	9.007321368000000472e-04	-4.986319999999999879e-08	9.007820000000000367e-04	9.974486029999999302e-04	-1.003969999999999957e-07	9.975489999999999184e-04
4.000000000000000000e+00	5.661904760500000369e-04	1.476050000000000088e-09	5.661890000000000369e-04	5.726978918800000248e-04	-2.108119999999999954e-09	5.726999999999999886e-04	6.461261577999999686e-04	-3.484219999999999948e-08	6.461610000000000227e-04	7.290486280000000284e-04	-5.437199999999999877e-08	7.291030000000000427e-04	8.106488143999999877e-04	-2.718560000000000092e-08	8.106759999999999747e-04	9.024588962199999852e-04	-6.103779999999999782e-09	9.024649999999999729e-04	9.903412331000000738e-04	-2.776690000000000097e-08	9.903690000000000583e-04
4.100000000000000533e+00	5.640187528600000425e-04	-5.247139999999999729e-09	5.640239999999999924e-04	5.703943851900000143e-04	-4.614810000000000114e-09	5.703989999999999711e-04	6.477998906599999719e-04	3.890659999999999880e-09	6.477959999999999621e-04	7.287285474400000086e-04	1.547439999999999983e-09	7.287269999999999772e-04	8.123539453699999812e-04	1.945369999999999870e-09	8.123520000000000177e-04	8.934189642800000226e-04	-1.035720000000000018e-09	8.934200000000000214e-04	9.934401339599999419e-04	2.133959999999999939e-09	9.934379999999999166e-04
4.200000000000000178e+00	5.652669141099999663e-04	4.914109999999999691e-09	5.652619999999999693e-04	5.706884912100000521e-04	4.491210000000000252e-09	5.706840000000000133e-04	6.377939603299999805e-04	-5.039669999999999824e-09	6.377989999999999831e-04	7.200902223300000580e-04	-3.777669999999999839e-09	7.200940000000000075e-04	8.028558457600000085e-04	-4.154239999999999915e-09	8.028599999999999669e-04	8.894025553299999415e-04	1.555330000000000046e-09	8.894009999999999503e-04	9.815256980199998926e-04	-4.301979999999999655e-09	9.815299999999999893e-04
4.299999999999999822e+00	5.639504470000000769e-04	-3.445529999999999752e-07	5.642950000000000309e-04	5.704799454399999813e-04	-5.054559999999999966e-09	5.704850000000000242e-04	6.260783853200000467e-04	4.385320000000000321e-09	6.260740000000000098e-04	7.102035358099999555e-04	4.535809999999999870e-09	7.101990000000000082e-04	7.922608388399999917e-04	4.838839999999999805e-09	7.922559999999999715e-04	8.771864263499999691e-04	-2.573650000000000103e-09	8.771890000000000069e-04	9.695599320599999731e-04	4.932060000000000027e-09	9.695549999999999828e-04
4.400000000000000355e+00	5.674216750000000411e-04	-2.033250000000000025e-07	5.676249999999999872e-04	5.704966029399999913e-04	5.602939999999999679e-09	5.704910000000000102e-04	6.131819899000000469e-04	-3.010100000000000183e-09	6.131850000000000321e-04	6.959713395699999210e-04	-4.660429999999999798e-09	6.959759999999999515e-04	7.773912354999999242e-04	-4.764500000000000246e-09	7.773959999999999681e-04	8.631144228900000399e-04	4.422889999999999809e-09	8.631100000000000490e-04	9.530192482900000416e-04	-4.751710000000000334e-09	9.530240000000000152e-04
4.500000000000000000e+00	5.670133490000000154e-04	-3.186509999999999858e-07	5.673320000000000359e-04	5.737435095200000158e-04	9.509519999999999645e-09	5.737340000000000061e-04	5.927014880069999929e-04	4.880070000000000292e-10	5.927009999999999484e-04	6.792273959399999913e-04	2.395939999999999897e-09	6.792249999999999894e-04	7.597771678899999711e-04	2.167890000000000048e-09	7.597749999999999686e-04	8.440542237700000405e-04	1.223770000000000004e-09	8.440529999999999908e-04	9.330411869899999950e-04	2.186990000000000117e-09	9.330389999999999821e-04
4.600000000000000533e+00	5.695532699999999917e-04	-3.597300000000000058e-07	5.699130000000000168e-04	5.744228789999999540e-04	2.918790000000000158e-07	5.741309999999999686e-04	5.856113038000000095e-04	8.930380000000000588e-08	5.855219999999999956e-04	6.733300916000000249e-04	9.509159999999999369e-08	6.732350000000000010e-04	7.533387236999999816e-04	9.572370000000000105e-08	7.532430000000000115e-04	8.356665249999999535e-04	1.305250000000000124e-07	8.355360000000000044e-04	9.257230600999999956e-04	9.706010000000000235e-08	9.256260000000000312e-04
4.700000000000000178e+00	5.714184639999999584e-04	-6.185360000000000271e-07	5.720369999999999578e-04	5.802281100000000096e-04	2.271110000000000012e-06	5.779570000000000367e-04	5.808784450000000149e-04	9.274449999999999777e-07	5.799509999999999908e-04	6.654458369999999854e-04	9.468370000000000497e-07	6.644990000000000358e-04	7.454646250000000404e-04	9.576250000000000005e-07	7.445070000000000464e-04	8.307201849999999808e-04	9.361850000000000414e-07	8.297839999999999687e-04	9.167370300000000308e-04	9.680300000000000728e-07	9.157689999999999797e-04
