# sweep_type: output
# time: 1675792585.2177281
# time_str: 07/02/2023 12:56
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A]
1.000000000000000000e+00,5.876458999999999880e-08,8.245589999999999854e-09,5.051899999999999729e-08,6.352825869999999926e-05,6.350999999999999332e-05,1.825869999999999858e-08,6.709167635399999148e-04,6.709179999999999484e-04,-1.236460000000000092e-09,1.422860405200000039e-03,1.422859999999999967e-03,4.052000000000000070e-10,2.080703337749999996e-03,2.080699999999999997e-03,3.337749999999999977e-09,2.652213719989999965e-03,2.652219999999999838e-03,-6.280009999999999699e-09
1.100000000000000089e+00,6.407256999999999601e-08,8.219570000000000392e-09,5.585299999999999727e-08,6.401716059999999439e-05,6.400140000000000017e-05,1.576059999999999953e-08,6.840863292199999852e-04,6.840880000000000138e-04,-1.670780000000000097e-09,1.511880412879000038e-03,1.511879999999999951e-03,4.128790000000000174e-10,2.233363258450000045e-03,2.233360000000000206e-03,3.258450000000000054e-09,2.867653648370000006e-03,2.867660000000000174e-03,-6.351629999999999913e-09
1.200000000000000178e+00,6.365557999999999619e-08,8.165980000000000374e-09,5.548960000000000078e-08,6.404970919999999207e-05,6.403099999999999732e-05,1.870919999999999987e-08,6.907771072000000196e-04,6.907789999999999807e-04,-1.892799999999999916e-09,1.589300424398000120e-03,1.589300000000000088e-03,4.243979999999999855e-10,2.377423127989999711e-03,2.377419999999999881e-03,3.127990000000000073e-09,3.074933513809999935e-03,3.074939999999999965e-03,-6.486190000000000325e-09
1.300000000000000044e+00,6.320627000000000367e-08,8.110870000000000551e-09,5.509539999999999981e-08,6.386094689999999394e-05,6.384039999999999951e-05,2.054689999999999984e-08,6.946724186299999340e-04,6.946749999999999583e-04,-2.581370000000000155e-09,1.662840431074999979e-03,1.662840000000000065e-03,4.310749999999999822e-10,2.524502971949999734e-03,2.524499999999999834e-03,2.971949999999999855e-09,3.280493446280000145e-03,3.280499999999999996e-03,-6.553720000000000401e-09
1.400000000000000133e+00,6.713028000000000282e-08,8.041980000000000388e-09,5.908830000000000243e-08,6.404591360000000139e-05,6.402680000000000166e-05,1.911359999999999984e-08,6.980599919799999930e-04,6.980629999999999604e-04,-3.008020000000000124e-09,1.715310433077999949e-03,1.715310000000000055e-03,4.330780000000000011e-10,2.647912780609999912e-03,2.647909999999999847e-03,2.780609999999999976e-09,3.467993317870000231e-03,3.468000000000000162e-03,-6.682129999999999961e-09
1.500000000000000000e+00,6.636815000000000392e-08,7.981250000000000744e-09,5.838689999999999987e-08,6.384050449999998853e-05,6.381919999999999368e-05,2.130450000000000062e-08,7.020397633099999561e-04,7.020429999999999596e-04,-3.236689999999999914e-09,1.762190443428000115e-03,1.762190000000000067e-03,4.434280000000000222e-10,2.767042673680000179e-03,2.767040000000000124e-03,2.673679999999999808e-09,3.655483310709999999e-03,3.655489999999999955e-03,-6.689290000000000172e-09
1.600000000000000089e+00,6.616973999999999943e-08,7.936339999999999914e-09,5.823339999999999786e-08,6.474780820000000214e-05,6.472569999999999593e-05,2.210819999999999940e-08,7.038182640200000249e-04,7.038219999999999980e-04,-3.735979999999999748e-09,1.803470449771999969e-03,1.803469999999999943e-03,4.497720000000000057e-10,2.874542467499999979e-03,2.874540000000000081e-03,2.467500000000000009e-09,3.826643242149999936e-03,3.826650000000000017e-03,-6.757850000000000192e-09
1.700000000000000178e+00,6.835315000000000482e-08,7.872549999999999248e-09,6.048060000000000226e-08,6.423056800000000719e-05,6.420890000000000115e-05,2.166799999999999921e-08,7.063589448100000140e-04,7.063629999999999996e-04,-4.055189999999999931e-09,1.840030458619000076e-03,1.840030000000000094e-03,4.586190000000000062e-10,2.981622353919999822e-03,2.981619999999999930e-03,2.353920000000000077e-09,3.990053164390000226e-03,3.990060000000000134e-03,-6.835609999999999725e-09
1.800000000000000044e+00,6.781233000000000461e-08,7.802629999999999969e-09,6.000970000000000299e-08,6.474936440000000177e-05,6.472569999999999593e-05,2.366440000000000112e-08,7.089839985200000264e-04,7.089880000000000227e-04,-4.001479999999999710e-09,1.854220466465000047e-03,1.854219999999999957e-03,4.664650000000000017e-10,3.072792204020000084e-03,3.072790000000000157e-03,2.204020000000000005e-09,4.148303130789999377e-03,4.148309999999999671e-03,-6.869210000000000105e-09
1.900000000000000133e+00,6.626710999999999576e-08,7.741910000000000204e-09,5.852520000000000052e-08,6.478987040000000561e-05,6.476380000000000494e-05,2.607039999999999964e-08,7.105926071699999493e-04,7.105969999999999865e-04,-4.392829999999999605e-09,1.875720474478000067e-03,1.875719999999999991e-03,4.744779999999999822e-10,3.151922015749999972e-03,3.151919999999999895e-03,2.015750000000000199e-09,4.295383324209999833e-03,4.295389999999999625e-03,-6.675789999999999753e-09
2.000000000000000000e+00,6.784447999999998945e-08,7.676079999999999408e-09,6.016839999999999501e-08,6.481924510000000583e-05,6.479340000000000208e-05,2.584509999999999960e-08,7.123712700499999946e-04,7.123760000000000248e-04,-4.729949999999999781e-09,1.889490482323999930e-03,1.889489999999999963e-03,4.823239999999999776e-10,3.224591899099999923e-03,3.224589999999999835e-03,1.899100000000000194e-09,4.432133388170000042e-03,4.432140000000000211e-03,-6.611830000000000317e-09
2.100000000000000089e+00,6.700471000000000363e-08,7.588809999999999977e-09,5.941590000000000200e-08,6.483853559999999802e-05,6.481039999999999870e-05,2.813559999999999950e-08,7.118202526500000404e-04,7.118250000000000228e-04,-4.747350000000000155e-09,1.895510491673000047e-03,1.895509999999999990e-03,4.916730000000000453e-10,3.288671791150000068e-03,3.288670000000000048e-03,1.791149999999999962e-09,4.571743453660000699e-03,4.571750000000000293e-03,-6.546340000000000371e-09
2.200000000000000178e+00,6.594372999999999806e-08,7.505630000000000684e-09,5.843810000000000234e-08,6.513128229999999650e-05,6.508569999999999926e-05,4.558230000000000047e-08,7.141071037899999899e-04,7.141120000000000367e-04,-4.896210000000000404e-09,1.905830497849000157e-03,1.905830000000000067e-03,4.978489999999999835e-10,3.345431671429999979e-03,3.345429999999999932e-03,1.671430000000000090e-09,4.684004145439999746e-03,4.684009999999999736e-03,-5.854559999999999685e-09
2.300000000000000266e+00,6.774536999999999433e-08,7.433669999999999622e-09,6.031170000000000133e-08,6.532207659999999313e-05,6.527629999999999706e-05,4.577659999999999845e-08,7.177058618200000354e-04,7.177110000000000000e-04,-5.138179999999999725e-09,1.914430506195999998e-03,1.914429999999999951e-03,5.061960000000000375e-10,3.394891546089999750e-03,3.394889999999999800e-03,1.546089999999999983e-09,4.802294250330000139e-03,4.802299999999999798e-03,-5.749670000000000060e-09
2.400000000000000355e+00,6.486261000000000459e-08,7.356110000000000150e-09,5.750649999999999947e-08,6.477633299999998857e-05,6.472759999999999332e-05,4.873299999999999705e-08,7.186378382900000762e-04,7.186430000000000378e-04,-5.161710000000000366e-09,1.910990510202000003e-03,1.910989999999999998e-03,5.102019999999999717e-10,3.431441386980000046e-03,3.431440000000000011e-03,1.386979999999999898e-09,4.898654340899999751e-03,4.898659999999999994e-03,-5.659100000000000031e-09
2.500000000000000000e+00,6.351409000000000437e-08,7.246390000000000244e-09,5.626770000000000164e-08,6.639141780000000883e-05,6.633690000000000517e-05,5.451780000000000131e-08,7.205007032299999515e-04,7.205059999999999893e-04,-5.296769999999999691e-09,1.925180519885000144e-03,1.925180000000000077e-03,5.198850000000000095e-10,3.457671260099999967e-03,3.457669999999999928e-03,1.260100000000000022e-09,4.992854445280000067e-03,4.992860000000000006e-03,-5.554720000000000025e-09
2.600000000000000089e+00,6.473060000000000392e-08,7.167800000000000001e-09,5.756279999999999979e-08,6.625030620000000464e-05,6.619720000000000378e-05,5.310619999999999679e-08,7.192724100999999329e-04,7.192779999999999530e-04,-5.589900000000000311e-09,1.928620527063000046e-03,1.928620000000000030e-03,5.270629999999999614e-10,3.486491108660000251e-03,3.486490000000000075e-03,1.108659999999999974e-09,5.076724548130000063e-03,5.076729999999999784e-03,-5.451869999999999703e-09
2.700000000000000178e+00,6.286497999999999440e-08,7.068279999999999915e-09,5.579669999999999696e-08,6.624244040000000380e-05,6.618870000000000547e-05,5.374039999999999859e-08,7.202463103500000548e-04,7.202520000000000016e-04,-5.689650000000000096e-09,1.926040531903999969e-03,1.926039999999999957e-03,5.319040000000000277e-10,3.501540268725000186e-03,3.501540000000000034e-03,2.687250000000000207e-10,5.150284619760000029e-03,5.150290000000000076e-03,-5.380239999999999610e-09
2.800000000000000266e+00,6.211580999999999749e-08,7.005010000000000401e-09,5.511079999999999874e-08,6.557949940000000835e-05,6.552380000000000444e-05,5.569940000000000310e-08,7.210093512699999527e-04,7.210149999999999806e-04,-5.648729999999999787e-09,1.938090542253999900e-03,1.938089999999999952e-03,5.422539999999999971e-10,3.523470254698000004e-03,3.523469999999999901e-03,2.546979999999999925e-10,5.216524750749999655e-03,5.216529999999999605e-03,-5.249249999999999838e-09
2.900000000000000355e+00,6.317667000000000451e-08,6.924370000000000150e-09,5.625230000000000271e-08,6.711857490000000483e-05,6.706530000000000314e-05,5.327490000000000015e-08,7.235073098399999805e-04,7.235129999999999556e-04,-5.690159999999999715e-09,1.935930546928000054e-03,1.935929999999999986e-03,5.469279999999999750e-10,3.537660247351000122e-03,3.537660000000000197e-03,2.473509999999999868e-10,5.275024867920000311e-03,5.275029999999999997e-03,-5.132079999999999921e-09
3.000000000000000000e+00,6.104325000000000631e-08,6.853950000000000304e-09,5.418929999999999939e-08,6.669594960000000327e-05,6.664180000000000288e-05,5.414959999999999673e-08,7.260482550999999059e-04,7.260539999999999572e-04,-5.744899999999999879e-09,1.941100554272999967e-03,1.941100000000000074e-03,5.542730000000000153e-10,3.540670236831000225e-03,3.540670000000000102e-03,2.368310000000000066e-10,5.319764934439999600e-03,5.319769999999999707e-03,-5.065560000000000031e-09
3.100000000000000089e+00,6.011043999999999493e-08,6.729939999999999613e-09,5.338049999999999945e-08,6.696485690000000400e-05,6.690860000000000514e-05,5.625689999999999998e-08,7.263022285000000217e-04,7.263080000000000534e-04,-5.771499999999999767e-09,1.947120559782000151e-03,1.947120000000000101e-03,5.597820000000000218e-10,3.554000222636999849e-03,3.553999999999999868e-03,2.226369999999999933e-10,5.361915055200000037e-03,5.361920000000000054e-03,-4.944799999999999716e-09
3.200000000000000178e+00,6.045556000000000087e-08,6.691159999999999877e-09,5.376439999999999934e-08,6.739348110000000414e-05,6.734060000000000371e-05,5.288110000000000095e-08,7.274031272100000764e-04,7.274090000000000417e-04,-5.872789999999999941e-09,1.951420567627999876e-03,1.951419999999999934e-03,5.676280000000000172e-10,3.559590213786999885e-03,3.559590000000000063e-03,2.137869999999999929e-10,5.396755166739999887e-03,5.396759999999999578e-03,-4.833260000000000327e-09
3.300000000000000266e+00,6.020093000000000834e-08,6.615629999999999829e-09,5.358530000000000272e-08,6.691873610000000365e-05,6.686630000000000048e-05,5.243609999999999928e-08,7.289272346400000116e-04,7.289329999999999681e-04,-5.765359999999999621e-09,1.953570573304000153e-03,1.953569999999999959e-03,5.733040000000000088e-10,3.573780203601000134e-03,3.573779999999999926e-03,2.036010000000000086e-10,5.428585266009999279e-03,5.428589999999999631e-03,-4.733989999999999697e-09
3.400000000000000355e+00,5.754965000000000340e-08,6.488050000000000151e-09,5.106160000000000243e-08,6.703872220000000248e-05,6.698490000000000303e-05,5.382220000000000135e-08,7.301131236300000167e-04,7.301189999999999937e-04,-5.876369999999999633e-09,1.953140575473999961e-03,1.953139999999999911e-03,5.754740000000000127e-10,3.577660192913999747e-03,3.577659999999999868e-03,1.929139999999999916e-10,5.453535370899999755e-03,5.453539999999999777e-03,-4.629100000000000072e-09
3.500000000000000000e+00,5.773257000000000012e-08,6.415069999999999851e-09,5.131750000000000275e-08,6.686161579999999073e-05,6.681119999999999485e-05,5.041580000000000203e-08,7.308329926599999330e-04,7.308389999999999461e-04,-6.007339999999999647e-09,1.961310578979999757e-03,1.961309999999999963e-03,5.789800000000000004e-10,3.583680183562999982e-03,3.583680000000000112e-03,1.835630000000000102e-10,5.481925521840000370e-03,5.481930000000000310e-03,-4.478160000000000178e-09
3.600000000000000089e+00,5.823817999999999958e-08,6.316579999999999709e-09,5.192159999999999822e-08,6.733176690000000283e-05,6.728130000000000243e-05,5.046689999999999909e-08,7.322730197799999854e-04,7.322789999999999595e-04,-5.980220000000000262e-09,1.959160581483999995e-03,1.959160000000000155e-03,5.814839999999999743e-10,3.588840172541999610e-03,3.588839999999999825e-03,1.725419999999999973e-10,5.494835632880000140e-03,5.494839999999999967e-03,-4.367119999999999701e-09
3.700000000000000178e+00,5.681021999999999451e-08,6.219620000000000076e-09,5.059059999999999775e-08,6.698222590000000340e-05,6.692979999999999741e-05,5.242589999999999698e-08,7.318919814100000639e-04,7.318980000000000321e-04,-6.018589999999999996e-09,1.960450585156999978e-03,1.960449999999999866e-03,5.851570000000000505e-10,3.595290164527000214e-03,3.595290000000000118e-03,1.645269999999999996e-10,5.505585743399999885e-03,5.505590000000000310e-03,-4.256600000000000376e-09
3.800000000000000266e+00,5.539155000000000607e-08,6.131850000000000079e-09,4.925970000000000268e-08,6.776827379999999861e-05,6.771749999999999666e-05,5.077379999999999769e-08,7.358299793600000171e-04,7.358360000000000204e-04,-6.020640000000000005e-09,1.967330586158000383e-03,1.967330000000000207e-03,5.861579999999999522e-10,3.597870152670999949e-03,3.597869999999999974e-03,1.526710000000000097e-10,5.518055836519999979e-03,5.518059999999999979e-03,-4.163479999999999771e-09
3.900000000000000355e+00,5.655285999999999862e-08,6.033859999999999676e-09,5.051899999999999729e-08,6.776772140000000225e-05,6.771749999999999666e-05,5.022139999999999865e-08,7.360840509799999746e-04,7.360900000000000082e-04,-5.949019999999999791e-09,1.973350587827999835e-03,1.973350000000000017e-03,5.878280000000000095e-10,3.606040139813000180e-03,3.606040000000000027e-03,1.398130000000000062e-10,5.527095966490000109e-03,5.527100000000000068e-03,-4.033510000000000064e-09
4.000000000000000000e+00,5.442360000000000302e-08,5.936900000000000044e-09,4.848669999999999966e-08,6.788738530000000375e-05,6.783609999999999922e-05,5.128530000000000197e-08,7.363800801400000170e-04,7.363860000000000067e-04,-5.919860000000000276e-09,1.969910585157000175e-03,1.969910000000000064e-03,5.851570000000000505e-10,3.611200130128000129e-03,3.611200000000000174e-03,1.301280000000000029e-10,5.548596080590000208e-03,5.548599999999999886e-03,-3.919410000000000220e-09
4.100000000000000533e+00,5.300431999999999879e-08,5.853719999999999923e-09,4.715060000000000135e-08,6.803848379999999547e-05,6.798860000000000157e-05,4.988380000000000097e-08,7.385821277199999379e-04,7.385879999999999833e-04,-5.872280000000000323e-09,1.976360588327999955e-03,1.976359999999999922e-03,5.883279999999999561e-10,3.622810120944000220e-03,3.622810000000000179e-03,1.209440000000000065e-10,5.551176166040000005e-03,5.551180000000000177e-03,-3.833960000000000272e-09
4.200000000000000178e+00,5.441023999999999925e-08,5.790439999999999704e-09,4.861979999999999706e-08,6.791585489999999662e-05,6.786569999999999636e-05,5.015490000000000265e-08,7.401071047000000198e-04,7.401130000000000339e-04,-5.895299999999999691e-09,1.975930589663999794e-03,1.975929999999999874e-03,5.896640000000000433e-10,3.621090106416000130e-03,3.621089999999999986e-03,1.064159999999999973e-10,5.560646274510000486e-03,5.560650000000000315e-03,-3.725490000000000129e-09
4.299999999999999822e+00,5.244954999999999865e-08,5.667449999999999904e-09,4.678210000000000040e-08,6.767674920000000605e-05,6.762440000000000259e-05,5.234919999999999868e-08,7.410382064999998953e-04,7.410439999999999475e-04,-5.793499999999999898e-09,1.983670593836999851e-03,1.983669999999999878e-03,5.938369999999999626e-10,3.629260094059299883e-03,3.629260000000000038e-03,9.405930000000000574e-11,5.570536424429999890e-03,5.570539999999999693e-03,-3.575569999999999886e-09
4.400000000000000355e+00,5.078558999999999730e-08,5.585289999999999848e-09,4.520029999999999745e-08,6.779270710000000308e-05,6.774289999999999815e-05,4.980710000000000267e-08,7.408271261799999341e-04,7.408329999999999863e-04,-5.873819999999999885e-09,1.987110596006999661e-03,1.987109999999999831e-03,5.960069999999999665e-10,3.627110080867599739e-03,3.627109999999999796e-03,8.086759999999999845e-11,5.573976528299999685e-03,5.573980000000000080e-03,-3.471699999999999912e-09
4.500000000000000000e+00,5.190855000000000062e-08,5.464350000000000057e-09,4.644419999999999974e-08,6.783771639999999954e-05,6.778950000000000546e-05,4.821640000000000154e-08,7.437491855300000379e-04,7.437550000000000237e-04,-5.814470000000000085e-09,1.980230595339999879e-03,1.980229999999999924e-03,5.953400000000000348e-10,3.635280069178699943e-03,3.635279999999999848e-03,6.917869999999999966e-11,5.579566614779999691e-03,5.579569999999999842e-03,-3.385220000000000021e-09
4.600000000000000533e+00,5.030148000000000237e-08,5.362280000000000223e-09,4.493920000000000049e-08,6.802524679999999240e-05,6.797589999999999405e-05,4.934680000000000086e-08,7.416311988299999648e-04,7.416369999999999603e-04,-5.801169999999999728e-09,1.987970598178000117e-03,1.987969999999999928e-03,5.981779999999999789e-10,3.638720056320900002e-03,3.638719999999999802e-03,5.632090000000000168e-11,5.591616755490000194e-03,5.591620000000000271e-03,-3.244509999999999997e-09
4.700000000000000178e+00,4.889514000000000038e-08,5.256140000000000008e-09,4.363899999999999789e-08,6.822523469999999953e-05,6.817910000000000593e-05,4.613469999999999952e-08,7.437062412900000358e-04,7.437119999999999972e-04,-5.758709999999999856e-09,1.993990598511000047e-03,1.993990000000000172e-03,5.985110000000000439e-10,3.641730045967900200e-03,3.641730000000000141e-03,4.596790000000000005e-11,5.598066928940000075e-03,5.598070000000000129e-03,-3.071059999999999939e-09
4.800000000000000711e+00,4.981125999999999866e-08,5.148460000000000231e-09,4.466279999999999677e-08,6.889865510000000681e-05,6.885250000000000528e-05,4.615509999999999750e-08,7.436642581700000270e-04,7.436699999999999864e-04,-5.741829999999999806e-09,1.990550600180999736e-03,1.990549999999999785e-03,6.001809999999999978e-10,3.652480034613000016e-03,3.652480000000000050e-03,3.461299999999999721e-11,5.595917107519999580e-03,5.595919999999999887e-03,-2.892479999999999921e-09
4.900000000000000355e+00,4.804624999999999919e-08,5.108649999999999724e-09,4.293760000000000194e-08,6.886187989999999236e-05,6.881439999999999627e-05,4.747990000000000021e-08,7.456973563900000032e-04,7.457030000000000125e-04,-5.643609999999999705e-09,1.997000601682999942e-03,1.997000000000000077e-03,6.016829999999999580e-10,3.650760021254299825e-03,3.650759999999999856e-03,2.125429999999999840e-11,5.611397356189999977e-03,5.611399999999999895e-03,-2.643810000000000200e-09
5.000000000000000000e+00,4.709958999999999989e-08,5.011690000000000092e-09,4.208790000000000063e-08,6.848691910000000009e-05,6.844169999999999898e-05,4.521910000000000156e-08,7.467554372199999933e-04,7.467609999999999743e-04,-5.562780000000000099e-09,2.002600599513000221e-03,2.002600000000000213e-03,5.995129999999999542e-10,3.654630010400400017e-03,3.654629999999999858e-03,1.040040000000000080e-11,5.611827573649999686e-03,5.611829999999999943e-03,-2.426350000000000002e-09
5.100000000000000533e+00,4.737530000000000203e-08,4.898400000000000373e-09,4.247689999999999835e-08,6.834255080000000131e-05,6.829769999999999494e-05,4.485079999999999819e-08,7.483224111299999941e-04,7.483280000000000357e-04,-5.588870000000000368e-09,1.995280596841999751e-03,1.995279999999999884e-03,5.968419999999999951e-10,3.655920000381349903e-03,3.655920000000000003e-03,3.813499999999999856e-13,5.619147794180000093e-03,5.619149999999999839e-03,-2.205820000000000144e-09
5.200000000000000178e+00,4.649370000000000293e-08,4.779499999999999884e-09,4.171420000000000304e-08,6.845474789999999329e-05,6.840779999999999918e-05,4.694789999999999915e-08,7.476455016700000447e-04,7.476510000000000013e-04,-5.498329999999999975e-09,1.996570597844000029e-03,1.996570000000000029e-03,5.978440000000000088e-10,3.665809989527899632e-03,3.665809999999999815e-03,-1.047209999999999937e-11,5.628608021369999742e-03,5.628610000000000037e-03,-1.978629999999999815e-09
5.300000000000000711e+00,4.463249999999999947e-08,4.571800000000000280e-09,4.006070000000000084e-08,6.833923060000000296e-05,6.829349999999999928e-05,4.573059999999999923e-08,7.497195011600000375e-04,7.497250000000000225e-04,-5.498839999999999594e-09,2.003460598844999940e-03,2.003459999999999876e-03,5.988450000000000140e-10,3.668389980010300106e-03,3.668390000000000106e-03,-1.998970000000000155e-11,5.629898213239999810e-03,5.629900000000000182e-03,-1.786759999999999939e-09
5.400000000000000355e+00,4.581958000000000112e-08,4.422780000000000313e-09,4.139679999999999916e-08,6.901035170000000647e-05,6.896680000000000518e-05,4.355170000000000213e-08,7.493385139499999636e-04,7.493439999999999867e-04,-5.486049999999999682e-09,2.008620597676999929e-03,2.008620000000000023e-03,5.976770000000000238e-10,3.663659967153099894e-03,3.663660000000000007e-03,-3.284690000000000214e-11,5.631618391820000617e-03,5.631620000000000376e-03,-1.608179999999999920e-09
5.500000000000000000e+00,4.327597000000000023e-08,4.249269999999999741e-09,3.902669999999999966e-08,6.852494749999999161e-05,6.847979999999999443e-05,4.514750000000000110e-08,7.504826346799999773e-04,7.504880000000000015e-04,-5.365319999999999832e-09,2.003460594671999887e-03,2.003459999999999876e-03,5.946719999999999912e-10,3.672259963479499942e-03,3.672260000000000107e-03,-3.652049999999999812e-11,5.647108624120000114e-03,5.647110000000000324e-03,-1.375880000000000009e-09
5.600000000000000533e+00,4.262636999999999949e-08,4.085969999999999695e-09,3.854040000000000145e-08,6.913887870000001094e-05,6.909390000000000605e-05,4.497869999999999896e-08,7.505666449100000057e-04,7.505720000000000230e-04,-5.355090000000000375e-09,2.010770596507999945e-03,2.010769999999999832e-03,5.965080000000000250e-10,3.673549956633499758e-03,3.673549999999999819e-03,-4.336649999999999702e-11,5.651408845160000270e-03,5.651409999999999940e-03,-1.154839999999999912e-09
