# sweep_type: output
# time: 1675791205.9040434
# time_str: 07/02/2023 12:33
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A],Source current (Vg = 6.0) [A],Drain current (Vg = 6.0) [A],Gate current (Vg = 6.0) [A],Source current (Vg = 7.0) [A],Drain current (Vg = 7.0) [A],Gate current (Vg = 7.0) [A],Source current (Vg = 8.0) [A],Drain current (Vg = 8.0) [A],Gate current (Vg = 8.0) [A],Source current (Vg = 9.0) [A],Drain current (Vg = 9.0) [A],Gate current (Vg = 9.0) [A],Source current (Vg = 10.0) [A],Drain current (Vg = 10.0) [A],Gate current (Vg = 10.0) [A]
2.900000000000000355e+00,2.529056799999999922e-08,2.193679999999999967e-10,2.507120000000000086e-08,1.584083040000000156e-08,-6.016959999999999920e-11,1.590100000000000123e-08,5.500759420000000660e-09,3.959419999999999703e-12,5.496800000000000292e-09,1.234557400000000024e-10,4.127740000000000343e-12,1.193279999999999988e-10,-1.614692699999999914e-10,5.473730000000000346e-12,-1.669429999999999942e-10,2.462974200000000021e-10,3.789420000000000225e-12,2.425080000000000067e-10,-5.505293099999999872e-10,3.284689999999999810e-12,-5.538140000000000068e-10,-2.252344299999999923e-10,3.791569999999999767e-12,-2.290260000000000009e-10,2.154172300000000078e-10,5.471229999999999902e-12,2.099460000000000007e-10,3.086090021630300082e-03,2.163029999999999922e-11,3.086090000000000100e-03,1.269060000362288998e-02,3.622890000000000126e-12,1.269059999999999980e-02
3.000000000000000000e+00,2.554565199999999751e-08,2.082519999999999960e-10,2.533739999999999897e-08,1.615676909999999788e-08,-4.603089999999999766e-11,1.620279999999999868e-08,5.269689899999999790e-09,1.792990000000000017e-11,5.251760000000000071e-09,1.078001999999999913e-10,1.052390000000000042e-11,9.727629999999999577e-11,-1.378592000000000061e-10,1.372080000000000026e-11,-1.515800000000000080e-10,2.469044000000000020e-10,1.792240000000000045e-11,2.289820000000000112e-10,-5.377658000000000001e-10,1.304320000000000000e-11,-5.508089999999999743e-10,-1.976375099999999992e-10,9.683490000000000777e-12,-2.073209999999999968e-10,2.490546999999999816e-10,1.539670000000000123e-11,2.336579999999999804e-10,3.076640034084399643e-03,3.408440000000000045e-11,3.076639999999999844e-03,1.267770000934601016e-02,9.346009999999999271e-12,1.267770000000000008e-02
3.100000000000000089e+00,2.361189499999999956e-08,1.994949999999999920e-10,2.341239999999999993e-08,1.564050579999999887e-08,-4.569420000000000052e-11,1.568619999999999987e-08,5.047195199999999818e-09,1.540519999999999983e-11,5.031790000000000054e-09,1.021969999999999936e-10,2.079140000000000045e-11,8.140559999999999959e-11,-1.119060999999999890e-10,2.264090000000000140e-11,-1.345469999999999904e-10,2.335488999999999957e-10,1.825889999999999846e-11,2.152899999999999876e-10,-5.290590999999999520e-10,1.623990000000000071e-11,-5.452989999999999592e-10,-1.748910000000000116e-10,1.439700000000000015e-11,-1.892880000000000085e-10,2.774612999999999919e-10,1.808829999999999998e-11,2.593729999999999790e-10,3.100270030550100232e-03,3.055010000000000005e-11,3.100270000000000022e-03,1.270770002567369987e-02,2.567370000000000035e-11,1.270770000000000059e-02
3.200000000000000178e+00,2.203357400000000049e-08,1.878740000000000018e-10,2.184569999999999954e-08,1.826252160000000250e-08,-3.727839999999999997e-11,1.829980000000000085e-08,4.854169099999999299e-09,2.802909999999999979e-11,4.826139999999999632e-09,7.797970000000000628e-11,2.163300000000000041e-11,5.634669999999999941e-11,-8.782899999999999987e-11,2.651199999999999851e-11,-1.143409999999999984e-10,2.249183999999999913e-10,2.532539999999999870e-11,1.995930000000000055e-10,-5.195149000000000089e-10,1.977309999999999942e-11,-5.392879999999999889e-10,-1.499874999999999952e-10,1.759549999999999949e-11,-1.675830000000000044e-10,3.102491000000000118e-10,2.599509999999999937e-11,2.842540000000000092e-10,3.083520038796800158e-03,3.879679999999999883e-11,3.083520000000000184e-03,1.270350002752529926e-02,2.752529999999999864e-11,1.270349999999999951e-02
3.300000000000000266e+00,2.223421100000000020e-08,1.786109999999999998e-10,2.205560000000000064e-08,2.032932560000000081e-08,-2.667440000000000032e-11,2.035600000000000043e-08,4.645250600000000047e-09,2.988060000000000174e-11,4.615369999999999955e-09,7.458359999999999978e-11,3.661350000000000105e-11,3.797009999999999873e-11,-6.644889999999999891e-11,2.718529999999999969e-11,-9.363419999999999860e-11,2.120578999999999921e-10,2.498890000000000069e-11,1.870689999999999979e-10,-5.027682999999999873e-10,2.616669999999999997e-11,-5.289349999999999938e-10,-1.119587999999999991e-10,3.325120000000000275e-11,-1.452100000000000083e-10,3.380537999999999561e-10,3.743479999999999878e-11,3.006189999999999831e-10,3.099840041489599924e-03,4.148959999999999883e-11,3.099839999999999974e-03,1.269920002769359992e-02,2.769360000000000066e-11,1.269920000000000077e-02
3.400000000000000355e+00,2.060877899999999849e-08,1.659789999999999962e-10,2.044279999999999893e-08,2.034721780000000010e-08,-1.388219999999999996e-11,2.036110000000000158e-08,4.353090300000000001e-09,3.392030000000000280e-11,4.319170000000000089e-09,5.350130000000000347e-11,3.223720000000000243e-11,2.126410000000000105e-11,-4.152259999999999757e-11,3.290770000000000285e-11,-7.443030000000000042e-11,2.047744999999999943e-10,3.340150000000000222e-11,1.713729999999999985e-10,-4.923668000000000414e-10,3.256020000000000095e-11,-5.249270000000000424e-10,-9.645589999999999414e-11,3.022110000000000176e-11,-1.266769999999999959e-10,3.665859000000000090e-10,3.457490000000000124e-11,3.320109999999999819e-10,3.078360048726400122e-03,4.872639999999999885e-11,3.078360000000000037e-03,1.267340003291179962e-02,3.291179999999999796e-11,1.267339999999999960e-02
3.500000000000000000e+00,1.908334299999999970e-08,1.560430000000000111e-10,1.892730000000000101e-08,2.564790100000000064e-08,-1.219900000000000002e-11,2.566010000000000158e-08,4.113871099999999918e-09,4.486110000000000238e-11,4.069009999999999786e-09,3.865800000000000108e-11,3.560350000000000273e-11,3.054499999999999960e-12,-1.523020000000000108e-11,4.250109999999999709e-11,-5.773129999999999817e-11,2.013358999999999851e-10,4.248690000000000064e-11,1.588489999999999909e-10,-4.849886000000000679e-10,3.676640000000000215e-11,-5.217550000000000248e-10,-6.014250000000000712e-11,4.032150000000000262e-11,-1.004640000000000033e-10,3.924945999999999735e-10,3.810760000000000213e-11,3.543869999999999778e-10,3.092970052428999951e-03,5.242899999999999803e-11,3.092970000000000007e-03,1.270350004486299998e-02,4.486300000000000059e-11,1.270349999999999951e-02
3.600000000000000089e+00,1.803735399999999834e-08,1.442540000000000015e-10,1.789309999999999894e-08,2.959237827399999715e-08,-9.217260000000000652e-13,2.959329999999999871e-08,3.842399399999999692e-09,4.502940000000000117e-11,3.797369999999999678e-09,2.803750000000000205e-11,4.502940000000000117e-11,-1.699189999999999912e-11,5.170299999999998679e-12,4.603549999999999706e-11,-4.086519999999999838e-11,1.926905000000000130e-10,4.753450000000000268e-11,1.451560000000000104e-10,-4.682258000000000521e-10,4.534720000000000291e-11,-5.135730000000000421e-10,-3.489269999999999651e-11,4.503510000000000225e-11,-7.992779999999999876e-11,4.281668999999999745e-10,5.223889999999999706e-11,3.759279999999999968e-10,3.102850061348800051e-03,6.134880000000000532e-11,3.102849999999999879e-03,1.265620004351639995e-02,4.351639999999999823e-11,1.265619999999999939e-02
3.700000000000000178e+00,1.776256400000000161e-08,1.356640000000000084e-10,1.762690000000000083e-08,3.207880103999999771e-08,4.801039999999999907e-12,3.207399999999999988e-08,3.607707500000000179e-09,4.923750000000000058e-11,3.558470000000000017e-09,2.358680000000000043e-11,5.294049999999999803e-11,-2.935369999999999760e-11,1.734629999999999688e-11,4.418419999999999746e-11,-2.683790000000000058e-11,1.781685000000000036e-10,4.820749999999999871e-11,1.299609999999999920e-10,-4.585295999999999424e-10,4.686140000000000063e-11,-5.053909999999999560e-10,-1.049409999999999585e-11,4.772849999999999964e-11,-5.822259999999999548e-11,4.426595000000000470e-10,4.752850000000000291e-11,3.951310000000000183e-10,3.063320057982800004e-03,5.798279999999999725e-11,3.063320000000000019e-03,1.266480004974450055e-02,4.974450000000000074e-11,1.266480000000000036e-02
3.800000000000000266e+00,1.603932799999999758e-08,1.225279999999999981e-10,1.591679999999999864e-08,3.909507235999999760e-08,8.672359999999999612e-12,3.908639999999999853e-08,3.359215500000000124e-09,5.243550000000000210e-11,3.306780000000000031e-09,1.336870000000000058e-11,4.923750000000000058e-11,-3.586880000000000000e-11,4.211477999999999718e-11,5.108479999999999817e-11,-8.970019999999999375e-12,1.631494999999999958e-10,4.955349999999999721e-11,1.135960000000000051e-10,-4.469499999999999920e-10,5.460099999999999969e-11,-5.015509999999999982e-10,1.457929999999999948e-11,5.126370000000000259e-11,-3.668440000000000310e-11,4.757752000000000054e-10,5.459419999999999693e-11,4.211809999999999955e-10,3.069340063704999871e-03,6.370500000000000128e-11,3.069339999999999829e-03,1.268630005176439937e-02,5.176439999999999782e-11,1.268629999999999931e-02
3.900000000000000355e+00,1.500907499999999969e-08,1.110750000000000016e-10,1.489800000000000046e-08,4.478878149999999974e-08,1.978149999999999846e-11,4.476900000000000205e-08,3.012551200000000283e-09,6.489120000000000283e-11,2.947660000000000138e-09,8.891000000000003212e-13,5.580190000000000197e-11,-5.491280000000000165e-11,6.135426000000000357e-11,5.562899999999999732e-11,5.725259999999999780e-12,1.593889999999999963e-10,6.015320000000000585e-11,9.923580000000000333e-11,-4.404305999999999825e-10,5.561040000000000061e-11,-4.960409999999999831e-10,4.118290000000000055e-11,5.816569999999999721e-11,-1.698279999999999989e-11,4.991900000000000102e-10,5.964099999999999598e-11,4.395489999999999883e-10,3.077070073298099687e-03,7.329809999999999683e-11,3.077069999999999892e-03,1.268630006119069939e-02,6.119070000000000098e-11,1.268629999999999931e-02
4.000000000000000000e+00,1.461261240000000041e-08,9.861239999999999853e-11,1.451400000000000013e-08,4.786261309999999728e-08,1.961310000000000011e-11,4.784300000000000033e-08,2.689505100000000248e-09,5.748510000000000191e-11,2.632020000000000182e-09,-8.415200000000003159e-12,6.253470000000000172e-11,-7.094990000000000487e-11,8.546349999999999909e-11,6.353939999999999722e-11,2.192409999999999864e-11,1.463909000000000006e-10,6.368649999999999768e-11,8.270440000000000290e-11,-4.238447999999999858e-10,6.284520000000000287e-11,-4.866900000000000016e-10,6.258435599999999942e-11,6.186909999999999938e-11,7.152560000000000372e-13,5.209103000000000060e-10,6.132330000000000629e-11,4.595869999999999868e-10,3.101130072961400062e-03,7.296140000000000615e-11,3.101130000000000119e-03,1.271200005832909957e-02,5.832910000000000437e-11,1.271199999999999934e-02
4.100000000000000533e+00,1.320352860000000059e-08,8.732860000000000333e-11,1.311620000000000068e-08,4.938060239999999628e-08,2.870240000000000097e-11,4.935189999999999870e-08,2.433461299999999991e-09,6.388130000000000408e-11,2.369580000000000000e-09,-2.724389999999999057e-11,6.893090000000000388e-11,-9.617479999999999446e-11,9.496650000000000495e-11,6.151959999999999971e-11,3.344689999999999877e-11,1.301857999999999973e-10,6.267699999999999718e-11,6.750880000000000008e-11,-4.201233000000000106e-10,6.385470000000000336e-11,-4.839780000000000011e-10,8.380189999999999575e-11,6.338419999999999966e-11,2.041769999999999932e-11,5.496605999999999248e-10,6.519259999999999830e-11,4.844679999999999652e-10,3.063320073971300024e-03,7.397130000000000490e-11,3.063320000000000019e-03,1.265620006405219870e-02,6.405220000000000449e-11,1.265619999999999939e-02
4.200000000000000178e+00,1.161467089999999943e-08,7.537089999999999664e-11,1.153929999999999964e-08,5.377006190000000259e-08,3.476190000000000276e-11,5.373530000000000075e-08,1.862526099999999975e-09,6.640610000000000398e-11,1.796119999999999997e-09,-5.065249999999999647e-11,6.606950000000000640e-11,-1.167220000000000029e-10,1.072083999999999914e-10,6.808359999999999638e-11,3.912480000000000147e-11,1.176925000000000048e-10,6.671499999999999916e-11,5.097749999999999922e-11,-3.030698000000000074e-10,6.553719999999999988e-11,-3.686070000000000073e-10,1.045349999999999911e-10,6.691929999999999658e-11,3.761570000000000096e-11,5.727414999999999913e-10,7.023950000000000338e-11,5.025019999999999880e-10,3.073630084069100144e-03,8.406909999999999768e-11,3.073629999999999939e-03,1.268630007499349857e-02,7.499349999999999544e-11,1.268629999999999931e-02
4.299999999999999822e+00,1.164046579999999993e-08,6.526580000000000328e-11,1.157520000000000031e-08,5.666104019999999655e-08,3.594019999999999987e-11,5.662509999999999795e-08,1.386145399999999997e-09,7.448540000000000006e-11,1.311659999999999997e-09,-6.464129999999998387e-11,7.196070000000000618e-11,-1.366019999999999901e-10,1.289690999999999926e-10,7.464749999999999994e-11,5.432159999999999908e-11,1.125781000000000023e-10,7.495930000000000191e-11,3.761880000000000042e-11,-2.839997999999999895e-10,7.024819999999999788e-11,-3.542479999999999745e-10,1.211225999999999928e-10,7.398959999999999646e-11,4.713300000000000283e-11,5.966401999999999804e-10,7.293119999999999523e-11,5.237090000000000368e-10,3.047430081208099984e-03,8.120809999999999846e-11,3.047429999999999844e-03,1.265620007246859996e-02,7.246860000000000243e-11,1.265619999999999939e-02
4.400000000000000355e+00,1.006265019999999984e-08,5.415020000000000084e-11,1.000849999999999992e-08,6.388628789999999793e-08,4.418790000000000077e-11,6.384210000000000229e-08,1.174890500000000018e-09,7.297049999999999891e-11,1.101920000000000058e-09,-7.814560000000000258e-11,7.549540000000000484e-11,-1.536410000000000074e-10,1.457042999999999990e-10,7.919180000000000513e-11,6.651249999999999391e-11,1.042656000000000116e-10,7.983850000000000559e-11,2.442709999999999959e-11,-2.565445000000000130e-10,7.983850000000000559e-11,-3.363830000000000056e-10,1.388160000000000095e-10,7.331629999999999528e-11,6.549970000000000130e-11,6.261212000000000774e-10,8.538020000000000570e-11,5.407410000000000459e-10,3.071920087771799930e-03,8.777180000000000290e-11,3.071920000000000119e-03,1.268200007802340080e-02,7.802340000000000376e-11,1.268200000000000056e-02
4.500000000000000000e+00,-3.730838400000000226e-09,4.337160000000000070e-11,-3.774210000000000350e-09,6.475484549999999525e-08,5.344550000000000042e-11,6.470139999999999993e-08,3.325525999999999544e-10,8.088160000000000223e-11,2.516709999999999781e-10,-8.993309999999999935e-11,8.525790000000000086e-11,-1.751910000000000002e-10,1.613706999999999978e-10,7.515250000000000234e-11,8.621819999999999546e-11,8.101670000000000314e-11,7.479100000000000312e-11,6.225700000000000018e-12,-2.463535000000000117e-10,7.533650000000000397e-11,-3.216900000000000027e-10,1.601977000000000164e-10,7.449470000000000488e-11,8.570299999999999863e-11,6.347450999999999942e-10,7.730510000000000429e-11,5.574399999999999900e-10,3.108430090969400116e-03,9.096939999999999969e-11,3.108430000000000134e-03,1.267770007852840088e-02,7.852840000000000616e-11,1.267770000000000008e-02
4.600000000000000533e+00,3.225011300000000055e-08,-1.066869999999999956e-10,3.235679999999999894e-08,6.580176220000000943e-08,5.176220000000000092e-11,6.575000000000000311e-08,3.124485000000000300e-10,7.246549999999999652e-11,2.399830000000000077e-10,-1.106483999999999945e-10,8.508960000000000207e-11,-1.957379999999999966e-10,1.888263999999999984e-10,8.390439999999999617e-11,1.049220000000000023e-10,7.656033999999999445e-11,8.168919999999999487e-11,-5.128859999999999615e-12,-1.207550000000000137e-10,8.055499999999999996e-11,-2.013100000000000007e-10,1.956718000000000129e-10,8.392179999999999810e-11,1.117500000000000018e-10,6.586904999999999806e-10,8.638949999999999414e-11,5.723009999999999865e-10,3.060320090464599841e-03,9.046459999999999643e-11,3.060320000000000054e-03,1.267340008845960035e-02,8.845959999999999922e-11,1.267339999999999960e-02
4.700000000000000178e+00,3.150347199999999918e-08,2.678719999999999927e-10,3.123560000000000079e-08,6.664965160000000599e-08,6.085159999999999488e-11,6.658880000000000398e-08,2.912184999999999906e-10,6.926750000000000146e-11,2.219510000000000021e-10,-1.353844000000000087e-10,8.357459999999999489e-11,-2.189590000000000035e-10,2.090542999999999922e-10,8.659729999999999574e-11,1.224570000000000094e-10,6.656610000000000653e-11,8.488610000000000117e-11,-1.832000000000000110e-11,-9.196129999999999913e-11,8.981370000000000130e-11,-1.817750000000000004e-10,2.140293999999999992e-10,8.274340000000000142e-11,1.312860000000000107e-10,6.737576000000000185e-10,9.160460000000000490e-11,5.821530000000000265e-10,3.060320093493900176e-03,9.349389999999999444e-11,3.060320000000000054e-03,1.263050008509309860e-02,8.509310000000000624e-11,1.263049999999999937e-02
4.800000000000000711e+00,3.089017700000000083e-08,2.587769999999999843e-10,3.063139999999999992e-08,6.917030910000000753e-08,7.010910000000000143e-11,6.910020000000000091e-08,2.713604000000000052e-10,7.078240000000000261e-11,2.005780000000000026e-10,-1.497101000000000246e-10,8.896089999999999831e-11,-2.386710000000000229e-10,2.329537999999999778e-10,8.912180000000000341e-11,1.438320000000000002e-10,5.975820000000000360e-11,8.993349999999999761e-11,-3.017530000000000048e-11,-8.333499999999998933e-11,8.307999999999999900e-11,-1.664149999999999883e-10,2.406226999999999739e-10,8.829869999999999412e-11,1.523240000000000057e-10,6.770730000000000462e-10,8.823999999999999721e-11,5.888330000000000489e-10,3.060320099384400069e-03,9.938440000000000372e-11,3.060320000000000054e-03,1.263470008627140019e-02,8.627139999999999689e-11,1.263470000000000044e-02
4.900000000000000355e+00,2.962567199999999807e-08,2.486719999999999970e-10,2.937699999999999895e-08,6.775334080000000071e-08,6.994080000000000264e-11,6.768340000000000638e-08,2.637087999999999921e-10,8.306980000000000456e-11,1.806390000000000004e-10,-1.756005000000000235e-10,8.929749999999999588e-11,-2.648980000000000193e-10,2.466490999999999936e-10,8.929010000000000219e-11,1.573590000000000043e-10,5.609110000000000522e-11,9.077480000000000535e-11,-3.468370000000000013e-11,-5.907430000000000971e-11,8.930869999999999890e-11,-1.483830000000000086e-10,2.697276000000000189e-10,9.469559999999999971e-11,1.750320000000000062e-10,6.879553000000000221e-10,9.210930000000000214e-11,5.958460000000000329e-10,3.066330099216100103e-03,9.921610000000000493e-11,3.066329999999999924e-03,1.265620009569779977e-02,9.569779999999999962e-11,1.265619999999999939e-02
5.000000000000000000e+00,2.717212000000000191e-08,2.372199999999999832e-10,2.693490000000000053e-08,6.563489919999999940e-08,6.909920000000000267e-11,6.556579999999999541e-08,1.327088000000000050e-10,7.970329999999999866e-11,5.300549999999999987e-11,-1.937519999999999943e-10,9.687200000000000162e-11,-2.906240000000000089e-10,2.655488999999999886e-10,9.299290000000000051e-11,1.725559999999999881e-10,4.742870000000000368e-11,9.346680000000000236e-11,-4.603809999999999868e-11,-2.943890000000000212e-11,9.940910000000000623e-11,-1.288480000000000084e-10,2.882323999999999858e-10,9.116039999999999676e-11,1.970719999999999891e-10,6.928315999999999673e-10,9.665160000000000309e-11,5.961800000000000030e-10,3.092110105610999891e-03,1.056110000000000063e-10,3.092109999999999911e-03,1.264330009249949906e-02,9.249949999999999940e-11,1.264329999999999968e-02
5.100000000000000533e+00,2.774864699999999917e-08,2.301470000000000015e-10,2.751849999999999922e-08,6.834637169999999642e-08,7.987170000000000347e-11,6.826649999999999789e-08,1.103328000000000091e-10,8.104990000000000102e-11,2.928290000000000157e-11,-2.134654000000000206e-10,9.670359999999999681e-11,-3.101690000000000174e-10,2.916619999999999695e-10,1.009029999999999953e-10,1.907589999999999872e-10,4.011360000000000146e-11,9.767310000000000313e-11,-5.755950000000000167e-11,-2.164919999999998817e-11,9.233880000000000636e-11,-1.139879999999999945e-10,3.149726000000000007e-10,9.419059999999999732e-11,2.207820000000000034e-10,7.011963999999999052e-10,9.883839999999999858e-11,6.023579999999999583e-10,3.056880104097000218e-03,1.040969999999999948e-10,3.056880000000000101e-03,1.270770009738100143e-02,9.738099999999999956e-11,1.270770000000000059e-02
5.200000000000000178e+00,2.603946299999999781e-08,2.156630000000000079e-10,2.582379999999999927e-08,6.824104189999999391e-08,7.684190000000000117e-11,6.816419999999999835e-08,9.282933999999999793e-11,8.609950000000000083e-11,6.729840000000000332e-12,-2.343753999999999515e-10,9.300059999999999936e-11,-3.273759999999999767e-10,3.130509999999999770e-10,1.025859999999999961e-10,2.104650000000000068e-10,2.862979999999999661e-11,1.027199999999999953e-10,-7.409019999999999867e-11,1.100299999999993605e-12,9.755739999999999545e-11,-9.645710000000000185e-11,3.494449999999999756e-10,1.036179999999999957e-10,2.458269999999999929e-10,7.052500000000000203e-10,1.048950000000000033e-10,6.003550000000000429e-10,3.105430103592000165e-03,1.035920000000000053e-10,3.105430000000000169e-03,1.267770009771759972e-02,9.771759999999999713e-11,1.267770000000000008e-02
5.300000000000000711e+00,2.397098899999999985e-08,2.053889999999999925e-10,2.376560000000000073e-08,6.855332819999999393e-08,8.222820000000000459e-11,6.847109999999999695e-08,-1.406959999999999813e-11,8.811940000000000437e-11,-1.021890000000000025e-10,-2.515384999999999788e-10,9.872350000000000035e-11,-3.502620000000000050e-10,3.349460000000000343e-10,1.049430000000000015e-10,2.300030000000000070e-10,1.327189999999999477e-11,1.032249999999999977e-10,-8.995310000000000290e-11,2.498139999999999451e-11,9.823069999999999663e-11,-7.324930000000000212e-11,3.744629999999999920e-10,1.002509999999999984e-10,2.742119999999999936e-10,7.122909999999999343e-10,1.087640000000000031e-10,6.035269999999999571e-10,3.095120107967999808e-03,1.079679999999999988e-10,3.095119999999999816e-03,1.271200010243099879e-02,1.024309999999999976e-10,1.271199999999999934e-02
5.400000000000000355e+00,2.395152599999999946e-08,1.961259999999999905e-10,2.375539999999999843e-08,6.754254789999999125e-08,8.424789999999999607e-11,6.745829999999999731e-08,-3.055690000000000281e-11,9.485209999999999808e-11,-1.254090000000000009e-10,-2.697382999999999659e-10,9.990169999999999789e-11,-3.696399999999999767e-10,3.489380000000000207e-10,1.003980000000000058e-10,2.485400000000000020e-10,-6.422000000000006361e-12,1.044029999999999961e-10,-1.108250000000000025e-10,4.219939999999999647e-11,1.007560000000000008e-10,-5.855660000000000436e-11,4.018559999999999614e-10,1.014289999999999968e-10,3.004269999999999904e-10,7.077450000000000205e-10,1.037170000000000049e-10,6.040280000000000156e-10,3.066330116382999949e-03,1.163830000000000028e-10,3.066329999999999924e-03,1.266050010445099981e-02,1.044509999999999943e-10,1.266049999999999988e-02
5.500000000000000000e+00,2.183033699999999916e-08,1.843370000000000067e-10,2.164600000000000073e-08,6.631434229999998910e-08,9.384230000000000535e-11,6.622049999999999399e-08,-5.594060000000000016e-11,9.603040000000000166e-11,-1.519710000000000018e-10,-2.840559999999999650e-10,1.064659999999999997e-10,-3.905219999999999776e-10,3.743630000000000130e-10,1.056159999999999975e-10,2.687470000000000026e-10,-2.244600000000000190e-11,1.052439999999999987e-10,-1.276900000000000006e-10,6.207520000000000191e-11,1.015979999999999991e-10,-3.952279999999999715e-11,4.302749999999999953e-10,1.056380000000000053e-10,3.246370000000000030e-10,7.044160000000000002e-10,1.050629999999999969e-10,5.993530000000000292e-10,3.075780112343000101e-03,1.123429999999999966e-10,3.075780000000000181e-03,1.263900010579699883e-02,1.057969999999999992e-10,1.263899999999999919e-02
5.600000000000000533e+00,2.032354799999999873e-08,1.725479999999999970e-10,2.015099999999999959e-08,6.222360249999998929e-08,8.980249999999999827e-11,6.213379999999999486e-08,-7.902030000000000732e-11,9.249570000000000299e-11,-1.715160000000000103e-10,-2.990469999999999911e-10,1.121889999999999938e-10,-4.112359999999999849e-10,4.014700000000000105e-10,1.125159999999999943e-10,2.889540000000000033e-10,-2.471499999999998910e-11,1.141620000000000009e-10,-1.388769999999999900e-10,8.301850000000000133e-11,1.105199999999999968e-10,-2.750149999999999868e-11,4.536629999999999874e-10,1.071529999999999995e-10,3.465099999999999749e-10,7.138430000000000133e-10,1.153249999999999998e-10,5.985180000000000005e-10,3.095120115877999720e-03,1.158780000000000004e-10,3.095119999999999816e-03,1.264330010882699917e-02,1.088270000000000007e-10,1.264329999999999968e-02
5.700000000000000178e+00,2.026633200000000090e-08,1.614319999999999963e-10,2.010490000000000158e-08,6.141417389999999742e-08,9.367390000000000054e-11,6.132049999999999644e-08,-1.070643000000000037e-10,9.518869999999999566e-11,-2.022529999999999994e-10,-3.207920000000000023e-10,1.084859999999999964e-10,-4.292780000000000245e-10,4.176609999999999911e-10,1.115069999999999981e-10,3.061540000000000059e-10,-4.715100000000000861e-11,1.060859999999999969e-10,-1.532370000000000055e-10,9.583160999999999256e-11,1.053009999999999965e-10,-9.469390000000000710e-12,4.825619999999999514e-10,1.088360000000000003e-10,3.737259999999999769e-10,7.034629999999999933e-10,1.117920000000000002e-10,5.916709999999999930e-10,3.096400121935999946e-03,1.219360000000000120e-10,3.096400000000000020e-03,1.269060011438200020e-02,1.143820000000000011e-10,1.269059999999999980e-02
5.800000000000000711e+00,1.830367499999999863e-08,1.494749999999999931e-10,1.815419999999999920e-08,5.836146509999999667e-08,9.956510000000000032e-11,5.826189999999999709e-08,-1.238609999999999820e-10,1.052880000000000013e-10,-2.291489999999999963e-10,-3.394900000000000343e-10,1.101689999999999972e-10,-4.496590000000000186e-10,4.370249999999999979e-10,1.104970000000000063e-10,3.265279999999999916e-10,-5.812800000000000596e-11,1.119739999999999977e-10,-1.701020000000000036e-10,1.187570599999999948e-10,1.115300000000000016e-10,7.227059999999999702e-12,5.066390000000000120e-10,1.128759999999999936e-10,3.937630000000000184e-10,7.017930000000000394e-10,1.116239999999999937e-10,5.901690000000000328e-10,3.085230116718999920e-03,1.167190000000000030e-10,3.085230000000000004e-03,1.266050011118399939e-02,1.111840000000000061e-10,1.266049999999999988e-02
5.900000000000000355e+00,1.712386399999999802e-08,1.420640000000000070e-10,1.698179999999999858e-08,5.671737690000000028e-08,9.737689999999999799e-11,5.662000000000000011e-08,-1.472440000000000087e-10,1.057930000000000037e-10,-2.530370000000000124e-10,-3.643860000000000381e-10,1.093279999999999946e-10,-4.737140000000000456e-10,4.547590000000000320e-10,1.147039999999999975e-10,3.400550000000000215e-10,-6.944299999999999481e-11,1.171900000000000110e-10,-1.866330000000000058e-10,1.445410000000000078e-10,1.202829999999999971e-10,2.425800000000000104e-11,5.265040000000000256e-10,1.123710000000000041e-10,4.141330000000000215e-10,7.025009999999999091e-10,1.171750000000000115e-10,5.853259999999999493e-10,3.099410120757999879e-03,1.207579999999999877e-10,3.099409999999999926e-03,1.267770011505500033e-02,1.150549999999999971e-10,1.267770000000000008e-02
6.000000000000000000e+00,1.693359600000000154e-08,1.258959999999999910e-10,1.680770000000000101e-08,5.570989499999999687e-08,1.025949999999999957e-10,5.560729999999999925e-08,-1.770039999999999918e-10,1.025949999999999957e-10,-2.795989999999999875e-10,-3.731800000000000493e-10,1.174070000000000114e-10,-4.905870000000000348e-10,4.733170000000000520e-10,1.173970000000000031e-10,3.559199999999999972e-10,-8.464100000000001305e-11,1.166849999999999957e-10,-2.013260000000000087e-10,1.518416000000000084e-10,1.145600000000000030e-10,3.728159999999999898e-11,5.557379999999999683e-10,1.140550000000000006e-10,4.416829999999999936e-10,7.013419999999999962e-10,1.185210000000000036e-10,5.828209999999999667e-10,3.061180126312000073e-03,1.263119999999999925e-10,3.061180000000000151e-03,1.269060011522400028e-02,1.152239999999999994e-10,1.269059999999999980e-02
