# sweep_type: output
# time: 1675793564.8051233
# time_str: 07/02/2023 13:12
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0) [A],Drain current (Vg = 0) [A],Gate current (Vg = 0) [A]
5.100000000000000533e+00,3.598060999999999782e-08,2.583110000000000192e-09,3.339749999999999846e-08
5.200000000000000178e+00,3.417918000000000232e-08,2.307479999999999977e-09,3.187169999999999945e-08
5.300000000000000711e+00,3.310987999999999816e-08,2.072679999999999919e-09,3.103719999999999949e-08
5.400000000000000355e+00,3.077953000000000404e-08,1.805729999999999926e-09,2.897380000000000101e-08
5.500000000000000000e+00,2.899849999999999990e-08,1.540299999999999944e-09,2.745820000000000099e-08
5.600000000000000533e+00,2.882936000000000187e-08,1.273859999999999983e-09,2.755550000000000147e-08
5.700000000000000178e+00,2.687010000000000051e-08,1.050299999999999982e-09,2.581980000000000135e-08
5.800000000000000711e+00,2.476746600000000233e-08,4.427659999999999784e-10,2.432470000000000142e-08
5.900000000000000355e+00,1.849177599999999915e-08,4.698760000000000016e-10,1.802189999999999874e-08
6.000000000000000000e+00,1.846087900000000015e-08,4.799790000000000235e-10,1.798089999999999857e-08
6.100000000000000533e+00,1.665549899999999950e-08,4.819989999999999813e-10,1.617349999999999921e-08
6.200000000000000178e+00,1.564174800000000110e-08,4.769479999999999747e-10,1.516479999999999958e-08
6.300000000000000711e+00,1.547648100000000021e-08,4.703809999999999910e-10,1.500610000000000094e-08
6.400000000000000355e+00,1.391459300000000016e-08,4.649929999999999886e-10,1.344959999999999955e-08
6.500000000000000000e+00,1.265362600000000024e-08,4.584260000000000049e-10,1.219520000000000024e-08
6.600000000000000533e+00,1.263064799999999937e-08,4.508479999999999821e-10,1.217979999999999965e-08
6.700000000000000178e+00,1.120354400000000083e-08,4.471440000000000019e-10,1.075640000000000062e-08
6.800000000000000711e+00,-4.185127999999999364e-09,4.442820000000000070e-10,-4.629409999999999630e-09
6.900000000000000355e+00,3.374136399999999445e-08,2.004640000000000069e-10,3.354089999999999695e-08
7.000000000000000000e+00,3.319604600000000301e-08,8.071460000000000167e-10,3.238890000000000093e-08
7.100000000000000533e+00,3.308599200000000004e-08,8.148919999999999814e-10,3.227109999999999706e-08
7.200000000000000178e+00,3.118952300000000018e-08,8.179230000000000302e-10,3.037160000000000046e-08
7.300000000000000711e+00,2.964854000000000193e-08,8.130400000000000172e-10,2.883550000000000036e-08
7.400000000000000355e+00,2.989506200000000390e-08,8.086619999999999937e-10,2.908640000000000163e-08
7.500000000000000000e+00,2.746378400000000091e-08,8.042839999999999701e-10,2.665950000000000125e-08
7.600000000000000533e+00,2.621128400000000012e-08,8.010840000000000225e-10,2.541020000000000144e-08
7.700000000000000178e+00,2.599640100000000207e-08,7.962010000000000095e-10,2.520020000000000155e-08
7.800000000000000711e+00,2.431004899999999971e-08,7.943490000000000452e-10,2.351570000000000059e-08
7.900000000000000355e+00,2.258890699999999812e-08,7.935069999999999565e-10,2.179539999999999941e-08
8.000000000000000000e+00,2.286848599999999944e-08,7.914859999999999901e-10,2.207699999999999976e-08
8.099999999999999645e+00,2.104686500000000309e-08,7.926649999999999712e-10,2.025420000000000146e-08
8.200000000000001066e+00,1.900502400000000148e-08,7.886240000000000469e-10,1.821640000000000091e-08
8.300000000000000711e+00,1.947410300000000260e-08,7.866029999999999771e-10,1.868750000000000107e-08
8.400000000000000355e+00,1.801697299999999980e-08,7.835730000000000403e-10,1.723340000000000131e-08
8.500000000000000000e+00,1.625858399999999995e-08,7.813839999999999768e-10,1.547720000000000111e-08
8.599999999999999645e+00,1.561629500000000041e-08,7.791950000000000167e-10,1.483709999999999956e-08
8.700000000000001066e+00,1.544879000000000079e-08,7.754899999999999763e-10,1.467329999999999978e-08
8.800000000000000711e+00,1.328960600000000036e-08,7.770059999999999532e-10,1.251260000000000082e-08
8.900000000000000355e+00,1.246547400000000000e-08,7.771740000000000503e-10,1.168829999999999985e-08
9.000000000000000000e+00,1.239836899999999975e-08,7.766689999999999574e-10,1.162170000000000010e-08
9.099999999999999645e+00,1.097479999999999978e-08,7.764999999999999552e-10,1.019829999999999941e-08
9.200000000000001066e+00,-2.829651999999999857e-09,7.808779999999999788e-10,-3.610529999999999939e-09
9.300000000000000711e+00,3.206699900000000155e-08,5.996989999999999988e-10,3.146730000000000279e-08
9.400000000000000355e+00,3.884992999999999800e-08,7.029430000000000199e-09,3.182049999999999698e-08
9.500000000000000000e+00,4.583829000000000302e-08,7.228490000000000130e-09,3.860980000000000206e-08
9.600000000000001421e+00,4.671538999999999702e-08,7.409189999999999723e-09,3.930619999999999895e-08
9.700000000000001066e+00,4.767353000000000298e-08,7.665929999999999810e-09,4.000760000000000151e-08
9.800000000000000711e+00,4.858268999999999945e-08,7.899189999999999478e-09,4.068350000000000163e-08
9.900000000000000355e+00,4.920242999999999756e-08,8.160530000000000150e-09,4.104189999999999907e-08
1.000000000000000000e+01,5.015029000000000219e-08,8.437689999999999635e-09,4.171260000000000255e-08
