# sweep_type: output
# time: 1675792321.2670445
# time_str: 07/02/2023 12:52
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A]
1.000000000000000000e+00,2.930366200000000034e-08,-1.023380000000000012e-10,2.940599999999999875e-08,6.338413990000000642e-05,6.334000000000000003e-05,4.413989999999999809e-08,6.707601414799999788e-04,6.707619999999999858e-04,-1.858519999999999906e-09,1.422120060326100043e-03,1.422120000000000025e-03,6.032609999999999758e-11,2.073729906878199990e-03,2.073730000000000191e-03,-9.312180000000000252e-11,2.650511354350000223e-03,2.650510000000000019e-03,1.354349999999999981e-09
1.100000000000000089e+00,2.784548500000000127e-08,3.804850000000000049e-10,2.746500000000000142e-08,6.331847280000000330e-05,6.327220000000000045e-05,4.627280000000000258e-08,6.827450381400000656e-04,6.827470000000000414e-04,-1.961860000000000089e-09,1.512439949288600172e-03,1.512440000000000095e-03,-5.071139999999999897e-11,2.235019880329999851e-03,2.235019999999999889e-03,-1.196700000000000117e-10,2.870291171180000371e-03,2.870290000000000168e-03,1.171180000000000085e-09
1.200000000000000178e+00,2.754528499999999769e-08,3.772850000000000056e-10,2.716799999999999883e-08,6.418042820000000623e-05,6.412789999999999972e-05,5.252820000000000313e-08,6.894371936600000297e-04,6.894390000000000240e-04,-1.806339999999999989e-09,1.592009929085300146e-03,1.592010000000000040e-03,-7.091470000000000276e-11,2.382979855952999798e-03,2.382979999999999821e-03,-1.440470000000000093e-10,3.087490228333000103e-03,3.087490000000000026e-03,2.283330000000000014e-10
1.300000000000000044e+00,2.571623399999999861e-08,3.663339999999999987e-10,2.534989999999999990e-08,6.403540009999999843e-05,6.398389999999999568e-05,5.150009999999999672e-08,6.956201905900000378e-04,6.956220000000000155e-04,-1.809410000000000062e-09,1.656089898696999976e-03,1.656090000000000036e-03,-1.013030000000000016e-10,2.514159830907000074e-03,2.514160000000000093e-03,-1.690930000000000074e-10,3.282330216309999830e-03,3.282329999999999970e-03,2.163100000000000006e-10
1.400000000000000133e+00,2.345546799999999757e-08,3.538680000000000233e-10,2.310159999999999889e-08,6.454901799999999057e-05,6.449649999999999481e-05,5.251800000000000083e-08,6.985840979899999355e-04,6.985859999999999553e-04,-1.902010000000000135e-09,1.714159869810999957e-03,1.714159999999999946e-03,-1.301890000000000092e-10,2.648349806361999671e-03,2.648349999999999836e-03,-1.936379999999999987e-10,3.476310197438999862e-03,3.476309999999999817e-03,1.974390000000000096e-10
1.500000000000000000e+00,2.270138999999999785e-08,3.371900000000000009e-10,2.236419999999999852e-08,6.399944829999999524e-05,6.394580000000000023e-05,5.364830000000000136e-08,7.004482258800000336e-04,7.004500000000000309e-04,-1.774120000000000073e-09,1.763619847437000038e-03,1.763620000000000031e-03,-1.525629999999999880e-10,2.764049776809000131e-03,2.764050000000000101e-03,-2.231909999999999896e-10,3.664270184913999764e-03,3.664269999999999854e-03,1.849139999999999934e-10
1.600000000000000089e+00,2.248356400000000134e-08,3.191639999999999951e-10,2.216440000000000093e-08,6.465700479999999823e-05,6.460240000000000340e-05,5.460480000000000070e-08,7.026502570899999809e-04,7.026520000000000075e-04,-1.742909999999999930e-09,1.804479821389999962e-03,1.804480000000000016e-03,-1.786099999999999912e-10,2.873299750594999948e-03,2.873300000000000073e-03,-2.494049999999999778e-10,3.829000165541999751e-03,3.828999999999999938e-03,1.655419999999999956e-10
1.700000000000000178e+00,1.965562199999999940e-08,3.028220000000000116e-10,1.935280000000000042e-08,6.469784479999999562e-05,6.464480000000000150e-05,5.304479999999999864e-08,7.072242780600000505e-04,7.072260000000000352e-04,-1.721939999999999949e-09,1.833299789998999851e-03,1.833299999999999947e-03,-2.100010000000000072e-10,2.983409724713999983e-03,2.983410000000000142e-03,-2.752860000000000046e-10,3.998890152181999377e-03,3.998889999999999736e-03,1.521820000000000024e-10
1.800000000000000044e+00,1.826179599999999950e-08,2.815960000000000066e-10,1.798020000000000042e-08,6.534739740000000208e-05,6.529290000000000636e-05,5.449739999999999670e-08,7.074784581399999953e-04,7.074800000000000229e-04,-1.541860000000000092e-09,1.856959760946999896e-03,1.856959999999999947e-03,-2.390529999999999912e-10,3.072009697665000101e-03,3.072010000000000018e-03,-3.023350000000000215e-10,4.155020135649999634e-03,4.155019999999999721e-03,1.356499999999999917e-10
1.900000000000000133e+00,1.763728000000000095e-08,2.613799999999999804e-10,1.737590000000000076e-08,6.522816309999999703e-05,6.517430000000000380e-05,5.386310000000000273e-08,7.088757870699999731e-04,7.088770000000000097e-04,-1.212930000000000070e-09,1.877599732228000000e-03,1.877600000000000102e-03,-2.677720000000000138e-10,3.150719673454000207e-03,3.150720000000000083e-03,-3.265459999999999909e-10,4.298680117781000266e-03,4.298680000000000036e-03,1.177809999999999886e-10
2.000000000000000000e+00,1.577134199999999924e-08,2.391419999999999792e-10,1.553220000000000061e-08,6.584355330000000051e-05,6.579279999999999796e-05,5.075330000000000092e-08,7.115869558900000209e-04,7.115879999999999775e-04,-1.044110000000000027e-09,1.890499704177000043e-03,1.890500000000000036e-03,-2.958229999999999927e-10,3.229859651080000098e-03,3.229860000000000196e-03,-3.489200000000000214e-10,4.435020100913999834e-03,4.435019999999999588e-03,1.009139999999999991e-10
2.100000000000000089e+00,1.380620500000000051e-08,2.201050000000000118e-10,1.358610000000000047e-08,6.592501719999999956e-05,6.587319999999999807e-05,5.181719999999999762e-08,7.113712306600000279e-04,7.113760000000000005e-04,-4.769340000000000407e-09,1.892219674288999958e-03,1.892220000000000013e-03,-3.257110000000000140e-10,3.289649628705999980e-03,3.289649999999999866e-03,-3.712940000000000002e-10,4.566210083379300226e-03,4.566210000000000234e-03,8.337929999999999713e-11
2.200000000000000178e+00,1.354208900000000001e-08,1.966890000000000122e-10,1.334539999999999984e-08,6.528876820000000653e-05,6.523780000000000074e-05,5.096820000000000107e-08,7.148009651499999872e-04,7.148060000000000134e-04,-5.034850000000000248e-09,1.902979648409000059e-03,1.902980000000000079e-03,-3.515909999999999804e-10,3.345559606999999862e-03,3.345560000000000027e-03,-3.929999999999999870e-10,4.684060068349499978e-03,4.684060000000000307e-03,6.834949999999999750e-11
2.300000000000000266e+00,1.182818899999999914e-08,1.779889999999999889e-10,1.165019999999999933e-08,6.583656809999999650e-05,6.578849999999999531e-05,4.806810000000000279e-08,7.167486270100000348e-04,7.167540000000000022e-04,-5.372989999999999661e-09,1.905129622195000146e-03,1.905130000000000105e-03,-3.778050000000000204e-10,3.388999579616999974e-03,3.389000000000000085e-03,-4.203830000000000258e-10,4.789860051816700187e-03,4.789859999999999951e-03,5.181670000000000316e-11
2.400000000000000355e+00,1.021881099999999969e-08,1.613109999999999923e-10,1.005749999999999924e-08,6.593387600000000346e-05,6.588590000000000559e-05,4.797599999999999894e-08,7.185275702200000702e-04,7.185330000000000406e-04,-5.429779999999999834e-09,1.916309597649999957e-03,1.916310000000000062e-03,-4.023500000000000116e-10,3.432869557744000141e-03,3.432870000000000192e-03,-4.422559999999999977e-10,4.899970038456900011e-03,4.899970000000000020e-03,3.845690000000000267e-11
2.500000000000000000e+00,-3.379558999999999951e-09,1.448009999999999893e-10,-3.524360000000000018e-09,6.545045939999999374e-05,6.540299999999999705e-05,4.745939999999999681e-08,7.193323533200000376e-04,7.193380000000000303e-04,-5.646679999999999778e-09,1.917599567928999918e-03,1.917599999999999990e-03,-4.320709999999999962e-10,3.458249535703999868e-03,3.458249999999999953e-03,-4.642960000000000064e-10,4.982550016914099981e-03,4.982549999999999653e-03,1.691410000000000121e-11
2.600000000000000089e+00,2.992392690000000199e-08,-5.567309999999999953e-11,2.997959999999999933e-08,6.686304749999999995e-05,6.681790000000000277e-05,4.514750000000000110e-08,7.197550980499999593e-04,7.197609999999999685e-04,-5.901950000000000283e-09,1.922329544721000042e-03,1.922330000000000089e-03,-4.552789999999999950e-10,3.487059513664000042e-03,3.487060000000000159e-03,-4.863359999999999633e-10,5.075880006560330032e-03,5.075879999999999628e-03,6.560330000000000179e-12
2.700000000000000178e+00,3.006509699999999937e-08,4.439969999999999920e-10,2.962109999999999980e-08,6.660379330000000325e-05,6.655950000000000538e-05,4.429330000000000130e-08,7.209833159699999662e-04,7.209890000000000049e-04,-5.684030000000000275e-09,1.929639517004000078e-03,1.929640000000000044e-03,-4.829959999999999521e-10,3.509429490455000071e-03,3.509430000000000015e-03,-5.095450000000000225e-10,5.143839989861000335e-03,5.143840000000000218e-03,-1.013899999999999951e-11
2.800000000000000266e+00,2.780086899999999986e-08,4.382690000000000196e-10,2.736259999999999979e-08,6.615919790000000474e-05,6.611470000000000584e-05,4.449790000000000037e-08,7.202212105900000294e-04,7.202270000000000416e-04,-5.789409999999999760e-09,1.934369492124999841e-03,1.934369999999999926e-03,-5.078749999999999652e-10,3.520179467246999788e-03,3.520179999999999924e-03,-5.327529999999999696e-10,5.215669977837700602e-03,5.215670000000000375e-03,-2.216230000000000059e-11
2.900000000000000355e+00,2.572433399999999985e-08,4.256339999999999904e-10,2.529870000000000074e-08,6.644002110000001005e-05,6.639850000000000472e-05,4.152109999999999717e-08,7.249641655700000183e-04,7.249700000000000198e-04,-5.834430000000000086e-09,1.937389469250000050e-03,1.937389999999999989e-03,-5.307499999999999508e-10,3.529219448713000022e-03,3.529220000000000013e-03,-5.512870000000000423e-10,5.269429964311500396e-03,5.269430000000000294e-03,-3.568850000000000166e-11
3.000000000000000000e+00,2.496943600000000013e-08,4.133360000000000086e-10,2.455610000000000043e-08,6.708627750000000357e-05,6.704670000000000302e-05,3.957749999999999821e-08,7.240752116199999748e-04,7.240810000000000085e-04,-5.788379999999999816e-09,1.940399447710999987e-03,1.940399999999999894e-03,-5.522889999999999526e-10,3.542549433018000234e-03,3.542550000000000213e-03,-5.669819999999999556e-10,5.322769958967799898e-03,5.322770000000000105e-03,-4.103220000000000281e-11
3.100000000000000089e+00,2.201625900000000323e-08,3.998589999999999941e-10,2.161640000000000158e-08,6.648146460000000832e-05,6.644090000000000282e-05,4.056459999999999783e-08,7.276753108599999607e-04,7.276809999999999876e-04,-5.689139999999999650e-09,1.948139430345999928e-03,1.948139999999999898e-03,-5.696540000000000266e-10,3.556309421998000032e-03,3.556310000000000027e-03,-5.780019999999999857e-10,5.360189944773600078e-03,5.360189999999999920e-03,-5.522640000000000225e-11
3.200000000000000178e+00,2.095336499999999964e-08,3.816649999999999947e-10,2.057170000000000083e-08,6.653887210000000935e-05,6.650020000000000410e-05,3.867210000000000256e-08,7.268282653299999426e-04,7.268339999999999870e-04,-5.734669999999999595e-09,1.948999416821999963e-03,1.948999999999999995e-03,-5.831780000000000307e-10,3.557599411145000255e-03,3.557600000000000172e-03,-5.888550000000000309e-10,5.395029930245400646e-03,5.395030000000000311e-03,-6.975459999999999764e-11
3.300000000000000266e+00,2.041137700000000099e-08,3.671769999999999926e-10,2.004420000000000157e-08,6.683774899999999947e-05,6.680099999999999959e-05,3.674900000000000038e-08,7.288183901499999812e-04,7.288239999999999866e-04,-5.609849999999999606e-09,1.949859412314000184e-03,1.949860000000000091e-03,-5.876860000000000321e-10,3.567059413481999969e-03,3.567059999999999936e-03,-5.865180000000000419e-10,5.432439917888200187e-03,5.432440000000000185e-03,-8.211180000000000642e-11
3.400000000000000355e+00,1.912923900000000217e-08,3.449389999999999914e-10,1.878430000000000099e-08,6.785933950000000068e-05,6.782189999999999519e-05,3.743950000000000249e-08,7.307664699599999416e-04,7.307719999999999754e-04,-5.530040000000000065e-09,1.949859407471000051e-03,1.949860000000000091e-03,-5.925290000000000122e-10,3.578249408806999897e-03,3.578249999999999834e-03,-5.911930000000000284e-10,5.454809898349999991e-03,5.454810000000000041e-03,-1.016500000000000057e-10
3.500000000000000000e+00,1.677037600000000136e-08,3.265759999999999898e-10,1.644380000000000064e-08,6.728618629999999609e-05,6.724999999999999479e-05,3.618630000000000024e-08,7.300895461800000538e-04,7.300950000000000495e-04,-5.453820000000000095e-09,1.955449399958000042e-03,1.955450000000000070e-03,-6.000420000000000461e-10,3.578249399456999956e-03,3.578249999999999834e-03,-6.005430000000000013e-10,5.483199880147999854e-03,5.483199999999999706e-03,-1.198519999999999962e-10
3.600000000000000089e+00,1.604957100000000035e-08,3.073710000000000028e-10,1.574220000000000050e-08,6.715631409999998913e-05,6.712289999999999392e-05,3.341410000000000272e-08,7.352556356999999983e-04,7.352609999999999658e-04,-5.364299999999999767e-09,1.961469398955999720e-03,1.961469999999999880e-03,-6.010439999999999564e-10,3.588999400458999997e-03,3.589000000000000176e-03,-5.995409999999999876e-10,5.494809861946000490e-03,5.494810000000000146e-03,-1.380540000000000125e-10
3.700000000000000178e+00,1.505574999999999901e-08,2.866499999999999872e-10,1.476910000000000021e-08,6.724524760000000277e-05,6.721189999999999934e-05,3.334760000000000011e-08,7.330967620599999858e-04,7.331020000000000158e-04,-5.237940000000000216e-09,1.965339399289999910e-03,1.965339999999999882e-03,-6.007099999999999863e-10,3.598889399290000016e-03,3.598889999999999988e-03,-6.007099999999999863e-10,5.504699847585000499e-03,5.504700000000000391e-03,-1.524150000000000108e-10
3.800000000000000266e+00,1.295801800000000008e-08,2.681179999999999834e-10,1.268989999999999937e-08,6.748909610000000474e-05,6.745760000000000276e-05,3.149609999999999839e-08,7.361028633499999783e-04,7.361079999999999663e-04,-5.136650000000000041e-09,1.966629399290000055e-03,1.966630000000000027e-03,-6.007099999999999863e-10,3.598029396283999957e-03,3.598029999999999892e-03,-6.037160000000000274e-10,5.522339830050999529e-03,5.522339999999999714e-03,-1.699490000000000094e-10
3.900000000000000355e+00,1.145327600000000035e-08,2.485760000000000006e-10,1.120470000000000040e-08,6.734238519999999632e-05,6.731359999999999872e-05,2.878520000000000023e-08,7.363999677100000179e-04,7.364049999999999806e-04,-5.032289999999999794e-09,1.968349401460999740e-03,1.968349999999999787e-03,-5.985389999999999739e-10,3.598029398287999787e-03,3.598029999999999892e-03,-6.017120000000000000e-10,5.532659812850999718e-03,5.532660000000000008e-03,-1.871490000000000121e-10
4.000000000000000000e+00,1.111014600000000011e-08,2.332460000000000132e-10,1.087689999999999994e-08,6.740139369999999686e-05,6.737290000000000000e-05,2.849370000000000057e-08,7.371201677299999908e-04,7.371250000000000415e-04,-4.832269999999999899e-09,1.968349404298999974e-03,1.968349999999999787e-03,-5.957010000000000298e-10,3.609219401626999769e-03,3.609219999999999789e-03,-5.983729999999999974e-10,5.546419796652999994e-03,5.546419999999999823e-03,-2.033470000000000010e-10
4.100000000000000533e+00,-3.198557999999999947e-09,2.182519999999999873e-10,-3.416809999999999909e-09,6.807017709999999282e-05,6.804219999999999713e-05,2.797709999999999844e-08,7.381362874399999925e-04,7.381409999999999924e-04,-4.712560000000000113e-09,1.970069408974000139e-03,1.970069999999999981e-03,-5.910260000000000433e-10,3.614809402796000191e-03,3.614809999999999985e-03,-5.972039999999999986e-10,5.554599776446999919e-03,5.554599999999999815e-03,-2.235529999999999931e-10
4.200000000000000178e+00,3.133862589999999845e-08,2.232590000000000042e-11,3.131629999999999700e-08,6.781743549999999932e-05,6.779220000000000460e-05,2.523550000000000121e-08,7.380523242699999582e-04,7.380569999999999709e-04,-4.675729999999999941e-09,1.978249414484000140e-03,1.978249999999999974e-03,-5.855160000000000282e-10,3.619539407304000166e-03,3.619540000000000084e-03,-5.926959999999999972e-10,5.561049757576999597e-03,5.561049999999999674e-03,-2.424230000000000013e-10
4.299999999999999822e+00,2.901639699999999740e-08,5.219970000000000328e-10,2.849439999999999871e-08,6.785435679999999106e-05,6.783039999999999350e-05,2.395679999999999982e-08,7.393645294100000551e-04,7.393690000000000288e-04,-4.470589999999999965e-09,1.980829421162999798e-03,1.980829999999999830e-03,-5.788370000000000144e-10,3.617819409474999897e-03,3.617819999999999890e-03,-5.905249999999999848e-10,5.566639739709000612e-03,5.566640000000000303e-03,-2.602909999999999959e-10
4.400000000000000355e+00,2.794542299999999895e-08,5.213230000000000412e-10,2.742410000000000004e-08,6.772406670000000596e-05,6.769900000000000353e-05,2.506669999999999906e-08,7.398306358199999719e-04,7.398349999999999935e-04,-4.364179999999999709e-09,1.986419428676999832e-03,1.986420000000000026e-03,-5.713229999999999719e-10,3.631579416749000123e-03,3.631580000000000138e-03,-5.832510000000000366e-10,5.577389723677999775e-03,5.577389999999999778e-03,-2.763219999999999997e-10
4.500000000000000000e+00,2.733813700000000035e-08,5.132369999999999514e-10,2.682490000000000153e-08,6.721356229999998701e-05,6.719069999999999351e-05,2.286229999999999952e-08,7.426687800799999838e-04,7.426730000000000094e-04,-4.219920000000000044e-09,1.983409433018000143e-03,1.983410000000000121e-03,-5.669819999999999556e-10,3.631579445305000136e-03,3.631580000000000138e-03,-5.546950000000000165e-10,5.580399703806000235e-03,5.580400000000000117e-03,-2.961940000000000217e-10
4.600000000000000533e+00,2.460617000000000003e-08,5.007700000000000192e-10,2.410540000000000157e-08,6.837344899999999901e-05,6.835139999999999749e-05,2.204900000000000110e-08,7.420339079699999826e-04,7.420379999999999858e-04,-4.092029999999999982e-09,1.984699438861999617e-03,1.984699999999999832e-03,-5.611379999999999704e-10,3.641039452317999889e-03,3.641039999999999902e-03,-5.476820000000000325e-10,5.595449688943999675e-03,5.595450000000000076e-03,-3.110559999999999751e-10
4.700000000000000178e+00,2.241440799999999910e-08,4.856080000000000254e-10,2.192879999999999980e-08,6.834418660000000001e-05,6.832180000000000035e-05,2.238659999999999877e-08,7.411440946899999858e-04,7.411479999999999587e-04,-3.905309999999999618e-09,1.989429446875999770e-03,1.989429999999999931e-03,-5.531239999999999813e-10,3.642759460000000084e-03,3.642760000000000095e-03,-5.399999999999999964e-10,5.600619672912999884e-03,5.600619999999999730e-03,-3.270869999999999790e-10
4.800000000000000711e+00,2.234294599999999962e-08,4.704460000000000317e-10,2.187249999999999948e-08,6.791496180000000909e-05,6.789390000000000399e-05,2.106179999999999938e-08,7.445753126200000153e-04,7.445789999999999874e-04,-3.687380000000000144e-09,1.990289453888999856e-03,1.990290000000000028e-03,-5.461109999999999973e-10,3.653949467848000010e-03,3.653949999999999993e-03,-5.321519999999999838e-10,5.604059656047000355e-03,5.604060000000000118e-03,-3.439530000000000116e-10
4.900000000000000355e+00,2.062082199999999933e-08,4.588219999999999899e-10,2.016199999999999883e-08,6.871427799999999344e-05,6.869449999999999764e-05,1.977800000000000015e-08,7.476244236300000129e-04,7.476279999999999645e-04,-3.576370000000000131e-09,1.992009460567999851e-03,1.992009999999999788e-03,-5.394319999999999835e-10,3.656529513603999984e-03,3.656529999999999850e-03,-4.863959999999999611e-10,5.606639639014000635e-03,5.606640000000000408e-03,-3.609859999999999775e-10
5.000000000000000000e+00,1.852842799999999966e-08,4.406279999999999905e-10,1.808779999999999869e-08,6.820211559999999945e-05,6.818200000000000551e-05,2.011560000000000114e-08,7.445325684099999555e-04,7.445359999999999609e-04,-3.431590000000000141e-09,1.996739471587999967e-03,1.996739999999999886e-03,-5.284119999999999533e-10,3.664699526294999763e-03,3.664699999999999902e-03,-4.737049999999999684e-10,5.615239626656999897e-03,5.615239999999999641e-03,-3.733430000000000000e-10
5.100000000000000533e+00,1.842667100000000117e-08,4.259709999999999862e-10,1.800070000000000051e-08,6.862495859999999577e-05,6.860559999999999922e-05,1.935859999999999972e-08,7.469047341499999645e-04,7.469080000000000120e-04,-3.265849999999999843e-09,1.995019478267000008e-03,1.995020000000000127e-03,-5.217330000000000428e-10,3.661259543494999914e-03,3.661259999999999949e-03,-4.565050000000000175e-10,5.618249610123999573e-03,5.618249999999999980e-03,-3.898760000000000193e-10
5.200000000000000178e+00,1.608522999999999864e-08,4.096300000000000113e-10,1.567559999999999910e-08,6.780584969999999575e-05,6.778799999999999540e-05,1.784970000000000134e-08,7.477518354400000070e-04,7.477550000000000125e-04,-3.164560000000000082e-09,1.998459486448000109e-03,1.998460000000000080e-03,-5.135519999999999653e-10,3.662119564703000211e-03,3.662120000000000045e-03,-4.352970000000000117e-10,5.628139596097000638e-03,5.628140000000000226e-03,-4.039029999999999958e-10
5.300000000000000711e+00,1.425974100000000013e-08,3.919410000000000014e-10,1.386779999999999961e-08,6.880937409999999936e-05,6.879200000000000137e-05,1.737409999999999938e-08,7.489801244800000941e-04,7.489830000000000489e-04,-2.875520000000000013e-09,2.003619496632999802e-03,2.003619999999999794e-03,-5.033669999999999638e-10,3.671149593926000248e-03,3.671150000000000194e-03,-4.060740000000000083e-10,5.633729578563000107e-03,5.633729999999999988e-03,-4.214370000000000203e-10
5.400000000000000355e+00,1.389122500000000070e-08,3.717249999999999752e-10,1.351950000000000072e-08,6.913119220000000110e-05,6.911389999999999569e-05,1.729220000000000115e-08,7.504204252799999246e-04,7.504229999999999538e-04,-2.574719999999999976e-09,2.003189508154000053e-03,2.003190000000000179e-03,-4.918459999999999784e-10,3.677599615468000061e-03,3.677600000000000053e-03,-3.845319999999999807e-10,5.632879560861999563e-03,5.632879999999999832e-03,-4.391379999999999781e-10
5.500000000000000000e+00,1.170942599999999931e-08,3.562259999999999856e-10,1.135320000000000004e-08,6.860048509999999201e-05,6.858439999999999339e-05,1.608510000000000022e-08,7.500397127800000410e-04,7.500420000000000264e-04,-2.287219999999999883e-09,2.008779518006000107e-03,2.008779999999999941e-03,-4.819940000000000418e-10,3.677169630497000193e-03,3.677170000000000005e-03,-3.695029999999999905e-10,5.639329547001999468e-03,5.639329999999999690e-03,-4.529980000000000212e-10
5.600000000000000533e+00,1.049143800000000010e-08,3.417379999999999835e-10,1.014970000000000022e-08,6.935001919999999351e-05,6.933419999999999763e-05,1.581919999999999848e-08,7.504210642299999302e-04,7.504229999999999538e-04,-1.935769999999999820e-09,2.007059535537000002e-03,2.007060000000000181e-03,-4.644629999999999914e-10,3.679749650869999777e-03,3.679749999999999861e-03,-3.491300000000000134e-10,5.646209529634999176e-03,5.646209999999999597e-03,-4.703649999999999572e-10
